cutoff,history,method,seed,state,n,annual_auroc,corrected_auroc,all_pairs,inversions,tie_changes
2022-06-30,annual_shared_offset,learned_market,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_market,-1,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_market,-1,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_market,-1,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_market,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260910,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260911,negative_low,5,0.6666666666666666,0.6666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,-1,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,-1,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,-1,nonnegative_low,5,1.0,1.0,10,0,0
2022-06-30,annual_shared_offset,learned_vol_interaction,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260910,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260911,negative_low,5,0.3333333333333333,0.3333333333333333,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_extension,-1,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,-1,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_extension,-1,nonnegative_low,5,1.0,1.0,10,0,0
2022-06-30,annual_shared_offset,learned_order_extension,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260910,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260911,negative_low,5,0.3333333333333333,0.3333333333333333,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_shared_offset,learned_order_offset,-1,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,-1,negative_high,0,,,0,0,0
2022-06-30,annual_shared_offset,learned_order_offset,-1,nonnegative_low,5,1.0,1.0,10,0,0
2022-06-30,annual_shared_offset,learned_order_offset,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_market,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_market,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_market,20260910,nonnegative_low,5,0.5,0.5,10,0,0
2022-06-30,annual_state_offset_half,learned_market,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_market,20260911,negative_low,5,0.6666666666666666,0.6666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_market,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_market,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_market,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_market,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_state_offset_half,learned_market,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_market,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_market,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_market,-1,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_market,-1,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_market,-1,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_market,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260910,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260911,negative_low,5,0.6666666666666666,0.6666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,-1,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,-1,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,-1,nonnegative_low,5,1.0,1.0,10,0,0
2022-06-30,annual_state_offset_half,learned_vol_interaction,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260910,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260911,negative_low,5,0.3333333333333333,0.3333333333333333,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,-1,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,-1,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,-1,nonnegative_low,5,1.0,1.0,10,0,0
2022-06-30,annual_state_offset_half,learned_order_extension,-1,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260910,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260910,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260910,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260910,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260911,negative_low,5,0.3333333333333333,0.3333333333333333,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260911,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260911,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260911,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260912,negative_low,5,0.0,0.0,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260912,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260912,nonnegative_low,5,0.75,0.75,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,20260912,nonnegative_high,4,,,6,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,-1,negative_low,5,0.16666666666666666,0.16666666666666666,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,-1,negative_high,0,,,0,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,-1,nonnegative_low,5,1.0,1.0,10,0,0
2022-06-30,annual_state_offset_half,learned_order_offset,-1,nonnegative_high,4,,,6,0,0
2022-09-30,annual_state_offset,learned_market,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,20260910,negative_high,10,0.32,0.32,45,0,0
2022-09-30,annual_state_offset,learned_market,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_market,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,20260911,negative_high,10,0.56,0.56,45,0,0
2022-09-30,annual_state_offset,learned_market,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_market,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset,learned_market,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_market,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_market,-1,negative_high,10,0.48,0.44,45,1,0
2022-09-30,annual_state_offset,learned_market,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_market,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260910,negative_high,10,0.24,0.24,45,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260911,negative_high,10,0.52,0.52,45,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,-1,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_vol_interaction,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260910,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260911,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_extension,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_extension,-1,negative_high,10,0.44,0.4,45,1,0
2022-09-30,annual_state_offset,learned_order_extension,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_extension,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260910,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260911,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_offset,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset,learned_order_offset,-1,negative_high,10,0.44,0.4,45,1,0
2022-09-30,annual_state_offset,learned_order_offset,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset,learned_order_offset,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,20260910,negative_high,10,0.32,0.32,45,0,0
2022-09-30,annual_shared_offset,learned_market,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_market,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,20260911,negative_high,10,0.56,0.56,45,0,0
2022-09-30,annual_shared_offset,learned_market,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_market,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_shared_offset,learned_market,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_market,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,-1,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_market,-1,negative_high,10,0.48,0.44,45,1,0
2022-09-30,annual_shared_offset,learned_market,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_market,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260910,negative_high,10,0.24,0.24,45,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260911,negative_high,10,0.52,0.52,45,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,-1,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,-1,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_vol_interaction,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260910,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260911,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_extension,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,-1,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_extension,-1,negative_high,10,0.44,0.4,45,1,0
2022-09-30,annual_shared_offset,learned_order_extension,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_extension,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260910,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260911,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_offset,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,-1,negative_low,0,,,0,0,0
2022-09-30,annual_shared_offset,learned_order_offset,-1,negative_high,10,0.44,0.4,45,1,0
2022-09-30,annual_shared_offset,learned_order_offset,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_shared_offset,learned_order_offset,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,20260910,negative_high,10,0.32,0.32,45,0,0
2022-09-30,annual_state_offset_half,learned_market,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_market,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,20260911,negative_high,10,0.56,0.56,45,0,0
2022-09-30,annual_state_offset_half,learned_market,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_market,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset_half,learned_market,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_market,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_market,-1,negative_high,10,0.48,0.44,45,1,0
2022-09-30,annual_state_offset_half,learned_market,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_market,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260910,negative_high,10,0.24,0.24,45,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260911,negative_high,10,0.52,0.52,45,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,-1,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,-1,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_vol_interaction,-1,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260910,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260910,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260910,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260910,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260911,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260911,negative_high,10,0.48,0.48,45,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260911,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260911,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260912,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260912,negative_high,10,0.28,0.28,45,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260912,nonnegative_low,2,0.0,0.0,1,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,20260912,nonnegative_high,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,-1,negative_low,0,,,0,0,0
2022-09-30,annual_state_offset_half,learned_order_extension,-1,negative_high,10,0.44,0.4,45,1,0
