cutoff,year,method,seed,source,target,source_n,target_n,status,overall_delta,composition,within_state
2022-03-31,2022,learned_vol_interaction,20260912,friday,future,12,12,target_state_absent_in_source,0.41440169317017717,,
2022-03-31,2022,learned_vol_interaction,20260912,daily,future,58,12,target_state_absent_in_source,0.517419672317073,,
2022-03-31,2022,learned_vol_interaction,-1,daily,friday,58,12,defined,0.09263050676056972,-0.0031708250985164124,0.09580133185908621
2022-03-31,2022,learned_vol_interaction,-1,friday,future,12,12,target_state_absent_in_source,0.3514220853709227,,
2022-03-31,2022,learned_vol_interaction,-1,daily,future,58,12,target_state_absent_in_source,0.4440525921314924,,
2022-03-31,2022,learned_order_extension,20260910,daily,friday,58,12,defined,0.07892284901295826,-0.00790251971353062,0.08682536872648891
2022-03-31,2022,learned_order_extension,20260910,friday,future,12,12,target_state_absent_in_source,0.30696546928191126,,
2022-03-31,2022,learned_order_extension,20260910,daily,future,58,12,target_state_absent_in_source,0.3858883182948695,,
2022-03-31,2022,learned_order_extension,20260911,daily,friday,58,12,defined,0.09619496099738961,-0.002668335539329731,0.09886329653671937
2022-03-31,2022,learned_order_extension,20260911,friday,future,12,12,target_state_absent_in_source,0.3272997350060235,,
2022-03-31,2022,learned_order_extension,20260911,daily,future,58,12,target_state_absent_in_source,0.4234946960034131,,
2022-03-31,2022,learned_order_extension,20260912,daily,friday,58,12,defined,0.10214316688288677,0.00018908455564026205,0.10195408232724656
2022-03-31,2022,learned_order_extension,20260912,friday,future,12,12,target_state_absent_in_source,0.4055851142080699,,
2022-03-31,2022,learned_order_extension,20260912,daily,future,58,12,target_state_absent_in_source,0.5077282810909567,,
2022-03-31,2022,learned_order_extension,-1,daily,friday,58,12,defined,0.09242032563107816,-0.003460590232406694,0.09588091586348489
2022-03-31,2022,learned_order_extension,-1,friday,future,12,12,target_state_absent_in_source,0.34661677283200154,,
2022-03-31,2022,learned_order_extension,-1,daily,future,58,12,target_state_absent_in_source,0.4390370984630797,,
2022-03-31,2022,learned_order_offset,20260910,daily,friday,58,12,defined,0.07896797427702551,-0.007921935551761738,0.08688990982878726
2022-03-31,2022,learned_order_offset,20260910,friday,future,12,12,target_state_absent_in_source,0.3068857625675157,,
2022-03-31,2022,learned_order_offset,20260910,daily,future,58,12,target_state_absent_in_source,0.3858537368445412,,
2022-03-31,2022,learned_order_offset,20260911,daily,friday,58,12,defined,0.09620568974666727,-0.002718106389942146,0.09892379613660941
2022-03-31,2022,learned_order_offset,20260911,friday,future,12,12,target_state_absent_in_source,0.32783081080233656,,
2022-03-31,2022,learned_order_offset,20260911,daily,future,58,12,target_state_absent_in_source,0.4240365005490038,,
2022-03-31,2022,learned_order_offset,20260912,daily,friday,58,12,defined,0.10213041019099489,0.00017832198620368334,0.10195208820479125
2022-03-31,2022,learned_order_offset,20260912,friday,future,12,12,target_state_absent_in_source,0.40552891709882155,,
2022-03-31,2022,learned_order_offset,20260912,daily,future,58,12,target_state_absent_in_source,0.5076593272898164,,
2022-03-31,2022,learned_order_offset,-1,daily,friday,58,12,defined,0.09243469140489591,-0.003487239985166729,0.09592193139006266
2022-03-31,2022,learned_order_offset,-1,friday,future,12,12,target_state_absent_in_source,0.3467484968228913,,
2022-03-31,2022,learned_order_offset,-1,daily,future,58,12,target_state_absent_in_source,0.4391831882277872,,
2022-06-30,2022,learned_market,20260910,daily,friday,117,24,defined,0.024154167174805757,-0.007591345621630032,0.03174551279643583
2022-06-30,2022,learned_market,20260910,friday,future,24,14,defined,-0.22133341944374274,0.13709088456535937,-0.35842430400910213
2022-06-30,2022,learned_market,20260910,daily,future,117,14,defined,-0.19717925226893698,0.04664030220737475,-0.24381955447631173
2022-06-30,2022,learned_market,20260911,daily,friday,117,24,defined,0.03740852639167325,-0.005843184292326588,0.04325171068399984
2022-06-30,2022,learned_market,20260911,friday,future,24,14,defined,-0.24536774172809037,0.16034396570069767,-0.40571170742878804
2022-06-30,2022,learned_market,20260911,daily,future,117,14,defined,-0.20795921533641712,0.06288304427121175,-0.27084225960762887
2022-06-30,2022,learned_market,20260912,daily,friday,117,24,defined,0.04440973757686023,-0.00645042231688387,0.0508601598937441
2022-06-30,2022,learned_market,20260912,friday,future,24,14,defined,-0.314417932045257,0.13373706535596674,-0.44815499740122366
2022-06-30,2022,learned_market,20260912,daily,future,117,14,defined,-0.27000819446839674,0.048885117556569435,-0.31889331202496607
2022-06-30,2022,learned_market,-1,daily,friday,117,24,defined,0.03532414371444645,-0.006628317410280162,0.04195246112472659
2022-06-30,2022,learned_market,-1,friday,future,24,14,defined,-0.2603730310723633,0.14372397187400793,-0.4040970029463713
2022-06-30,2022,learned_market,-1,daily,future,117,14,defined,-0.22504888735791687,0.052802821345051945,-0.2778517087029688
2022-06-30,2022,learned_vol_interaction,20260910,daily,friday,117,24,defined,0.0232407927847737,-0.0077377176932098375,0.030978510477983518
2022-06-30,2022,learned_vol_interaction,20260910,friday,future,24,14,defined,-0.22920493693323707,0.12724956238402252,-0.3564544993172596
2022-06-30,2022,learned_vol_interaction,20260910,daily,future,117,14,defined,-0.20596414414846337,0.038827624066979066,-0.24479176821544243
2022-06-30,2022,learned_vol_interaction,20260911,daily,friday,117,24,defined,0.03792566316870952,-0.005846220229580568,0.04377188339829008
2022-06-30,2022,learned_vol_interaction,20260911,friday,future,24,14,defined,-0.24808210285485555,0.1592038494994695,-0.40728595235432496
2022-06-30,2022,learned_vol_interaction,20260911,daily,future,117,14,defined,-0.21015643968614603,0.061476725892909596,-0.27163316557905565
2022-06-30,2022,learned_vol_interaction,20260912,daily,friday,117,24,defined,0.04370266374480575,-0.00630246797168609,0.05000513171649184
2022-06-30,2022,learned_vol_interaction,20260912,friday,future,24,14,defined,-0.31111895278539403,0.14344746703021144,-0.4545664198156055
2022-06-30,2022,learned_vol_interaction,20260912,daily,future,117,14,defined,-0.2674162890405883,0.05971877248593549,-0.32713506152652383
2022-06-30,2022,learned_vol_interaction,-1,daily,friday,117,24,defined,0.03495637323276293,-0.006628801964825499,0.04158517519758844
2022-06-30,2022,learned_vol_interaction,-1,friday,future,24,14,defined,-0.2628019975244955,0.14330029297123448,-0.40610229049573
2022-06-30,2022,learned_vol_interaction,-1,daily,future,117,14,defined,-0.22784562429173255,0.0533410408152747,-0.2811866651070073
2022-06-30,2022,learned_order_extension,20260910,daily,friday,117,24,defined,0.023354044428505194,-0.007641631759724951,0.030995676188230143
2022-06-30,2022,learned_order_extension,20260910,friday,future,24,14,defined,-0.20732399241880745,0.13161983531775656,-0.33894382773656406
2022-06-30,2022,learned_order_extension,20260910,daily,future,117,14,defined,-0.18396994799030225,0.039782884594493514,-0.22375283258479578
2022-06-30,2022,learned_order_extension,20260911,daily,friday,117,24,defined,0.0372886901322351,-0.005906937006358135,0.04319562713859325
2022-06-30,2022,learned_order_extension,20260911,friday,future,24,14,defined,-0.2767411178121797,0.16405345565315982,-0.44079457346533957
2022-06-30,2022,learned_order_extension,20260911,daily,future,117,14,defined,-0.23945242767994462,0.06276236054016528,-0.30221478822010983
2022-06-30,2022,learned_order_extension,20260912,daily,friday,117,24,defined,0.043352579726807894,-0.006415469707498413,0.04976804943430632
2022-06-30,2022,learned_order_extension,20260912,friday,future,24,14,defined,-0.29675754072014116,0.13844138365017683,-0.435198924370318
2022-06-30,2022,learned_order_extension,20260912,daily,future,117,14,defined,-0.25340496099333326,0.054722839438732476,-0.3081278004320657
2022-06-30,2022,learned_order_extension,-1,daily,friday,117,24,defined,0.034665104762516025,-0.006654679491193832,0.04131978425370989
2022-06-30,2022,learned_order_extension,-1,friday,future,24,14,defined,-0.26027421698370945,0.14470489154036442,-0.40497910852407387
2022-06-30,2022,learned_order_extension,-1,daily,future,117,14,defined,-0.22560911222119345,0.05242269485779712,-0.2780318070789905
2022-06-30,2022,learned_order_offset,20260910,daily,friday,117,24,defined,0.023386953927909654,-0.007645469176040685,0.03103242310395036
2022-06-30,2022,learned_order_offset,20260910,friday,future,24,14,defined,-0.20741945972944656,0.13153771303096712,-0.3389571727604137
2022-06-30,2022,learned_order_offset,20260910,daily,future,117,14,defined,-0.1840325058015369,0.039686023491478845,-0.22371852929301572
2022-06-30,2022,learned_order_offset,20260911,daily,friday,117,24,defined,0.03727768105717777,-0.005921662459674754,0.043199343516852534
2022-06-30,2022,learned_order_offset,20260911,friday,future,24,14,defined,-0.27723826032299836,0.16328963984936984,-0.44052790017236815
2022-06-30,2022,learned_order_offset,20260911,daily,future,117,14,defined,-0.23996057926582057,0.061843227010251425,-0.301803806276072
2022-06-30,2022,learned_order_offset,20260912,daily,friday,117,24,defined,0.043348120491088396,-0.006416638045963638,0.049764758537052076
2022-06-30,2022,learned_order_offset,20260912,friday,future,24,14,defined,-0.29674557048388045,0.1383795719324178,-0.43512514241629824
2022-06-30,2022,learned_order_offset,20260912,daily,future,117,14,defined,-0.25339744999279207,0.054663076026477075,-0.3080605260192691
2022-06-30,2022,learned_order_offset,-1,daily,friday,117,24,defined,0.03467091849205861,-0.006661256560559692,0.04133217505261833
2022-06-30,2022,learned_order_offset,-1,friday,future,24,14,defined,-0.26046776351210854,0.1444023082709182,-0.40487007178302675
2022-06-30,2022,learned_order_offset,-1,daily,future,117,14,defined,-0.2257968450200499,0.05206410884273581,-0.2778609538627857
2022-09-30,2022,learned_market,20260910,daily,friday,182,37,defined,0.021957241811984274,0.0044479862820958095,0.01750925552988849
2022-09-30,2022,learned_market,20260910,friday,future,37,12,defined,0.19270419905739733,0.05676636247405809,0.13593783658333924
2022-09-30,2022,learned_market,20260910,daily,future,182,12,defined,0.2146614408693816,0.07175898912099228,0.14290245174838934
2022-09-30,2022,learned_market,20260911,daily,friday,182,37,defined,0.029453651136046116,0.0061095789334761445,0.023344072202569933
2022-09-30,2022,learned_market,20260911,friday,future,37,12,defined,0.2149608851564299,0.07662755039470984,0.13833333476172008
2022-09-30,2022,learned_market,20260911,daily,future,182,12,defined,0.244414536292476,0.08029783654839424,0.16411669974408175
2022-09-30,2022,learned_market,20260912,daily,friday,182,37,defined,0.03420114082337175,0.005983425102232183,0.028217715721139573
2022-09-30,2022,learned_market,20260912,friday,future,37,12,defined,0.17228589195049193,0.09552267366091824,0.07676321828957369
2022-09-30,2022,learned_market,20260912,daily,future,182,12,defined,0.20648703277386368,0.10036561500824773,0.10612141776561597
2022-09-30,2022,learned_market,-1,daily,friday,182,37,defined,0.02853734459046739,0.005513663439268043,0.023023681151199293
2022-09-30,2022,learned_market,-1,friday,future,37,12,defined,0.193316992054773,0.07630552884322875,0.11701146321154432
2022-09-30,2022,learned_market,-1,daily,future,182,12,defined,0.2218543366452404,0.0841408135592114,0.13771352308602902
2022-09-30,2022,learned_vol_interaction,20260910,daily,friday,182,37,defined,0.021363430951793827,0.004400891730751193,0.016962539221042613
2022-09-30,2022,learned_vol_interaction,20260910,friday,future,37,12,defined,0.1956987135828602,0.06185449360917729,0.13384421997368295
2022-09-30,2022,learned_vol_interaction,20260910,daily,future,182,12,defined,0.21706214453465403,0.07597869469407917,0.1410834498405749
2022-09-30,2022,learned_vol_interaction,20260911,daily,friday,182,37,defined,0.02958580161663585,0.006097327901177333,0.023488473715458504
2022-09-30,2022,learned_vol_interaction,20260911,friday,future,37,12,defined,0.2188947496830361,0.07761653387184272,0.14127821581119338
2022-09-30,2022,learned_vol_interaction,20260911,daily,future,182,12,defined,0.24848055129967195,0.08110651906162927,0.16737403223804267
2022-09-30,2022,learned_vol_interaction,20260912,daily,friday,182,37,defined,0.034322670683247264,0.006040471253724601,0.028282199429522682
2022-09-30,2022,learned_vol_interaction,20260912,friday,future,37,12,defined,0.16905172887192885,0.09245224126581614,0.0765994876061127
2022-09-30,2022,learned_vol_interaction,20260912,daily,future,182,12,defined,0.2033743995551761,0.09792376998342904,0.10545062957174708
2022-09-30,2022,learned_vol_interaction,-1,daily,friday,182,37,defined,0.028423967750559,0.005512896961884376,0.022911070788674597
2022-09-30,2022,learned_vol_interaction,-1,friday,future,37,12,defined,0.19454839737927504,0.07730775624894538,0.11724064113032967
2022-09-30,2022,learned_vol_interaction,-1,daily,future,182,12,defined,0.22297236512983404,0.0850029945797125,0.1379693705501215
2022-09-30,2022,learned_order_extension,20260910,daily,friday,182,37,defined,0.020188242064836687,0.004813172020155677,0.015375070044681027
2022-09-30,2022,learned_order_extension,20260910,friday,future,37,12,defined,0.18951047605364432,0.0566452448949659,0.13286523115867843
2022-09-30,2022,learned_order_extension,20260910,daily,future,182,12,defined,0.209698718118481,0.07145341018682103,0.13824530793165998
2022-09-30,2022,learned_order_extension,20260911,daily,friday,182,37,defined,0.029665865448918305,0.0058363547228628505,0.023829510726055464
2022-09-30,2022,learned_order_extension,20260911,friday,future,37,12,defined,0.22401552762042207,0.0840159381440779,0.13999958947634417
2022-09-30,2022,learned_order_extension,20260911,daily,future,182,12,defined,0.2536813930693404,0.08668178658715797,0.16699960648218243
2022-09-30,2022,learned_order_extension,20260912,daily,friday,182,37,defined,0.03375866913174411,0.005948912064143805,0.027809757067600326
2022-09-30,2022,learned_order_extension,20260912,friday,future,37,12,defined,0.16672734772680362,0.08933412265626342,0.07739322507054017
2022-09-30,2022,learned_order_extension,20260912,daily,future,182,12,defined,0.20048601685854772,0.09540740403061167,0.10507861282793605
2022-09-30,2022,learned_order_extension,-1,daily,friday,182,37,defined,0.027870925548499764,0.005532812935720777,0.022338112612778967
2022-09-30,2022,learned_order_extension,-1,friday,future,37,12,defined,0.19341778380028998,0.07666510189843573,0.11675268190185428
2022-09-30,2022,learned_order_extension,-1,daily,future,182,12,defined,0.22128870934878975,0.0845142002681969,0.1367745090805928
2022-09-30,2022,learned_order_offset,20260910,daily,friday,182,37,defined,0.02020551753827074,0.004810737223585968,0.015394780314684713
2022-09-30,2022,learned_order_offset,20260910,friday,future,37,12,defined,0.18934815104515887,0.05667322616433444,0.13267492488082447
2022-09-30,2022,learned_order_offset,20260910,daily,future,182,12,defined,0.2095536685834296,0.07148419437115738,0.1380694742122722
2022-09-30,2022,learned_order_offset,20260911,daily,friday,182,37,defined,0.029632865374230738,0.005825259446112353,0.02380760592811836
2022-09-30,2022,learned_order_offset,20260911,friday,future,37,12,defined,0.22434604270498293,0.0842328522965699,0.14011319040841305
2022-09-30,2022,learned_order_offset,20260911,daily,future,182,12,defined,0.2539789080792137,0.08696492637266398,0.16701398170654969
2022-09-30,2022,learned_order_offset,20260912,daily,friday,182,37,defined,0.033752997053204004,0.0059475701830248775,0.027805426870179194
2022-09-30,2022,learned_order_offset,20260912,friday,future,37,12,defined,0.16668887655665027,0.08933690073573482,0.07735197582091544
2022-09-30,2022,learned_order_offset,20260912,daily,future,182,12,defined,0.20044187360985427,0.09540641096283065,0.10503546264702367
2022-09-30,2022,learned_order_offset,-1,daily,friday,182,37,defined,0.027863793321901892,0.0055278556175744,0.022335937704327458
2022-09-30,2022,learned_order_offset,-1,friday,future,37,12,defined,0.19346102343559735,0.07674765973221309,0.11671336370338431
2022-09-30,2022,learned_order_offset,-1,daily,future,182,12,defined,0.22132481675749924,0.08461851056888402,0.1367063061886152
2022-12-31,2023,learned_market,20260910,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_market,20260910,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,20260910,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,20260911,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_market,20260911,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,20260911,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,20260912,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_market,20260912,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,20260912,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,-1,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_market,-1,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_market,-1,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260910,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260910,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260910,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260911,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260911,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260911,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260912,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260912,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,20260912,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,-1,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_vol_interaction,-1,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_vol_interaction,-1,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,20260910,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_extension,20260910,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,20260910,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,20260911,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_extension,20260911,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,20260911,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,20260912,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_extension,20260912,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,20260912,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,-1,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_extension,-1,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_extension,-1,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,20260910,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_offset,20260910,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,20260910,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,20260911,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_offset,20260911,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,20260911,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,20260912,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_offset,20260912,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,20260912,daily,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,-1,daily,friday,0,0,empty_source,,,
2022-12-31,2023,learned_order_offset,-1,friday,future,0,12,empty_source,,,
2022-12-31,2023,learned_order_offset,-1,daily,future,0,12,empty_source,,,
2023-03-31,2023,learned_market,20260910,daily,friday,59,12,defined,0.07865706203152101,0.009038659587632053,0.06961840244388896
2023-03-31,2023,learned_market,20260910,friday,future,12,12,defined,-0.4068087965362483,0.375445561899882,-0.7822543584361303
2023-03-31,2023,learned_market,20260910,daily,future,59,12,defined,-0.3281517345047273,0.39687932552966204,-0.7250310600343893
2023-03-31,2023,learned_market,20260911,daily,friday,59,12,defined,0.05180482575069274,0.008317535641912047,0.04348729010878071
2023-03-31,2023,learned_market,20260911,friday,future,12,12,defined,-0.3824266587057355,0.2635982864271034,-0.6460249451328389
2023-03-31,2023,learned_market,20260911,daily,future,59,12,defined,-0.33062183295504277,0.36521542864032,-0.6958372615953627
2023-03-31,2023,learned_market,20260912,daily,friday,59,12,defined,0.07372270791588129,0.008055853777434379,0.06566685413844688
2023-03-31,2023,learned_market,20260912,friday,future,12,12,defined,-0.4287618154726971,0.23521445573567218,-0.6639762712083692
2023-03-31,2023,learned_market,20260912,daily,future,59,12,defined,-0.3550391075568158,0.35372521586370964,-0.7087643234205254
2023-03-31,2023,learned_market,-1,daily,friday,59,12,defined,0.06806153189936501,0.00847068300232616,0.05959084889703882
2023-03-31,2023,learned_market,-1,friday,future,12,12,defined,-0.405999090238227,0.29141943468755255,-0.6974185249257795
2023-03-31,2023,learned_market,-1,daily,future,59,12,defined,-0.33793755833886197,0.37193999001123057,-0.7098775483500925
2023-03-31,2023,learned_vol_interaction,20260910,daily,friday,59,12,defined,0.07787673457764568,0.009219726911645307,0.06865700766600037
2023-03-31,2023,learned_vol_interaction,20260910,friday,future,12,12,defined,-0.4048595552492132,0.3777103771883678,-0.782569932437581
2023-03-31,2023,learned_vol_interaction,20260910,daily,future,59,12,defined,-0.3269828206715675,0.4048298271204258,-0.7318126477919933
2023-03-31,2023,learned_vol_interaction,20260911,daily,friday,59,12,defined,0.05871998039922127,0.008069883085040013,0.05065009731418126
2023-03-31,2023,learned_vol_interaction,20260911,friday,future,12,12,defined,-0.4015360459448004,0.27653491147086334,-0.6780709574156638
2023-03-31,2023,learned_vol_interaction,20260911,daily,future,59,12,defined,-0.34281606554557914,0.35434123000675705,-0.6971572955523362
2023-03-31,2023,learned_vol_interaction,20260912,daily,friday,59,12,defined,0.07192274149895547,0.008155246730679288,0.06376749476827619
2023-03-31,2023,learned_vol_interaction,20260912,friday,future,12,12,defined,-0.4277783077629381,0.23418860478186854,-0.6619669125448068
2023-03-31,2023,learned_vol_interaction,20260912,daily,future,59,12,defined,-0.3558555662639827,0.3580894700834633,-0.713945036347446
2023-03-31,2023,learned_vol_interaction,-1,daily,friday,59,12,defined,0.0695064854919408,0.008481618909121535,0.061024866582819234
2023-03-31,2023,learned_vol_interaction,-1,friday,future,12,12,defined,-0.4113913029856505,0.29614463114703327,-0.7075359341326839
2023-03-31,2023,learned_vol_interaction,-1,daily,future,59,12,defined,-0.3418848174937097,0.372420175736882,-0.7143049932305918
2023-03-31,2023,learned_order_extension,20260910,daily,friday,59,12,defined,0.07846305667106107,0.00902831167872823,0.06943474499233283
2023-03-31,2023,learned_order_extension,20260910,friday,future,12,12,defined,-0.424692930179211,0.3801866508170897,-0.8048795809963006
2023-03-31,2023,learned_order_extension,20260910,daily,future,59,12,defined,-0.34622987350814993,0.3964249582568852,-0.742654831765035
2023-03-31,2023,learned_order_extension,20260911,daily,friday,59,12,defined,0.0588254262532676,0.008066798206837167,0.050758628046430415
2023-03-31,2023,learned_order_extension,20260911,friday,future,12,12,defined,-0.40233883889208244,0.27710178328079793,-0.6794406221728803
2023-03-31,2023,learned_order_extension,20260911,daily,future,59,12,defined,-0.34351341263881485,0.3542057758093048,-0.6977191884481196
2023-03-31,2023,learned_order_extension,20260912,daily,friday,59,12,defined,0.07301123869876516,0.007942409811441347,0.06506882888732382
2023-03-31,2023,learned_order_extension,20260912,friday,future,12,12,defined,-0.43620639500375025,0.23996527715661542,-0.6761716721603657
2023-03-31,2023,learned_order_extension,20260912,daily,future,59,12,defined,-0.36319515630498506,0.3487439944478337,-0.7119391507528189
2023-03-31,2023,learned_order_extension,-1,daily,friday,59,12,defined,0.07009990720769796,0.008345839899002248,0.06175406730869569
2023-03-31,2023,learned_order_extension,-1,friday,future,12,12,defined,-0.42107938802501454,0.29908457041816766,-0.7201639584431823
2023-03-31,2023,learned_order_extension,-1,daily,future,59,12,defined,-0.3509794808173166,0.3664582428380079,-0.7174377236553245
2023-03-31,2023,learned_order_offset,20260910,daily,friday,59,12,defined,0.07849981576402107,0.00901718120383466,0.06948263456018637
2023-03-31,2023,learned_order_offset,20260910,friday,future,12,12,defined,-0.42547714475833653,0.38029124880083526,-0.8057683935591717
2023-03-31,2023,learned_order_offset,20260910,daily,future,59,12,defined,-0.34697732899431544,0.39593622922292193,-0.7429135582172374
2023-03-31,2023,learned_order_offset,20260911,daily,friday,59,12,defined,0.0588277613600421,0.008067411438040396,0.050760349922001693
2023-03-31,2023,learned_order_offset,20260911,friday,future,12,12,defined,-0.4022492806726671,0.2770824592419976,-0.6793317399146647
2023-03-31,2023,learned_order_offset,20260911,daily,future,59,12,defined,-0.343421519312625,0.35423270223395564,-0.6976542215465806
2023-03-31,2023,learned_order_offset,20260912,daily,friday,59,12,defined,0.07259549267674409,0.007920705723283253,0.06467478695346082
2023-03-31,2023,learned_order_offset,20260912,friday,future,12,12,defined,-0.43742676047141077,0.24230581601148976,-0.6797325764829005
2023-03-31,2023,learned_order_offset,20260912,daily,future,59,12,defined,-0.3648312677946667,0.347790987667801,-0.7126222554624677
2023-03-31,2023,learned_order_offset,-1,daily,friday,59,12,defined,0.06997435660026904,0.008335099455052768,0.061639257145216265
2023-03-31,2023,learned_order_offset,-1,friday,future,12,12,defined,-0.42171772863413814,0.29989317468477417,-0.7216109033189124
2023-03-31,2023,learned_order_offset,-1,daily,future,59,12,defined,-0.3517433720338691,0.3659866397082262,-0.7177300117420953
2023-06-30,2023,learned_market,20260910,daily,friday,118,24,defined,0.015477462993546146,0.0019129482941949206,0.013564514699351216
2023-06-30,2023,learned_market,20260910,friday,future,24,12,target_state_absent_in_source,-0.24715434786007368,,
2023-06-30,2023,learned_market,20260910,daily,future,118,12,target_state_absent_in_source,-0.23167688486652754,,
2023-06-30,2023,learned_market,20260911,daily,friday,118,24,defined,0.00232489712027404,0.0018313579620691162,0.0004935391582049234
2023-06-30,2023,learned_market,20260911,friday,future,24,12,target_state_absent_in_source,-0.22107526505685338,,
2023-06-30,2023,learned_market,20260911,daily,future,118,12,target_state_absent_in_source,-0.21875036793657934,,
2023-06-30,2023,learned_market,20260912,daily,friday,118,24,defined,0.0015108170425848083,0.0015779732166976443,-6.715617411284097e-05
2023-06-30,2023,learned_market,20260912,friday,future,24,12,target_state_absent_in_source,-0.2428047342240678,,
2023-06-30,2023,learned_market,20260912,daily,future,118,12,target_state_absent_in_source,-0.24129391718148296,,
2023-06-30,2023,learned_market,-1,daily,friday,118,24,defined,0.006437725718801621,0.001774093157653894,0.004663632561147734
2023-06-30,2023,learned_market,-1,friday,future,24,12,target_state_absent_in_source,-0.23701144904699825,,
2023-06-30,2023,learned_market,-1,daily,future,118,12,target_state_absent_in_source,-0.23057372332819664,,
2023-06-30,2023,learned_vol_interaction,20260910,daily,friday,118,24,defined,0.015906343118928648,0.0018748494249308774,0.01403149369399776
2023-06-30,2023,learned_vol_interaction,20260910,friday,future,24,12,target_state_absent_in_source,-0.2513280968535803,,
2023-06-30,2023,learned_vol_interaction,20260910,daily,future,118,12,target_state_absent_in_source,-0.23542175373465166,,
2023-06-30,2023,learned_vol_interaction,20260911,daily,friday,118,24,defined,0.0052896924698061995,0.0021276685738866826,0.003162023895919512
2023-06-30,2023,learned_vol_interaction,20260911,friday,future,24,12,target_state_absent_in_source,-0.2250463938162405,,
2023-06-30,2023,learned_vol_interaction,20260911,daily,future,118,12,target_state_absent_in_source,-0.2197567013464343,,
2023-06-30,2023,learned_vol_interaction,20260912,daily,friday,118,24,defined,-0.00015914728316196447,0.001487688619435869,-0.0016468359025978109
2023-06-30,2023,learned_vol_interaction,20260912,friday,future,24,12,target_state_absent_in_source,-0.24091554022184009,,
2023-06-30,2023,learned_vol_interaction,20260912,daily,future,118,12,target_state_absent_in_source,-0.24107468750500205,,
2023-06-30,2023,learned_vol_interaction,-1,daily,friday,118,24,defined,0.007012296101857635,0.001830068872751143,0.0051822272291064874
2023-06-30,2023,learned_vol_interaction,-1,friday,future,24,12,target_state_absent_in_source,-0.23909667696388698,,
2023-06-30,2023,learned_vol_interaction,-1,daily,future,118,12,target_state_absent_in_source,-0.23208438086202932,,
2023-06-30,2023,learned_order_extension,20260910,daily,friday,118,24,defined,0.01572083256893772,0.002209303634458927,0.013511528934478783
2023-06-30,2023,learned_order_extension,20260910,friday,future,24,12,target_state_absent_in_source,-0.23866691352596414,,
2023-06-30,2023,learned_order_extension,20260910,daily,future,118,12,target_state_absent_in_source,-0.22294608095702645,,
