period,method,seed,view,cohort,cells,future_weeks,same_cells,opposite_cells,near_zero_cells,undefined_cells,same_weeks,opposite_weeks,near_zero_weeks,undefined_weeks
pooled_2021_2026,learned_order_offset,20260912,friday,weekly_count10,2,22,2,0,0,0,22,0,0,0
pooled_2021_2026,learned_order_offset,-1,daily,available,39,200,21,18,0,0,116,84,0,0
pooled_2021_2026,learned_order_offset,-1,daily,r37_eligible,19,103,12,7,0,0,84,19,0,0
pooled_2021_2026,learned_order_offset,-1,daily,weekly_count10,2,22,2,0,0,0,22,0,0,0
pooled_2021_2026,learned_order_offset,-1,friday,available,37,193,19,18,0,0,114,79,0,0
pooled_2021_2026,learned_order_offset,-1,friday,r37_eligible,19,103,11,8,0,0,80,23,0,0
pooled_2021_2026,learned_order_offset,-1,friday,weekly_count10,2,22,2,0,0,0,22,0,0,0
year_2021,learned_market,20260910,daily,available,8,37,3,5,0,0,5,32,0,0
year_2021,learned_market,20260910,daily,r37_eligible,4,19,2,2,0,0,4,15,0,0
year_2021,learned_market,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,20260910,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_market,20260910,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_market,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,20260911,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_market,20260911,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_market,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,20260911,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_market,20260911,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_market,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,20260912,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_market,20260912,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_market,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,20260912,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_market,20260912,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_market,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,-1,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_market,-1,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_market,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_market,-1,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_market,-1,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_market,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,20260910,daily,available,8,37,4,4,0,0,8,29,0,0
year_2021,learned_vol_interaction,20260910,daily,r37_eligible,4,19,2,2,0,0,4,15,0,0
year_2021,learned_vol_interaction,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,20260910,friday,available,8,37,4,4,0,0,17,20,0,0
year_2021,learned_vol_interaction,20260910,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_vol_interaction,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,20260911,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_vol_interaction,20260911,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_vol_interaction,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,20260911,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_vol_interaction,20260911,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_vol_interaction,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,20260912,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_vol_interaction,20260912,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_vol_interaction,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,20260912,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_vol_interaction,20260912,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_vol_interaction,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,-1,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_vol_interaction,-1,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_vol_interaction,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_vol_interaction,-1,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_vol_interaction,-1,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_vol_interaction,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,20260910,daily,available,8,37,4,4,0,0,8,29,0,0
year_2021,learned_order_extension,20260910,daily,r37_eligible,4,19,2,2,0,0,4,15,0,0
year_2021,learned_order_extension,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,20260910,friday,available,8,37,4,4,0,0,17,20,0,0
year_2021,learned_order_extension,20260910,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_extension,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,20260911,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_order_extension,20260911,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_order_extension,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,20260911,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_order_extension,20260911,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_extension,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,20260912,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_order_extension,20260912,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_order_extension,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,20260912,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_order_extension,20260912,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_extension,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,-1,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_order_extension,-1,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_order_extension,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_extension,-1,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_order_extension,-1,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_extension,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,20260910,daily,available,8,37,4,4,0,0,8,29,0,0
year_2021,learned_order_offset,20260910,daily,r37_eligible,4,19,2,2,0,0,4,15,0,0
year_2021,learned_order_offset,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,20260910,friday,available,8,37,4,4,0,0,17,20,0,0
year_2021,learned_order_offset,20260910,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_offset,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,20260911,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_order_offset,20260911,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_order_offset,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,20260911,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_order_offset,20260911,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_offset,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,20260912,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_order_offset,20260912,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_order_offset,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,20260912,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_order_offset,20260912,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_offset,20260912,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,-1,daily,available,8,37,4,4,0,0,14,23,0,0
year_2021,learned_order_offset,-1,daily,r37_eligible,4,19,3,1,0,0,13,6,0,0
year_2021,learned_order_offset,-1,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2021,learned_order_offset,-1,friday,available,8,37,5,3,0,0,20,17,0,0
year_2021,learned_order_offset,-1,friday,r37_eligible,4,19,3,1,0,0,10,9,0,0
year_2021,learned_order_offset,-1,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2022,learned_market,20260910,daily,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_market,20260910,daily,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_market,20260910,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,20260910,friday,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_market,20260910,friday,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_market,20260910,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,20260911,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_market,20260911,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_market,20260911,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,20260911,friday,available,7,37,4,3,0,0,26,11,0,0
year_2022,learned_market,20260911,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_market,20260911,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,20260912,daily,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_market,20260912,daily,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_market,20260912,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,20260912,friday,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_market,20260912,friday,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_market,20260912,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,-1,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_market,-1,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_market,-1,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_market,-1,friday,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_market,-1,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_market,-1,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,20260910,daily,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_vol_interaction,20260910,daily,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_vol_interaction,20260910,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,20260910,friday,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_vol_interaction,20260910,friday,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_vol_interaction,20260910,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,20260911,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_vol_interaction,20260911,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_vol_interaction,20260911,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,20260911,friday,available,7,37,4,3,0,0,26,11,0,0
year_2022,learned_vol_interaction,20260911,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_vol_interaction,20260911,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,20260912,daily,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_vol_interaction,20260912,daily,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_vol_interaction,20260912,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,20260912,friday,available,7,37,4,3,0,0,18,19,0,0
year_2022,learned_vol_interaction,20260912,friday,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_vol_interaction,20260912,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,-1,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_vol_interaction,-1,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_vol_interaction,-1,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_vol_interaction,-1,friday,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_vol_interaction,-1,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_vol_interaction,-1,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,20260910,daily,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_order_extension,20260910,daily,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_order_extension,20260910,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,20260910,friday,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_order_extension,20260910,friday,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_order_extension,20260910,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,20260911,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_order_extension,20260911,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_extension,20260911,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,20260911,friday,available,7,37,4,3,0,0,26,11,0,0
year_2022,learned_order_extension,20260911,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_extension,20260911,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,20260912,daily,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_order_extension,20260912,daily,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_order_extension,20260912,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,20260912,friday,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_order_extension,20260912,friday,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_order_extension,20260912,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,-1,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_order_extension,-1,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_extension,-1,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_extension,-1,friday,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_order_extension,-1,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_extension,-1,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,20260910,daily,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_order_offset,20260910,daily,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_order_offset,20260910,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,20260910,friday,available,7,37,5,2,0,0,32,5,0,0
year_2022,learned_order_offset,20260910,friday,r37_eligible,4,27,4,0,0,0,27,0,0,0
year_2022,learned_order_offset,20260910,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,20260911,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_order_offset,20260911,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_offset,20260911,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,20260911,friday,available,7,37,4,3,0,0,26,11,0,0
year_2022,learned_order_offset,20260911,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_offset,20260911,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,20260912,daily,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_order_offset,20260912,daily,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_order_offset,20260912,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,20260912,friday,available,7,37,4,3,0,0,22,15,0,0
year_2022,learned_order_offset,20260912,friday,r37_eligible,4,27,3,1,0,0,17,10,0,0
year_2022,learned_order_offset,20260912,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,-1,daily,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_order_offset,-1,daily,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_offset,-1,daily,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2022,learned_order_offset,-1,friday,available,7,37,4,3,0,0,30,7,0,0
year_2022,learned_order_offset,-1,friday,r37_eligible,4,27,3,1,0,0,25,2,0,0
year_2022,learned_order_offset,-1,friday,weekly_count10,1,10,1,0,0,0,10,0,0,0
year_2023,learned_market,20260910,daily,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_market,20260910,daily,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_market,20260910,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,20260910,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_market,20260910,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_market,20260910,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,20260911,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_market,20260911,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_market,20260911,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,20260911,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_market,20260911,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_market,20260911,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,20260912,daily,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_market,20260912,daily,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_market,20260912,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,20260912,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_market,20260912,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_market,20260912,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,-1,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_market,-1,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_market,-1,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_market,-1,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_market,-1,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_market,-1,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,20260910,daily,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_vol_interaction,20260910,daily,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_vol_interaction,20260910,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,20260910,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_vol_interaction,20260910,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_vol_interaction,20260910,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,20260911,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_vol_interaction,20260911,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_vol_interaction,20260911,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,20260911,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_vol_interaction,20260911,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_vol_interaction,20260911,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,20260912,daily,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_vol_interaction,20260912,daily,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_vol_interaction,20260912,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,20260912,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_vol_interaction,20260912,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_vol_interaction,20260912,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,-1,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_vol_interaction,-1,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_vol_interaction,-1,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_vol_interaction,-1,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_vol_interaction,-1,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_vol_interaction,-1,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,20260910,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_extension,20260910,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_extension,20260910,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,20260910,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_extension,20260910,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_extension,20260910,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,20260911,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_extension,20260911,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_extension,20260911,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,20260911,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_extension,20260911,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_extension,20260911,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,20260912,daily,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_order_extension,20260912,daily,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_order_extension,20260912,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,20260912,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_order_extension,20260912,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_order_extension,20260912,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,-1,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_extension,-1,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_extension,-1,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_extension,-1,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_extension,-1,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_extension,-1,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,20260910,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_offset,20260910,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_offset,20260910,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,20260910,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_offset,20260910,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_offset,20260910,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,20260911,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_offset,20260911,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_offset,20260911,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,20260911,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_offset,20260911,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_offset,20260911,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,20260912,daily,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_order_offset,20260912,daily,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_order_offset,20260912,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,20260912,friday,available,5,35,1,4,0,0,12,23,0,0
year_2023,learned_order_offset,20260912,friday,r37_eligible,4,26,1,3,0,0,12,14,0,0
year_2023,learned_order_offset,20260912,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,-1,daily,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_offset,-1,daily,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_offset,-1,daily,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2023,learned_order_offset,-1,friday,available,5,35,2,3,0,0,21,14,0,0
year_2023,learned_order_offset,-1,friday,r37_eligible,4,26,2,2,0,0,21,5,0,0
year_2023,learned_order_offset,-1,friday,weekly_count10,1,12,1,0,0,0,12,0,0,0
year_2024,learned_market,20260910,daily,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_market,20260910,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_market,20260910,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_market,20260910,friday,available,7,36,3,4,0,0,14,22,0,0
year_2024,learned_market,20260910,friday,r37_eligible,3,14,0,3,0,0,0,14,0,0
year_2024,learned_market,20260910,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_market,20260911,daily,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_market,20260911,daily,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_market,20260911,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_market,20260911,friday,available,7,36,4,3,0,0,15,21,0,0
year_2024,learned_market,20260911,friday,r37_eligible,3,14,1,2,0,0,1,13,0,0
year_2024,learned_market,20260911,friday,weekly_count10,0,0,0,0,0,0,0,0,0,0
year_2024,learned_market,20260912,daily,available,7,36,4,3,0,0,16,20,0,0
year_2024,learned_market,20260912,daily,r37_eligible,3,14,2,1,0,0,12,2,0,0
year_2024,learned_market,20260912,daily,weekly_count10,0,0,0,0,0,0,0,0,0,0
