period,history,method,seed,scope,n,squared_shift,alignment_term,brier_change,regressions,recoveries
pooled_2021_2026,annual_shared_offset,learned_order_extension,-1,eligible,103,0.002565424134751305,-0.0024593065066766144,0.0001061176280746881,11,8
pooled_2021_2026,annual_shared_offset,learned_order_extension,20260910,all,272,0.0011801463097159362,-0.0017151007239736434,-0.0005349544142577082,5,2
pooled_2021_2026,annual_shared_offset,learned_order_extension,20260910,eligible,103,0.0031165028761430554,-0.004529198028357583,-0.0014126951522145323,5,2
pooled_2021_2026,annual_shared_offset,learned_order_extension,20260911,all,272,0.0009098588855032225,-0.001050776044536726,-0.00014091715903350143,4,7
pooled_2021_2026,annual_shared_offset,learned_order_extension,20260911,eligible,103,0.0024027341442415195,-0.0027748648943105776,-0.00037213075006905047,4,7
pooled_2021_2026,annual_shared_offset,learned_order_extension,20260912,all,272,0.0008949160652703217,9.809642171456049e-05,0.0009930124869848827,9,5
pooled_2021_2026,annual_shared_offset,learned_order_extension,20260912,eligible,103,0.002363273492752694,0.0002590507447219451,0.0026223242374746416,9,5
pooled_2021_2026,annual_shared_offset,learned_order_offset,-1,all,272,0.0009704855878259674,-0.0009276697682709277,4.2815819555042214e-05,11,8
pooled_2021_2026,annual_shared_offset,learned_order_offset,-1,eligible,103,0.002562835727074399,-0.0024497687084436134,0.00011306701863079,11,8
pooled_2021_2026,annual_shared_offset,learned_order_offset,20260910,all,272,0.0011795649864044051,-0.0017131587688013438,-0.0005335937823969386,5,2
pooled_2021_2026,annual_shared_offset,learned_order_offset,20260910,eligible,103,0.0031149677310873605,-0.004524069758388013,-0.0014091020273006528,5,2
pooled_2021_2026,annual_shared_offset,learned_order_offset,20260911,all,272,0.0009063808264386436,-0.0010349913391302387,-0.00012861051269159556,4,6
pooled_2021_2026,annual_shared_offset,learned_order_offset,20260911,eligible,103,0.002393549366905933,-0.002733181012072088,-0.00033963164516615473,4,6
pooled_2021_2026,annual_shared_offset,learned_order_offset,20260912,all,272,0.0008951188983317091,9.328115046879394e-05,0.000988400048800504,9,5
pooled_2021_2026,annual_shared_offset,learned_order_offset,20260912,eligible,103,0.002363809129574999,0.0002463346886166207,0.002610143818191624,9,5
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,-1,all,272,0.0010222516657908444,-0.0010730383738473531,-5.078670805650504e-05,10,7
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,-1,eligible,103,0.002699538379564171,-0.002833654734820195,-0.00013411635525601467,10,7
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,20260910,all,272,0.001273508435455679,-0.0019486985238234813,-0.0006751900883678027,6,3
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,20260910,eligible,103,0.0033630514023683935,-0.005146077655145506,-0.0017830262527771092,6,3
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,20260911,all,272,0.0009081831943491684,-0.0010108002563894963,-0.00010261706204032668,4,5
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,20260911,eligible,103,0.002398309018087124,-0.0026692977644460487,-0.0002709887463589208,4,5
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,20260912,all,272,0.0009592719827107197,-0.0001604832593952659,0.0007987887233154534,6,5
pooled_2021_2026,annual_shared_offset,learned_vol_interaction,20260912,eligible,103,0.00253322309997394,-0.00042380045199526446,0.002109422647978673,6,5
pooled_2021_2026,annual_state_offset,learned_market,-1,all,272,0.001164189682822057,-0.0009894397184167956,0.00017474996440526187,10,8
pooled_2021_2026,annual_state_offset,learned_market,-1,eligible,103,0.0030743649876465978,-0.0026128893534890126,0.00046147563415758407,10,8
pooled_2021_2026,annual_state_offset,learned_market,20260910,all,272,0.0014083827331170119,-0.0016384086347649989,-0.00023002590164798812,9,6
pooled_2021_2026,annual_state_offset,learned_market,20260910,eligible,103,0.0037192243049303615,-0.004326671346175532,-0.0006074470412451725,9,6
pooled_2021_2026,annual_state_offset,learned_market,20260911,all,272,0.0011962409737195643,-0.0010975743718979365,9.866660182162656e-05,4,7
pooled_2021_2026,annual_state_offset,learned_market,20260911,eligible,103,0.0031590052898225387,-0.0028984488267595992,0.0002605564630629359,4,7
pooled_2021_2026,annual_state_offset,learned_market,20260912,all,272,0.0010075661856635398,-0.0003919904596456766,0.000615575726017861,5,5
pooled_2021_2026,annual_state_offset,learned_market,20260912,eligible,103,0.002660757305829931,-0.0010351592720740201,0.0016255980337559041,5,5
pooled_2021_2026,annual_state_offset,learned_order_extension,-1,all,272,0.0011461858023748986,-0.0009057312956592192,0.00024045450671568165,12,8
pooled_2021_2026,annual_state_offset,learned_order_extension,-1,eligible,103,0.0030268207596696353,-0.0023918341011583254,0.0006349866585113153,12,8
pooled_2021_2026,annual_state_offset,learned_order_extension,20260910,all,272,0.0013363381682733745,-0.001160002917414348,0.0001763352508590242,6,4
pooled_2021_2026,annual_state_offset,learned_order_extension,20260910,eligible,103,0.0035289706967995913,-0.0030633086751136176,0.0004656620216859663,6,4
pooled_2021_2026,annual_state_offset,learned_order_extension,20260911,all,272,0.0012228133229039827,-0.0013929261677680894,-0.00017011284486410764,7,9
pooled_2021_2026,annual_state_offset,learned_order_extension,20260911,eligible,103,0.0032291769303872168,-0.0036784069673099066,-0.00044923003692269093,7,9
pooled_2021_2026,annual_state_offset,learned_order_extension,20260912,all,272,0.0009912536505467448,-0.0004387355246453345,0.0005525181259014123,7,5
pooled_2021_2026,annual_state_offset,learned_order_extension,20260912,eligible,103,0.0026176795431914032,-0.0011586025505197187,0.001459076992671691,7,5
pooled_2021_2026,annual_state_offset,learned_order_offset,-1,all,272,0.0011479971192320053,-0.0009216323623796518,0.00022636475685235366,12,8
pooled_2021_2026,annual_state_offset,learned_order_offset,-1,eligible,103,0.003031604043020441,-0.0024338252676433508,0.0005977787753770902,12,8
pooled_2021_2026,annual_state_offset,learned_order_offset,20260910,all,272,0.0013365029302793562,-0.001169506560265605,0.0001669963700137514,6,5
pooled_2021_2026,annual_state_offset,learned_order_offset,20260910,eligible,103,0.003529405796465872,-0.003088405673711114,0.00044100012275476256,6,5
pooled_2021_2026,annual_state_offset,learned_order_offset,20260911,all,272,0.0012191124950859638,-0.001388976712377029,-0.00016986421729106276,7,9
pooled_2021_2026,annual_state_offset,learned_order_offset,20260911,eligible,103,0.0032194038705182734,-0.0036679773375393374,-0.0004485734670210584,7,9
pooled_2021_2026,annual_state_offset,learned_order_offset,20260912,all,272,0.0009979647093983119,-0.0004754958474026864,0.0005224688619956284,7,5
pooled_2021_2026,annual_state_offset,learned_order_offset,20260912,eligible,103,0.002635401951032435,-0.0012556783543061223,0.0013797235967263198,7,5
pooled_2021_2026,annual_state_offset,learned_vol_interaction,-1,all,272,0.0011543880297789646,-0.0008734301039717403,0.00028095792580722654,11,7
pooled_2021_2026,annual_state_offset,learned_vol_interaction,-1,eligible,103,0.00304848101067843,-0.0023065338667991606,0.0007419471438792767,11,7
pooled_2021_2026,annual_state_offset,learned_vol_interaction,20260910,all,272,0.0013826721172779768,-0.001218584839973666,0.0001640872773043113,7,5
pooled_2021_2026,annual_state_offset,learned_vol_interaction,20260910,eligible,103,0.003651328309704948,-0.003218010451192592,0.00043331785851235687,7,5
pooled_2021_2026,annual_state_offset,learned_vol_interaction,20260911,all,272,0.0012194533259257134,-0.0011975880836525275,2.1865242273187008e-05,8,8
pooled_2021_2026,annual_state_offset,learned_vol_interaction,20260911,eligible,103,0.003220303928658194,-0.003162562706344539,5.7741222313659704e-05,8,8
pooled_2021_2026,annual_state_offset,learned_vol_interaction,20260912,all,272,0.0009862053507166389,-0.0003895188397720879,0.0005966865109445499,4,6
pooled_2021_2026,annual_state_offset,learned_vol_interaction,20260912,eligible,103,0.0026043481106303476,-0.00102863227590299,0.0015757158347273555,4,6
pooled_2021_2026,annual_state_offset_half,learned_market,-1,all,272,0.00029014686773950414,-0.0004572747150752577,-0.00016712784733575407,7,5
pooled_2021_2026,annual_state_offset_half,learned_market,-1,eligible,103,0.0007662130876227682,-0.0012075604126259238,-0.0004413473250031565,7,5
pooled_2021_2026,annual_state_offset_half,learned_market,20260910,all,272,0.00034820376587537755,-0.0007526486416445075,-0.00040444487576913094,6,3
pooled_2021_2026,annual_state_offset_half,learned_market,20260910,eligible,103,0.0009195283914378904,-0.001987576995410737,-0.0010680486039728505,6,3
pooled_2021_2026,annual_state_offset_half,learned_market,20260911,all,272,0.000299025187067261,-0.000510468033284308,-0.000211442846217047,3,5
pooled_2021_2026,annual_state_offset_half,learned_market,20260911,eligible,103,0.0007896587464300482,-0.0013480320878964248,-0.0005583733414663766,3,5
pooled_2021_2026,annual_state_offset_half,learned_market,20260912,all,272,0.00025306877547449577,-0.0001449780855832824,0.00010809068989121014,3,1
pooled_2021_2026,annual_state_offset_half,learned_market,20260912,eligible,103,0.0006682981255248822,-0.00038285475027818216,0.0002854433752466909,3,1
pooled_2021_2026,annual_state_offset_half,learned_order_extension,-1,all,272,0.0002857928408968759,-0.0004208434680244631,-0.0001350506271275893,10,5
pooled_2021_2026,annual_state_offset_half,learned_order_extension,-1,eligible,103,0.0007547150749898083,-0.0011113536242976115,-0.0003566385493078088,10,5
pooled_2021_2026,annual_state_offset_half,learned_order_extension,20260910,all,272,0.0003314696549163741,-0.0005257534383132171,-0.0001942837833968441,4,1
pooled_2021_2026,annual_state_offset_half,learned_order_extension,20260910,eligible,103,0.0008753373411383858,-0.0013883974293319903,-0.0005130600881936071,4,1
pooled_2021_2026,annual_state_offset_half,learned_order_extension,20260911,all,272,0.00030526575625909163,-0.0006512603239404336,-0.0003459945676813421,3,6
pooled_2021_2026,annual_state_offset_half,learned_order_extension,20260911,eligible,103,0.0008061386961405138,-0.0017198330884640575,-0.0009136943923235445,3,6
pooled_2021_2026,annual_state_offset_half,learned_order_extension,20260912,all,272,0.00024851623192842807,-0.0001798595589020365,6.865667302639308e-05,3,2
pooled_2021_2026,annual_state_offset_half,learned_order_extension,20260912,eligible,103,0.0006562758746071108,-0.00047496893224615504,0.00018130694236096072,3,2
pooled_2021_2026,annual_state_offset_half,learned_order_offset,-1,all,272,0.0002862568667080803,-0.0004289745778278269,-0.0001427177111197464,10,5
pooled_2021_2026,annual_state_offset_half,learned_order_offset,-1,eligible,103,0.0007559404635397849,-0.0011328260696035826,-0.00037688560606379646,10,5
pooled_2021_2026,annual_state_offset_half,learned_order_offset,20260910,all,272,0.000331513209856784,-0.0005307551430364993,-0.00019924193317971453,4,1
pooled_2021_2026,annual_state_offset_half,learned_order_offset,20260910,eligible,103,0.0008754523600101482,-0.001401605814620657,-0.0005261534546105084,4,1
pooled_2021_2026,annual_state_offset_half,learned_order_offset,20260911,all,272,0.00030436303383730496,-0.0006493687741842178,-0.00034500574034691166,4,6
pooled_2021_2026,annual_state_offset_half,learned_order_offset,20260911,eligible,103,0.0008037548078033685,-0.0017148379279427885,-0.000911083120139417,4,6
pooled_2021_2026,annual_state_offset_half,learned_order_offset,20260912,all,272,0.00025020145813644786,-0.00019858647177902725,5.161498635742315e-05,3,2
pooled_2021_2026,annual_state_offset_half,learned_order_offset,20260912,eligible,103,0.000660726180709843,-0.0005244225274164594,0.00013630365329338982,3,2
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,-1,all,272,0.0002878126081408411,-0.0003993937164083332,-0.00011158110826748882,8,5
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,-1,eligible,103,0.0007600488292651338,-0.0010547096200297736,-0.00029466079076463067,8,5
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,20260910,all,272,0.00034255321160993416,-0.0005451883653964193,-0.00020263515378648428,4,2
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,20260910,eligible,103,0.0009046065393971079,-0.0014397207319206428,-0.0005351141925235308,4,2
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,20260911,all,272,0.00030501807905932126,-0.0005581128669672498,-0.0002530947879079281,5,5
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,20260911,eligible,103,0.0008054846359624794,-0.0014738514545154548,-0.000668366818552975,5,5
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,20260912,all,272,0.00024718301159004375,-0.0001450233333089465,0.00010215967828109661,2,2
pooled_2021_2026,annual_state_offset_half,learned_vol_interaction,20260912,eligible,103,0.0006527551374028339,-0.00038297423941780075,0.0002697808979850319,2,2
year_2021,annual_shared_offset,learned_market,-1,all,50,0.00024451113302640206,-0.002877078436938975,-0.002632567303912572,2,0
year_2021,annual_shared_offset,learned_market,-1,eligible,19,0.0006434503500694791,-0.00757125904457625,-0.006927808694506768,2,0
year_2021,annual_shared_offset,learned_market,20260910,all,50,0.00040740470439341696,-0.00306205487150836,-0.002654650167114945,0,1
year_2021,annual_shared_offset,learned_market,20260910,eligible,19,0.0010721176431405712,-0.008058039135548315,-0.006985921492407749,0,1
year_2021,annual_shared_offset,learned_market,20260911,all,50,0.00010341173246578527,-0.002032979471457673,-0.0019295677389918903,0,0
year_2021,annual_shared_offset,learned_market,20260911,eligible,19,0.000272136138067856,-0.005349945977520192,-0.005077809839452343,0,0
year_2021,annual_shared_offset,learned_market,20260912,all,50,0.0002950781360144431,-0.002777307188945447,-0.002482229052931001,3,0
year_2021,annual_shared_offset,learned_market,20260912,eligible,19,0.0007765214105643238,-0.007308703128803808,-0.006532181718239477,3,0
year_2021,annual_shared_offset,learned_order_extension,-1,all,50,0.00021425717868784344,-0.002595040613429112,-0.002380783434741273,2,0
year_2021,annual_shared_offset,learned_order_extension,-1,eligible,19,0.0005638346807574825,-0.006829054245866085,-0.0062652195651086125,2,0
year_2021,annual_shared_offset,learned_order_extension,20260910,all,50,0.00036563057451537774,-0.0026461389316014823,-0.0022805083570861056,0,0
year_2021,annual_shared_offset,learned_order_extension,20260910,eligible,19,0.0009621857224088888,-0.0069635235042144255,-0.006001337781805541,0,0
year_2021,annual_shared_offset,learned_order_extension,20260911,all,50,7.397295297142755e-05,-0.0015205384742853368,-0.0014465655213139095,0,0
year_2021,annual_shared_offset,learned_order_extension,20260911,eligible,19,0.000194665665714283,-0.004001417037592991,-0.003806751371878709,0,0
year_2021,annual_shared_offset,learned_order_extension,20260912,all,50,0.00029526068129926303,-0.0026734799541916782,-0.0023782192728924096,3,0
year_2021,annual_shared_offset,learned_order_extension,20260912,eligible,19,0.0007770017928927974,-0.007035473563662311,-0.006258471770769498,3,0
year_2021,annual_shared_offset,learned_order_offset,-1,all,50,0.00021291494620393977,-0.0025853114958895506,-0.002372396549685608,2,0
year_2021,annual_shared_offset,learned_order_offset,-1,eligible,19,0.0005603024900103678,-0.0068034513049725015,-0.006243148814962126,2,0
year_2021,annual_shared_offset,learned_order_offset,20260910,all,50,0.0003668065388061632,-0.0026547675085603394,-0.0022879609697541796,0,0
year_2021,annual_shared_offset,learned_order_offset,20260910,eligible,19,0.000965280365279377,-0.006986230285685104,-0.006020949920405735,0,0
year_2021,annual_shared_offset,learned_order_offset,20260911,all,50,7.1961872330437e-05,-0.0014997818443030437,-0.0014278199719726067,0,0
year_2021,annual_shared_offset,learned_order_offset,20260911,eligible,19,0.0001893733482379921,-0.003946794327113273,-0.0037574209788752808,0,0
year_2021,annual_shared_offset,learned_order_offset,20260912,all,50,0.0002937035852403429,-0.0026628285549725357,-0.0023691249697321906,3,0
year_2021,annual_shared_offset,learned_order_offset,20260912,eligible,19,0.0007729041716851131,-0.007007443565717197,-0.00623453939403208,3,0
year_2021,annual_shared_offset,learned_vol_interaction,-1,all,50,0.0002377055640538081,-0.0028781108126691777,-0.0026404052486153663,2,0
year_2021,annual_shared_offset,learned_vol_interaction,-1,eligible,19,0.0006255409580363372,-0.007573975822813626,-0.006948434864777279,2,0
year_2021,annual_shared_offset,learned_vol_interaction,20260910,all,50,0.0003950411319638206,-0.003032429963556981,-0.0026373888315931603,0,0
year_2021,annual_shared_offset,learned_vol_interaction,20260910,eligible,19,0.0010395819262205804,-0.007980078851465738,-0.006940496925245159,0,0
year_2021,annual_shared_offset,learned_vol_interaction,20260911,all,50,9.805505391044789e-05,-0.002061486388096716,-0.001963431334186267,0,0
year_2021,annual_shared_offset,learned_vol_interaction,20260911,eligible,19,0.00025803961555381024,-0.005424964179201885,-0.005166924563648072,0,0
year_2021,annual_shared_offset,learned_vol_interaction,20260912,all,50,0.00029743240880306977,-0.00276121707516971,-0.002463784666366644,3,0
year_2021,annual_shared_offset,learned_vol_interaction,20260912,eligible,19,0.0007827168652712362,-0.007266360724130816,-0.006483643858859589,3,0
year_2021,annual_state_offset,learned_market,-1,all,50,0.00040152913857987633,-0.0018409632298827534,-0.0014394340913028783,0,0
year_2021,annual_state_offset,learned_market,-1,eligible,19,0.00105665562784178,-0.004844640078638823,-0.003787984450797048,0,0
year_2021,annual_state_offset,learned_market,20260910,all,50,0.0003878529371167402,-0.0013575918978201745,-0.0009697389607034373,0,1
year_2021,annual_state_offset,learned_market,20260910,eligible,19,0.0010206656239914217,-0.003572610257421512,-0.0025519446334300983,0,1
year_2021,annual_state_offset,learned_market,20260911,all,50,0.00038759929952033705,-0.0010253661731726906,-0.0006377668736523484,0,2
year_2021,annual_state_offset,learned_market,20260911,eligible,19,0.0010199981566324662,-0.0026983320346649752,-0.0016783338780324958,0,2
year_2021,annual_state_offset,learned_market,20260912,all,50,0.0005311813370876307,-0.003539329397223754,-0.003008148060136123,1,1
year_2021,annual_state_offset,learned_market,20260912,eligible,19,0.0013978456239148174,-0.009314024729536194,-0.007916179105621377,1,1
year_2021,annual_state_offset,learned_order_extension,-1,all,50,0.00037196880305004196,-0.0010207550879729982,-0.0006487862849229558,0,0
year_2021,annual_state_offset,learned_order_extension,-1,eligible,19,0.000978865271184321,-0.0026861975999289424,-0.0017073323287446207,0,0
year_2021,annual_state_offset,learned_order_extension,20260910,all,50,0.0003611169254017653,0.000645664825709075,0.0010067817511108387,0,0
year_2021,annual_state_offset,learned_order_extension,20260910,eligible,19,0.0009503076984256981,0.0016991179623923036,0.0026494256608179966,0,0
year_2021,annual_state_offset,learned_order_extension,20260911,all,50,0.0003651815226628407,-0.0009418103820596435,-0.0005766288593968039,0,1
year_2021,annual_state_offset,learned_order_extension,20260911,eligible,19,0.0009610040070074755,-0.002478448373841167,-0.001517444366833695,0,1
year_2021,annual_state_offset,learned_order_extension,20260912,all,50,0.0005409800842326313,-0.003549154437908899,-0.003008174353676263,1,0
year_2021,annual_state_offset,learned_order_extension,20260912,eligible,19,0.0014236318006121877,-0.009339880099760263,-0.007916248299148061,1,0
year_2021,annual_state_offset,learned_order_offset,-1,all,50,0.0003721650752947646,-0.0010285346322398397,-0.0006563695569450756,0,0
year_2021,annual_state_offset,learned_order_offset,-1,eligible,19,0.0009793817770914856,-0.0027066700848416836,-0.001727288307750199,0,0
year_2021,annual_state_offset,learned_order_offset,20260910,all,50,0.0003616977156676207,0.0006295909812504392,0.000991288696918065,0,0
year_2021,annual_state_offset,learned_order_offset,20260910,eligible,19,0.0009518360938621598,0.0016568183717116814,0.002608654465573855,0,0
year_2021,annual_state_offset,learned_order_offset,20260911,all,50,0.0003670902695861063,-0.0009560068135001246,-0.0005889165439140148,0,1
year_2021,annual_state_offset,learned_order_offset,20260911,eligible,19,0.0009660270252265955,-0.002515807403947696,-0.0015497803787210915,0,1
year_2021,annual_state_offset,learned_order_offset,20260912,all,50,0.0005413234923134079,-0.0035452507163832815,-0.00300392722406987,1,0
year_2021,annual_state_offset,learned_order_offset,20260912,eligible,19,0.0014245355060879157,-0.009329607148377054,-0.007905071642289131,1,0
year_2021,annual_state_offset,learned_vol_interaction,-1,all,50,0.00039710242802958517,-0.001394472723796794,-0.000997370295767208,0,0
year_2021,annual_state_offset,learned_vol_interaction,-1,eligible,19,0.0010450063895515401,-0.003669665062623142,-0.0026246586730716004,0,0
year_2021,annual_state_offset,learned_vol_interaction,20260910,all,50,0.00038618516612652713,0.00012155370541095099,0.0005077388715374818,0,0
year_2021,annual_state_offset,learned_vol_interaction,20260910,eligible,19,0.001016276752964545,0.00031987817213408043,0.001336154925098636,0,0
year_2021,annual_state_offset,learned_vol_interaction,20260911,all,50,0.0003922243728236713,-0.0011678274919419817,-0.0007756031191183097,0,2
year_2021,annual_state_offset,learned_vol_interaction,20260911,eligible,19,0.0010321694021675563,-0.003073230241952583,-0.0020410608397850253,0,2
year_2021,annual_state_offset,learned_vol_interaction,20260912,all,50,0.0005359622599239767,-0.0035493939179844784,-0.0030134316580605032,1,1
year_2021,annual_state_offset,learned_vol_interaction,20260912,eligible,19,0.0014104269997999386,-0.009340510310485467,-0.007930083310685534,1,1
year_2021,annual_state_offset_half,learned_market,-1,all,50,0.00010247872911360265,-0.0009173223267551594,-0.0008148435976415569,0,0
year_2021,annual_state_offset_half,learned_market,-1,eligible,19,0.0002696808660884281,-0.0024140061230398927,-0.0021443252569514656,0,0
year_2021,annual_state_offset_half,learned_market,20260910,all,50,0.00010002413519147213,-0.0006949124749733735,-0.0005948883397819061,0,1
year_2021,annual_state_offset_half,learned_market,20260910,eligible,19,0.0002632214083986109,-0.0018287170394036144,-0.001565495631005016,0,1
year_2021,annual_state_offset_half,learned_market,20260911,all,50,9.972566044871411e-05,-0.0004954982572301495,-0.00039577259678143435,0,2
year_2021,annual_state_offset_half,learned_market,20260911,eligible,19,0.0002624359485492476,-0.001303942782184604,-0.0010415068336353534,0,2
year_2021,annual_state_offset_half,learned_market,20260912,all,50,0.0001330346908095595,-0.0017366247963951774,-0.00160359010558562,0,0
year_2021,annual_state_offset_half,learned_market,20260912,eligible,19,0.000350091291604104,-0.00457006525367152,-0.004219973962067421,0,0
year_2021,annual_state_offset_half,learned_order_extension,-1,all,50,9.540727744352606e-05,-0.0005007758121227563,-0.00040536853467922936,0,0
year_2021,annual_state_offset_half,learned_order_extension,-1,eligible,19,0.00025107178274612124,-0.001317831084533569,-0.0010667593017874455,0,0
year_2021,annual_state_offset_half,learned_order_extension,20260910,all,50,9.412692818490296e-05,0.00032633702776353827,0.00042046395594844436,0,0
year_2021,annual_state_offset_half,learned_order_extension,20260910,eligible,19,0.00024770244259184987,0.0008587816520093119,0.0011064840946011694,0,0
year_2021,annual_state_offset_half,learned_order_extension,20260911,all,50,9.40566128772429e-05,-0.0004469019787197346,-0.0003528453658424896,0,1
year_2021,annual_state_offset_half,learned_order_extension,20260911,eligible,19,0.0002475174023085339,-0.0011760578387361436,-0.0009285404364276042,0,1
year_2021,annual_state_offset_half,learned_order_extension,20260912,all,50,0.00013551908936114957,-0.0017405964556240986,-0.0016050773662629441,0,0
year_2021,annual_state_offset_half,learned_order_extension,20260912,eligible,19,0.0003566291825293409,-0.00458051698848447,-0.004223887805955116,0,0
year_2021,annual_state_offset_half,learned_order_offset,-1,all,50,9.544906039272506e-05,-0.0005046889908829926,-0.00040923993049026496,0,0
year_2021,annual_state_offset_half,learned_order_offset,-1,eligible,19,0.00025118173787559223,-0.0013281289233762967,-0.0010769471855006972,0,0
year_2021,annual_state_offset_half,learned_order_offset,20260910,all,50,9.427507405394577e-05,0.00031807045141427434,0.0004123455254682213,0,0
year_2021,annual_state_offset_half,learned_order_offset,20260910,eligible,19,0.00024809230014196255,0.0008370275037217746,0.0010851198038637402,0,0
year_2021,annual_state_offset_half,learned_order_offset,20260911,all,50,9.452103568760192e-05,-0.00045394516051365026,-0.00035942412482604827,0,1
year_2021,annual_state_offset_half,learned_order_offset,20260911,eligible,19,0.00024873956759895237,-0.0011945925276675006,-0.0009458529600685476,0,1
year_2021,annual_state_offset_half,learned_order_offset,20260912,all,50,0.00013561034538052175,-0.0017387176359059682,-0.001603107290525446,0,0
year_2021,annual_state_offset_half,learned_order_offset,20260912,eligible,19,0.00035686932994874145,-0.004575572726068336,-0.0042187033961195945,0,0
year_2021,annual_state_offset_half,learned_vol_interaction,-1,all,50,0.00010157481063183274,-0.0006910562136630635,-0.0005894814030312282,0,0
year_2021,annual_state_offset_half,learned_vol_interaction,-1,eligible,19,0.0002673021332416651,-0.0018185689833238514,-0.0015512668500821793,0,0
year_2021,annual_state_offset_half,learned_vol_interaction,20260910,all,50,0.00010031257225898336,5.754904658128293e-05,0.00015786161884027026,0,0
year_2021,annual_state_offset_half,learned_vol_interaction,20260910,eligible,19,0.00026398045331311413,0.0001514448594244284,0.0004154253127375533,0,0
year_2021,annual_state_offset_half,learned_vol_interaction,20260911,all,50,0.00010071511963156289,-0.000567599290110605,-0.0004668841704790412,0,1
year_2021,annual_state_offset_half,learned_vol_interaction,20260911,eligible,19,0.0002650397885041129,-0.001493682342396329,-0.0012286425538922136,0,1
year_2021,annual_state_offset_half,learned_vol_interaction,20260912,all,50,0.0001342433072342094,-0.00174166245332288,-0.0016074191460886704,0,0
year_2021,annual_state_offset_half,learned_vol_interaction,20260912,eligible,19,0.00035327186114265637,-0.004583322245586527,-0.004230050384443869,0,0
year_2022,annual_shared_offset,learned_market,-1,all,49,0.0042795049608893,-0.007100224660262538,-0.0028207196993732396,5,4
year_2022,annual_shared_offset,learned_market,-1,eligible,27,0.007766509003095397,-0.012885592901957942,-0.005119083898862544,5,4
year_2022,annual_shared_offset,learned_market,20260910,all,49,0.005546593515725504,-0.011920906019302574,-0.006374312503577074,6,2
year_2022,annual_shared_offset,learned_market,20260910,eligible,27,0.010066040084094433,-0.021634236849845414,-0.011568196765750986,6,2
year_2022,annual_shared_offset,learned_market,20260911,all,49,0.0036361460897525433,-0.006577189814972219,-0.0029410437252196716,1,3
year_2022,annual_shared_offset,learned_market,20260911,eligible,27,0.0065989317925138746,-0.011936381516060692,-0.005337449723546813,1,3
year_2022,annual_shared_offset,learned_market,20260912,all,49,0.003871322149370462,-0.0031588210276549383,0.0007125011217155257,2,4
year_2022,annual_shared_offset,learned_market,20260912,eligible,27,0.007025732789598248,-0.005732675198336743,0.0012930575912615085,2,4
year_2022,annual_shared_offset,learned_order_extension,-1,all,49,0.004062777368063278,-0.006897661165298161,-0.0028348837972348865,6,4
year_2022,annual_shared_offset,learned_order_extension,-1,eligible,27,0.007373188556855579,-0.012517977670355921,-0.005144789113500351,6,4
year_2022,annual_shared_offset,learned_order_extension,20260910,all,49,0.005001095172600047,-0.010645138945660718,-0.005644043773060671,5,2
year_2022,annual_shared_offset,learned_order_extension,20260910,eligible,27,0.009076061609533418,-0.019318955864347225,-0.010242894254813813,5,2
year_2022,annual_shared_offset,learned_order_extension,20260911,all,49,0.003726475922720293,-0.006875121368138626,-0.0031486454454183292,1,4
year_2022,annual_shared_offset,learned_order_extension,20260911,eligible,27,0.006762863711603494,-0.012477072112547878,-0.005714208400944371,1,4
year_2022,annual_shared_offset,learned_order_extension,20260912,all,49,0.003611953639019167,-0.0035150172608723815,9.693637814678669e-05,2,5
year_2022,annual_shared_offset,learned_order_extension,20260912,eligible,27,0.006555026974516265,-0.006379105399360991,0.0001759215751552811,2,5
year_2022,annual_shared_offset,learned_order_offset,-1,all,49,0.0040561747227717574,-0.006869180527535338,-0.0028130058047635778,6,4
year_2022,annual_shared_offset,learned_order_offset,-1,eligible,27,0.0073612059783635594,-0.012466290587008573,-0.005105084608645012,6,4
year_2022,annual_shared_offset,learned_order_offset,20260910,all,49,0.0049936691155818115,-0.01062778119755108,-0.005634112081969271,5,2
year_2022,annual_shared_offset,learned_order_offset,20260910,eligible,27,0.009062584691241065,-0.019287454765926044,-0.01022487007468497,5,2
year_2022,annual_shared_offset,learned_order_offset,20260911,all,49,0.00371240406256178,-0.006809714161438621,-0.0030973100988768393,1,4
year_2022,annual_shared_offset,learned_order_offset,20260911,eligible,27,0.00673732589131582,-0.012358370144833054,-0.005621044253517227,1,4
year_2022,annual_shared_offset,learned_order_offset,20260912,all,49,0.0036127749745259066,-0.003520803671937296,9.197130258861339e-05,2,5
