cutoff,encoder_cutoff,year,view,row_index,date,weekday,state,entry,exit,joint_completed,method,seed,probability,actual_up,residual,score,direction_up
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_vol_interaction,20260910,0.5737293317429247,1,0.42627066825707527,0.5737293317429247,1
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_extension,20260910,0.5655811996331285,1,0.4344188003668715,0.5655811996331285,1
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_offset,20260910,0.565506562884115,1,0.43449343711588495,0.565506562884115,1
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_market,20260911,0.47216493214747085,1,0.5278350678525292,0.47216493214747085,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_vol_interaction,20260911,0.47608546988783085,1,0.5239145301121692,0.47608546988783085,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_extension,20260911,0.4654640753788945,1,0.5345359246211054,0.4654640753788945,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_offset,20260911,0.46538320632644053,1,0.5346167936735595,0.46538320632644053,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_market,20260912,0.38784572385714994,1,0.61215427614285,0.38784572385714994,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_vol_interaction,20260912,0.35375670610188653,1,0.6462432938981135,0.35375670610188653,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_extension,20260912,0.3662939160021625,1,0.6337060839978375,0.3662939160021625,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_offset,20260912,0.3664381317260276,1,0.6335618682739723,0.3664381317260276,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_market,-1,0.47895245790260027,1,0.5210475420973997,0.47895245790260027,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_vol_interaction,-1,0.467857169244214,1,0.5321428307557861,0.467857169244214,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_extension,-1,0.4657797303380618,1,0.5342202696619383,0.4657797303380618,0
2022-09-30,2021-12-31,2022,daily,2771,2022-06-28,1,nonnegative_low,3032,3037,2022-07-06,learned_order_offset,-1,0.4657759669788611,1,0.534224033021139,0.4657759669788611,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_market,20260910,0.5832640133196136,1,0.41673598668038636,0.5832640133196136,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_vol_interaction,20260910,0.5792129051318826,1,0.4207870948681174,0.5792129051318826,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_extension,20260910,0.5726828816029242,1,0.42731711839707576,0.5726828816029242,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_offset,20260910,0.5725472034229203,1,0.4274527965770797,0.5725472034229203,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_market,20260911,0.5268929420039672,1,0.4731070579960328,0.5268929420039672,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_vol_interaction,20260911,0.5309128404330209,1,0.4690871595669791,0.5309128404330209,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_extension,20260911,0.5251104394626072,1,0.47488956053739284,0.5251104394626072,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_offset,20260911,0.5246577615890571,1,0.4753422384109429,0.5246577615890571,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_market,20260912,0.402115926263677,1,0.597884073736323,0.402115926263677,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_vol_interaction,20260912,0.36994602540764704,1,0.630053974592353,0.36994602540764704,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_extension,20260912,0.38177073447787174,1,0.6182292655221282,0.38177073447787174,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_offset,20260912,0.3818622822526485,1,0.6181377177473515,0.3818622822526485,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_market,-1,0.5040909605290859,1,0.49590903947091414,0.5040909605290859,1
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_vol_interaction,-1,0.4933572569908502,1,0.5066427430091498,0.4933572569908502,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_extension,-1,0.4931880185144677,1,0.5068119814855323,0.4931880185144677,0
2022-09-30,2021-12-31,2022,daily,2772,2022-06-29,2,nonnegative_high,3033,3038,2022-07-07,learned_order_offset,-1,0.49302241575487527,1,0.5069775842451247,0.49302241575487527,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_market,20260910,0.5672474887632818,0,-0.5672474887632818,0.5672474887632818,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_vol_interaction,20260910,0.5618391604827504,0,-0.5618391604827504,0.5618391604827504,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_extension,20260910,0.5562803818623537,0,-0.5562803818623537,0.5562803818623537,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_offset,20260910,0.5562171528163181,0,-0.5562171528163181,0.5562171528163181,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_market,20260911,0.542786731021864,0,-0.542786731021864,0.542786731021864,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_vol_interaction,20260911,0.5477800294592787,0,-0.5477800294592787,0.5477800294592787,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_extension,20260911,0.5428044120680222,0,-0.5428044120680222,0.5428044120680222,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_offset,20260911,0.542312876971259,0,-0.542312876971259,0.542312876971259,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_market,20260912,0.3914608578534087,0,-0.3914608578534087,0.3914608578534087,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_vol_interaction,20260912,0.35911933545463065,0,-0.35911933545463065,0.35911933545463065,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_extension,20260912,0.3716067204879292,0,-0.3716067204879292,0.3716067204879292,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_offset,20260912,0.3716764349609289,0,-0.3716764349609289,0.3716764349609289,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_market,-1,0.5004983592128515,0,-0.5004983592128515,0.5004983592128515,1
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_vol_interaction,-1,0.48957950846555326,0,-0.48957950846555326,0.48957950846555326,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_extension,-1,0.49023050480610175,0,-0.49023050480610175,0.49023050480610175,0
2022-09-30,2021-12-31,2022,daily,2773,2022-06-30,3,nonnegative_high,3034,3039,2022-07-08,learned_order_offset,-1,0.4900688215828353,0,-0.4900688215828353,0.4900688215828353,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_market,20260910,0.5770861008001591,0,-0.5770861008001591,0.5770861008001591,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_vol_interaction,20260910,0.5729293041374858,0,-0.5729293041374858,0.5729293041374858,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_extension,20260910,0.5673900409205141,0,-0.5673900409205141,0.5673900409205141,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_offset,20260910,0.5672840355549256,0,-0.5672840355549256,0.5672840355549256,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_market,20260911,0.5193349295186931,0,-0.5193349295186931,0.5193349295186931,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_vol_interaction,20260911,0.5243593636282992,0,-0.5243593636282992,0.5243593636282992,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_extension,20260911,0.5074843163264047,0,-0.5074843163264047,0.5074843163264047,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_offset,20260911,0.5070250526739909,0,-0.5070250526739909,0.5070250526739909,1
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_market,20260912,0.3925821543273538,0,-0.3925821543273538,0.3925821543273538,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_vol_interaction,20260912,0.3627477495911205,0,-0.3627477495911205,0.3627477495911205,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_extension,20260912,0.374217053609673,0,-0.374217053609673,0.374217053609673,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_offset,20260912,0.3742631378177632,0,-0.3742631378177632,0.3742631378177632,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_market,-1,0.49633439488206865,0,-0.49633439488206865,0.49633439488206865,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_vol_interaction,-1,0.4866788057856351,0,-0.4866788057856351,0.4866788057856351,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_extension,-1,0.4830304702855306,0,-0.4830304702855306,0.4830304702855306,0
2022-09-30,2021-12-31,2022,daily,2774,2022-07-01,4,nonnegative_high,3035,3040,2022-07-11,learned_order_offset,-1,0.48285740868222654,0,-0.48285740868222654,0.48285740868222654,0
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_market,20260910,0.5993903536899803,0,-0.5993903536899803,0.5993903536899803,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_vol_interaction,20260910,0.5950961606633269,0,-0.5950961606633269,0.5950961606633269,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_extension,20260910,0.5888432999118028,0,-0.5888432999118028,0.5888432999118028,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_offset,20260910,0.5886472803719708,0,-0.5886472803719708,0.5886472803719708,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_market,20260911,0.6569455147784518,0,-0.6569455147784518,0.6569455147784518,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_vol_interaction,20260911,0.661305779487412,0,-0.661305779487412,0.661305779487412,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_extension,20260911,0.6588422738322315,0,-0.6588422738322315,0.6588422738322315,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_offset,20260911,0.6577083464894051,0,-0.6577083464894051,0.6577083464894051,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_market,20260912,0.46018721000124185,0,-0.46018721000124185,0.46018721000124185,0
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_vol_interaction,20260912,0.4346779804834217,0,-0.4346779804834217,0.4346779804834217,0
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_extension,20260912,0.44305392936733,0,-0.44305392936733,0.44305392936733,0
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_offset,20260912,0.44302559497086996,0,-0.44302559497086996,0.44302559497086996,0
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_market,-1,0.5721743594898913,0,-0.5721743594898913,0.5721743594898913,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_vol_interaction,-1,0.5636933068780535,0,-0.5636933068780535,0.5636933068780535,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_extension,-1,0.5635798343704548,0,-0.5635798343704548,0.5635798343704548,1
2022-09-30,2021-12-31,2022,daily,2775,2022-07-04,0,nonnegative_high,3036,3041,2022-07-12,learned_order_offset,-1,0.563127073944082,0,-0.563127073944082,0.563127073944082,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_market,20260910,0.5096869698154824,0,-0.5096869698154824,0.5096869698154824,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_vol_interaction,20260910,0.5050315339066921,0,-0.5050315339066921,0.5050315339066921,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_extension,20260910,0.5187669105478058,0,-0.5187669105478058,0.5187669105478058,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_offset,20260910,0.5187793639385334,0,-0.5187793639385334,0.5187793639385334,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_market,20260911,0.6133178966796707,0,-0.6133178966796707,0.6133178966796707,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_vol_interaction,20260911,0.6186387956343795,0,-0.6186387956343795,0.6186387956343795,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_extension,20260911,0.619264613272814,0,-0.619264613272814,0.619264613272814,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_offset,20260911,0.6184777672783172,0,-0.6184777672783172,0.6184777672783172,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_market,20260912,0.45412533450604803,0,-0.45412533450604803,0.45412533450604803,0
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_vol_interaction,20260912,0.4293275685600367,0,-0.4293275685600367,0.4293275685600367,0
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_extension,20260912,0.44160928380128345,0,-0.44160928380128345,0.44160928380128345,0
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_offset,20260912,0.44162323653452623,0,-0.44162323653452623,0.44162323653452623,0
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_market,-1,0.5257100670004003,0,-0.5257100670004003,0.5257100670004003,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_vol_interaction,-1,0.5176659660337027,0,-0.5176659660337027,0.5176659660337027,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_extension,-1,0.5265469358739677,0,-0.5265469358739677,0.5265469358739677,1
2022-09-30,2021-12-31,2022,daily,2776,2022-07-05,1,nonnegative_high,3037,3042,2022-07-13,learned_order_offset,-1,0.5262934559171256,0,-0.5262934559171256,0.5262934559171256,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_market,20260910,0.5119661844756992,0,-0.5119661844756992,0.5119661844756992,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_vol_interaction,20260910,0.5052468470577056,0,-0.5052468470577056,0.5052468470577056,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_extension,20260910,0.518790194370576,0,-0.518790194370576,0.518790194370576,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_offset,20260910,0.5188879468276347,0,-0.5188879468276347,0.5188879468276347,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_market,20260911,0.5737577356827313,0,-0.5737577356827313,0.5737577356827313,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_vol_interaction,20260911,0.5798945541319233,0,-0.5798945541319233,0.5798945541319233,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_extension,20260911,0.5661608889368366,0,-0.5661608889368366,0.5661608889368366,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_offset,20260911,0.5655997131686891,0,-0.5655997131686891,0.5655997131686891,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_market,20260912,0.45019200164924716,0,-0.45019200164924716,0.45019200164924716,0
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_vol_interaction,20260912,0.42512193889305766,0,-0.42512193889305766,0.42512193889305766,0
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_extension,20260912,0.43687943783586347,0,-0.43687943783586347,0.43687943783586347,0
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_offset,20260912,0.4369259373792962,0,-0.4369259373792962,0.4369259373792962,0
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_market,-1,0.5119719739358926,0,-0.5119719739358926,0.5119719739358926,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_vol_interaction,-1,0.5034211133608956,0,-0.5034211133608956,0.5034211133608956,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_extension,-1,0.507276840381092,0,-0.507276840381092,0.507276840381092,1
2022-09-30,2021-12-31,2022,daily,2777,2022-07-06,2,nonnegative_high,3038,3043,2022-07-14,learned_order_offset,-1,0.5071378657918734,0,-0.5071378657918734,0.5071378657918734,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_market,20260910,0.5381585660412626,0,-0.5381585660412626,0.5381585660412626,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_vol_interaction,20260910,0.5315040630034512,0,-0.5315040630034512,0.5315040630034512,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_extension,20260910,0.5429819346024256,0,-0.5429819346024256,0.5429819346024256,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_offset,20260910,0.5428847505358074,0,-0.5428847505358074,0.5428847505358074,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_market,20260911,0.5682341172951288,0,-0.5682341172951288,0.5682341172951288,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_vol_interaction,20260911,0.574795031426366,0,-0.574795031426366,0.574795031426366,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_extension,20260911,0.5591833825206317,0,-0.5591833825206317,0.5591833825206317,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_offset,20260911,0.5586259653214198,0,-0.5586259653214198,0.5586259653214198,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_market,20260912,0.47084394483618625,0,-0.47084394483618625,0.47084394483618625,0
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_vol_interaction,20260912,0.4511328780212401,0,-0.4511328780212401,0.4511328780212401,0
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_extension,20260912,0.46298499659307224,0,-0.46298499659307224,0.46298499659307224,0
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_offset,20260912,0.462975623923699,0,-0.462975623923699,0.462975623923699,0
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_market,-1,0.5257455427241925,0,-0.5257455427241925,0.5257455427241925,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_vol_interaction,-1,0.5191439908170191,0,-0.5191439908170191,0.5191439908170191,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_extension,-1,0.5217167712387099,0,-0.5217167712387099,0.5217167712387099,1
2022-09-30,2021-12-31,2022,daily,2778,2022-07-07,3,nonnegative_high,3039,3044,2022-07-15,learned_order_offset,-1,0.5214954465936421,0,-0.5214954465936421,0.5214954465936421,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_market,20260910,0.5381607401143592,0,-0.5381607401143592,0.5381607401143592,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_vol_interaction,20260910,0.5302683386209299,0,-0.5302683386209299,0.5302683386209299,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_extension,20260910,0.5410131618864253,0,-0.5410131618864253,0.5410131618864253,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_offset,20260910,0.5409192694310424,0,-0.5409192694310424,0.5409192694310424,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_market,20260911,0.5210563697553774,0,-0.5210563697553774,0.5210563697553774,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_vol_interaction,20260911,0.5287137474480963,0,-0.5287137474480963,0.5287137474480963,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_extension,20260911,0.5121847716177591,0,-0.5121847716177591,0.5121847716177591,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_offset,20260911,0.5121244968373462,0,-0.5121244968373462,0.5121244968373462,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_market,20260912,0.4605216629741631,0,-0.4605216629741631,0.4605216629741631,0
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_vol_interaction,20260912,0.4386327346901708,0,-0.4386327346901708,0.4386327346901708,0
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_extension,20260912,0.4519894158378443,0,-0.4519894158378443,0.4519894158378443,0
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_offset,20260912,0.45196032259529306,0,-0.45196032259529306,0.45196032259529306,0
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_market,-1,0.5065795909479666,0,-0.5065795909479666,0.5065795909479666,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_vol_interaction,-1,0.49920494025306567,0,-0.49920494025306567,0.49920494025306567,0
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_extension,-1,0.5017291164473429,0,-0.5017291164473429,0.5017291164473429,1
2022-09-30,2021-12-31,2022,daily,2779,2022-07-08,4,nonnegative_high,3040,3045,2022-07-18,learned_order_offset,-1,0.5016680296212273,0,-0.5016680296212273,0.5016680296212273,1
2022-09-30,2021-12-31,2022,daily,2780,2022-07-11,0,nonnegative_high,3041,3046,2022-07-19,learned_market,20260910,0.5696503359104256,0,-0.5696503359104256,0.5696503359104256,1
2022-09-30,2021-12-31,2022,daily,2780,2022-07-11,0,nonnegative_high,3041,3046,2022-07-19,learned_vol_interaction,20260910,0.5638374313034497,0,-0.5638374313034497,0.5638374313034497,1
