cutoff,encoder_cutoff,year,view,row_index,date,weekday,state,entry,exit,joint_completed,method,seed,probability,actual_up,residual,score,direction_up
2021-03-31,2020-12-31,2021,daily,2409,2020-12-25,4,nonnegative_low,2670,2679,2021-01-11,learned_order_extension,20260912,0.635271222446028,1,0.36472877755397204,0.635271222446028,1
2021-03-31,2020-12-31,2021,daily,2409,2020-12-25,4,nonnegative_low,2670,2679,2021-01-11,learned_order_offset,20260912,0.6349909278128412,1,0.36500907218715883,0.6349909278128412,1
2021-03-31,2020-12-31,2021,daily,2409,2020-12-25,4,nonnegative_low,2670,2679,2021-01-11,learned_market,-1,0.6246209218154254,1,0.3753790781845746,0.6246209218154254,1
2021-03-31,2020-12-31,2021,daily,2409,2020-12-25,4,nonnegative_low,2670,2679,2021-01-11,learned_vol_interaction,-1,0.6254101131173728,1,0.3745898868826272,0.6254101131173728,1
2021-03-31,2020-12-31,2021,daily,2409,2020-12-25,4,nonnegative_low,2670,2679,2021-01-11,learned_order_extension,-1,0.6229232612312855,1,0.3770767387687145,0.6229232612312855,1
2021-03-31,2020-12-31,2021,daily,2409,2020-12-25,4,nonnegative_low,2670,2679,2021-01-11,learned_order_offset,-1,0.6233523203785069,1,0.37664767962149315,0.6233523203785069,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_market,20260910,0.6656129564950242,1,0.33438704350497583,0.6656129564950242,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_vol_interaction,20260910,0.6602623915433014,1,0.33973760845669865,0.6602623915433014,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_extension,20260910,0.6572891194426783,1,0.3427108805573217,0.6572891194426783,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_offset,20260910,0.657271138132053,1,0.34272886186794704,0.657271138132053,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_market,20260911,0.6478605784310828,1,0.3521394215689172,0.6478605784310828,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_vol_interaction,20260911,0.6437784950427552,1,0.3562215049572448,0.6437784950427552,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_extension,20260911,0.636607304245175,1,0.363392695754825,0.636607304245175,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_offset,20260911,0.6383385339368626,1,0.3616614660631374,0.6383385339368626,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_market,20260912,0.6963700050915531,1,0.3036299949084469,0.6963700050915531,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_vol_interaction,20260912,0.7000955965547737,1,0.2999044034452263,0.7000955965547737,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_extension,20260912,0.6982298563619254,1,0.30177014363807464,0.6982298563619254,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_offset,20260912,0.6980531312422305,1,0.30194686875776955,0.6980531312422305,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_market,-1,0.6699478466725534,1,0.33005215332744664,0.6699478466725534,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_vol_interaction,-1,0.6680454943802768,1,0.3319545056197232,0.6680454943802768,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_extension,-1,0.6640420933499263,1,0.33595790665007375,0.6640420933499263,1
2021-03-31,2020-12-31,2021,daily,2410,2020-12-28,0,nonnegative_low,2671,2675,2021-01-05,learned_order_offset,-1,0.6645542677703821,1,0.33544573222961793,0.6645542677703821,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_market,20260910,0.6621218781101597,1,0.33787812188984034,0.6621218781101597,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_vol_interaction,20260910,0.6575151309982806,1,0.34248486900171937,0.6575151309982806,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_extension,20260910,0.6617855594904443,1,0.33821444050955574,0.6617855594904443,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_offset,20260910,0.6618122736941155,1,0.33818772630588445,0.6618122736941155,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_market,20260911,0.6241736812637145,1,0.37582631873628547,0.6241736812637145,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_vol_interaction,20260911,0.6160611956006279,1,0.3839388043993721,0.6160611956006279,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_extension,20260911,0.6179094285556451,1,0.3820905714443549,0.6179094285556451,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_offset,20260911,0.6192368398643721,1,0.38076316013562794,0.6192368398643721,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_market,20260912,0.50235369941018,1,0.49764630058981996,0.50235369941018,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_vol_interaction,20260912,0.5044280668420167,1,0.4955719331579833,0.5044280668420167,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_extension,20260912,0.5075407041113685,1,0.49245929588863147,0.5075407041113685,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_offset,20260912,0.5074550887449553,1,0.49254491125504474,0.5074550887449553,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_market,-1,0.5962164195946847,1,0.40378358040531526,0.5962164195946847,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_vol_interaction,-1,0.5926681311469751,1,0.40733186885302486,0.5926681311469751,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_extension,-1,0.5957452307191526,1,0.40425476928084736,0.5957452307191526,1
2021-03-31,2020-12-31,2021,daily,2411,2020-12-29,1,nonnegative_low,2672,2676,2021-01-06,learned_order_offset,-1,0.596168067434481,1,0.40383193256551897,0.596168067434481,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_market,20260910,0.635101171994344,1,0.364898828005656,0.635101171994344,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_vol_interaction,20260910,0.6264511992933552,1,0.37354880070664476,0.6264511992933552,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_extension,20260910,0.6321410577806222,1,0.36785894221937776,0.6321410577806222,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_offset,20260910,0.6321388354677153,1,0.3678611645322847,0.6321388354677153,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_market,20260911,0.6648659156495498,1,0.3351340843504502,0.6648659156495498,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_vol_interaction,20260911,0.6502596362477313,1,0.3497403637522687,0.6502596362477313,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_extension,20260911,0.652335911989013,1,0.347664088010987,0.652335911989013,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_offset,20260911,0.6530249332283723,1,0.3469750667716277,0.6530249332283723,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_market,20260912,0.41806153960447345,1,0.5819384603955265,0.41806153960447345,0
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_vol_interaction,20260912,0.41745567971276926,1,0.5825443202872307,0.41745567971276926,0
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_extension,20260912,0.41970253121959,1,0.58029746878041,0.41970253121959,0
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_offset,20260912,0.41971265407747804,1,0.580287345922522,0.41971265407747804,0
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_market,-1,0.5726762090827892,1,0.42732379091721084,0.5726762090827892,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_vol_interaction,-1,0.5647221717512853,1,0.43527782824871475,0.5647221717512853,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_extension,-1,0.568059833663075,1,0.431940166336925,0.568059833663075,1
2021-03-31,2020-12-31,2021,daily,2412,2020-12-30,2,nonnegative_low,2673,2677,2021-01-07,learned_order_offset,-1,0.5682921409245218,1,0.43170785907547815,0.5682921409245218,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_market,20260910,0.5876722291353474,1,0.41232777086465255,0.5876722291353474,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_vol_interaction,20260910,0.5727669852901888,1,0.42723301470981123,0.5727669852901888,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_extension,20260910,0.5762402815698082,1,0.4237597184301918,0.5762402815698082,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_offset,20260910,0.5763220260926378,1,0.42367797390736217,0.5763220260926378,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_market,20260911,0.6623857258994821,1,0.3376142741005179,0.6623857258994821,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_vol_interaction,20260911,0.6485200267724551,1,0.3514799732275449,0.6485200267724551,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_extension,20260911,0.6401889082202148,1,0.3598110917797852,0.6401889082202148,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_offset,20260911,0.640367812639331,1,0.35963218736066904,0.640367812639331,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_market,20260912,0.35885597865217805,1,0.6411440213478219,0.35885597865217805,0
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_vol_interaction,20260912,0.35678617023792847,1,0.6432138297620715,0.35678617023792847,0
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_extension,20260912,0.35955673734032406,1,0.6404432626596759,0.35955673734032406,0
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_offset,20260912,0.3594847716578262,1,0.6405152283421738,0.3594847716578262,0
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_market,-1,0.5363046445623358,1,0.46369535543766416,0.5363046445623358,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_vol_interaction,-1,0.5260243941001908,1,0.47397560589980925,0.5260243941001908,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_extension,-1,0.5253286423767823,1,0.47467135762321766,0.5253286423767823,1
2021-03-31,2020-12-31,2021,daily,2413,2020-12-31,3,nonnegative_low,2674,2678,2021-01-08,learned_order_offset,-1,0.5253915367965983,1,0.47460846320340166,0.5253915367965983,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_market,20260910,0.580542393214538,1,0.41945760678546196,0.580542393214538,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_vol_interaction,20260910,0.5743624840037228,1,0.4256375159962772,0.5743624840037228,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_extension,20260910,0.5768198008616776,1,0.4231801991383224,0.5768198008616776,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_offset,20260910,0.5770368855092584,1,0.42296311449074164,0.5770368855092584,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_market,20260911,0.5994920688748092,1,0.4005079311251908,0.5994920688748092,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_vol_interaction,20260911,0.5858169011127603,1,0.4141830988872397,0.5858169011127603,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_extension,20260911,0.5823057924867695,1,0.4176942075132305,0.5823057924867695,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_offset,20260911,0.5823574971027711,1,0.41764250289722893,0.5823574971027711,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_market,20260912,0.3934782646090718,1,0.6065217353909282,0.3934782646090718,0
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_vol_interaction,20260912,0.39324836927544965,1,0.6067516307245504,0.39324836927544965,0
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_extension,20260912,0.3953221895450096,1,0.6046778104549904,0.3953221895450096,0
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_offset,20260912,0.3950234768007636,1,0.6049765231992363,0.3950234768007636,0
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_market,-1,0.5245042422328063,1,0.47549575776719366,0.5245042422328063,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_vol_interaction,-1,0.5178092514639776,1,0.4821907485360224,0.5178092514639776,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_extension,-1,0.5181492609644855,1,0.48185073903551445,0.5181492609644855,1
2021-03-31,2020-12-31,2021,daily,2414,2021-01-04,0,nonnegative_low,2675,2680,2021-01-12,learned_order_offset,-1,0.518139286470931,1,0.481860713529069,0.518139286470931,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_market,20260910,0.5890571601762644,1,0.4109428398237356,0.5890571601762644,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_vol_interaction,20260910,0.5821982165307596,1,0.41780178346924035,0.5821982165307596,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_extension,20260910,0.5791976941991309,1,0.4208023058008691,0.5791976941991309,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_offset,20260910,0.5797484981557005,1,0.4202515018442995,0.5797484981557005,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_market,20260911,0.6233149227546876,1,0.3766850772453124,0.6233149227546876,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_vol_interaction,20260911,0.6230471889140042,1,0.37695281108599576,0.6230471889140042,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_extension,20260911,0.6117874015411005,1,0.38821259845889955,0.6117874015411005,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_offset,20260911,0.6107481793212797,1,0.38925182067872033,0.6107481793212797,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_market,20260912,0.41581863992624135,1,0.5841813600737586,0.41581863992624135,0
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_vol_interaction,20260912,0.4157319515704285,1,0.5842680484295715,0.4157319515704285,0
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_extension,20260912,0.4167554766666406,1,0.5832445233333594,0.4167554766666406,0
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_offset,20260912,0.4165419587827692,1,0.5834580412172308,0.4165419587827692,0
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_market,-1,0.5427302409523977,1,0.45726975904760225,0.5427302409523977,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_vol_interaction,-1,0.5403257856717308,1,0.45967421432826916,0.5403257856717308,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_extension,-1,0.535913524135624,1,0.464086475864376,0.535913524135624,1
2021-03-31,2020-12-31,2021,daily,2415,2021-01-05,1,nonnegative_low,2676,2681,2021-01-13,learned_order_offset,-1,0.5356795454199165,1,0.46432045458008353,0.5356795454199165,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_market,20260910,0.5919787669046642,1,0.4080212330953358,0.5919787669046642,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_vol_interaction,20260910,0.5771044443250808,1,0.4228955556749192,0.5771044443250808,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_extension,20260910,0.5730449876368394,1,0.4269550123631606,0.5730449876368394,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_offset,20260910,0.5737424377740699,1,0.42625756222593014,0.5737424377740699,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_market,20260911,0.4961291598999995,1,0.5038708401000005,0.4961291598999995,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_vol_interaction,20260911,0.4907814478544861,1,0.5092185521455139,0.4907814478544861,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_extension,20260911,0.497381875601909,1,0.502618124398091,0.497381875601909,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_offset,20260911,0.4973467790975532,1,0.5026532209024468,0.4973467790975532,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_market,20260912,0.4621422588757263,1,0.5378577411242738,0.4621422588757263,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_vol_interaction,20260912,0.46225017844056776,1,0.5377498215594323,0.46225017844056776,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_extension,20260912,0.4626728254445326,1,0.5373271745554674,0.4626728254445326,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_offset,20260912,0.46258692801271845,1,0.5374130719872816,0.46258692801271845,0
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_market,-1,0.5167500618934634,1,0.4832499381065366,0.5167500618934634,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_vol_interaction,-1,0.5100453568733782,1,0.48995464312662185,0.5100453568733782,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_extension,-1,0.5110332295610936,1,0.48896677043890635,0.5110332295610936,1
2021-03-31,2020-12-31,2021,daily,2416,2021-01-06,2,nonnegative_low,2677,2682,2021-01-14,learned_order_offset,-1,0.5112253816281138,1,0.4887746183718862,0.5112253816281138,1
2021-03-31,2020-12-31,2021,daily,2417,2021-01-07,3,nonnegative_low,2678,2683,2021-01-15,learned_market,20260910,0.5718606042796476,0,-0.5718606042796476,0.5718606042796476,1
