cutoff,year,method,seed,state,daily_n,friday_n,future_n,daily_residual,friday_residual,future_residual,daily_friday,daily_future,friday_future,r37_eligible,weekly_count_flag,daily_auroc,friday_auroc,future_auroc
2025-12-31,2026,learned_market,20260910,negative_low,0,0,2,,,0.08364785506794972,undefined,undefined,undefined,False,False,,,1.0
2025-12-31,2026,learned_market,20260910,negative_high,0,0,1,,,-0.5651756750942187,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,20260910,nonnegative_low,0,0,7,,,-0.3203108766063489,undefined,undefined,undefined,False,False,,,0.16666666666666666
2025-12-31,2026,learned_market,20260910,nonnegative_high,0,0,1,,,0.5763130642180148,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,20260911,negative_low,0,0,2,,,-0.03259051390951495,undefined,undefined,undefined,False,False,,,1.0
2025-12-31,2026,learned_market,20260911,negative_high,0,0,1,,,-0.4403313235638202,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,20260911,nonnegative_low,0,0,7,,,-0.35649741649085154,undefined,undefined,undefined,False,False,,,0.16666666666666666
2025-12-31,2026,learned_market,20260911,nonnegative_high,0,0,1,,,0.3762878229565222,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,20260912,negative_low,0,0,2,,,0.04053488644973502,undefined,undefined,undefined,False,False,,,0.0
2025-12-31,2026,learned_market,20260912,negative_high,0,0,1,,,-0.39113208857052434,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,20260912,nonnegative_low,0,0,7,,,-0.3504679002658344,undefined,undefined,undefined,False,False,,,0.5
2025-12-31,2026,learned_market,20260912,nonnegative_high,0,0,1,,,0.5326809750017865,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,-1,negative_low,0,0,2,,,0.030530742536056643,undefined,undefined,undefined,False,False,,,1.0
2025-12-31,2026,learned_market,-1,negative_high,0,0,1,,,-0.4655463624095211,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_market,-1,nonnegative_low,0,0,7,,,-0.3424253977876783,undefined,undefined,undefined,False,False,,,0.3333333333333333
2025-12-31,2026,learned_market,-1,nonnegative_high,0,0,1,,,0.49509395405877454,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_vol_interaction,20260910,negative_low,0,0,2,,,0.08678193680368027,undefined,undefined,undefined,False,False,,,1.0
2025-12-31,2026,learned_vol_interaction,20260910,negative_high,0,0,1,,,-0.5634266232389387,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_vol_interaction,20260910,nonnegative_low,0,0,7,,,-0.32007195256812354,undefined,undefined,undefined,False,False,,,0.16666666666666666
2025-12-31,2026,learned_vol_interaction,20260910,nonnegative_high,0,0,1,,,0.5760799886999495,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_vol_interaction,20260911,negative_low,0,0,2,,,-0.03641088034375284,undefined,undefined,undefined,False,False,,,0.0
2025-12-31,2026,learned_vol_interaction,20260911,negative_high,0,0,1,,,-0.43340188452247674,undefined,undefined,undefined,False,False,,,
2025-12-31,2026,learned_vol_interaction,20260911,nonnegative_low,0,0,7,,,-0.3531725506632566,undefined,undefined,undefined,False,False,,,0.16666666666666666
