cutoff,year,view,method,seed,state,residual_mean,residual_sum,up_n,down_n,opposite_class_pairs,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
2022-06-30,2022,friday,learned_market,20260912,negative_high,-0.06895582685161165,-1.1722490564773982,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3611111111111111,0.6470588235294118,0.47058823529411764,4,2,7,4,0.2916666666666667,0.3002291166675757,0.7981848351198074,0.5395440621457294,0.10709552745741655,0.06895582685161172,0.0
2022-06-30,2022,friday,learned_market,20260912,nonnegative_low,-0.006428604983287456,-0.012857209966574912,1,1,1,2,0.0,1.0,0,0.0,0.5,0.5,0,0,1,1,0.0,0.2595503991823783,0.7122534523653358,0.5064286049832875,0.009420329610378975,0.006428604983287456,0.0
2022-06-30,2022,friday,learned_market,20260912,nonnegative_high,0.6787528171394833,0.6787528171394833,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.4607053867747849,1.1355444121169427,0.3212471828605167,0.0,-0.6787528171394833,0.0
2022-06-30,2022,friday,learned_market,-1,all,-0.13875086379876747,-3.3300207311704195,11,13,143,24,0.3333333333333333,0.6666666666666666,8,0.36363636363636365,0.875,0.4583333333333333,8,0,13,3,0.2867132867132867,0.3051449328534776,0.807995692457602,0.5970841971321008,0.08690233791967998,0.1387508637987675,0.0
2022-06-30,2022,friday,learned_market,-1,negative_low,-0.4238442628694056,-1.6953770514776223,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.3333333333333333,0.36831006111318654,0.9417412676243129,0.6738442628694056,0.006915732620146266,0.4238442628694056,0.0
2022-06-30,2022,friday,learned_market,-1,negative_high,-0.12603144032638944,-2.1425344855486204,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.375,0.8823529411764706,0.47058823529411764,6,0,9,2,0.3333333333333333,0.29328643503770124,0.7830850295334466,0.5966196756205069,0.0801939730363491,0.12603144032638924,0.0
2022-06-30,2022,friday,learned_market,-1,nonnegative_low,-0.052427201325700945,-0.10485440265140189,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,1.0,0.24445602892061602,0.6819068098901032,0.552427201325701,0.008362514161327994,0.052427201325701,0.0
2022-06-30,2022,friday,learned_market,-1,nonnegative_high,0.6127452085072247,0.6127452085072247,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.3754566905485623,0.948672426636398,0.38725479149277536,0.0,-0.6127452085072247,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260910,all,-0.1855085707703128,-4.452205698487507,11,13,143,24,0.4166666666666667,0.5833333333333334,10,0.45454545454545453,0.9583333333333334,0.4583333333333333,10,0,13,1,0.36363636363636365,0.30383717148900996,0.8071792151392888,0.6438419041036462,0.059669679052333315,0.18550857077031285,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260910,negative_low,-0.3949701596819125,-1.57988063872765,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,1.0,0.33006202735340134,0.8583197637602155,0.6449701596819125,0.0362460539207297,0.3949701596819125,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260910,negative_high,-0.17797328926027733,-3.0255459174247146,8,9,72,17,0.47058823529411764,0.5294117647058824,8,0.5,1.0,0.47058823529411764,8,0,9,0,0.3611111111111111,0.29971383211412567,0.7989835624472801,0.648561524554395,0.054230840352587475,0.17797328926027733,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260910,nonnegative_low,-0.18211375011402303,-0.36422750022804606,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,0.0,0.3044780286482171,0.8138171065208282,0.6821137501140231,0.02087677109622027,0.1821137501140231,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260910,nonnegative_high,0.5174483578929034,0.5174483578929034,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.2677528030860623,0.7286673336566523,0.48255164210709656,0.0,-0.5174483578929034,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260911,all,-0.13657983104356122,-3.277915945045469,11,13,143,24,0.375,0.625,9,0.3951048951048951,0.75,0.4583333333333333,7,2,11,4,0.45454545454545453,0.2999899833067649,0.7991679316948659,0.5949131643768945,0.13348066618544607,0.13657983104356114,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260911,negative_low,-0.47158705389174693,-1.8863482155669877,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,1.0,0.3574851952680589,0.910722944327844,0.7215870538917469,0.07234097619636244,0.47158705389174693,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260911,negative_high,-0.1223345495745843,-2.079687342767933,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3680555555555556,0.7647058823529411,0.47058823529411764,5,1,8,3,0.4861111111111111,0.29218545779841165,0.7850096137909498,0.592922784868702,0.12218280810777514,0.12233454957458434,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260911,nonnegative_low,0.025935641772119128,0.051871283544238256,1,1,1,2,1.0,0.0,2,1.0,0.5,0.5,1,1,0,0,1.0,0.19892704930677482,0.5903456400890104,0.47406435822788084,0.05474233101198231,-0.025935641772119156,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260911,nonnegative_high,0.6362483297452138,0.6362483297452138,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.4048119371035744,1.0112838687412418,0.36375167025478616,0.0,-0.6362483297452138,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260912,all,-0.09005780196184625,-2.16138724708431,11,13,143,24,0.3333333333333333,0.6666666666666666,8,0.34265734265734266,0.625,0.4583333333333333,5,3,10,6,0.2097902097902098,0.3250980909741689,0.8533399529453077,0.5483911352951796,0.11488679894689381,0.09005780196184626,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260912,negative_low,-0.4197992497501696,-1.6791969990006783,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.0,0.44422349041932513,1.1133658018114252,0.6697992497501696,0.08490866175450147,0.4197992497501696,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260912,negative_high,-0.07044876674117018,-1.197629034599893,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3611111111111111,0.6470588235294118,0.47058823529411764,4,2,7,4,0.2916666666666667,0.2952305307091008,0.7882618610256888,0.5410370020352877,0.09639602294443249,0.07044876674117007,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260912,nonnegative_low,0.005101195452361373,0.010202390904722747,1,1,1,2,0.5,0.5,1,0.5,0.0,0.5,0,1,0,1,0.0,0.2545914129764425,0.7023312205306105,0.49489880454763857,0.004544736154683621,-0.005101195452361429,0.0
2022-06-30,2022,friday,learned_vol_interaction,20260912,nonnegative_high,0.7052363956115385,0.7052363956115385,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.49735837369515445,1.2215815849437535,0.2947636043884615,0.0,-0.7052363956115385,0.0
2022-06-30,2022,friday,learned_vol_interaction,-1,all,-0.1373820679252401,-3.2971696302057625,11,13,143,24,0.375,0.625,9,0.4090909090909091,0.9166666666666666,0.4583333333333333,9,0,13,2,0.3076923076923077,0.30413492956046595,0.805815519957688,0.5957154012585734,0.08681871598590223,0.13738206792524005,0.0
2022-06-30,2022,friday,learned_vol_interaction,-1,negative_low,-0.42878548777460973,-1.715141951098439,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.6666666666666666,0.3716751879200284,0.9493844340186561,0.6787854877746098,0.004744392199761895,0.4287854877746098,0.0
2022-06-30,2022,friday,learned_vol_interaction,-1,negative_high,-0.12358553519201063,-2.1009540982641806,8,9,72,17,0.4117647058823529,0.5882352941176471,7,0.4375,0.9411764705882353,0.47058823529411764,7,0,9,1,0.3611111111111111,0.290756620038415,0.7775295451405287,0.5941737704861282,0.07764226575468472,0.12358553519201054,0.0
2022-06-30,2022,friday,learned_vol_interaction,-1,nonnegative_low,-0.050358970963180816,-0.10071794192636163,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,1.0,0.24285794144789194,0.6786919517358527,0.5503589709631809,0.009773607920359473,0.05035897096318087,0.0
2022-06-30,2022,friday,learned_vol_interaction,-1,nonnegative_high,0.6196443610832185,0.6196443610832185,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.3839591342222301,0.9666485720491945,0.3803556389167814,0.0,-0.6196443610832185,0.0
2022-06-30,2022,friday,learned_order_extension,20260910,all,-0.1792992709415835,-4.303182502598004,11,13,143,24,0.4166666666666667,0.5833333333333334,10,0.45454545454545453,0.9583333333333334,0.4583333333333333,10,0,13,1,0.38461538461538464,0.29883862665906086,0.7956760630897243,0.6376326042749167,0.05801492424944091,0.17929927094158343,0.0
2022-06-30,2022,friday,learned_order_extension,20260910,negative_low,-0.38112607781448105,-1.5245043112579242,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,1.0,0.31533782413626377,0.8267526247977894,0.631126077814481,0.0394448359701443,0.38112607781448105,0.0
2022-06-30,2022,friday,learned_order_extension,20260910,negative_high,-0.17444004087157702,-2.9654806948168093,8,9,72,17,0.47058823529411764,0.5294117647058824,8,0.5,1.0,0.47058823529411764,8,0,9,0,0.375,0.2971856387458173,0.7927085506967112,0.6450282761656947,0.05329583678051353,0.17444004087157705,0.0
2022-06-30,2022,friday,learned_order_extension,20260910,nonnegative_low,-0.16363609214396962,-0.32727218428793925,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,0.0,0.29717354999658485,0.7957346538493068,0.6636360921439697,0.019996903206581707,0.16363609214396968,0.0
2022-06-30,2022,friday,learned_order_extension,20260910,nonnegative_high,0.5140746877646691,0.5140746877646691,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.26427278460034204,0.7217003454195241,0.4859253122353308,0.0,-0.5140746877646691,0.0
2022-06-30,2022,friday,learned_order_extension,20260911,all,-0.13439736421798906,-3.2255367412317373,11,13,143,24,0.375,0.625,9,0.3951048951048951,0.75,0.4583333333333333,7,2,11,4,0.46853146853146854,0.2997888452663186,0.7998712202648065,0.5927306975513223,0.13928334026060366,0.13439736421798903,0.0
2022-06-30,2022,friday,learned_order_extension,20260911,negative_low,-0.47966404317812794,-1.9186561727125118,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,1.0,0.3710128521169884,0.9425955464608329,0.7296640431781279,0.06355040401432593,0.47966404317812794,0.0
2022-06-30,2022,friday,learned_order_extension,20260911,negative_high,-0.11971380913613348,-2.035134755314269,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3680555555555556,0.7647058823529411,0.47058823529411764,5,1,8,3,0.5,0.2892937952231746,0.7794026473459033,0.5903020444302511,0.12484020846904799,0.1197138091361335,0.0
2022-06-30,2022,friday,learned_order_extension,20260911,nonnegative_low,0.033170417065714636,0.06634083413142927,1,1,1,2,1.0,0.0,2,1.0,0.5,0.5,1,1,0,0,1.0,0.1773785363476692,0.5461145161729748,0.46682958293428534,0.08014495384793127,-0.033170417065714664,0.0
2022-06-30,2022,friday,learned_order_extension,20260911,nonnegative_high,0.6619133526636143,0.6619133526636143,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.4381292864343862,1.0844530632857212,0.33808664733638566,0.0,-0.6619133526636143,0.0
2022-06-30,2022,friday,learned_order_extension,20260912,all,-0.08906662994043231,-2.1375991185703755,11,13,143,24,0.2916666666666667,0.7083333333333334,7,0.30419580419580416,0.6666666666666666,0.4583333333333333,5,2,11,6,0.21678321678321677,0.32096522143650247,0.8433192491020761,0.5473999632737656,0.10909074773121913,0.0890666299404323,0.0
2022-06-30,2022,friday,learned_order_extension,20260912,negative_low,-0.4107281938859313,-1.6429127755437252,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.0,0.4335274776647343,1.0866998765225504,0.6607281938859313,0.08171386970207982,0.4107281938859313,0.0
2022-06-30,2022,friday,learned_order_extension,20260912,negative_high,-0.06943136184345938,-1.1803331513388096,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3611111111111111,0.6470588235294118,0.47058823529411764,4,2,7,4,0.3055555555555556,0.29352051091612935,0.7841446845185814,0.5400195971375771,0.09305588048002163,0.06943136184345944,0.0
2022-06-30,2022,friday,learned_order_extension,20260912,nonnegative_low,-0.0007667627058136062,-0.0015335254116272123,1,1,1,2,0.0,1.0,0,0.0,0.5,0.5,0,0,1,1,0.0,0.25349495359309454,0.7001372174917201,0.5007667627058136,0.003482239674894111,0.0007667627058135507,0.0
2022-06-30,2022,friday,learned_order_extension,20260912,nonnegative_high,0.687180333723787,0.687180333723787,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.4722168110567352,1.1621284005603016,0.312819666276213,0.0,-0.687180333723787,0.0
2022-06-30,2022,friday,learned_order_extension,-1,all,-0.1342544217000016,-3.2221061208000386,11,13,143,24,0.375,0.625,9,0.4090909090909091,0.9166666666666666,0.4583333333333333,9,0,13,2,0.32867132867132864,0.30103277654397304,0.7992693498981365,0.5925877550333349,0.08610652940840131,0.13425442170000162,0.0
2022-06-30,2022,friday,learned_order_extension,-1,negative_low,-0.42383943829284676,-1.695357753171387,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.6666666666666666,0.36758160862734984,0.940179342851861,0.6738394382928468,0.009148766851285248,0.42383943829284676,0.0
2022-06-30,2022,friday,learned_order_extension,-1,negative_high,-0.12119507061705663,-2.0603162004899627,8,9,72,17,0.4117647058823529,0.5882352941176471,7,0.4375,0.9411764705882353,0.47058823529411764,7,0,9,1,0.375,0.28835212002976063,0.7724773695186922,0.5917833059111741,0.07672035476060815,0.12119507061705648,0.0
2022-06-30,2022,friday,learned_order_extension,-1,nonnegative_low,-0.04374414592802289,-0.08748829185604579,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,1.0,0.233381725995541,0.659632286569506,0.5437441459280229,0.01888860365548517,0.04374414592802289,0.0
2022-06-30,2022,friday,learned_order_extension,-1,nonnegative_high,0.6210561247173569,0.6210561247173569,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.3857107100489412,0.9703671711910531,0.3789438752826431,0.0,-0.6210561247173569,0.0
2022-06-30,2022,friday,learned_order_offset,20260910,all,-0.17906760175448602,-4.297622442107665,11,13,143,24,0.4166666666666667,0.5833333333333334,10,0.45454545454545453,0.9583333333333334,0.4583333333333333,10,0,13,1,0.38461538461538464,0.2987181668957222,0.7954041998123257,0.6374009350878193,0.05795776955593936,0.17906760175448594,0.0
2022-06-30,2022,friday,learned_order_offset,20260910,negative_low,-0.3808461762177072,-1.5233847048708289,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,1.0,0.31525090212292656,0.8265829580106838,0.6308461762177072,0.03940279604888316,0.3808461762177072,0.0
2022-06-30,2022,friday,learned_order_offset,20260910,negative_high,-0.17418829745315492,-2.9612010567036338,8,9,72,17,0.47058823529411764,0.5294117647058824,8,0.5,1.0,0.47058823529411764,8,0,9,0,0.375,0.29702864759947095,0.7923509305201153,0.6447765327472725,0.05321034949599271,0.1741882974531549,0.0
2022-06-30,2022,friday,learned_order_offset,20260910,nonnegative_low,-0.1636530536973601,-0.3273061073947202,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,0.0,0.29713617220507405,0.7956509797739375,0.6636530536973602,0.019955623318570315,0.16365305369736016,0.0
2022-06-30,2022,friday,learned_order_offset,20260910,nonnegative_high,0.514269426861518,0.514269426861518,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.2644730434044742,0.7221011850632449,0.485730573138482,0.0,-0.514269426861518,0.0
2022-06-30,2022,friday,learned_order_offset,20260911,all,-0.13377483655102354,-3.210596077224565,11,13,143,24,0.375,0.625,9,0.3951048951048951,0.75,0.4583333333333333,7,2,11,4,0.4755244755244755,0.29976718916967365,0.7997285560538568,0.5921081698843569,0.1389565713022873,0.13377483655102357,0.0
2022-06-30,2022,friday,learned_order_offset,20260911,negative_low,-0.47850773338848285,-1.9140309335539314,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,1.0,0.3703153767313599,0.9411113150828433,0.7285077333884828,0.06295484281699092,0.47850773338848285,0.0
2022-06-30,2022,friday,learned_order_offset,20260911,negative_high,-0.11897050556639013,-2.0224985946286322,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3680555555555556,0.7647058823529411,0.47058823529411764,5,1,8,3,0.5,0.28951977533556117,0.7797561540549229,0.5895587408605079,0.12490606447685404,0.11897050556639022,0.0
2022-06-30,2022,friday,learned_order_offset,20260911,nonnegative_low,0.03266263023757665,0.0653252604751533,1,1,1,2,1.0,0.0,2,1.0,0.5,0.5,1,1,0,0,1.0,0.17745583555458502,0.5462927036562858,0.46733736976242335,0.08001310956108598,-0.03266263023757665,0.0
2022-06-30,2022,friday,learned_order_offset,20260911,nonnegative_high,0.6606081904828446,0.6606081904828446,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.43640318133301825,1.0806000587149325,0.3393918095171554,0.0,-0.6606081904828446,0.0
2022-06-30,2022,friday,learned_order_offset,20260912,all,-0.08911883221559891,-2.138851973174374,11,13,143,24,0.2916666666666667,0.7083333333333334,7,0.30419580419580416,0.6666666666666666,0.4583333333333333,5,2,11,6,0.21678321678321677,0.32095822649346406,0.8433007249886599,0.5474521655489323,0.10904134477820807,0.08911883221559896,0.0
2022-06-30,2022,friday,learned_order_offset,20260912,negative_low,-0.41074257288994476,-1.642970291559779,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.0,0.4335320799887944,1.0867151950331224,0.6607425728899448,0.08170903173307935,0.41074257288994476,0.0
2022-06-30,2022,friday,learned_order_offset,20260912,negative_high,-0.06947317331832693,-1.1810439464115579,8,9,72,17,0.35294117647058826,0.6470588235294118,6,0.3611111111111111,0.6470588235294118,0.47058823529411764,4,2,7,4,0.3055555555555556,0.2935278922453023,0.7841570968635524,0.5400614086124444,0.09301343218706751,0.06947317331832681,0.0
2022-06-30,2022,friday,learned_order_offset,20260912,nonnegative_low,-0.0009047204324446056,-0.0018094408648892113,1,1,1,2,0.0,1.0,0,0.0,0.5,0.5,0,0,1,1,0.0,0.2534824116689325,0.7001121388169327,0.5009047204324446,0.003469555335644553,0.0009047204324446056,0.0
2022-06-30,2022,friday,learned_order_offset,20260912,nonnegative_high,0.6869717056618528,0.6869717056618528,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.47193012437995535,1.161461695281092,0.31302829433814716,0.0,-0.6869717056618528,0.0
2022-06-30,2022,friday,learned_order_offset,-1,all,-0.13398709017370283,-3.2156901641688678,11,13,143,24,0.375,0.625,9,0.4090909090909091,0.9166666666666666,0.4583333333333333,9,0,13,2,0.3146853146853147,0.3010074368864128,0.7992046386472773,0.5923204235070362,0.08598882268369909,0.13398709017370286,0.0
2022-06-30,2022,friday,learned_order_offset,-1,negative_low,-0.4233654941653783,-1.693461976661513,1,3,3,4,0.25,0.75,1,0.5,1.0,0.25,1,0,3,0,0.6666666666666666,0.36738489180249756,0.9397342109932587,0.6733654941653783,0.009246117897981245,0.4233654941653783,0.0
2022-06-30,2022,friday,learned_order_offset,-1,negative_high,-0.1208773254459573,-2.0549145325812743,8,9,72,17,0.4117647058823529,0.5882352941176471,7,0.4375,0.9411764705882353,0.47058823529411764,7,0,9,1,0.375,0.28838952876225116,0.7725487699406304,0.5914655607400751,0.07673486488028108,0.12087732544595742,0.0
2022-06-30,2022,friday,learned_order_offset,-1,nonnegative_low,-0.04396504796407602,-0.08793009592815204,1,1,1,2,0.5,0.5,1,0.5,1.0,0.5,1,0,1,0,1.0,0.23342608113178437,0.6597189189666761,0.5439650479640761,0.018862643635623677,0.043965047964076076,0.0
2022-06-30,2022,friday,learned_order_offset,-1,nonnegative_high,0.6206164410020718,0.6206164410020718,1,0,0,1,0.0,1.0,0,,0.0,1.0,0,0,0,1,,0.38516476684207807,0.9692075566375519,0.3793835589979282,0.0,-0.6206164410020718,0.0
2022-06-30,2022,future,learned_market,20260910,all,-0.4112157431094345,-5.757020403532083,3,11,33,14,0.2857142857142857,0.7142857142857143,4,0.5454545454545454,0.9285714285714286,0.21428571428571427,3,1,10,0,0.42424242424242425,0.35254895593659746,0.9155336232272651,0.6255014573951488,0.08291522989936569,0.41121574310943454,0.0
2022-06-30,2022,future,learned_market,20260910,negative_low,-0.24598107872469477,-1.2299053936234738,2,3,6,5,0.4,0.6,2,0.5,1.0,0.4,2,0,3,0,0.16666666666666666,0.36120321463721294,0.9442296492116995,0.6459810787246948,0.08974246964785575,0.24598107872469477,0.0
2022-06-30,2022,future,learned_market,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2022-06-30,2022,future,learned_market,20260910,nonnegative_low,-0.4586669385421548,-2.293334692710774,1,4,4,5,0.2,0.8,1,0.5,1.0,0.2,1,0,4,0,0.5,0.3737084260437741,0.958147094540602,0.6586669385421549,0.05781684139433819,0.45866693854215485,0.0
2022-06-30,2022,future,learned_market,20260910,nonnegative_high,-0.5584450792994586,-2.2337803171978345,0,4,0,4,0.25,0.75,1,,0.75,0.0,0,1,3,0,,0.3152817949268573,0.8263967516050508,0.5584450792994586,0.058488360663286644,0.5584450792994586,0.0
2022-06-30,2022,future,learned_market,20260911,all,-0.3815198131906653,-5.341277384669314,3,11,33,14,0.35714285714285715,0.6428571428571429,5,0.5909090909090909,0.8571428571428571,0.21428571428571427,3,2,9,0,0.6666666666666666,0.3025056506676537,0.8087671781181358,0.5958055274763795,0.14297364684613745,0.3815198131906652,0.0
2022-06-30,2022,future,learned_market,20260911,negative_low,-0.2580054669629535,-1.2900273348147675,2,3,6,5,0.4,0.6,2,0.5,1.0,0.4,2,0,3,0,0.6666666666666666,0.31625112376977105,0.8405700737358449,0.6580054669629535,0.05592600155950552,0.25800546696295346,0.0
2022-06-30,2022,future,learned_market,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2022-06-30,2022,future,learned_market,20260911,nonnegative_low,-0.4000185800611318,-2.000092900305659,1,4,4,5,0.4,0.6,2,0.625,0.8,0.2,1,1,3,0,0.75,0.2993260333342633,0.8002429193219832,0.6000185800611317,0.1537272238458542,0.4000185800611317,0.0
2022-06-30,2022,future,learned_market,20260911,nonnegative_high,-0.512789287387222,-2.051157149548888,0,4,0,4,0.25,0.75,1,,0.75,0.0,0,1,3,0,,0.2892983309567453,0.7796688820911897,0.512789287387222,0.16231290058910997,0.512789287387222,0.0
2022-06-30,2022,future,learned_market,20260912,all,-0.4046361283132928,-5.664905796386099,3,11,33,14,0.35714285714285715,0.6428571428571429,5,0.5909090909090909,0.8571428571428571,0.21428571428571427,3,2,9,0,0.6363636363636364,0.3194425508726083,0.8481357033999334,0.618921842599007,0.11126815614515276,0.40463612831329265,0.0
2022-06-30,2022,future,learned_market,20260912,negative_low,-0.32658730517691936,-1.632936525884597,2,3,6,5,0.4,0.6,2,0.5,1.0,0.4,2,0,3,0,0.0,0.37758704007343113,0.9855679417383019,0.7265873051769193,0.03439143770700046,0.32658730517691925,0.0
2022-06-30,2022,future,learned_market,20260912,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2022-06-30,2022,future,learned_market,20260912,nonnegative_low,-0.41365376085075833,-2.068268804253792,1,4,4,5,0.2,0.8,1,0.5,1.0,0.2,1,0,4,0,0.75,0.3194414827204759,0.8398288572345359,0.6136537608507584,0.0644370902754762,0.4136537608507584,0.0
2022-06-30,2022,future,learned_market,20260912,nonnegative_high,-0.4909251165619276,-1.9637004662477104,0,4,0,4,0.5,0.5,2,,0.5,0.0,0,2,2,0,,0.2467632745617453,0.6867289631837196,0.4909251165619276,0.07586701846259096,0.4909251165619276,0.0
2022-06-30,2022,future,learned_market,-1,all,-0.3991238948711308,-5.587734528195831,3,11,33,14,0.42857142857142855,0.5714285714285714,6,0.6363636363636364,0.7857142857142857,0.21428571428571427,3,3,8,0,0.5757575757575758,0.32009807460629874,0.843408902386148,0.6134096091568451,0.09306014033745275,0.39912389487113076,0.0
2022-06-30,2022,future,learned_market,-1,negative_low,-0.27685795028818916,-1.3842897514409458,2,3,6,5,0.4,0.6,2,0.5,1.0,0.4,2,0,3,0,0.16666666666666666,0.3481905077135463,0.9091950996148469,0.6768579502881893,0.04349770192946806,0.27685795028818927,0.0
2022-06-30,2022,future,learned_market,-1,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2022-06-30,2022,future,learned_market,-1,nonnegative_low,-0.42411309315134826,-2.120565465756741,1,4,4,5,0.4,0.6,2,0.625,0.8,0.2,1,1,3,0,0.75,0.32525052256391784,0.8495990636586012,0.6241130931513482,0.07368066711854657,0.4241130931513482,0.0
2022-06-30,2022,future,learned_market,-1,nonnegative_high,-0.5207198277495361,-2.0828793109981443,0,4,0,4,0.5,0.5,2,,0.5,0.0,0,2,2,0,,0.2785419732752155,0.7534384542597083,0.5207198277495361,0.08598159258648921,0.5207198277495361,0.0
2022-06-30,2022,future,learned_vol_interaction,20260910,all,-0.4147135077035498,-5.8059891078496975,3,11,33,14,0.2857142857142857,0.7142857142857143,4,0.5454545454545454,0.9285714285714286,0.21428571428571427,3,1,10,0,0.45454545454545453,0.3537627602028365,0.9195753121874671,0.6289992219892643,0.08568308596354365,0.41471350770355,0.0
2022-06-30,2022,future,learned_vol_interaction,20260910,negative_low,-0.2558759263365359,-1.2793796316826793,2,3,6,5,0.4,0.6,2,0.5,1.0,0.4,2,0,3,0,0.16666666666666666,0.3682542072929301,0.9635530734002046,0.6558759263365359,0.09089343263512759,0.2558759263365359,0.0
2022-06-30,2022,future,learned_vol_interaction,20260910,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2022-06-30,2022,future,learned_vol_interaction,20260910,nonnegative_low,-0.4613972755987875,-2.3069863779939377,1,4,4,5,0.2,0.8,1,0.5,1.0,0.2,1,0,4,0,0.75,0.37294815841437845,0.9558857020676965,0.6613972755987876,0.05598168521223935,0.46139727559878757,0.0
2022-06-30,2022,future,learned_vol_interaction,20260910,nonnegative_high,-0.5549057745432704,-2.2196230981730816,0,4,0,4,0.25,0.75,1,,0.75,0.0,0,1,3,0,,0.31166670357579196,0.819215123321259,0.5549057745432704,0.061206902832320526,0.5549057745432704,0.0
2022-06-30,2022,future,learned_vol_interaction,20260911,all,-0.3846619338984168,-5.385267074577835,3,11,33,14,0.35714285714285715,0.6428571428571429,5,0.5909090909090909,0.8571428571428571,0.21428571428571427,3,2,9,0,0.6666666666666666,0.3045017627559254,0.8129449590341359,0.598947648184131,0.1406640884996675,0.38466193389841674,0.0
2022-06-30,2022,future,learned_vol_interaction,20260911,negative_low,-0.2598431818892496,-1.2992159094462479,2,3,6,5,0.4,0.6,2,0.5,1.0,0.4,2,0,3,0,0.6666666666666666,0.3156996397176095,0.8385802485694247,0.6598431818892496,0.05368925390802733,0.2598431818892496,0.0
2022-06-30,2022,future,learned_vol_interaction,20260911,negative_high,,0.0,0,0,0,0,,,0,,,,0,0,0,0,,,,,,,
2022-06-30,2022,future,learned_vol_interaction,20260911,nonnegative_low,-0.40252645258467395,-2.0126322629233697,1,4,4,5,0.4,0.6,2,0.625,0.8,0.2,1,1,3,0,0.75,0.301229294540099,0.8046055297309487,0.6025264525846739,0.15125934936524987,0.40252645258467384,0.0
