job,method,cutoff,seed,row_index,date,order_feature,refitted_base_logit,original_interaction_logit,order_interaction_logit,logit
learned_order_shrink4_2019-12-31_20260910,learned_order_shrink4,2019-12-31,20260910,2379,2020-11-13,-0.6431782168472338,0.00552575831104242,0.007857764480344923,-0.02195995300409284,-0.008576430212705433
learned_order_shrink4_2019-12-31_20260910,learned_order_shrink4,2019-12-31,20260910,2384,2020-11-20,-0.2688873665557781,-0.18525183062119693,-0.05724187636272208,-0.009180587554571452,-0.25167429453849044
learned_order_shrink4_2019-12-31_20260910,learned_order_shrink4,2019-12-31,20260910,2389,2020-11-27,-1.1893815240154995,-0.850303390938862,-0.04897826390448964,-0.0406089038577007,-0.9398905587010523
learned_order_shrink4_2019-12-31_20260910,learned_order_shrink4,2019-12-31,20260910,2394,2020-12-04,-0.5181412297984053,-0.6434200571554282,-0.03890216834419194,-0.01769083087364324,-0.7000130563732632
learned_order_shrink4_2019-12-31_20260910,learned_order_shrink4,2019-12-31,20260910,2399,2020-12-11,-2.3283248088213333,-1.0546504395987106,-0.07194548165252843,-0.07949570125464027,-1.206091622505879
learned_order_shrink4_2019-12-31_20260910,learned_order_shrink4,2019-12-31,20260910,2404,2020-12-18,-0.371412958635365,-0.24007197478007147,-0.013287610450562506,-0.012681105956486301,-0.26604069118712015
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2172,2020-01-03,-0.48485511450270674,0.2216874368786561,0.007351942322580444,-0.03410494684176715,0.1949344323594694
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2177,2020-01-10,-0.970023910935896,0.46404355595194036,0.00999425399398696,-0.06823195822455766,0.4058058517213698
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2182,2020-01-17,1.172110362684529,-0.5330977757130935,-0.03996624317461943,0.08244681847491807,-0.4906172004127948
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2191,2020-02-07,0.4282584296778157,-0.007399941491414014,-0.0020215345047976045,0.0301239082394356,0.02070243224322399
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2196,2020-02-14,0.25758807977110765,0.4156290578658567,-0.05437727760008705,0.018118872019483378,0.3793706522852529
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2201,2020-02-21,1.0046192886973362,0.6801652773200886,-0.11961970420098013,0.07066541408432499,0.6312109872034333
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2206,2020-02-28,0.12983334798052767,1.4939068346218813,-0.2603657934798135,0.00913254145149341,1.2426735825935613
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2211,2020-03-06,-0.7495281980519799,1.2344596916456094,-0.08034952202288094,-0.05272218150609111,1.1013879881166373
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2216,2020-03-13,0.048416906472668025,0.4954991522440519,-0.059787674892435035,0.0034056689763637352,0.4391171463279807
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2221,2020-03-20,0.056724653820270435,-0.2901346290970293,0.0820718035634835,0.003990040004305589,-0.20407278552924035
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2226,2020-03-27,0.6536782227783857,0.20344283063516752,0.03477856164758449,0.045980047178306525,0.28420143946105847
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2231,2020-04-03,0.4920244814016144,-0.2348354326247306,0.05197246539789962,0.03460924362994717,-0.1482537235968838
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2235,2020-04-10,0.3756675844725398,0.16793761158379536,-0.006425191179127827,0.02642464236301155,0.18793706276767905
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2240,2020-04-17,-0.05509115226950499,0.1682343267306562,-0.01889907088364751,-0.003875138703095352,0.14546011714391344
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2245,2020-04-24,-0.12645591244048315,0.4386400195895487,-0.0040150987422184255,-0.00889497097712014,0.42572994987021007
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2252,2020-05-08,0.7213165959730807,-0.577511533237935,-0.031055484080176957,0.05073776356258075,-0.5578292537555312
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2257,2020-05-15,-0.05286236651308724,-0.05812538328406132,0.01747414491487659,-0.0037183648185457833,-0.04436960318773031
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2262,2020-05-22,0.336505724631265,-0.22699839174182423,-0.037435927230571826,0.023669977911381933,-0.24076434106101413
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2267,2020-05-29,0.13993610512364993,-0.1342985558098843,-0.014351588242189276,0.009843174349889997,-0.13880696970218354
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2272,2020-06-05,0.21429743136915805,-0.12580911000908107,-0.013040426829536947,0.01507378655305817,-0.12377575028555993
learned_order_shrink4_2019-12-31_20260911,learned_order_shrink4,2019-12-31,20260911,2277,2020-06-12,2.6546618672654017,-1.0482732072428036,-0.02842657206653204,0.18673021931265493,-0.8899695599966808
