window,method,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
early_2015_2017,hmm_only,120,0.49166666666666664,0.5083333333333333,59,0.4836665727963954,0.5666666666666667,0.5583333333333333,37,22,31,30,0.4714165023936919,0.2516636601285524,0.6965239951016194,0.5020038645903734,0.024019814117488044,-0.056329468742959965,0.0
early_2015_2017,learned_clip,120,0.525,0.475,63,0.5214024218529991,0.5333333333333333,0.5583333333333333,37,26,27,30,0.4967614756406646,0.26263698446080574,0.719149563573612,0.49547702401096355,0.11301199938142066,-0.0628563093223698,0.0
early_2015_2017,learned_hmm_interaction,120,0.48333333333333334,0.5166666666666667,58,0.49000281610813856,0.44166666666666665,0.5583333333333333,29,29,24,38,0.49112925936355956,0.2715771299689375,0.7400892567759031,0.47463697265812316,0.13147005668584752,-0.08369636067521019,0.0
early_2015_2017,learned_market,120,0.49166666666666664,0.5083333333333333,59,0.49549422697831597,0.4666666666666667,0.5583333333333333,31,28,25,36,0.488313151225007,0.2718992423470224,0.740763316529958,0.4760925379293617,0.13405321371253603,-0.08224079540397167,0.0
early_2015_2017,learned_persistence_interaction,120,0.49166666666666664,0.5083333333333333,59,0.49549422697831597,0.4666666666666667,0.5583333333333333,31,28,25,36,0.49591664319909884,0.2703407989841847,0.7374388997843859,0.47711993490517685,0.13292483540647745,-0.0812133984281565,0.0
early_2015_2017,learned_probe,120,0.525,0.475,63,0.5214024218529991,0.5333333333333333,0.5583333333333333,37,26,27,30,0.49760630808223033,0.2621331857709421,0.7181044284393102,0.4960197871527123,0.11260711057887299,-0.06231354618062107,0.0
early_2015_2017,learned_recent_additive,120,0.5333333333333333,0.4666666666666667,64,0.5170374542382428,0.6416666666666667,0.5583333333333333,44,20,33,23,0.5263306110954661,0.2605294720058098,0.7200847925609234,0.5393709963918604,0.14722414497556408,-0.01896233694147298,0.0
early_2015_2017,learned_recent_interaction,120,0.5583333333333333,0.44166666666666665,67,0.541396789636722,0.65,0.5583333333333333,46,21,32,21,0.5260490002816108,0.2601952350340543,0.7185452996599017,0.5418960761481536,0.1488118287917699,-0.016437257185179743,0.0
early_2015_2017,learned_relativevol_interaction,120,0.475,0.525,57,0.48254012954097436,0.43333333333333335,0.5583333333333333,28,29,24,39,0.4877499295972965,0.27481126580674614,0.7470731091759828,0.4740835381596248,0.13996454199458783,-0.08424979517370856,0.0
early_2015_2017,learned_vol_interaction,120,0.4666666666666667,0.5333333333333333,56,0.46916361588284994,0.475,0.5583333333333333,30,26,27,37,0.5004224162207829,0.2695968850992179,0.7355400023572607,0.483231890924701,0.1381322069070462,-0.07510144240863237,0.0
early_2015_2017,market4,120,0.5,0.5,60,0.5266122219093213,0.275,0.5583333333333333,20,40,13,47,0.45677274007321883,0.2682286799869203,0.7314330239664496,0.4765228079082382,0.09637204017668095,-0.08181052542509515,0.0
early_2015_2017,native_mse,120,0.49166666666666664,0.5083333333333333,59,0.4816952970994086,0.5833333333333334,0.5583333333333333,38,21,32,29,0.4877499295972965,,,,,,
early_2015_2017,neutral_50,120,0.44166666666666665,0.5583333333333333,53,0.5,0.0,0.5583333333333333,0,53,0,67,0.5,0.25,0.6931471805599453,0.5,0.0,-0.05833333333333335,0.0
early_2015_2017,persistence_only,120,0.48333333333333334,0.5166666666666667,58,0.47817516192621795,0.5416666666666666,0.5583333333333333,35,23,30,32,0.41143339904252324,0.25635073943849646,0.7059437852039814,0.5043294472342127,0.03586583944955136,-0.05400388609912066,0.0
