job,method,cutoff,seed,split,n,interaction_coefficient,raw_product_coefficient,interaction_feature_mean,interaction_feature_std,refitted_additive_mean,interaction_logit_mean,interaction_logit_std,total_logit_mean
learned_relativevol_interaction_2014-12-31_20260910,learned_relativevol_interaction,2014-12-31,20260910,training,1077,0.13782728157971305,2.4859656239256633,-1.3194851174746522e-17,0.9999999999999999,-0.03373697322061738,1.6493563968433152e-18,0.13782728157971305,-0.03373697322061736
learned_relativevol_interaction_2014-12-31_20260910,learned_relativevol_interaction,2014-12-31,20260910,validation,22,0.13782728157971305,2.4859656239256633,0.4439864684991729,1.5465911977813895,0.14460755155040203,0.0611934480114179,0.21316246050532123,0.20580099956181996
learned_relativevol_interaction_2014-12-31_20260911,learned_relativevol_interaction,2014-12-31,20260911,training,1077,0.05632522884786875,1.0291124280511723,-2.9688415143179675e-17,1.0,-0.028556015743219115,-6.185086488162432e-19,0.05632522884786875,-0.028556015743219105
learned_relativevol_interaction_2014-12-31_20260911,learned_relativevol_interaction,2014-12-31,20260911,validation,22,0.05632522884786875,1.0291124280511723,-0.5159375275890927,2.533485632900031,0.23120093490422572,-0.029060299312659247,0.14269915805588185,0.20214063559156648
learned_relativevol_interaction_2014-12-31_20260912,learned_relativevol_interaction,2014-12-31,20260912,training,1077,-0.0020259099600663678,-0.035477427401901775,6.597425587373261e-18,1.0,-0.029920872795658575,3.86567905510152e-20,0.0020259099600663678,-0.029920872795658575
learned_relativevol_interaction_2014-12-31_20260912,learned_relativevol_interaction,2014-12-31,20260912,validation,22,-0.0020259099600663678,-0.035477427401901775,0.7705744366124342,1.2296305531955531,0.30534437043252555,-0.0015611144261056607,0.002491120784920789,0.3037832560064198
learned_relativevol_interaction_2015-12-31_20260910,learned_relativevol_interaction,2015-12-31,20260910,training,1190,-0.07522350895740973,-0.968181401498808,5.970947359328573e-18,0.9999999999999999,0.009004383424939283,1.3994407873426343e-18,0.07522350895740972,0.009004383424939283
learned_relativevol_interaction_2015-12-31_20260910,learned_relativevol_interaction,2015-12-31,20260910,validation,48,-0.07522350895740973,-0.968181401498808,0.13458697088097918,1.8279180925610146,-0.14483326829614918,-0.010124104209615974,0.1375024130091748,-0.1549573725057652
learned_relativevol_interaction_2015-12-31_20260911,learned_relativevol_interaction,2015-12-31,20260911,training,1190,-0.05175310277229704,-1.0259944805941759,0.0,1.0,0.01700735098637349,0.0,0.05175310277229704,0.017007350986373494
learned_relativevol_interaction_2015-12-31_20260911,learned_relativevol_interaction,2015-12-31,20260911,validation,48,-0.05175310277229704,-1.0259944805941759,-0.07246216827503515,1.880814601075803,-0.14884449501240438,0.0037501420418413777,0.09733799134511288,-0.14509435297056297
learned_relativevol_interaction_2015-12-31_20260912,learned_relativevol_interaction,2015-12-31,20260912,training,1190,0.026918013783730793,0.5082997890820804,5.970947359328573e-18,0.9999999999999999,0.014896680193943067,3.7318420995803583e-19,0.02691801378373079,0.01489668019394306
learned_relativevol_interaction_2015-12-31_20260912,learned_relativevol_interaction,2015-12-31,20260912,validation,48,0.026918013783730793,0.5082997890820804,0.08668096511544636,1.8587746930051234,-0.1333009556184663,0.0023332794137646737,0.050034522807161884,-0.13096767620470165
learned_relativevol_interaction_2016-12-31_20260910,learned_relativevol_interaction,2016-12-31,20260910,training,1434,0.036273182749270355,0.4647465365537361,-4.954970263320085e-18,1.0,0.033756315210614285,3.096856414575053e-19,0.036273182749270355,0.0337563152106143
learned_relativevol_interaction_2016-12-31_20260910,learned_relativevol_interaction,2016-12-31,20260910,validation,50,0.036273182749270355,0.4647465365537361,-0.5134858801786888,1.3731584218120032,-0.2691851987801121,-0.01862576717089152,0.04980882637808645,-0.28781096595100364
learned_relativevol_interaction_2016-12-31_20260911,learned_relativevol_interaction,2016-12-31,20260911,training,1434,0.12362530333388012,2.388088736955918,9.90994052664017e-18,1.0,0.03295547890125018,0.0,0.12362530333388012,0.03295547890125017
learned_relativevol_interaction_2016-12-31_20260911,learned_relativevol_interaction,2016-12-31,20260911,validation,50,0.12362530333388012,2.388088736955918,-0.24894211028316146,1.4909789765698,-0.2216984010610595,-0.03077554389633207,0.18432272824287968,-0.2524739449573916
learned_relativevol_interaction_2016-12-31_20260912,learned_relativevol_interaction,2016-12-31,20260912,training,1434,0.11179267105997565,2.0911605163725486,-2.972982157992051e-17,1.0,0.030261807861686765,0.0,0.11179267105997565,0.030261807861686772
learned_relativevol_interaction_2016-12-31_20260912,learned_relativevol_interaction,2016-12-31,20260912,validation,50,0.11179267105997565,2.0911605163725486,-0.4484450647961443,1.1416261466813464,-0.16346090758862844,-0.050132871617224836,0.12762543628941528,-0.21359377920585326
learned_relativevol_interaction_2017-12-31_20260910,learned_relativevol_interaction,2017-12-31,20260910,training,1678,-0.001934458567445728,-0.02780560651096678,-1.058615518116955e-17,1.0,0.07915993448854447,1.654086747057742e-20,0.0019344585674457282,0.07915993448854447
