history,cutoff,method,seed,row_index,date,state,family,component,fit_eligible,validation_accepted,gate_reason,offset,annual_probability,probability,actual_up
monthly_state_ungated,2020-12-31,learned_market,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.49622809203697066,0.49622809203697066,0
monthly_state_ungated,2020-12-31,learned_market,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30299511780142024,0.30299511780142024,1
monthly_state_ungated,2020-12-31,learned_market,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2926269390741677,0.2926269390741677,0
monthly_state_ungated,2020-12-31,learned_market,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4834854236532544,0.4834854236532544,1
monthly_state_validated,2020-12-31,learned_vol_interaction,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5286701081389081,0.5286701081389081,0
monthly_state_validated,2020-12-31,learned_vol_interaction,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47178291125549215,0.47178291125549215,1
monthly_state_validated,2020-12-31,learned_vol_interaction,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3671123538576221,0.3671123538576221,0
monthly_state_validated,2020-12-31,learned_vol_interaction,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.434482531700876,0.434482531700876,1
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5286701081389081,0.5286701081389081,0
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47178291125549215,0.47178291125549215,1
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3671123538576221,0.3671123538576221,0
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.434482531700876,0.434482531700876,1
monthly_state_validated,2020-12-31,learned_vol_interaction,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4754556903392312,0.4754556903392312,0
monthly_state_validated,2020-12-31,learned_vol_interaction,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2910478720938869,0.2910478720938869,1
monthly_state_validated,2020-12-31,learned_vol_interaction,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4793404787070586,0.4793404787070586,0
monthly_state_validated,2020-12-31,learned_vol_interaction,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3407014751351651,0.3407014751351651,1
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4754556903392312,0.4754556903392312,0
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2910478720938869,0.2910478720938869,1
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4793404787070586,0.4793404787070586,0
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3407014751351651,0.3407014751351651,1
monthly_state_validated,2020-12-31,learned_vol_interaction,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.49620713842529096,0.49620713842529096,0
monthly_state_validated,2020-12-31,learned_vol_interaction,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30370534508378266,0.30370534508378266,1
monthly_state_validated,2020-12-31,learned_vol_interaction,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2931342483584557,0.2931342483584557,0
monthly_state_validated,2020-12-31,learned_vol_interaction,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4851476188516167,0.4851476188516167,1
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.49620713842529096,0.49620713842529096,0
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30370534508378266,0.30370534508378266,1
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2931342483584557,0.2931342483584557,0
monthly_state_ungated,2020-12-31,learned_vol_interaction,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4851476188516167,0.4851476188516167,1
monthly_state_validated,2020-12-31,learned_order_extension,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5330538496767134,0.5330538496767134,0
monthly_state_validated,2020-12-31,learned_order_extension,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.479592338912861,0.479592338912861,1
monthly_state_validated,2020-12-31,learned_order_extension,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3707727762571325,0.3707727762571325,0
monthly_state_validated,2020-12-31,learned_order_extension,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.43176970986504826,0.43176970986504826,1
monthly_state_ungated,2020-12-31,learned_order_extension,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5330538496767134,0.5330538496767134,0
monthly_state_ungated,2020-12-31,learned_order_extension,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.479592338912861,0.479592338912861,1
monthly_state_ungated,2020-12-31,learned_order_extension,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3707727762571325,0.3707727762571325,0
monthly_state_ungated,2020-12-31,learned_order_extension,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.43176970986504826,0.43176970986504826,1
monthly_state_validated,2020-12-31,learned_order_extension,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4707924056292956,0.4707924056292956,0
monthly_state_validated,2020-12-31,learned_order_extension,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30199104403875826,0.30199104403875826,1
monthly_state_validated,2020-12-31,learned_order_extension,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4727671753713422,0.4727671753713422,0
monthly_state_validated,2020-12-31,learned_order_extension,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.33076330033756096,0.33076330033756096,1
monthly_state_ungated,2020-12-31,learned_order_extension,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4707924056292956,0.4707924056292956,0
monthly_state_ungated,2020-12-31,learned_order_extension,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30199104403875826,0.30199104403875826,1
monthly_state_ungated,2020-12-31,learned_order_extension,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4727671753713422,0.4727671753713422,0
monthly_state_ungated,2020-12-31,learned_order_extension,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.33076330033756096,0.33076330033756096,1
monthly_state_validated,2020-12-31,learned_order_extension,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4980709373270918,0.4980709373270918,0
monthly_state_validated,2020-12-31,learned_order_extension,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3077801048995167,0.3077801048995167,1
monthly_state_validated,2020-12-31,learned_order_extension,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2945790953929349,0.2945790953929349,0
monthly_state_validated,2020-12-31,learned_order_extension,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4869306132003812,0.4869306132003812,1
monthly_state_ungated,2020-12-31,learned_order_extension,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4980709373270918,0.4980709373270918,0
monthly_state_ungated,2020-12-31,learned_order_extension,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3077801048995167,0.3077801048995167,1
monthly_state_ungated,2020-12-31,learned_order_extension,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2945790953929349,0.2945790953929349,0
monthly_state_ungated,2020-12-31,learned_order_extension,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4869306132003812,0.4869306132003812,1
monthly_state_validated,2020-12-31,learned_order_offset,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5336151486659025,0.5336151486659025,0
monthly_state_validated,2020-12-31,learned_order_offset,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48002913839274924,0.48002913839274924,1
monthly_state_validated,2020-12-31,learned_order_offset,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.37113237990157133,0.37113237990157133,0
monthly_state_validated,2020-12-31,learned_order_offset,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.43182028534515077,0.43182028534515077,1
monthly_state_ungated,2020-12-31,learned_order_offset,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5336151486659025,0.5336151486659025,0
monthly_state_ungated,2020-12-31,learned_order_offset,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48002913839274924,0.48002913839274924,1
monthly_state_ungated,2020-12-31,learned_order_offset,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.37113237990157133,0.37113237990157133,0
monthly_state_ungated,2020-12-31,learned_order_offset,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.43182028534515077,0.43182028534515077,1
monthly_state_validated,2020-12-31,learned_order_offset,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.46966493933917947,0.46966493933917947,0
monthly_state_validated,2020-12-31,learned_order_offset,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30026263179565904,0.30026263179565904,1
monthly_state_validated,2020-12-31,learned_order_offset,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47083079059127375,0.47083079059127375,0
monthly_state_validated,2020-12-31,learned_order_offset,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3308151678188049,0.3308151678188049,1
monthly_state_ungated,2020-12-31,learned_order_offset,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.46966493933917947,0.46966493933917947,0
monthly_state_ungated,2020-12-31,learned_order_offset,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30026263179565904,0.30026263179565904,1
monthly_state_ungated,2020-12-31,learned_order_offset,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47083079059127375,0.47083079059127375,0
monthly_state_ungated,2020-12-31,learned_order_offset,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3308151678188049,0.3308151678188049,1
monthly_state_validated,2020-12-31,learned_order_offset,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4978619856473434,0.4978619856473434,0
monthly_state_validated,2020-12-31,learned_order_offset,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30753172112864313,0.30753172112864313,1
monthly_state_validated,2020-12-31,learned_order_offset,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.29417599189344534,0.29417599189344534,0
monthly_state_validated,2020-12-31,learned_order_offset,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48673077860534075,0.48673077860534075,1
monthly_state_ungated,2020-12-31,learned_order_offset,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.4978619856473434,0.4978619856473434,0
monthly_state_ungated,2020-12-31,learned_order_offset,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30753172112864313,0.30753172112864313,1
monthly_state_ungated,2020-12-31,learned_order_offset,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.29417599189344534,0.29417599189344534,0
monthly_state_ungated,2020-12-31,learned_order_offset,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48673077860534075,0.48673077860534075,1
monthly_state_validated,2021-01-31,learned_market,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.40357928349119826,0.40357928349119826,1
monthly_state_validated,2021-01-31,learned_market,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.49513830982070434,0.49513830982070434,0
monthly_state_validated,2021-01-31,learned_market,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.43315180971386896,0.43315180971386896,0
monthly_state_ungated,2021-01-31,learned_market,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.40357928349119826,0.40357928349119826,1
monthly_state_ungated,2021-01-31,learned_market,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.49513830982070434,0.49513830982070434,0
monthly_state_ungated,2021-01-31,learned_market,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.43315180971386896,0.43315180971386896,0
monthly_state_validated,2021-01-31,learned_market,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5472341429725764,0.5472341429725764,1
monthly_state_validated,2021-01-31,learned_market,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4390527856170199,0.4390527856170199,0
monthly_state_validated,2021-01-31,learned_market,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4901857818012489,0.4901857818012489,0
monthly_state_ungated,2021-01-31,learned_market,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5472341429725764,0.5472341429725764,1
monthly_state_ungated,2021-01-31,learned_market,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4390527856170199,0.4390527856170199,0
monthly_state_ungated,2021-01-31,learned_market,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4901857818012489,0.4901857818012489,0
monthly_state_validated,2021-01-31,learned_market,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5449307431156443,0.5449307431156443,1
monthly_state_validated,2021-01-31,learned_market,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.37156624296606255,0.37156624296606255,0
monthly_state_validated,2021-01-31,learned_market,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5679579035959068,0.5679579035959068,0
monthly_state_ungated,2021-01-31,learned_market,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5449307431156443,0.5449307431156443,1
monthly_state_ungated,2021-01-31,learned_market,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.37156624296606255,0.37156624296606255,0
monthly_state_ungated,2021-01-31,learned_market,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5679579035959068,0.5679579035959068,0
monthly_state_validated,2021-01-31,learned_vol_interaction,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.42570726310777396,0.42570726310777396,1
monthly_state_validated,2021-01-31,learned_vol_interaction,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4791771552633417,0.4791771552633417,0
monthly_state_validated,2021-01-31,learned_vol_interaction,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4783928105694597,0.4783928105694597,0
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.42570726310777396,0.42570726310777396,1
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4791771552633417,0.4791771552633417,0
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4783928105694597,0.4783928105694597,0
monthly_state_validated,2021-01-31,learned_vol_interaction,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5419487770679454,0.5419487770679454,1
monthly_state_validated,2021-01-31,learned_vol_interaction,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.42680484014134457,0.42680484014134457,0
monthly_state_validated,2021-01-31,learned_vol_interaction,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.48165522036766006,0.48165522036766006,0
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5419487770679454,0.5419487770679454,1
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.42680484014134457,0.42680484014134457,0
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.48165522036766006,0.48165522036766006,0
monthly_state_validated,2021-01-31,learned_vol_interaction,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5455559755252699,0.5455559755252699,1
monthly_state_validated,2021-01-31,learned_vol_interaction,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.37201410439640853,0.37201410439640853,0
monthly_state_validated,2021-01-31,learned_vol_interaction,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5647303221106473,0.5647303221106473,0
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5455559755252699,0.5455559755252699,1
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.37201410439640853,0.37201410439640853,0
monthly_state_ungated,2021-01-31,learned_vol_interaction,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5647303221106473,0.5647303221106473,0
monthly_state_validated,2021-01-31,learned_order_extension,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.41923333650784145,0.41923333650784145,1
monthly_state_validated,2021-01-31,learned_order_extension,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.47927687031403743,0.47927687031403743,0
monthly_state_validated,2021-01-31,learned_order_extension,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4709068161644563,0.4709068161644563,0
monthly_state_ungated,2021-01-31,learned_order_extension,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.41923333650784145,0.41923333650784145,1
monthly_state_ungated,2021-01-31,learned_order_extension,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.47927687031403743,0.47927687031403743,0
monthly_state_ungated,2021-01-31,learned_order_extension,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4709068161644563,0.4709068161644563,0
monthly_state_validated,2021-01-31,learned_order_extension,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5463864019131583,0.5463864019131583,1
monthly_state_validated,2021-01-31,learned_order_extension,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.423629668613555,0.423629668613555,0
monthly_state_validated,2021-01-31,learned_order_extension,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4833188959367285,0.4833188959367285,0
monthly_state_ungated,2021-01-31,learned_order_extension,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5463864019131583,0.5463864019131583,1
monthly_state_ungated,2021-01-31,learned_order_extension,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.423629668613555,0.423629668613555,0
monthly_state_ungated,2021-01-31,learned_order_extension,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4833188959367285,0.4833188959367285,0
monthly_state_validated,2021-01-31,learned_order_extension,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5470942643821933,0.5470942643821933,1
monthly_state_validated,2021-01-31,learned_order_extension,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.37256373051610003,0.37256373051610003,0
monthly_state_validated,2021-01-31,learned_order_extension,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5652884202407723,0.5652884202407723,0
monthly_state_ungated,2021-01-31,learned_order_extension,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5470942643821933,0.5470942643821933,1
monthly_state_ungated,2021-01-31,learned_order_extension,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.37256373051610003,0.37256373051610003,0
monthly_state_ungated,2021-01-31,learned_order_extension,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.5652884202407723,0.5652884202407723,0
monthly_state_validated,2021-01-31,learned_order_offset,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.4191495029175148,0.4191495029175148,1
monthly_state_validated,2021-01-31,learned_order_offset,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.479618495019198,0.479618495019198,0
monthly_state_validated,2021-01-31,learned_order_offset,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,q1_guard,0.0,0.47073396029682846,0.47073396029682846,0
