history,method,row_index,date,year,cutoff,state,action,original_accepted,original_reason,retention_reason,source_cutoff,expiry,source_age_days,used_retained_source,probability,annual_probability,monthly_probability,quarterly_probability,actual_up,changed_vs_annual,changed_vs_monthly,changed_vs_quarterly,case_vs_annual,case_vs_monthly,case_vs_quarterly,brier_vs_annual,brier_vs_monthly,brier_vs_quarterly
monthly_state_retained,learned_order_extension,3705,2026-05-08,2026,2026-04-30,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.49801198787078843,0.49801198787078843,0.49801198787078843,0.49801198787078843,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,3710,2026-05-15,2026,2026-04-30,nonnegative_low,fallback,False,brier_not_better,cleared_brier_not_better,,,,False,0.5637090142568929,0.5637090142568929,0.5637090142568929,0.5637090142568929,1,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,3715,2026-05-22,2026,2026-04-30,nonnegative_low,fallback,False,brier_not_better,cleared_brier_not_better,,,,False,0.5050517409494192,0.5050517409494192,0.5050517409494192,0.5050517409494192,1,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,3720,2026-05-29,2026,2026-04-30,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.48909615917761434,0.48909615917761434,0.48909615917761434,0.48909615917761434,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3705,2026-05-08,2026,2026-04-30,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.49762210857388967,0.49762210857388967,0.49762210857388967,0.49762210857388967,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3710,2026-05-15,2026,2026-04-30,nonnegative_low,fallback,False,brier_not_better,cleared_brier_not_better,,,,False,0.5630259037073972,0.5630259037073972,0.5630259037073972,0.5630259037073972,1,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3715,2026-05-22,2026,2026-04-30,nonnegative_low,fallback,False,brier_not_better,cleared_brier_not_better,,,,False,0.5050438655177666,0.5050438655177666,0.5050438655177666,0.5050438655177666,1,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3720,2026-05-29,2026,2026-04-30,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.48902554756900835,0.48902554756900835,0.48902554756900835,0.48902554756900835,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_market,3725,2026-06-05,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.43343257781621963,0.43343257781621963,0.43343257781621963,0.43343257781621963,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_market,3730,2026-06-12,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.3946021727356898,0.3946021727356898,0.3946021727356898,0.3946021727356898,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_market,3739,2026-06-26,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.5028351367660838,0.5028351367660838,0.5028351367660838,0.5028351367660838,1,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,3725,2026-06-05,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.4279642344268868,0.4279642344268868,0.4279642344268868,0.4279642344268868,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,3730,2026-06-12,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.3911001238616541,0.3911001238616541,0.3911001238616541,0.3911001238616541,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,3739,2026-06-26,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.5041105831902793,0.5041105831902793,0.5041105831902793,0.5041105831902793,1,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,3725,2026-06-05,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.4137812365783611,0.4137812365783611,0.4137812365783611,0.4137812365783611,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,3730,2026-06-12,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.361384412795672,0.361384412795672,0.361384412795672,0.361384412795672,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,3739,2026-06-26,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.48578238498545306,0.48578238498545306,0.48578238498545306,0.48578238498545306,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3725,2026-06-05,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.4139157607784329,0.4139157607784329,0.4139157607784329,0.4139157607784329,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3730,2026-06-12,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.36173713655684153,0.36173713655684153,0.36173713655684153,0.36173713655684153,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,3739,2026-06-26,2026,2026-05-31,nonnegative_high,fallback,False,insufficient_validation,no_valid_saved_acceptance,,,,False,0.48519534811444237,0.48519534811444237,0.48519534811444237,0.48519534811444237,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
