cutoff,seed,mode,draws,log_loss,brier,accuracy,auxiliary_mse,joint_loss,mean_probability,probability_std,constant_log_loss,constant_brier,log_loss_skill,brier_skill
2017-12-31,20260910,dropout,8,0.6761352466112648,0.2415507802641065,0.5932657926102503,1.0369263704751281,0.7798278836587775,0.5127229895227129,0.050726274930334866,0.6923258407995493,0.2495894425652879,0.02338580078072261,0.03220754138700643
2017-12-31,20260910,eval,1,0.6696877508450512,0.2383647937528695,0.6132300357568534,1.0351096503036952,0.7731987158754207,0.5075460521927522,0.0572729613257697,0.6923258407995493,0.2495894425652879,0.032698606090383664,0.044972450345059034
2017-12-31,20260911,dropout,8,0.6781303319011746,0.2425478840155299,0.5768027413587604,1.010587781246727,0.7791891100258472,0.518537946674825,0.06053170472343612,0.6923258407995493,0.2495894425652879,0.020504086460185755,0.028212565713455873
2017-12-31,20260911,eval,1,0.6752139121102786,0.2411153057223969,0.5846245530393326,1.0030179371096024,0.7755157058212389,0.5179106855568069,0.0674059132198886,0.6923258407995493,0.2495894425652879,0.024716582396388076,0.03395230485630152
2017-12-31,20260912,dropout,8,0.6879801876983558,0.24742047051559884,0.543057210965435,1.0012638834979457,0.7881065760481503,0.515664014893692,0.013640463698916175,0.6923258407995493,0.2495894425652879,0.006276889934044405,0.008690159437019007
2017-12-31,20260912,eval,1,0.6867286346001249,0.246795851295748,0.5512514898688915,0.9939527015142916,0.786123904751554,0.5163323700331485,0.0148758766861217,0.6923258407995493,0.2495894425652879,0.008084641464429998,0.011192746138728005
2018-12-31,20260910,dropout,8,0.6927105629969855,0.24978175035617972,0.5111920874544508,1.0042010753028645,0.7931306705272719,0.5117318208171838,0.0022741797891825248,0.6928966339915423,0.2498747371784119,0.0002685407684619445,0.0003721337470213859
2018-12-31,20260910,eval,1,0.6926577322182166,0.249755351793432,0.5111920874544508,1.001172437858591,0.7927749760040756,0.5118983481656086,0.0011659800339913,0.6928966339915423,0.2498747371784119,0.00034478703114704246,0.00047778093267059063
2018-12-31,20260911,dropout,8,0.6925765766644862,0.2497151620271724,0.5111920874544508,1.0021287707087352,0.7927894537353598,0.5229534933609905,0.003606746944219737,0.6928966339915423,0.2498747371784119,0.00046191208234391823,0.0006386205866244499
2018-12-31,20260911,eval,1,0.6924693458974894,0.2496617195446256,0.5111920874544508,0.997091127391798,0.7921784586366692,0.5236851517715153,0.0028185802073162,0.6928966339915423,0.2498747371784119,0.0006166693170256421,0.000852497680204567
2018-12-31,20260912,dropout,8,0.6928784680342202,0.24986566150001163,0.5111920874544508,1.0084989207083108,0.7937283601050513,0.5126963151931352,0.0009756407347934,0.6928966339915423,0.2498747371784119,2.6217413147899826e-05,3.632091224092804e-05
2018-12-31,20260912,eval,1,0.6928598786085802,0.2498563715832399,0.5111920874544508,1.0039456775436204,0.7932544463629423,0.5127840153608362,0.0001771246626743,0.6928966339915423,0.2498747371784119,5.3045982847943485e-05,7.349920756050121e-05
2019-12-31,20260910,dropout,8,0.6768493948601801,0.2419447179008494,0.5703233256351039,1.0068328937106952,0.7775326842312497,0.532499201045506,0.05759970267375646,0.6922242824846752,0.24953869293665232,0.022210846995006084,0.030432054229484695
2019-12-31,20260910,eval,1,0.6738652275270647,0.2405064442464363,0.5722863741339492,1.0010529578609637,0.7739705233131611,0.538441300373037,0.0648697354369497,0.6922242824846752,0.24953869293665232,0.02652183031157529,0.0361957842446059
2019-12-31,20260911,dropout,8,0.6641652315352938,0.2359104206937102,0.5926674364896074,0.9974941986421548,0.7639146513995093,0.5381437054048701,0.09195272548988814,0.6922242824846752,0.24953869293665232,0.04053462390638185,0.05461386401667889
2019-12-31,20260911,eval,1,0.6558051475339152,0.2319281106741403,0.6055427251732102,0.985483113062024,0.7543534588401175,0.5317480669458863,0.098871141051367,0.6922242824846752,0.24953869293665232,0.052611755860451526,0.07057255151601938
2019-12-31,20260912,dropout,8,0.689838136724073,0.24834902356790917,0.5354503464203233,1.0095859276496442,0.7907967294890375,0.5106613813850499,0.020375403481261677,0.6922242824846752,0.24953869293665232,0.0034470702935142095,0.0047674745537164
2019-12-31,20260912,eval,1,0.6891363783910526,0.2479988533390865,0.5505773672055427,1.0060338458497995,0.7897397629760325,0.5109524810115965,0.0225117507293529,0.6922242824846752,0.24953869293665232,0.004460843359234468,0.006170744822955099
