subject_id,cutoff,previous_decision_cutoff,method,state,mode,original_accepted,original_reason,original_action,training_n,current_validation_n,current_fit_eligible,source_cutoff,expiry,source_age_days,availability,view,n,known_at_source_n,source_validation_overlap_n,new_since_previous_n,old_brier_difference,old_correct_difference,old_evidence,current_brier_difference,current_correct_difference,current_evidence,comparison
2024-04-30:learned_market:negative_high,2024-04-30,2024-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-04-30:learned_market:negative_high,2024-04-30,2024-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-04-30:learned_market:negative_high,2024-04-30,2024-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-05-31:learned_market:negative_high,2024-05-31,2024-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,2,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-05-31:learned_market:negative_high,2024-05-31,2024-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,2,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-05-31:learned_market:negative_high,2024-05-31,2024-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,2,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-06-30:learned_market:negative_high,2024-06-30,2024-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-06-30:learned_market:negative_high,2024-06-30,2024-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-06-30:learned_market:negative_high,2024-06-30,2024-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-07-31:learned_market:negative_high,2024-07-31,2024-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-07-31:learned_market:negative_high,2024-07-31,2024-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-07-31:learned_market:negative_high,2024-07-31,2024-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-08-31:learned_market:negative_high,2024-08-31,2024-07-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-08-31:learned_market:negative_high,2024-08-31,2024-07-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-08-31:learned_market:negative_high,2024-08-31,2024-07-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-09-30:learned_market:negative_high,2024-09-30,2024-08-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-09-30:learned_market:negative_high,2024-09-30,2024-08-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-09-30:learned_market:negative_high,2024-09-30,2024-08-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-10-31:learned_market:negative_high,2024-10-31,2024-09-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-10-31:learned_market:negative_high,2024-10-31,2024-09-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-10-31:learned_market:negative_high,2024-10-31,2024-09-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-11-30:learned_market:negative_high,2024-11-30,2024-10-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-11-30:learned_market:negative_high,2024-11-30,2024-10-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-11-30:learned_market:negative_high,2024-11-30,2024-10-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-12-31:learned_market:negative_high,2024-12-31,2024-11-30,learned_market,negative_high,annual_reset,False,annual_reset,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-12-31:learned_market:negative_high,2024-12-31,2024-11-30,learned_market,negative_high,annual_reset,False,annual_reset,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2024-12-31:learned_market:negative_high,2024-12-31,2024-11-30,learned_market,negative_high,annual_reset,False,annual_reset,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-01-31:learned_market:negative_high,2025-01-31,2024-12-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,3,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-01-31:learned_market:negative_high,2025-01-31,2024-12-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,3,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-01-31:learned_market:negative_high,2025-01-31,2024-12-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,3,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-02-28:learned_market:negative_high,2025-02-28,2025-01-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,3,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-02-28:learned_market:negative_high,2025-02-28,2025-01-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,3,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-02-28:learned_market:negative_high,2025-02-28,2025-01-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,3,4,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-03-31:learned_market:negative_high,2025-03-31,2025-02-28,learned_market,negative_high,ready,False,insufficient_state_train,fallback,3,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-03-31:learned_market:negative_high,2025-03-31,2025-02-28,learned_market,negative_high,ready,False,insufficient_state_train,fallback,3,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-03-31:learned_market:negative_high,2025-03-31,2025-02-28,learned_market,negative_high,ready,False,insufficient_state_train,fallback,3,4,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-04-30:learned_market:negative_high,2025-04-30,2025-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,3,5,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-04-30:learned_market:negative_high,2025-04-30,2025-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,3,5,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-04-30:learned_market:negative_high,2025-04-30,2025-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,3,5,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-05-31:learned_market:negative_high,2025-05-31,2025-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,6,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-05-31:learned_market:negative_high,2025-05-31,2025-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,6,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-05-31:learned_market:negative_high,2025-05-31,2025-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,6,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-06-30:learned_market:negative_high,2025-06-30,2025-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-06-30:learned_market:negative_high,2025-06-30,2025-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-06-30:learned_market:negative_high,2025-06-30,2025-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-07-31:learned_market:negative_high,2025-07-31,2025-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,2,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-07-31:learned_market:negative_high,2025-07-31,2025-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,2,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-07-31:learned_market:negative_high,2025-07-31,2025-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,2,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-08-31:learned_market:negative_high,2025-08-31,2025-07-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-08-31:learned_market:negative_high,2025-08-31,2025-07-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-08-31:learned_market:negative_high,2025-08-31,2025-07-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-09-30:learned_market:negative_high,2025-09-30,2025-08-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-09-30:learned_market:negative_high,2025-09-30,2025-08-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-09-30:learned_market:negative_high,2025-09-30,2025-08-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-10-31:learned_market:negative_high,2025-10-31,2025-09-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-10-31:learned_market:negative_high,2025-10-31,2025-09-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-10-31:learned_market:negative_high,2025-10-31,2025-09-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-11-30:learned_market:negative_high,2025-11-30,2025-10-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-11-30:learned_market:negative_high,2025-11-30,2025-10-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-11-30:learned_market:negative_high,2025-11-30,2025-10-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-12-31:learned_market:negative_high,2025-12-31,2025-11-30,learned_market,negative_high,annual_reset,False,annual_reset,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-12-31:learned_market:negative_high,2025-12-31,2025-11-30,learned_market,negative_high,annual_reset,False,annual_reset,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2025-12-31:learned_market:negative_high,2025-12-31,2025-11-30,learned_market,negative_high,annual_reset,False,annual_reset,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-01-31:learned_market:negative_high,2026-01-31,2025-12-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-01-31:learned_market:negative_high,2026-01-31,2025-12-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-01-31:learned_market:negative_high,2026-01-31,2025-12-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-02-28:learned_market:negative_high,2026-02-28,2026-01-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-02-28:learned_market:negative_high,2026-02-28,2026-01-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-02-28:learned_market:negative_high,2026-02-28,2026-01-31,learned_market,negative_high,q1_guard,False,q1_guard,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-03-31:learned_market:negative_high,2026-03-31,2026-02-28,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-03-31:learned_market:negative_high,2026-03-31,2026-02-28,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-03-31:learned_market:negative_high,2026-03-31,2026-02-28,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-04-30:learned_market:negative_high,2026-04-30,2026-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-04-30:learned_market:negative_high,2026-04-30,2026-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-04-30:learned_market:negative_high,2026-04-30,2026-03-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,4,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-05-31:learned_market:negative_high,2026-05-31,2026-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-05-31:learned_market:negative_high,2026-05-31,2026-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-05-31:learned_market:negative_high,2026-05-31,2026-04-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,7,4,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-06-30:learned_market:negative_high,2026-06-30,2026-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-06-30:learned_market:negative_high,2026-06-30,2026-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-06-30:learned_market:negative_high,2026-06-30,2026-05-31,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,4,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-07-31:learned_market:negative_high,2026-07-31,2026-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-07-31:learned_market:negative_high,2026-07-31,2026-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2026-07-31:learned_market:negative_high,2026-07-31,2026-06-30,learned_market,negative_high,ready,False,insufficient_state_train,fallback,4,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2020-12-31:learned_market:nonnegative_low,2020-12-31,,learned_market,nonnegative_low,annual_reset,False,annual_reset,fallback,0,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2020-12-31:learned_market:nonnegative_low,2020-12-31,,learned_market,nonnegative_low,annual_reset,False,annual_reset,fallback,0,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2020-12-31:learned_market:nonnegative_low,2020-12-31,,learned_market,nonnegative_low,annual_reset,False,annual_reset,fallback,0,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-01-31:learned_market:nonnegative_low,2021-01-31,2020-12-31,learned_market,nonnegative_low,q1_guard,False,q1_guard,fallback,0,1,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-01-31:learned_market:nonnegative_low,2021-01-31,2020-12-31,learned_market,nonnegative_low,q1_guard,False,q1_guard,fallback,0,1,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-01-31:learned_market:nonnegative_low,2021-01-31,2020-12-31,learned_market,nonnegative_low,q1_guard,False,q1_guard,fallback,0,1,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-02-28:learned_market:nonnegative_low,2021-02-28,2021-01-31,learned_market,nonnegative_low,q1_guard,False,q1_guard,fallback,0,1,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-02-28:learned_market:nonnegative_low,2021-02-28,2021-01-31,learned_market,nonnegative_low,q1_guard,False,q1_guard,fallback,0,1,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-02-28:learned_market:nonnegative_low,2021-02-28,2021-01-31,learned_market,nonnegative_low,q1_guard,False,q1_guard,fallback,0,1,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-03-31:learned_market:nonnegative_low,2021-03-31,2021-02-28,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,0,1,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-03-31:learned_market:nonnegative_low,2021-03-31,2021-02-28,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,0,1,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-03-31:learned_market:nonnegative_low,2021-03-31,2021-02-28,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,0,1,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-04-30:learned_market:nonnegative_low,2021-04-30,2021-03-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,0,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-04-30:learned_market:nonnegative_low,2021-04-30,2021-03-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,0,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-04-30:learned_market:nonnegative_low,2021-04-30,2021-03-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,0,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-05-31:learned_market:nonnegative_low,2021-05-31,2021-04-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-05-31:learned_market:nonnegative_low,2021-05-31,2021-04-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-05-31:learned_market:nonnegative_low,2021-05-31,2021-04-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-06-30:learned_market:nonnegative_low,2021-06-30,2021-05-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,2,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-06-30:learned_market:nonnegative_low,2021-06-30,2021-05-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,2,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-06-30:learned_market:nonnegative_low,2021-06-30,2021-05-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,2,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-07-31:learned_market:nonnegative_low,2021-07-31,2021-06-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-07-31:learned_market:nonnegative_low,2021-07-31,2021-06-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-07-31:learned_market:nonnegative_low,2021-07-31,2021-06-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-08-31:learned_market:nonnegative_low,2021-08-31,2021-07-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,3,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-08-31:learned_market:nonnegative_low,2021-08-31,2021-07-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,3,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-08-31:learned_market:nonnegative_low,2021-08-31,2021-07-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,1,3,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-09-30:learned_market:nonnegative_low,2021-09-30,2021-08-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,2,1,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-09-30:learned_market:nonnegative_low,2021-09-30,2021-08-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,2,1,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-09-30:learned_market:nonnegative_low,2021-09-30,2021-08-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,2,1,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-10-31:learned_market:nonnegative_low,2021-10-31,2021-09-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,4,0,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-10-31:learned_market:nonnegative_low,2021-10-31,2021-09-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,4,0,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-10-31:learned_market:nonnegative_low,2021-10-31,2021-09-30,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,4,0,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-11-30:learned_market:nonnegative_low,2021-11-30,2021-10-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,4,1,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-11-30:learned_market:nonnegative_low,2021-11-30,2021-10-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,4,1,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-11-30:learned_market:nonnegative_low,2021-11-30,2021-10-31,learned_market,nonnegative_low,insufficient_history,False,insufficient_history,fallback,4,1,False,,,,absent,incremental_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-12-31:learned_market:nonnegative_low,2021-12-31,2021-11-30,learned_market,nonnegative_low,annual_reset,False,annual_reset,fallback,4,4,False,,,,absent,full_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
2021-12-31:learned_market:nonnegative_low,2021-12-31,2021-11-30,learned_market,nonnegative_low,annual_reset,False,annual_reset,fallback,4,4,False,,,,absent,post_source_validation,0,0,0,0,,0,no_saved_record,,,no_saved_record,not_assessed
