history,method,seed,year,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
rolling5_annual20,learned_market,20260910,2021,50,0.54,0.46,27,0.5515297906602254,0.64,0.46,16,11,16,7,0.6103059581320451,0.25428127126095257,0.7048584783096452,0.5692642758138333,0.13558199293062406,0.1092642758138333,0.0
rolling5_annual20,learned_market,20260910,2022,49,0.3673469387755102,0.6326530612244898,18,0.4344827586206897,0.8775510204081632,0.40816326530612246,16,2,27,4,0.33275862068965517,0.31603846324175067,0.8340585715984314,0.6166399722563347,0.08131689118929894,0.20847670695021225,0.0
rolling5_annual20,learned_market,20260910,2023,48,0.4583333333333333,0.5416666666666666,22,0.44283121597096187,0.4375,0.3958333333333333,7,15,14,12,0.46098003629764067,0.2742186876164172,0.7445295513911739,0.4833864267397951,0.13023585401542778,0.08755309340646178,0.0
rolling5_annual20,learned_market,20260910,2024,47,0.574468085106383,0.425531914893617,27,0.5672727272727273,0.3829787234042553,0.46808510638297873,10,17,8,12,0.6090909090909091,0.23945994600647805,0.6717504228832507,0.47088948539247166,0.10708132964131793,0.00280437900949293,0.0
rolling5_annual20,learned_market,20260910,2025,48,0.4583333333333333,0.5416666666666666,22,0.5222222222222223,0.25,0.625,8,14,4,22,0.4740740740740741,0.265154117086408,0.7238647406499684,0.4671801067050678,0.09978300997884683,-0.15781989329493218,0.0
rolling5_annual20,learned_market,20260910,2026,30,0.43333333333333335,0.5666666666666667,13,0.4375,0.5666666666666667,0.4666666666666667,7,6,10,7,0.42410714285714285,0.2756980615910136,0.7470769063291937,0.4976606789743551,0.11401982597673462,0.030994012307688446,0.0
rolling5_annual20,learned_market,20260911,2021,50,0.54,0.46,27,0.5483091787439613,0.6,0.46,15,12,15,8,0.5748792270531401,0.27014353469392555,0.7503104829011875,0.5768580643063532,0.17327104581884048,0.1168580643063532,0.0
rolling5_annual20,learned_market,20260911,2022,49,0.3877551020408163,0.6122448979591837,19,0.42844827586206896,0.7346938775510204,0.40816326530612246,13,6,23,7,0.4793103448275862,0.2990258672482112,0.7988470637663342,0.572364339645482,0.14478430181285107,0.1642010743393595,0.0
rolling5_annual20,learned_market,20260911,2023,48,0.3958333333333333,0.6041666666666666,19,0.36388384754990927,0.375,0.3958333333333333,4,15,14,15,0.40834845735027225,0.2764872260644327,0.7499343382529154,0.4934411527401032,0.11010130559930037,0.09760781940676988,0.0
rolling5_annual20,learned_market,20260911,2024,47,0.6595744680851063,0.3404255319148936,31,0.6554545454545455,0.425531914893617,0.46808510638297873,13,18,7,9,0.7218181818181818,0.21541525381596194,0.6219075167488508,0.4845869478177424,0.10776484825849435,0.016501841434763687,0.0
rolling5_annual20,learned_market,20260911,2025,48,0.5,0.5,24,0.5444444444444444,0.3333333333333333,0.625,11,13,5,19,0.5314814814814814,0.26517837414593637,0.7254439107346972,0.45654587655326573,0.09827580228320044,-0.16845412344673427,0.0
rolling5_annual20,learned_market,20260911,2026,30,0.43333333333333335,0.5666666666666667,13,0.41964285714285715,0.3,0.4666666666666667,3,10,6,11,0.46875,0.25551645382995036,0.7047763793678893,0.4686799725919912,0.06580210110853281,0.0020133059253245045,0.0
rolling5_annual20,learned_market,20260912,2021,50,0.52,0.48,26,0.5297906602254429,0.62,0.46,15,11,16,8,0.4074074074074074,0.28024619287773206,0.7584207040245012,0.5365146780366035,0.11035447108737416,0.07651467803660345,0.0
rolling5_annual20,learned_market,20260912,2022,49,0.30612244897959184,0.6938775510204082,15,0.328448275862069,0.6530612244897959,0.40816326530612246,9,6,23,11,0.2775862068965517,0.3185792436483116,0.8397160680892289,0.5583507326913726,0.11676323495109649,0.15018746738525013,0.0
