job,iteration,objective,gradient_inf,last_step,last_backtracks,gamma,gradient,hessian
learned_market_2020-12-31_20260910,0,0.6847830455738887,0.09063632772994892,0.0,0.0,,,
learned_market_2020-12-31_20260910,1,0.6615952723962282,0.0026459103379098876,1.0,0.0,,,
learned_market_2020-12-31_20260910,2,0.6615587070495547,1.78184322542676e-05,1.0,0.0,,,
learned_market_2020-12-31_20260910,3,0.6615587051613984,9.984296724888791e-10,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260910,0,0.6847830455738887,0.09063632772994892,0.0,0.0,,,
learned_vol_interaction_2020-12-31_20260910,1,0.6575304545970564,0.0035605201777583048,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260910,2,0.6574580257837963,3.703134996853525e-05,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260910,3,0.6574580173440167,4.725961404335177e-09,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260910,4,0.6574580173440161,1.194790794079026e-16,1.0,0.0,,,
learned_order_extension_2020-12-31_20260910,0,0.6847830455738887,0.09063632772994892,0.0,0.0,,,
learned_order_extension_2020-12-31_20260910,1,0.6571886436471086,0.0037043251594560973,1.0,0.0,,,
learned_order_extension_2020-12-31_20260910,2,0.657109815795353,4.052385386740386e-05,1.0,0.0,,,
learned_order_extension_2020-12-31_20260910,3,0.6571098061683092,5.4182446214152274e-09,1.0,0.0,,,
learned_order_extension_2020-12-31_20260910,4,0.657109806168309,1.216474837528736e-16,1.0,0.0,,,
learned_order_offset_2020-12-31_20260910,0,0.6549649413661536,,,,0.0,0.013205668609607384,0.2601407271977722
learned_order_offset_2020-12-31_20260910,1,0.6546297591053281,,,,-0.05076355690959441,1.754155273484036e-06,0.25992819006575796
learned_order_offset_2020-12-31_20260910,2,0.6546297590994092,,,,-0.050770305524560105,2.885309179079254e-13,0.25992810455426807
learned_market_2020-12-31_20260911,0,0.6847830455738887,0.10827078869217059,0.0,0.0,,,
learned_market_2020-12-31_20260911,1,0.6362897111757121,0.005826477865705804,1.0,0.0,,,
learned_market_2020-12-31_20260911,2,0.6360628517034534,9.468239986358908e-05,1.0,0.0,,,
learned_market_2020-12-31_20260911,3,0.6360627974515849,2.5381425396598257e-08,1.0,0.0,,,
learned_market_2020-12-31_20260911,4,0.6360627974515813,1.8071481810988388e-15,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260911,0,0.6847830455738887,0.10827078869217059,0.0,0.0,,,
learned_vol_interaction_2020-12-31_20260911,1,0.6361811565567481,0.005871038238369061,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260911,2,0.6359475485277033,9.822984303292667e-05,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260911,3,0.6359474857858637,2.9461040225578017e-08,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260911,4,0.6359474857858574,3.633161479998925e-15,1.0,0.0,,,
learned_order_extension_2020-12-31_20260911,0,0.6847830455738887,0.10827078869217059,0.0,0.0,,,
learned_order_extension_2020-12-31_20260911,1,0.6351200609547623,0.006254843057905036,1.0,0.0,,,
learned_order_extension_2020-12-31_20260911,2,0.6348274746063272,0.0001297476020923281,1.0,0.0,,,
learned_order_extension_2020-12-31_20260911,3,0.6348273377647213,6.69952223645979e-08,1.0,0.0,,,
learned_order_extension_2020-12-31_20260911,4,0.6348273377646789,2.3763760056971783e-14,1.0,0.0,,,
learned_order_offset_2020-12-31_20260911,0,0.6315682096613294,,,,0.0,0.021716901737727952,0.22000497136277922
learned_order_offset_2020-12-31_20260911,1,0.630493811341076,,,,-0.09871095913518094,8.327860983664624e-05,0.21808862234162177
learned_order_offset_2020-12-31_20260911,2,0.6304937954405841,,,,-0.09909281587278826,1.9075034286483716e-09,0.21807862854309004
learned_order_offset_2020-12-31_20260911,3,0.6304937954405841,,,,-0.09909282461964916,3.2526065174565133e-18,0.2180786283139562
learned_market_2020-12-31_20260912,0,0.6847830455738887,0.10966575757082651,0.0,0.0,,,
learned_market_2020-12-31_20260912,1,0.6323283544394158,0.01074536691430493,1.0,0.0,,,
learned_market_2020-12-31_20260912,2,0.6316205551249594,0.0004214920193342164,1.0,0.0,,,
learned_market_2020-12-31_20260912,3,0.6316194463489313,7.237254689900028e-07,1.0,0.0,,,
learned_market_2020-12-31_20260912,4,0.6316194463457152,2.127620996050794e-12,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260912,0,0.6847830455738887,0.10966575757082651,0.0,0.0,,,
learned_vol_interaction_2020-12-31_20260912,1,0.6323169554337449,0.010697521917228576,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260912,2,0.6316141732571542,0.0004238953209789371,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260912,3,0.6316129527772217,8.130242371263106e-07,1.0,0.0,,,
learned_vol_interaction_2020-12-31_20260912,4,0.6316129527720029,3.492822567632836e-12,1.0,0.0,,,
learned_order_extension_2020-12-31_20260912,0,0.6847830455738887,0.10966575757082651,0.0,0.0,,,
learned_order_extension_2020-12-31_20260912,1,0.6323188293022427,0.010687556533604146,1.0,0.0,,,
learned_order_extension_2020-12-31_20260912,2,0.6316112927201212,0.00043370303297022043,1.0,0.0,,,
learned_order_extension_2020-12-31_20260912,3,0.6316100011666775,8.945351845249336e-07,1.0,0.0,,,
learned_order_extension_2020-12-31_20260912,4,0.6316100011603155,4.5087442893804175e-12,1.0,0.0,,,
learned_order_offset_2020-12-31_20260912,0,0.6293560946040759,,,,0.0,0.0010506980935848925,0.1954286484231453
learned_order_offset_2020-12-31_20260912,1,0.629353269391483,,,,-0.005376377015666116,4.1173047657346907e-07,0.195275561188942
learned_order_offset_2020-12-31_20260912,2,0.6293532693910487,,,,-0.005378485474472055,6.319918140250749e-14,0.1952755012433587
learned_market_2021-12-31_20260910,0,0.6902084974181388,0.09526542115246858,0.0,0.0,,,
learned_market_2021-12-31_20260910,1,0.6658686321696377,0.0026113792168103783,1.0,0.0,,,
learned_market_2021-12-31_20260910,2,0.6658331604754315,1.2287106966596509e-05,1.0,0.0,,,
learned_market_2021-12-31_20260910,3,0.6658331595283674,3.372692017160339e-10,1.0,0.0,,,
learned_vol_interaction_2021-12-31_20260910,0,0.6902084974181388,0.09526542115246858,0.0,0.0,,,
learned_vol_interaction_2021-12-31_20260910,1,0.6658686700438639,0.0026051319792561012,1.0,0.0,,,
learned_vol_interaction_2021-12-31_20260910,2,0.665832538913369,1.2774950379764954e-05,1.0,0.0,,,
learned_vol_interaction_2021-12-31_20260910,3,0.6658325376132852,5.707850702671533e-10,1.0,0.0,,,
learned_order_extension_2021-12-31_20260910,0,0.6902084974181388,0.09526542115246858,0.0,0.0,,,
learned_order_extension_2021-12-31_20260910,1,0.6651401477720579,0.0028094335400837946,1.0,0.0,,,
learned_order_extension_2021-12-31_20260910,2,0.6650971557094301,1.612478054325214e-05,1.0,0.0,,,
learned_order_extension_2021-12-31_20260910,3,0.6650971538476979,6.877584129646747e-10,1.0,0.0,,,
learned_order_offset_2021-12-31_20260910,0,0.6642914144365542,,,,0.0,-0.019878518962193944,0.2805832991332343
learned_order_offset_2021-12-31_20260910,1,0.6635860809440994,,,,0.07084712106387585,-5.697775176685953e-05,0.27854904203399067
learned_order_offset_2021-12-31_20260910,2,0.6635860751165776,,,,0.07105167302122886,-9.716770949051018e-10,0.2785395381448418
learned_order_offset_2021-12-31_20260910,3,0.663586075116578,,,,0.07105167650969985,2.2768245622195593e-18,0.2785395379825892
learned_market_2021-12-31_20260911,0,0.6902084974181388,0.08232039900165025,0.0,0.0,,,
learned_market_2021-12-31_20260911,1,0.6509185672731207,0.003950135092796917,1.0,0.0,,,
learned_market_2021-12-31_20260911,2,0.650769317760131,5.040437314005443e-05,1.0,0.0,,,
learned_market_2021-12-31_20260911,3,0.6507692957796444,8.17390819612962e-09,1.0,0.0,,,
learned_market_2021-12-31_20260911,4,0.6507692957796438,2.1174468428641902e-16,1.0,0.0,,,
