cutoff,encoder_cutoff,target_role,state,annual_n,target_n,annual_up_n,target_up_n,annual_share,target_share,share_delta,annual_up_rate,target_up_rate,up_rate_delta,supported,market5_outside_any_delta,market5_outside_fraction_delta,market5_mean_squared_raw_z_delta,decoded25_outside_any_delta,decoded25_outside_fraction_delta,decoded25_mean_squared_raw_z_delta,outside_trend60_delta,outside_volatility20_delta,outside_range20_delta,outside_volume_change20_delta,outside_order60_delta
2021-09-30,2020-12-31,added,nonnegative_low,504,25,276,16,0.4158415841584158,0.13736263736263737,-0.27847894679577845,0.5476190476190477,0.64,0.09238095238095234,True,-0.08134920634920635,-0.021031746031746033,-0.3223508462631074,0.1533068783068783,0.017434920634920626,0.1428979901853823,-0.017857142857142856,-0.025793650793650792,-0.025793650793650792,-0.013888888888888888,-0.021825396825396824
2021-09-30,2020-12-31,added,nonnegative_high,253,65,135,18,0.20874587458745875,0.35714285714285715,0.1483969825553984,0.5335968379446641,0.27692307692307694,-0.2566737610215871,True,-0.07905138339920949,-0.016600790513833997,-0.3565904863549759,0.03101246579507455,0.002147765278200063,-0.02760410673503577,-0.015810276679841896,0.0,0.0,-0.05928853754940711,-0.007905138339920948
2021-09-30,2020-12-31,removed,negative_low,102,9,66,6,0.08415841584158416,0.04891304347826087,-0.03524537236332329,0.6470588235294118,0.6666666666666666,0.019607843137254832,False,0.10130718954248366,0.020261437908496733,-0.007614328530696768,-0.006535947712418222,0.01681917211328976,0.11501155549166642,0.0,0.0,0.0,0.10130718954248366,0.0
2021-09-30,2020-12-31,removed,negative_high,353,81,199,54,0.29125412541254125,0.44021739130434784,0.14896326589180658,0.5637393767705382,0.6666666666666666,0.10292728989612843,True,0.19816038890637566,0.06436540411988947,1.6615521373186783,0.09470849508620993,0.010520523671294843,0.1712323160852467,-0.024481516455076416,0.12366663169307172,0.12366663169307172,0.0038470954429405783,0.09512817822543979
2021-09-30,2020-12-31,removed,nonnegative_low,504,65,276,30,0.4158415841584158,0.3532608695652174,-0.06258071459319842,0.5476190476190477,0.46153846153846156,-0.08608058608058611,True,-0.01981074481074481,-0.005647130647130648,-0.092554653143469,0.13792226292226292,0.022686202686202677,0.2760235418299687,-0.017857142857142856,-0.025793650793650792,-0.025793650793650792,0.0014957264957264974,0.03971306471306472
2021-09-30,2020-12-31,removed,nonnegative_high,253,29,135,7,0.20874587458745875,0.15760869565217392,-0.05113717893528483,0.5335968379446641,0.2413793103448276,-0.29221752759983644,True,-0.010085866157830178,-0.0028076870655581333,-0.4744678713813043,0.09113625005678988,0.015537685702603245,0.1974618249708774,-0.015810276679841896,0.0,0.0,0.009676979691972197,-0.007905138339920948
2021-09-30,2020-12-31,both,negative_low,102,106,66,69,0.08415841584158416,0.08760330578512397,0.0034448899435398084,0.6470588235294118,0.6509433962264151,0.0038845726970032635,True,-0.00980392156862745,-0.00196078431372549,-0.02023891317203952,0.0028980145517327194,-0.002621778271056849,-0.01988955282794458,0.0,0.0,0.0,-0.00980392156862745,0.0
2021-09-30,2020-12-31,both,negative_high,353,351,199,190,0.29125412541254125,0.2900826446280992,-0.0011714807844420694,0.5637393767705382,0.5413105413105413,-0.022428835459996854,True,-0.0705955465162264,-0.0214845483967297,-0.5461814770709942,-0.007855607477892601,-0.0012426925363658095,-0.02010513314527196,-0.0026391612793879027,-0.036827195467422094,-0.036827195467422094,-0.0028005778713994017,-0.028328611898016998
2021-09-30,2020-12-31,both,nonnegative_low,504,464,276,262,0.4158415841584158,0.3834710743801653,-0.03237050977825051,0.5476190476190477,0.5646551724137931,0.017036124794745477,True,-0.0016078270388615173,-0.00034209085933223707,-0.004402410996233286,-0.011060937785075747,-0.0022386425834701705,-0.030967845828261842,0.0015394088669950755,0.002223590585659553,0.002223590585659553,-0.0009578544061302676,-0.006739189928845099
2021-09-30,2020-12-31,both,nonnegative_high,253,289,135,146,0.20874587458745875,0.23884297520661157,0.030097100619152828,0.5335968379446641,0.5051903114186851,-0.02840652652597897,True,-0.016767646374988038,-0.0034520015864983548,-0.03259104962981185,-0.002170037975664618,-0.0010760835373442544,-0.02602304450495785,-0.001969446230014906,0.0,0.0,-0.014305838587469394,-0.000984723115007453
2021-12-31,2021-12-31,added,negative_low,161,0,104,0,0.1329479768786127,,,0.6459627329192547,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,added,negative_high,329,0,175,0,0.27167630057803466,,,0.5319148936170213,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,added,nonnegative_low,445,0,244,0,0.3674649050371594,,,0.5483146067415731,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,added,nonnegative_high,276,0,138,0,0.22791081750619324,,,0.5,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,removed,negative_low,161,0,104,0,0.1329479768786127,,,0.6459627329192547,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,removed,negative_high,329,0,175,0,0.27167630057803466,,,0.5319148936170213,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,removed,nonnegative_low,445,0,244,0,0.3674649050371594,,,0.5483146067415731,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,removed,nonnegative_high,276,0,138,0,0.22791081750619324,,,0.5,,,False,,,,,,,,,,,
2021-12-31,2021-12-31,both,negative_low,161,161,104,104,0.1329479768786127,0.1329479768786127,0.0,0.6459627329192547,0.6459627329192547,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,2021-12-31,both,negative_high,329,329,175,175,0.27167630057803466,0.27167630057803466,0.0,0.5319148936170213,0.5319148936170213,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,2021-12-31,both,nonnegative_low,445,445,244,244,0.3674649050371594,0.3674649050371594,0.0,0.5483146067415731,0.5483146067415731,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,2021-12-31,both,nonnegative_high,276,276,138,138,0.22791081750619324,0.22791081750619324,0.0,0.5,0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,2021-12-31,added,negative_low,161,19,104,3,0.1329479768786127,0.3275862068965517,0.194638230017939,0.6459627329192547,0.15789473684210525,-0.4880679960771494,False,-0.037267080745341616,-0.007453416149068323,-0.29732158226062044,0.04053612291598552,0.00417129780974175,-0.03385908117730607,0.0,0.0,0.0,0.0,-0.037267080745341616
2022-03-31,2021-12-31,added,negative_high,329,33,175,10,0.27167630057803466,0.5689655172413793,0.2972892166633447,0.5319148936170213,0.30303030303030304,-0.22888459058671823,True,0.1876208897485493,0.03691627521414756,0.19355707378324827,0.26710877774707553,0.052235424150317775,0.7501947779322196,0.23321359491572255,-0.0121580547112462,-0.02127659574468085,-0.015197568389057751,0.0
2022-03-31,2021-12-31,added,nonnegative_low,445,6,244,1,0.3674649050371594,0.10344827586206896,-0.26401662917509044,0.5483146067415731,0.16666666666666666,-0.38164794007490643,False,-0.09213483146067415,-0.02426966292134831,-0.5253083261118028,0.15730337078651685,0.045243445692883896,0.055566801792714116,-0.020224719101123594,-0.029213483146067417,-0.029213483146067417,-0.0044943820224719105,-0.038202247191011236
2022-03-31,2021-12-31,added,nonnegative_high,276,0,138,0,0.22791081750619324,0.0,-0.22791081750619324,0.5,,,False,,,,,,,,,,,
2022-03-31,2021-12-31,removed,negative_low,161,20,104,13,0.1329479768786127,0.3389830508474576,0.2060350739688449,0.6459627329192547,0.65,0.004037267080745366,True,-0.037267080745341616,-0.007453416149068323,0.31189730264823945,-0.19016563146997933,-0.023337474120082812,-0.49424785391179493,0.0,0.0,0.0,0.0,-0.037267080745341616
2022-03-31,2021-12-31,removed,negative_high,329,0,175,0,0.27167630057803466,0.0,-0.27167630057803466,0.5319148936170213,,,False,,,,,,,,,,,
2022-03-31,2021-12-31,removed,nonnegative_low,445,39,244,25,0.3674649050371594,0.6610169491525424,0.293552044115383,0.5483146067415731,0.6410256410256411,0.09271103428406802,True,-0.0664938058196485,-0.019141457793143184,0.04167426225322546,-0.06491885143570536,-0.014927494478056276,-0.3272038166838701,-0.020224719101123594,-0.029213483146067417,-0.029213483146067417,0.02114664361855373,-0.038202247191011236
2022-03-31,2021-12-31,removed,nonnegative_high,276,0,138,0,0.22791081750619324,0.0,-0.22791081750619324,0.5,,,False,,,,,,,,,,,
2022-03-31,2021-12-31,both,negative_low,161,160,104,94,0.1329479768786127,0.1322314049586777,-0.0007165719199350162,0.6459627329192547,0.5875,-0.058462732919254634,True,0.00023291925465838276,4.658385093167863e-05,-0.07429410072447862,0.028584368530020665,0.0034125258799171873,0.05776021584916924,0.0,0.0,0.0,0.0,0.00023291925465838276
2022-03-31,2021-12-31,both,negative_high,329,362,175,185,0.27167630057803466,0.2991735537190083,0.02749725314097362,0.5319148936170213,0.511049723756906,-0.020865169860115218,True,0.017103561772657816,0.0033652958068145535,0.017644705621124968,0.024349695208987554,0.0047617928092831135,0.06838792174520258,0.021259802851433272,-0.0011083309543401237,-0.001939579170095216,-0.001385413692925155,0.0
2022-03-31,2021-12-31,both,nonnegative_low,445,412,244,220,0.3674649050371594,0.34049586776859503,-0.026969037268564366,0.5483146067415731,0.5339805825242718,-0.014334024217301233,True,0.004952547180102546,0.0014584924184575174,-0.011595015011035437,0.008436056870659292,0.002071924657285191,0.03178240209084271,0.0016199410930511637,0.00233991491218501,0.00233991491218501,-0.0020671975564524932,0.0030598887313188633
2022-03-31,2021-12-31,both,nonnegative_high,276,276,138,138,0.22791081750619324,0.228099173553719,0.00018835604752576174,0.5,0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,2021-12-31,added,negative_low,161,20,104,4,0.1329479768786127,0.17094017094017094,0.03799219406155824,0.6459627329192547,0.2,-0.44596273291925465,True,-0.037267080745341616,-0.007453416149068323,-0.3144357056109973,0.04316770186335395,0.0033291925465838527,-0.05512371939871086,0.0,0.0,0.0,0.0,-0.037267080745341616
2022-06-30,2021-12-31,added,negative_high,329,84,175,38,0.27167630057803466,0.717948717948718,0.4462724173706833,0.5319148936170213,0.4523809523809524,-0.07953394123606888,True,0.11727456940222898,0.022847011144883484,0.38703531930692103,0.11415062478892266,0.021182033096926713,0.2541892775607377,0.16286727456940223,-0.0121580547112462,-0.02127659574468085,-0.015197568389057751,0.0
2022-06-30,2021-12-31,added,nonnegative_low,445,7,244,2,0.3674649050371594,0.05982905982905983,-0.30763584520809956,0.5483146067415731,0.2857142857142857,-0.26260032102728736,False,-0.09213483146067415,-0.02426966292134831,-0.5354752547469371,0.10968432316746923,0.03571963616907438,0.01540702609491107,-0.020224719101123594,-0.029213483146067417,-0.029213483146067417,-0.0044943820224719105,-0.038202247191011236
2022-06-30,2021-12-31,added,nonnegative_high,276,6,138,5,0.22791081750619324,0.05128205128205128,-0.17662876622414198,0.5,0.8333333333333334,0.33333333333333337,False,-0.12681159420289856,-0.029710144927536236,-0.7285974584157707,-0.05676328502415459,-0.005845410628019323,-0.02762867969373195,-0.014492753623188406,-0.03260869565217391,-0.021739130434782608,-0.06884057971014493,-0.010869565217391304
2022-06-30,2021-12-31,removed,negative_low,161,33,104,25,0.1329479768786127,0.2773109243697479,0.1443629474911352,0.6459627329192547,0.7575757575757576,0.11161302465650291,True,-0.037267080745341616,-0.007453416149068323,0.33356288848167237,-0.1492565405608884,-0.018327373109981802,-0.37516744041925465,0.0,0.0,0.0,0.0,-0.037267080745341616
2022-06-30,2021-12-31,removed,negative_high,329,0,175,0,0.27167630057803466,0.0,-0.27167630057803466,0.5319148936170213,,,False,,,,,,,,,,,
2022-06-30,2021-12-31,removed,nonnegative_low,445,86,244,42,0.3674649050371594,0.7226890756302521,0.3552241705930927,0.5483146067415731,0.4883720930232558,-0.05994251371831727,True,-0.08050692448392996,-0.021944081525999474,0.0623594837453022,-0.05587492378712654,-0.01382632174897657,-0.270243246295497,-0.020224719101123594,-0.029213483146067417,-0.029213483146067417,0.007133524954272275,-0.038202247191011236
2022-06-30,2021-12-31,removed,nonnegative_high,276,0,138,0,0.22791081750619324,0.0,-0.22791081750619324,0.5,,,False,,,,,,,,,,,
2022-06-30,2021-12-31,both,negative_low,161,148,104,83,0.1329479768786127,0.12241521918941274,-0.010532757689199965,0.6459627329192547,0.5608108108108109,-0.0851519221084438,True,0.003273459795198927,0.0006546919590397857,-0.11686682048726449,0.039113647809299934,0.004536399753791064,0.07620304828284574,0.0,0.0,0.0,0.0,0.003273459795198927
2022-06-30,2021-12-31,both,negative_high,329,413,175,213,0.27167630057803466,0.3416046319272126,0.06992833134917792,0.5319148936170213,0.5157384987893463,-0.016176394827674967,True,0.02385245479367369,0.004646849724383076,0.07871904799462814,0.023217076228255473,0.004308210121408824,0.051699514080150166,0.03312554737004791,-0.002472824687033125,-0.004327443202307969,-0.0030910308587914076,0.0
2022-06-30,2021-12-31,both,nonnegative_low,445,366,244,204,0.3674649050371594,0.3027295285359802,-0.06473537650117922,0.5483146067415731,0.5573770491803278,0.009062442438754759,True,0.017154786025664642,0.004692085712531473,-0.024894104877935974,0.015226868054276477,0.003931970283047832,0.06379444908217813,0.004365444833302635,0.00630564253699269,0.00630564253699269,-0.0017621415853134406,0.008245840240682756
2022-06-30,2021-12-31,both,nonnegative_high,276,282,138,143,0.22791081750619324,0.23325062034739455,0.005339802841201308,0.5,0.5070921985815603,0.007092198581560294,True,-0.0026981190255935955,-0.0006321307431390692,-0.015502073583314235,-0.0012077294685990392,-0.0001243704388940274,-0.0005878442488027602,-0.00030835646006783894,-0.000693802035152638,-0.00046253469010175755,-0.0014646931853222328,-0.00023126734505087877
2022-09-30,2021-12-31,added,negative_low,161,38,104,7,0.1329479768786127,0.2087912087912088,0.07584323191259609,0.6459627329192547,0.18421052631578946,-0.46175220660346517,True,0.43641712978097413,0.10833605753514224,0.8932016283295272,-0.020867385855944276,-0.001793614470960006,-0.009359531836887314,0.10526315789473684,0.0,0.0,0.0,0.43641712978097413
2022-09-30,2021-12-31,added,negative_high,329,85,175,38,0.27167630057803466,0.46703296703296704,0.19535666645493238,0.5319148936170213,0.4470588235294118,-0.08485607008760948,True,0.12665832290362955,0.024723761845163592,0.4006918814278594,0.11452410751534656,0.021062518624471067,0.2528842040182713,0.16048632218844985,-0.0121580547112462,-0.02127659574468085,-0.015197568389057751,0.011764705882352941
2022-09-30,2021-12-31,added,nonnegative_low,445,33,244,13,0.3674649050371594,0.1813186813186813,-0.18614622371847808,0.5483146067415731,0.3939393939393939,-0.15437521280217914,True,0.5139257745999319,0.10300306435137897,0.5832398349635289,-0.014413800930654863,-0.0036454431960049986,-0.11162108727583664,-0.020224719101123594,-0.029213483146067417,-0.029213483146067417,0.025808648280558392,0.5678583588695948
2022-09-30,2021-12-31,added,nonnegative_high,276,26,138,6,0.22791081750619324,0.14285714285714285,-0.08505367464905039,0.5,0.23076923076923078,-0.2692307692307692,True,-0.011426978818283168,-0.0066332218506131545,-0.588086424718834,-0.10804533630620586,-0.017640282422891118,-0.2864956913011273,-0.014492753623188406,-0.03260869565217391,-0.021739130434782608,-0.06884057971014493,0.1045150501672241
2022-09-30,2021-12-31,removed,negative_low,161,33,104,25,0.1329479768786127,0.1793478260869565,0.04639984920834381,0.6459627329192547,0.7575757575757576,0.11161302465650291,True,-0.037267080745341616,-0.007453416149068323,0.33356288848167237,-0.1492565405608884,-0.018327373109981802,-0.37516744041925465,0.0,0.0,0.0,0.0,-0.037267080745341616
2022-09-30,2021-12-31,removed,negative_high,329,0,175,0,0.27167630057803466,0.0,-0.27167630057803466,0.5319148936170213,,,False,,,,,,,,,,,
2022-09-30,2021-12-31,removed,nonnegative_low,445,151,244,81,0.3674649050371594,0.8206521739130435,0.45318726887588406,0.5483146067415731,0.5364238410596026,-0.01189076568197045,True,-0.052399732122925806,-0.013673636431282088,0.0902812464763143,-0.0855222362775008,-0.0156837066249969,-0.255924886457905,-0.020224719101123594,0.003899099635389539,-0.015968450033484634,0.00212813453381948,-0.038202247191011236
2022-09-30,2021-12-31,removed,nonnegative_high,276,0,138,0,0.22791081750619324,0.0,-0.22791081750619324,0.5,,,False,,,,,,,,,,,
