cutoff,encoder_cutoff,role,state,n,role_n,up_n,up_rate,share,supported,mean_market5_outside_any,mean_market5_outside_fraction,mean_market5_mean_squared_raw_z,mean_decoded25_outside_any,mean_decoded25_outside_fraction,mean_decoded25_mean_squared_raw_z,mean_outside_trend60,mean_outside_volatility20,mean_outside_range20,mean_outside_volume_change20,mean_outside_order60,mean_trend60,mean_volatility20,mean_range20,mean_volume_change20,mean_order60
2020-12-31,2020-12-31,annual,negative_low,102,1212,66,0.6470588235294118,0.08415841584158416,True,0.00980392156862745,0.00196078431372549,0.6271005270627921,0.33986928104575154,0.0261437908496732,1.1363817305037645,0.0,0.0,0.0,0.00980392156862745,0.0,-0.3379396591309766,0.0072108384675195,0.01041764877110361,-0.07368899732162155,-0.029622244377977187
2020-12-31,2020-12-31,annual,negative_high,353,1212,199,0.5637393767705382,0.29125412541254125,True,0.11048158640226628,0.029461756373937678,1.3582481572912195,0.2880075542965061,0.02190745986779981,1.0618051515416602,0.036827195467422094,0.036827195467422094,0.036827195467422094,0.0084985835694051,0.028328611898016998,-0.691204814928565,0.015492051345127529,0.01841690745901095,-0.06200404258250762,-0.04902610393559642
2020-12-31,2020-12-31,annual,nonnegative_low,504,1212,276,0.5476190476190477,0.4158415841584158,True,0.08134920634920635,0.021031746031746033,0.7805918616226097,0.24669312169312171,0.019365079365079366,0.9768695272099891,0.017857142857142856,0.025793650793650792,0.025793650793650792,0.013888888888888888,0.021825396825396824,0.8395772684586006,0.006994279156288254,0.010089530656912229,0.05478437338787034,0.022986727647744596
2020-12-31,2020-12-31,annual,nonnegative_high,253,1212,135,0.5335968379446641,0.20874587458745875,True,0.07905138339920949,0.016600790513833997,1.0875725235494027,0.2766798418972332,0.02308300395256917,0.9641098282902537,0.015810276679841896,0.0,0.0,0.05928853754940711,0.007905138339920948,0.9609009847806069,0.014488236209639268,0.01696805241572548,0.013165584607050558,-0.00016524865456332046
2020-12-31,2020-12-31,added,negative_low,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,added,negative_high,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,added,nonnegative_low,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,added,nonnegative_high,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,removed,negative_low,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,removed,negative_high,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,removed,nonnegative_low,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,removed,nonnegative_high,0,0,0,,,False,,,,,,,,,,,,,,,,
2020-12-31,2020-12-31,retained,negative_low,102,1212,66,0.6470588235294118,0.08415841584158416,True,0.00980392156862745,0.00196078431372549,0.6271005270627921,0.33986928104575154,0.0261437908496732,1.1363817305037645,0.0,0.0,0.0,0.00980392156862745,0.0,-0.3379396591309766,0.0072108384675195,0.01041764877110361,-0.07368899732162155,-0.029622244377977187
2020-12-31,2020-12-31,retained,negative_high,353,1212,199,0.5637393767705382,0.29125412541254125,True,0.11048158640226628,0.029461756373937678,1.3582481572912195,0.2880075542965061,0.02190745986779981,1.0618051515416602,0.036827195467422094,0.036827195467422094,0.036827195467422094,0.0084985835694051,0.028328611898016998,-0.691204814928565,0.015492051345127529,0.01841690745901095,-0.06200404258250762,-0.04902610393559642
2020-12-31,2020-12-31,retained,nonnegative_low,504,1212,276,0.5476190476190477,0.4158415841584158,True,0.08134920634920635,0.021031746031746033,0.7805918616226097,0.24669312169312171,0.019365079365079366,0.9768695272099891,0.017857142857142856,0.025793650793650792,0.025793650793650792,0.013888888888888888,0.021825396825396824,0.8395772684586006,0.006994279156288254,0.010089530656912229,0.05478437338787034,0.022986727647744596
