period,state,arm,history,method,seed,supported,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_vol_interaction,20260912,True,49,0.42857142857142855,0.5714285714285714,21,0.4368421052631579,0.5510204081632653,0.3877551020408163,9,12,18,10,0.43508771929824563,0.29237414375238463,0.7865526157087488,0.528774149481834,0.13263074554152635,0.14101904744101768,0.0
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_order_extension,20260910,True,49,0.46938775510204084,0.5306122448979592,23,0.5087719298245614,0.673469387755102,0.3877551020408163,13,10,20,6,0.5666666666666667,0.2606029835433482,0.7168563221557708,0.5628975054898518,0.11614641262146058,0.17514240344903553,0.0
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_order_extension,20260911,True,49,0.40816326530612246,0.5918367346938775,20,0.46842105263157896,0.7755102040816326,0.3877551020408163,14,6,24,5,0.5596491228070175,0.27596944516503696,0.7503574640207133,0.5925271659167858,0.11775649371066851,0.20477206387596947,0.0
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_order_extension,20260912,True,49,0.4897959183673469,0.5102040816326531,24,0.506140350877193,0.5714285714285714,0.3877551020408163,11,13,17,8,0.5105263157894737,0.26779028987560816,0.7323301896956966,0.5142127231259943,0.09363752378771877,0.126457621085178,0.0
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_order_offset,20260910,True,49,0.46938775510204084,0.5306122448979592,23,0.5087719298245614,0.673469387755102,0.3877551020408163,13,10,20,6,0.5666666666666667,0.2597406124951812,0.7150793999839758,0.5618973555870742,0.11489436620331948,0.1741422535462579,0.0
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_order_offset,20260911,True,49,0.40816326530612246,0.5918367346938775,20,0.46842105263157896,0.7755102040816326,0.3877551020408163,14,6,24,5,0.5614035087719298,0.27580593978453904,0.750075643178164,0.5926513433440206,0.11740947646313091,0.20489624130320427,0.0
extension_2021_2023,negative_low,add,fixed_transform_add_only,learned_order_offset,20260912,True,49,0.5102040816326531,0.4897959183673469,25,0.5228070175438597,0.5510204081632653,0.3877551020408163,11,14,16,8,0.5263157894736842,0.26890779463344383,0.7346571997789919,0.5197741399710961,0.08624573843707144,0.1320190379302798,0.0
extension_2021_2023,negative_low,remove,fixed_transform_remove_only,learned_market,20260910,True,49,0.4897959183673469,0.5102040816326531,24,0.5350877192982456,0.6938775510204082,0.3877551020408163,14,10,20,5,0.5754385964912281,0.272643139521631,0.7426821335199981,0.5648911742198203,0.12592022689063415,0.17713607217900396,0.0
extension_2021_2023,negative_low,remove,fixed_transform_remove_only,learned_market,20260911,True,49,0.40816326530612246,0.5918367346938775,20,0.4298245614035088,0.6122448979591837,0.3877551020408163,10,10,20,9,0.5280701754385965,0.28295498575828737,0.765071717498487,0.578091969575959,0.13920520227004213,0.19033686753514267,0.0
extension_2021_2023,negative_low,remove,fixed_transform_remove_only,learned_market,20260912,True,49,0.4489795918367347,0.5510204081632653,22,0.443859649122807,0.4897959183673469,0.3877551020408163,8,14,16,11,0.4,0.3069429070381441,0.8210010676300732,0.5255235270087132,0.15878425185933528,0.13776842496789687,0.0
extension_2021_2023,negative_low,remove,fixed_transform_remove_only,learned_vol_interaction,20260910,True,49,0.4897959183673469,0.5102040816326531,24,0.5350877192982456,0.6938775510204082,0.3877551020408163,14,10,20,5,0.6017543859649123,0.275838794024478,0.7523083090061454,0.5772851038121201,0.1446066119239624,0.18953000177130375,0.0
extension_2021_2023,negative_low,remove,fixed_transform_remove_only,learned_vol_interaction,20260911,True,49,0.42857142857142855,0.5714285714285714,21,0.4754385964912281,0.7142857142857143,0.3877551020408163,13,8,22,6,0.5491228070175439,0.2797418776859653,0.7575196742272002,0.5862344819552789,0.12625842601183573,0.19847937991446263,0.0
