window,family,metric,full_interaction_increment,recent_interaction_increment,difference_in_differences,descriptive_only
early_2015_2017,learned,brier,-0.0023023572478044676,-0.00033423697175553044,0.001968120276048937,True
early_2015_2017,learned,direction_error,0.025,-0.025,-0.05,True
early_2015_2017,raw,brier,-0.0014601844663714259,0.0029234953821583236,0.00438367984852975,True
early_2015_2017,raw,direction_error,0.0,0.008333333333333333,0.008333333333333333,True
late_2018_2020,learned,brier,0.0022317259600068175,0.0035608829475322476,0.00132915698752543,True
late_2018_2020,learned,direction_error,-0.014184397163120567,0.014184397163120567,0.028368794326241134,True
late_2018_2020,raw,brier,0.0010819115504731264,-0.00012040247108525222,-0.0012023140215583787,True
late_2018_2020,raw,direction_error,0.0070921985815602835,0.02127659574468085,0.014184397163120567,True
