job,method,cutoff,seed,split,n,interaction_feature_mean,interaction_feature_std,interaction_feature_min,interaction_feature_max,interaction_coefficient,old_interaction_coefficient,refitted_additive_mean,interaction_logit_mean,interaction_logit_std,total_logit_mean,total_logit_std
learned_recent_interaction_2014-12-31_20260910,learned_recent_interaction,2014-12-31,20260910,full_training,1077,0.0,1.0,-5.415966717413233,3.5242044102802765,0.028035603793987486,-0.003397903620063982,0.12746292947381593,0.0,0.028035603793987486,0.12746292947381593,0.8133925183537336
learned_recent_interaction_2014-12-31_20260910,learned_recent_interaction,2014-12-31,20260910,recent_training,720,-0.08623118119417038,1.0834946658543378,-5.415966717413233,3.266662772780949,0.028035603793987486,-0.003397903620063982,0.06952673811880031,-0.002417543230647304,0.030376427164791074,0.06710919488815302,0.7773673629267793
learned_recent_interaction_2014-12-31_20260910,learned_recent_interaction,2014-12-31,20260910,validation,22,-0.49602606597710336,1.8240768243812469,-5.120402502337144,2.0584208651523,0.028035603793987486,-0.003397903620063982,0.47595281773907416,-0.013906390257224366,0.05113909513814753,0.4620464274818497,0.34799994540715484
learned_recent_interaction_2014-12-31_20260911,learned_recent_interaction,2014-12-31,20260911,full_training,1077,6.597425587373261e-18,1.0,-4.685512669993486,3.493737930029398,0.03432156648510477,-0.02841001889652635,0.0645013669172625,0.0,0.03432156648510477,0.06450136691726255,0.8034275103352986
learned_recent_interaction_2014-12-31_20260911,learned_recent_interaction,2014-12-31,20260911,recent_training,720,-1.4084757085570172e-05,1.0289082323414613,-4.685512669993486,3.493737930029398,0.03432156648510477,-0.02841001889652635,0.0740234990486173,-4.834109267382036e-07,0.03531374230337909,0.07402301563769056,0.8240074366475731
learned_recent_interaction_2014-12-31_20260911,learned_recent_interaction,2014-12-31,20260911,validation,22,-0.824790364813909,2.8966779183555627,-7.5279076559456275,3.3021760121613943,0.03432156648510477,-0.02841001889652635,0.27666517552183245,-0.028308097342234394,0.09941852376077531,0.2483570781795981,0.7294483570296565
learned_recent_interaction_2014-12-31_20260912,learned_recent_interaction,2014-12-31,20260912,full_training,1077,1.3194851174746522e-17,0.9999999999999999,-5.311652005825251,4.303966842728724,0.09898303633635566,-0.029596249672972932,0.1496212557207619,0.0,0.09898303633635566,0.14962125572076185,0.897806794326785
learned_recent_interaction_2014-12-31_20260912,learned_recent_interaction,2014-12-31,20260912,recent_training,720,-0.09857109966169533,1.0498853405913375,-5.311652005825251,4.191910867368956,0.09898303633635566,-0.029596249672972932,0.09071102141873764,-0.009756866739528127,0.1039208388167595,0.08095415467920951,0.8650566831327163
learned_recent_interaction_2014-12-31_20260912,learned_recent_interaction,2014-12-31,20260912,validation,22,-0.23175522568118545,1.6317756801467218,-2.8462949157421176,4.237436427608228,0.09898303633635566,-0.029596249672972932,0.6473274307366522,-0.022939835924741095,0.1615181114407445,0.6243875948119111,0.7785678316508617
learned_recent_interaction_2015-12-31_20260910,learned_recent_interaction,2015-12-31,20260910,full_training,1190,1.791284207798572e-17,1.0,-5.46548401211263,3.7987067446513554,0.10113187996604649,-0.07132495336597748,0.06641700103597056,0.0,0.10113187996604647,0.06641700103597056,0.8429635438102333
