period,history,method,reference_history,n,changed_probability_weeks,recoveries,regressions,brier_difference
year_2022,quarter_trend2_validated,learned_order_extension,rolling5_annual20,49,2,0,0,1.7286131792994463e-05
year_2022,quarter_trend2_validated,learned_order_extension,weekly_state_validated,49,2,0,0,1.7286131792994463e-05
year_2022,quarter_trend2_validated,learned_order_offset,rolling5_annual20,49,2,0,0,1.6869369503870668e-05
year_2022,quarter_trend2_validated,learned_order_offset,weekly_state_validated,49,2,0,0,1.6869369503870668e-05
year_2022,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,49,2,0,0,2.7571682537190643e-05
year_2022,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,49,2,0,0,2.7571682537190643e-05
year_2022,quarter_volatility2_validated,learned_market,rolling5_annual20,49,6,1,0,-0.0031132174803422358
year_2022,quarter_volatility2_validated,learned_market,weekly_state_validated,49,6,1,0,-0.0031132174803422358
year_2022,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,49,6,1,0,-0.0029834676223931544
year_2022,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,49,6,1,0,-0.0029834676223931544
year_2022,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,49,2,0,0,7.871137405997575e-06
year_2022,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,49,2,0,0,7.871137405997575e-06
year_2022,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,49,2,0,0,2.2539037940940065e-05
year_2022,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,49,2,0,0,2.2539037940940065e-05
year_2023,quarter_trend2_validated,learned_market,rolling5_annual20,48,22,2,0,-0.002459179615808927
year_2023,quarter_trend2_validated,learned_market,weekly_state_validated,48,22,0,0,-0.0008756104347526434
year_2023,quarter_trend2_validated,learned_order_extension,rolling5_annual20,48,22,1,0,-0.002515721573454506
year_2023,quarter_trend2_validated,learned_order_extension,weekly_state_validated,48,22,0,0,-0.0007265274492037295
year_2023,quarter_trend2_validated,learned_order_offset,rolling5_annual20,48,22,1,0,-0.0025319649445816298
year_2023,quarter_trend2_validated,learned_order_offset,weekly_state_validated,48,22,0,0,-0.0007210323552719194
year_2023,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,48,22,1,1,-0.002509174344800624
year_2023,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,48,22,0,1,-0.0008228952480171025
year_2023,quarter_volatility2_validated,learned_market,rolling5_annual20,48,12,2,0,-0.0015229080972578833
year_2023,quarter_volatility2_validated,learned_market,weekly_state_validated,48,12,0,0,6.066108379840027e-05
year_2023,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,48,12,1,0,-0.0016733912887329412
year_2023,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,48,12,0,0,0.00011580283551783511
year_2023,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,48,12,1,0,-0.0016938572932653072
year_2023,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,48,12,0,0,0.00011707529604440316
year_2023,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,48,12,1,0,-0.0015968185159676357
year_2023,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,48,12,0,0,8.946058081588596e-05
year_2024,quarter_trend2_validated,learned_market,rolling5_annual20,47,0,0,0,0.0
year_2024,quarter_trend2_validated,learned_market,weekly_state_validated,47,4,0,0,0.002523832698035742
year_2024,quarter_trend2_validated,learned_order_extension,rolling5_annual20,47,0,0,0,0.0
year_2024,quarter_trend2_validated,learned_order_extension,weekly_state_validated,47,3,0,1,0.00236026586999407
year_2024,quarter_trend2_validated,learned_order_offset,rolling5_annual20,47,0,0,0,0.0
year_2024,quarter_trend2_validated,learned_order_offset,weekly_state_validated,47,3,0,1,0.002371349912609457
year_2024,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,47,0,0,0,0.0
year_2024,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,47,4,0,1,0.0025909848842360374
year_2024,quarter_volatility2_validated,learned_market,rolling5_annual20,47,23,1,2,-0.0008177738702531237
year_2024,quarter_volatility2_validated,learned_market,weekly_state_validated,47,23,1,2,0.0017060588277826184
year_2024,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,47,25,2,2,-0.000830393579847968
year_2024,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,47,25,1,2,0.001529872290146102
year_2024,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,47,25,2,2,-0.0008673173228439225
year_2024,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,47,25,1,2,0.0015040325897655348
year_2024,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,47,25,3,2,-0.00014282424240377823
year_2024,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,47,25,2,2,0.002448160641832259
year_2025,quarter_trend2_validated,learned_market,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_market,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_order_extension,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_order_extension,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_order_offset,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_order_offset,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,48,0,0,0,0.0
year_2025,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,48,0,0,0,0.0
year_2025,quarter_volatility2_validated,learned_market,rolling5_annual20,48,9,0,0,0.0006492434907546246
year_2025,quarter_volatility2_validated,learned_market,weekly_state_validated,48,9,0,0,0.0006492434907546246
year_2025,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,48,9,0,0,0.0008796871827264057
year_2025,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,48,9,0,0,0.0008796871827264057
year_2025,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,48,9,0,0,0.00088885820346101
year_2025,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,48,9,0,0,0.00088885820346101
year_2025,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,48,9,0,0,0.0006300819814259815
year_2025,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,48,9,0,0,0.0006300819814259815
year_2026,quarter_trend2_validated,learned_market,rolling5_annual20,30,2,0,1,0.0028041244246993797
year_2026,quarter_trend2_validated,learned_market,weekly_state_validated,30,2,0,0,0.001662107920350327
year_2026,quarter_trend2_validated,learned_order_extension,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_trend2_validated,learned_order_extension,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_trend2_validated,learned_order_offset,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_trend2_validated,learned_order_offset,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_trend2_validated,learned_vol_interaction,rolling5_annual20,30,2,0,0,0.002900380939537341
year_2026,quarter_trend2_validated,learned_vol_interaction,weekly_state_validated,30,2,0,0,0.0017016180364630004
year_2026,quarter_volatility2_validated,learned_market,rolling5_annual20,30,8,1,3,0.0030970552776851163
year_2026,quarter_volatility2_validated,learned_market,weekly_state_validated,30,8,1,2,0.0019550387733360632
year_2026,quarter_volatility2_validated,learned_order_extension,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_volatility2_validated,learned_order_extension,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_validated,learned_order_offset,rolling5_annual20,30,0,0,0,0.0
year_2026,quarter_volatility2_validated,learned_order_offset,weekly_state_validated,30,0,0,0,0.0
year_2026,quarter_volatility2_validated,learned_vol_interaction,rolling5_annual20,30,8,0,1,0.003331736391709621
year_2026,quarter_volatility2_validated,learned_vol_interaction,weekly_state_validated,30,8,0,1,0.0021329734886352805
