window,method,seed,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
extension_2021_2023,learned_vol_interaction,20260912,147,0.46258503401360546,0.5374149659863946,68,0.47855787476280837,0.6054421768707483,0.4217687074829932,36,32,53,26,0.4679316888045541,0.26946600780178476,0.7336451517209083,0.5343060391530094,0.09542574443847422,0.11253733167001623,0.0
extension_2021_2023,native_mse,20260910,147,0.47619047619047616,0.5238095238095238,70,0.4641366223908918,0.42857142857142855,0.4217687074829932,24,46,39,38,0.4656546489563567,,,,,,
extension_2021_2023,native_mse,20260911,147,0.46258503401360546,0.5374149659863946,68,0.49165085388994306,0.6870748299319728,0.4217687074829932,42,26,59,20,0.48994307400379505,,,,,,
extension_2021_2023,native_mse,20260912,147,0.4489795918367347,0.5510204081632653,66,0.501707779886148,0.8367346938775511,0.4217687074829932,52,14,71,10,0.47495256166982924,,,,,,
recent_2024_2026,learned_market,20260910,125,0.544,0.456,68,0.5439137134052388,0.504,0.528,36,32,27,30,0.5236260914227016,0.26021890929440106,0.7158287903942577,0.4957043550300236,0.11880406091328875,-0.032295644969976445,0.0
recent_2024_2026,learned_market,20260911,125,0.504,0.496,63,0.5060349255264509,0.464,0.528,31,32,27,35,0.5380071905495635,0.2577459927219552,0.7119543569949243,0.4974113964135587,0.11367304164492294,-0.030588603586441332,0.0
recent_2024_2026,learned_market,20260912,125,0.528,0.472,66,0.5269645608628659,0.52,0.528,36,30,29,30,0.45814072932717,0.26490252681443344,0.7242468848816519,0.5030205242559695,0.08589765008803009,-0.024979475744030477,0.0
recent_2024_2026,learned_order_extension,20260910,125,0.544,0.456,68,0.5439137134052388,0.504,0.528,36,32,27,30,0.5254237288135594,0.25934855265219087,0.7137735599766692,0.4955614021755417,0.11529552009629514,-0.03243859782445835,0.0
recent_2024_2026,learned_order_extension,20260911,125,0.512,0.488,64,0.5145095017976373,0.456,0.528,31,33,26,35,0.5308166409861325,0.26042366074698214,0.719382870177375,0.4957164492451595,0.11667308422274814,-0.03228355075484052,0.0
recent_2024_2026,learned_order_extension,20260912,125,0.528,0.472,66,0.5269645608628659,0.52,0.528,36,30,29,30,0.4519774011299435,0.26554489951054694,0.7256261776610295,0.5028026647609938,0.08530442086886321,-0.025197335239006247,0.0
recent_2024_2026,learned_order_offset,20260910,125,0.544,0.456,68,0.5439137134052388,0.504,0.528,36,32,27,30,0.5254237288135594,0.25935673940868564,0.713791074290167,0.49556123146567865,0.11529733065142488,-0.03243876853432137,0.0
recent_2024_2026,learned_order_offset,20260911,125,0.512,0.488,64,0.5145095017976373,0.456,0.528,31,33,26,35,0.5313302516692348,0.2604781896582127,0.7194868009050625,0.49555861390367795,0.11648990649928855,-0.03244138609632208,0.0
recent_2024_2026,learned_order_offset,20260912,125,0.528,0.472,66,0.5269645608628659,0.52,0.528,36,30,29,30,0.4519774011299435,0.2654825912299708,0.725490457342281,0.5027613158393602,0.08513574387784817,-0.02523868416063979,0.0
recent_2024_2026,learned_vol_interaction,20260910,125,0.544,0.456,68,0.5439137134052388,0.504,0.528,36,32,27,30,0.5233692860811505,0.26033173314096886,0.7158215131114146,0.49526753491291947,0.1171674914678732,-0.03273246508708055,0.0
recent_2024_2026,learned_vol_interaction,20260911,125,0.504,0.496,63,0.5060349255264509,0.464,0.528,31,32,27,35,0.5310734463276836,0.2596467628598216,0.7170888518848171,0.4978870091894871,0.1177382574550775,-0.03011299081051294,0.0
recent_2024_2026,learned_vol_interaction,20260912,125,0.536,0.464,67,0.5345403184386235,0.528,0.528,37,30,29,29,0.4563430919363123,0.26732878337258104,0.7296975526804588,0.505174476711147,0.09209393582906324,-0.02282552328885301,0.0
recent_2024_2026,native_mse,20260910,125,0.552,0.448,69,0.5523882896764252,0.496,0.528,36,33,26,30,0.519774011299435,,,,,,
recent_2024_2026,native_mse,20260911,125,0.496,0.504,62,0.49845916795069334,0.456,0.528,30,32,27,36,0.5215716486902927,,,,,,
recent_2024_2026,native_mse,20260912,125,0.416,0.584,52,0.41011813045711354,0.6,0.528,34,18,41,32,0.4293785310734463,,,,,,
pooled_2021_2026,learned_market,20260910,272,0.5036764705882353,0.4963235294117647,137,0.5043402777777778,0.5110294117647058,0.47058823529411764,66,71,73,62,0.4800347222222222,0.27014471833310555,0.7372039473574923,0.5071247935174668,0.12402803798357105,0.036536558223349114,0.0
pooled_2021_2026,learned_market,20260911,272,0.48161764705882354,0.5183823529411765,131,0.4826388888888889,0.5183823529411765,0.47058823529411764,64,67,77,64,0.5028754340277778,0.2641043625190401,0.7259657997697737,0.5108839021487833,0.11496153227874491,0.04029566685466568,0.0
pooled_2021_2026,learned_market,20260912,272,0.4963235294117647,0.5036764705882353,135,0.4995659722222222,0.5551470588235294,0.47058823529411764,71,64,80,57,0.4533420138888889,0.26757658815638263,0.7297511459755435,0.5192069300686226,0.09345582786849842,0.04861869477450498,0.0
pooled_2021_2026,learned_order_extension,20260910,272,0.5,0.5,136,0.5008680555555556,0.5147058823529411,0.47058823529411764,66,70,74,62,0.4796006944444444,0.2683904836031394,0.7327751531531994,0.5064290954019892,0.1159989864632723,0.035840860107871575,0.0
pooled_2021_2026,learned_order_extension,20260911,272,0.4852941176470588,0.5147058823529411,132,0.48567708333333337,0.5073529411764706,0.47058823529411764,63,69,75,65,0.5005425347222222,0.26579320665687994,0.7306746659784039,0.5095489831013346,0.1187228825626038,0.03896074780721692,0.0
pooled_2021_2026,learned_order_extension,20260912,272,0.4889705882352941,0.5110294117647058,133,0.49348958333333337,0.5772058823529411,0.47058823529411764,73,60,84,55,0.4486762152777778,0.26832687125591287,0.7314233154152643,0.520460281037234,0.08982045390444267,0.04987204574311632,0.0
pooled_2021_2026,learned_order_offset,20260910,272,0.5,0.5,136,0.5008680555555556,0.5147058823529411,0.47058823529411764,66,70,74,62,0.4793836805555556,0.26833948663595164,0.7326530261696744,0.5063750912567402,0.11588115841827977,0.035786855962622544,0.0
pooled_2021_2026,learned_order_offset,20260911,272,0.48161764705882354,0.5183823529411765,131,0.48177083333333337,0.5036764705882353,0.47058823529411764,62,69,75,66,0.5007595486111112,0.2657919100930425,0.7306527559618187,0.5094629093089447,0.11854791955079848,0.038874674014827026,0.0
pooled_2021_2026,learned_order_offset,20260912,272,0.4889705882352941,0.5110294117647058,133,0.49348958333333337,0.5772058823529411,0.47058823529411764,73,60,84,55,0.4486762152777778,0.26827470362670525,0.7313085523589785,0.5204658049809082,0.08966750679694668,0.04987756968679058,0.0
pooled_2021_2026,learned_vol_interaction,20260910,272,0.5,0.5,136,0.5008680555555556,0.5147058823529411,0.47058823529411764,66,70,74,62,0.4784613715277778,0.26974602420884125,0.7361344769012925,0.5058120605969886,0.12115300724319981,0.03522382530287094,0.0
pooled_2021_2026,learned_vol_interaction,20260911,272,0.4742647058823529,0.5257352941176471,129,0.4756944444444444,0.5257352941176471,0.47058823529411764,64,65,79,64,0.5010308159722222,0.26490632742828424,0.7282213325210188,0.5108968553449861,0.11634857555672204,0.04030862005086844,0.0
pooled_2021_2026,learned_vol_interaction,20260912,272,0.4963235294117647,0.5036764705882353,135,0.5004340277777778,0.5698529411764706,0.47058823529411764,73,62,82,55,0.4535590277777778,0.26848382745748156,0.7318309977501134,0.5209183725896536,0.09502485839502371,0.050330137295535926,0.0
pooled_2021_2026,native_mse,20260910,272,0.5110294117647058,0.4889705882352941,139,0.5086805555555556,0.45955882352941174,0.47058823529411764,60,79,65,68,0.4952799479166667,,,,,,
pooled_2021_2026,native_mse,20260911,272,0.47794117647058826,0.5220588235294118,130,0.4826388888888889,0.5808823529411765,0.47058823529411764,72,58,86,56,0.48828125,,,,,,
pooled_2021_2026,native_mse,20260912,272,0.4338235294117647,0.5661764705882353,118,0.4470486111111111,0.7279411764705882,0.47058823529411764,86,32,112,42,0.4371744791666667,,,,,,
