period,history,method,state,supported,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
extension_2021_2023,annual_state_offset,learned_market,negative_low,True,49,0.4897959183673469,0.5102040816326531,24,0.506140350877193,0.5714285714285714,0.3877551020408163,11,13,17,8,0.512280701754386,0.27111880528028093,0.7385786104751454,0.5376778306345714,0.11734692862434899,0.1499227285937551,0.0
extension_2021_2023,annual_state_offset,learned_market,negative_high,True,45,0.4,0.6,18,0.38988095238095233,0.6444444444444445,0.5333333333333333,13,5,16,11,0.39880952380952384,0.27813617168246724,0.7510023498003425,0.5429067321493815,0.10437855378555376,0.009573398816048129,0.0
extension_2021_2023,annual_state_offset,learned_market,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.35714285714285715,0.3059736729718253,0.8119964757221811,0.5291225539805844,0.1291189697820531,0.12912255398058436,0.0
extension_2021_2023,annual_state_offset,learned_market,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5230769230769231,0.16666666666666666,0.2777777777777778,1,11,2,4,0.5538461538461539,0.23183227399626802,0.6567907028203412,0.44216950682307465,0.07790633099589811,0.16439172904529686,0.0
extension_2021_2023,annual_state_offset,learned_vol_interaction,negative_low,True,49,0.4489795918367347,0.5510204081632653,22,0.4728070175438597,0.6122448979591837,0.3877551020408163,11,11,19,8,0.5245614035087719,0.2720619686055598,0.7409534255553307,0.5421715042142087,0.11912924055904639,0.15441640217339236,0.0
extension_2021_2023,annual_state_offset,learned_vol_interaction,negative_high,True,45,0.4222222222222222,0.5777777777777777,19,0.4107142857142857,0.6666666666666666,0.5333333333333333,14,5,16,10,0.4027777777777778,0.2793859004182008,0.7538328193966803,0.5436839480963809,0.10517994793660278,0.01035061476304755,0.0
extension_2021_2023,annual_state_offset,learned_vol_interaction,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.35714285714285715,0.30656277251270136,0.8138572164966934,0.528188664379749,0.1335515208444532,0.12818866437974896,0.0
extension_2021_2023,annual_state_offset,learned_vol_interaction,nonnegative_high,True,18,0.7222222222222222,0.2777777777777778,13,0.6230769230769231,0.2222222222222222,0.2777777777777778,2,11,2,3,0.5538461538461539,0.23095921202318298,0.6549453101862038,0.4378833979914397,0.08055826048981206,0.16010562021366193,0.0
extension_2021_2023,annual_state_offset,learned_order_extension,negative_low,True,49,0.4489795918367347,0.5510204081632653,22,0.4728070175438597,0.6122448979591837,0.3877551020408163,11,11,19,8,0.5578947368421052,0.26669902127163314,0.7305801425913663,0.5453474144102334,0.11699029448727175,0.15759231236941706,0.0
extension_2021_2023,annual_state_offset,learned_order_extension,negative_high,True,45,0.4,0.6,18,0.38988095238095233,0.6444444444444445,0.5333333333333333,13,5,16,11,0.4007936507936508,0.28016146472503284,0.7554178964232523,0.542274863325157,0.10614175612599078,0.008941529991823627,0.0
extension_2021_2023,annual_state_offset,learned_order_extension,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.35374149659863946,0.3071507235420687,0.8168663860278638,0.5305801914861048,0.13647873215649678,0.13058019148610478,0.0
extension_2021_2023,annual_state_offset,learned_order_extension,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5846153846153846,0.2777777777777778,0.2777777777777778,2,10,3,3,0.5538461538461539,0.22818324007156404,0.6488759575239192,0.4334862637609738,0.08790259037527759,0.15570848598319603,0.0
extension_2021_2023,annual_state_offset,learned_order_offset,negative_low,True,49,0.4489795918367347,0.5510204081632653,22,0.4728070175438597,0.6122448979591837,0.3877551020408163,11,11,19,8,0.5561403508771929,0.2665582319641881,0.7302740166071573,0.5455855197149849,0.11627509219871612,0.1578304176741686,0.0
extension_2021_2023,annual_state_offset,learned_order_offset,negative_high,True,45,0.4,0.6,18,0.38988095238095233,0.6444444444444445,0.5333333333333333,13,5,16,11,0.4007936507936508,0.28014228927834117,0.7553617856712792,0.5419246029885773,0.10602865149299949,0.008591269655243927,0.0
extension_2021_2023,annual_state_offset,learned_order_offset,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.35374149659863946,0.30694240105456894,0.816388015733321,0.530699091083036,0.13592705283266976,0.130699091083036,0.0
extension_2021_2023,annual_state_offset,learned_order_offset,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5846153846153846,0.2777777777777778,0.2777777777777778,2,10,3,3,0.5692307692307692,0.22821950467449442,0.6489533091389643,0.43344425343859244,0.0877805389450306,0.15566647566081465,0.0
extension_2021_2023,annual_shared_offset,learned_market,negative_low,True,49,0.4489795918367347,0.5510204081632653,22,0.4728070175438597,0.6122448979591837,0.3877551020408163,11,11,19,8,0.5087719298245614,0.2750472319626152,0.7466160312697564,0.5502632795929283,0.11185135725316887,0.162508177552112,0.0
extension_2021_2023,annual_shared_offset,learned_market,negative_high,True,45,0.35555555555555557,0.6444444444444445,16,0.3482142857142857,0.6,0.5333333333333333,11,5,16,13,0.39285714285714285,0.27983522095567825,0.7540872083647346,0.5334830085275384,0.10279539862111466,0.0001496751942050567,0.0
extension_2021_2023,annual_shared_offset,learned_market,nonnegative_low,True,35,0.4,0.6,14,0.40476190476190477,0.5428571428571428,0.4,6,8,13,8,0.3469387755102041,0.2990474152981622,0.7956333834192623,0.5166328658930791,0.12082068275412278,0.11663286589307909,0.0
extension_2021_2023,annual_shared_offset,learned_market,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5230769230769231,0.16666666666666666,0.2777777777777778,1,11,2,4,0.49230769230769234,0.23604751186267725,0.6656767053944421,0.4475651040607397,0.0740539307998703,0.1697873262829619,0.0
extension_2021_2023,annual_shared_offset,learned_vol_interaction,negative_low,True,49,0.4489795918367347,0.5510204081632653,22,0.48245614035087714,0.6530612244897959,0.3877551020408163,12,10,20,7,0.5087719298245614,0.27621816633351043,0.749515657592948,0.5552004253006241,0.11348884077975822,0.16744532325980777,0.0
extension_2021_2023,annual_shared_offset,learned_vol_interaction,negative_high,True,45,0.37777777777777777,0.6222222222222222,17,0.36904761904761907,0.6222222222222222,0.5333333333333333,12,5,16,12,0.3968253968253968,0.2810029752571339,0.7566943069618197,0.534242485956793,0.1036847538531227,0.0009091526234596969,0.0
extension_2021_2023,annual_shared_offset,learned_vol_interaction,nonnegative_low,True,35,0.4,0.6,14,0.40476190476190477,0.5428571428571428,0.4,6,8,13,8,0.35714285714285715,0.2992056255331097,0.7963104377910142,0.5155605026230663,0.12461504320726809,0.11556050262306627,0.0
extension_2021_2023,annual_shared_offset,learned_vol_interaction,nonnegative_high,True,18,0.7222222222222222,0.2777777777777778,13,0.6230769230769231,0.2222222222222222,0.2777777777777778,2,11,2,3,0.49230769230769234,0.23493441754930192,0.6634017828153588,0.4430901180922328,0.07666717905860418,0.16531234031445502,0.0
extension_2021_2023,annual_shared_offset,learned_order_extension,negative_low,True,49,0.46938775510204084,0.5306122448979592,23,0.5087719298245614,0.673469387755102,0.3877551020408163,13,10,20,6,0.5578947368421052,0.2711131937409688,0.73954088474253,0.559272223366405,0.11018753523183751,0.17151712132558872,0.0
extension_2021_2023,annual_shared_offset,learned_order_extension,negative_high,True,45,0.35555555555555557,0.6444444444444445,16,0.3482142857142857,0.6,0.5333333333333333,11,5,16,13,0.38293650793650796,0.28179910649940193,0.7583045356208661,0.5329343648982054,0.10477242863050956,-0.0003989684351278777,0.0
extension_2021_2023,annual_shared_offset,learned_order_extension,nonnegative_low,True,35,0.4,0.6,14,0.40476190476190477,0.5428571428571428,0.4,6,8,13,8,0.36394557823129253,0.2997211201900994,0.7981747084557048,0.5182357376607213,0.12715574037536578,0.11823573766072126,0.0
extension_2021_2023,annual_shared_offset,learned_order_extension,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5846153846153846,0.2777777777777778,0.2777777777777778,2,10,3,3,0.5384615384615384,0.2316664870401764,0.6565100694010266,0.4383781774581823,0.0833368271605489,0.16060039968040452,0.0
extension_2021_2023,annual_shared_offset,learned_order_offset,negative_low,True,49,0.46938775510204084,0.5306122448979592,23,0.5087719298245614,0.673469387755102,0.3877551020408163,13,10,20,6,0.5578947368421052,0.27101734531499705,0.7393253592066061,0.5596016949434462,0.10941686938221111,0.17184659290262994,0.0
extension_2021_2023,annual_shared_offset,learned_order_offset,negative_high,True,45,0.35555555555555557,0.6444444444444445,16,0.3482142857142857,0.6,0.5333333333333333,11,5,16,13,0.38492063492063494,0.2817886276121974,0.7582723490362768,0.532546852141899,0.10467094834563173,-0.0007864811914343184,0.0
extension_2021_2023,annual_shared_offset,learned_order_offset,nonnegative_low,True,35,0.4,0.6,14,0.40476190476190477,0.5428571428571428,0.4,6,8,13,8,0.36394557823129253,0.29951232099596803,0.7977138313368508,0.5183649832358108,0.12660691365221918,0.1183649832358108,0.0
extension_2021_2023,annual_shared_offset,learned_order_offset,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5846153846153846,0.2777777777777778,0.2777777777777778,2,10,3,3,0.5538461538461539,0.23171167772115395,0.6566045217324494,0.4383452860748636,0.08321614674463246,0.16056750829708583,0.0
extension_2021_2023,annual_state_offset_half,learned_market,negative_low,True,49,0.46938775510204084,0.5306122448979592,23,0.48947368421052634,0.5918367346938775,0.3877551020408163,11,12,18,8,0.5175438596491229,0.2733319109654472,0.7435822414994498,0.5441702063304411,0.11842318673043319,0.1564151042896248,0.0
extension_2021_2023,annual_state_offset_half,learned_market,negative_high,True,45,0.4222222222222222,0.5777777777777777,19,0.4107142857142857,0.6666666666666666,0.5333333333333333,14,5,16,10,0.38293650793650796,0.27767409076656036,0.7500795036558989,0.5609564753486888,0.08995173314841087,0.02762314201535543,0.0
extension_2021_2023,annual_state_offset_half,learned_market,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.36394557823129253,0.3010128668150182,0.8008605430327799,0.524747990706445,0.12601868520327447,0.12474799070644493,0.0
extension_2021_2023,annual_state_offset_half,learned_market,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5230769230769231,0.16666666666666666,0.2777777777777778,1,11,2,4,0.47692307692307695,0.2364792863271791,0.6666010924971733,0.4481548714040313,0.07339954183202213,0.17037709362625353,0.0
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,negative_low,True,49,0.4489795918367347,0.5510204081632653,22,0.4728070175438597,0.6122448979591837,0.3877551020408163,11,11,19,8,0.5263157894736842,0.27436851374942306,0.7462208367405645,0.5488341058488782,0.12013345290291025,0.16107900380806184,0.0
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,negative_high,True,45,0.4444444444444444,0.5555555555555556,20,0.43154761904761907,0.6888888888888889,0.5333333333333333,15,5,16,9,0.375,0.2789244126911773,0.7528437133929334,0.5615554501854273,0.09084636937816759,0.02822211685209397,0.0
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.3741496598639456,0.3013801825769215,0.8020932879613994,0.5236595510731985,0.1301831104788381,0.12365955107319848,0.0
extension_2021_2023,annual_state_offset_half,learned_vol_interaction,nonnegative_high,True,18,0.7222222222222222,0.2777777777777778,13,0.6230769230769231,0.2222222222222222,0.2777777777777778,2,11,2,3,0.5076923076923077,0.2353794712625026,0.6643607076604212,0.44370641397199884,0.07600250659749873,0.16592863619422105,0.0
extension_2021_2023,annual_state_offset_half,learned_order_extension,negative_low,True,49,0.42857142857142855,0.5714285714285714,21,0.45614035087719296,0.6326530612244898,0.3877551020408163,11,10,20,8,0.5526315789473685,0.2691995923429557,0.7360295668919392,0.552657094330944,0.11713949996034453,0.1649019922901277,0.0
extension_2021_2023,annual_state_offset_half,learned_order_extension,negative_high,True,45,0.4222222222222222,0.5777777777777777,19,0.4107142857142857,0.6666666666666666,0.5333333333333333,14,5,16,10,0.38095238095238093,0.27975563299992806,0.7544813471859898,0.5597085931439779,0.09252786011910084,0.02637525981064459,0.0
extension_2021_2023,annual_state_offset_half,learned_order_extension,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.3741496598639456,0.30185190646382837,0.8045526136361015,0.5259557145095892,0.13284232176244293,0.1259557145095892,0.0
extension_2021_2023,annual_state_offset_half,learned_order_extension,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5846153846153846,0.2777777777777778,0.2777777777777778,2,10,3,3,0.5230769230769231,0.2321191178307625,0.6574851399972093,0.4390034592102442,0.08275896824375205,0.1612256814324664,0.0
extension_2021_2023,annual_state_offset_half,learned_order_offset,negative_low,True,49,0.42857142857142855,0.5714285714285714,21,0.45614035087719296,0.6326530612244898,0.3877551020408163,11,10,20,8,0.5526315789473685,0.26908495257864085,0.7357729288933171,0.552963084162411,0.11638387578686542,0.1652079821215947,0.0
extension_2021_2023,annual_state_offset_half,learned_order_offset,negative_high,True,45,0.4222222222222222,0.5777777777777777,19,0.4107142857142857,0.6666666666666666,0.5333333333333333,14,5,16,10,0.37896825396825395,0.27973072845971325,0.7544099427171965,0.5593164782364978,0.0924244655753313,0.025983144903164446,0.0
extension_2021_2023,annual_state_offset_half,learned_order_offset,nonnegative_low,True,35,0.37142857142857144,0.6285714285714286,13,0.38095238095238093,0.5714285714285714,0.4,6,7,14,8,0.3741496598639456,0.30163804034745184,0.8040729906958076,0.5260732616890833,0.1322761272521216,0.12607326168908328,0.0
extension_2021_2023,annual_state_offset_half,learned_order_offset,nonnegative_high,True,18,0.6666666666666666,0.3333333333333333,12,0.5846153846153846,0.2777777777777778,0.2777777777777778,2,10,3,3,0.5384615384615384,0.23215658962983282,0.6575620748173505,0.4389588193996428,0.0826533948669312,0.16118104162186503,0.0
recent_2024_2026,rolling5_annual20,learned_market,negative_low,True,32,0.65625,0.34375,21,0.6255060728744939,0.3125,0.40625,6,15,4,7,0.6275303643724697,0.23455068571920434,0.6623349738460124,0.44881427781856986,0.0930592510343785,0.04256427781856986,0.0
recent_2024_2026,rolling5_annual20,learned_market,negative_high,True,20,0.55,0.45,11,0.5833333333333334,0.35,0.6,5,6,2,7,0.5625,0.23811538214766387,0.668743134889504,0.5021718852475697,0.0644375335836819,-0.09782811475243025,0.0
recent_2024_2026,rolling5_annual20,learned_market,nonnegative_low,True,41,0.4878048780487805,0.5121951219512195,20,0.5011961722488039,0.3170731707317073,0.5365853658536586,7,13,6,15,0.569377990430622,0.2537053056952901,0.7019625602740265,0.4680267577093769,0.07490973006292645,-0.06855860814428166,0.0
recent_2024_2026,rolling5_annual20,learned_market,nonnegative_high,True,32,0.53125,0.46875,17,0.5323886639676113,0.5,0.59375,10,7,6,9,0.5060728744939271,0.25309985469177765,0.6992389734810225,0.4951740595700793,0.06866310739795868,-0.09857594042992068,0.0
recent_2024_2026,rolling5_annual20,learned_vol_interaction,negative_low,True,32,0.625,0.375,20,0.611336032388664,0.40625,0.40625,7,13,6,6,0.611336032388664,0.23573255106489244,0.6646095957529351,0.44840285450497885,0.10119671949705226,0.042152854504978854,0.0
recent_2024_2026,rolling5_annual20,learned_vol_interaction,negative_high,True,20,0.55,0.45,11,0.5625,0.45,0.6,6,5,3,6,0.625,0.23749543050632296,0.6677937061626398,0.5041099103242751,0.05432525311117993,-0.09589008967572488,0.0
recent_2024_2026,rolling5_annual20,learned_vol_interaction,nonnegative_low,True,41,0.5121951219512195,0.4878048780487805,21,0.527511961722488,0.2926829268292683,0.5365853658536586,7,14,5,15,0.569377990430622,0.25407828960301926,0.7033212387671822,0.4672254913066442,0.08226342433884565,-0.06935987454701437,0.0
recent_2024_2026,rolling5_annual20,learned_vol_interaction,nonnegative_high,True,32,0.5,0.5,16,0.5060728744939271,0.46875,0.59375,9,7,6,10,0.4979757085020243,0.2545240363690584,0.7021993100111863,0.4938373567621161,0.06914678207986469,-0.0999126432378839,0.0
recent_2024_2026,rolling5_annual20,learned_order_extension,negative_low,True,32,0.59375,0.40625,19,0.5850202429149798,0.4375,0.40625,7,12,7,6,0.6072874493927125,0.24047668189244786,0.6746531611338877,0.4679262081746741,0.09827597079424681,0.06167620817467412,0.0
recent_2024_2026,rolling5_annual20,learned_order_extension,negative_high,True,20,0.55,0.45,11,0.5833333333333334,0.35,0.6,5,6,2,7,0.65625,0.23301851685319974,0.6586055750690665,0.4980185646429584,0.06139966704178021,-0.10198143535704157,0.0
recent_2024_2026,rolling5_annual20,learned_order_extension,nonnegative_low,True,41,0.5609756097560976,0.43902439024390244,23,0.5765550239234449,0.2926829268292683,0.5365853658536586,8,15,4,14,0.5263157894736842,0.25905571119923765,0.7134493388013262,0.46217838509722803,0.07932356518757609,-0.07440698075643054,0.0
recent_2024_2026,rolling5_annual20,learned_order_extension,nonnegative_high,True,32,0.59375,0.40625,19,0.6214574898785425,0.375,0.59375,9,10,3,10,0.4979757085020243,0.2577145513760227,0.7090370224191695,0.48001325233553865,0.06664581327767388,-0.11373674766446135,0.0
recent_2024_2026,rolling5_annual20,learned_order_offset,negative_low,True,32,0.59375,0.40625,19,0.5850202429149798,0.4375,0.40625,7,12,7,6,0.611336032388664,0.24052701692298584,0.6747266408479848,0.4685130314605984,0.09730250485055715,0.06226303146059842,0.0
recent_2024_2026,rolling5_annual20,learned_order_offset,negative_high,True,20,0.55,0.45,11,0.5833333333333334,0.35,0.6,5,6,2,7,0.6458333333333334,0.2330624493685082,0.6587015848373663,0.49774822133233176,0.061094094677745625,-0.10225177866766821,0.0
recent_2024_2026,rolling5_annual20,learned_order_offset,nonnegative_low,True,41,0.5609756097560976,0.43902439024390244,23,0.5765550239234449,0.2926829268292683,0.5365853658536586,8,15,4,14,0.5239234449760766,0.25921185750789455,0.7137609130394522,0.46159192159477275,0.07878516573722107,-0.07499344425888582,0.0
recent_2024_2026,rolling5_annual20,learned_order_offset,nonnegative_high,True,32,0.5625,0.4375,18,0.5951417004048583,0.34375,0.59375,8,10,3,11,0.4979757085020243,0.25756997565123047,0.7087316664308891,0.4799549922029339,0.06625431286416823,-0.11379500779706608,0.0
recent_2024_2026,annual_state_offset,learned_market,negative_low,True,32,0.625,0.375,20,0.5748987854251012,0.21875,0.40625,4,16,3,9,0.5951417004048583,0.2360885358234055,0.6642870962779557,0.4381236445265559,0.09423966631253966,0.03187364452655589,0.0
recent_2024_2026,annual_state_offset,learned_market,negative_high,True,20,0.55,0.45,11,0.5833333333333334,0.35,0.6,5,6,2,7,0.5625,0.23811538214766387,0.668743134889504,0.5021718852475697,0.0644375335836819,-0.09782811475243025,0.0
recent_2024_2026,annual_state_offset,learned_market,nonnegative_low,True,41,0.5121951219512195,0.4878048780487805,21,0.5203349282296651,0.3902439024390244,0.5365853658536586,9,12,7,13,0.5765550239234449,0.25215629918272636,0.698940213774098,0.47568217713957744,0.07896909139960237,-0.060903188714081125,0.0
recent_2024_2026,annual_state_offset,learned_market,nonnegative_high,True,32,0.5,0.5,16,0.4939271255060729,0.53125,0.59375,10,6,7,9,0.46963562753036436,0.257738643194212,0.7085841198241541,0.4995096887718403,0.07099880924459,-0.09424031122815968,0.0
recent_2024_2026,annual_state_offset,learned_vol_interaction,negative_low,True,32,0.59375,0.40625,19,0.548582995951417,0.25,0.40625,4,15,4,9,0.5910931174089069,0.23749502003297146,0.6669532482885544,0.4372390101035287,0.10281976862522565,0.030989010103528725,0.0
recent_2024_2026,annual_state_offset,learned_vol_interaction,negative_high,True,20,0.55,0.45,11,0.5625,0.45,0.6,6,5,3,6,0.625,0.23749543050632296,0.6677937061626398,0.5041099103242751,0.05432525311117993,-0.09589008967572488,0.0
recent_2024_2026,annual_state_offset,learned_vol_interaction,nonnegative_low,True,41,0.5365853658536586,0.4634146341463415,22,0.5466507177033493,0.36585365853658536,0.5365853658536586,9,13,6,13,0.5813397129186603,0.2525482071545013,0.7003078446210482,0.47506404219096804,0.08639808995826881,-0.06152132366269053,0.0
recent_2024_2026,annual_state_offset,learned_vol_interaction,nonnegative_high,True,32,0.5,0.5,16,0.5060728744939271,0.46875,0.59375,9,7,6,10,0.46558704453441296,0.2593219775322085,0.7119019604744088,0.49822495829221036,0.07229415262432495,-0.09552504170778964,0.0
recent_2024_2026,annual_state_offset,learned_order_extension,negative_low,True,32,0.625,0.375,20,0.5991902834008097,0.34375,0.40625,6,14,5,7,0.5708502024291497,0.2412131138794386,0.6751679643732222,0.4546763490426001,0.09879186983755381,0.048426349042600125,0.0
recent_2024_2026,annual_state_offset,learned_order_extension,negative_high,True,20,0.55,0.45,11,0.5833333333333334,0.35,0.6,5,6,2,7,0.65625,0.23301851685319974,0.6586055750690665,0.4980185646429584,0.06139966704178021,-0.10198143535704157,0.0
recent_2024_2026,annual_state_offset,learned_order_extension,nonnegative_low,True,41,0.5609756097560976,0.43902439024390244,23,0.5765550239234449,0.2926829268292683,0.5365853658536586,8,15,4,14,0.5287081339712919,0.25800726211441677,0.7112160010262932,0.47031439404308306,0.08369025471346687,-0.06627097181057551,0.0
recent_2024_2026,annual_state_offset,learned_order_extension,nonnegative_high,True,32,0.53125,0.46875,17,0.5445344129554656,0.4375,0.59375,9,8,5,10,0.44534412955465585,0.2624752792584949,0.7185985669529011,0.48456078376476874,0.06939712937095648,-0.10918921623523126,0.0
recent_2024_2026,annual_state_offset,learned_order_offset,negative_low,True,32,0.625,0.375,20,0.5991902834008097,0.34375,0.40625,6,14,5,7,0.5708502024291497,0.24121984716295536,0.6751761770411654,0.4552587437463024,0.09775745690682613,0.049008743746302375,0.0
recent_2024_2026,annual_state_offset,learned_order_offset,negative_high,True,20,0.55,0.45,11,0.5833333333333334,0.35,0.6,5,6,2,7,0.6458333333333334,0.2330624493685082,0.6587015848373663,0.49774822133233176,0.061094094677745625,-0.10225177866766821,0.0
recent_2024_2026,annual_state_offset,learned_order_offset,nonnegative_low,True,41,0.5609756097560976,0.43902439024390244,23,0.5765550239234449,0.2926829268292683,0.5365853658536586,8,15,4,14,0.5263157894736842,0.25814528669844733,0.7114879862288233,0.46981811628172687,0.08323647594221119,-0.0667672495719317,0.0
recent_2024_2026,annual_state_offset,learned_order_offset,nonnegative_high,True,32,0.5,0.5,16,0.5182186234817814,0.40625,0.59375,8,8,5,11,0.44534412955465585,0.26232972377911057,0.7182906527112499,0.4845046603929898,0.06900297601535149,-0.10924533960701022,0.0
recent_2024_2026,annual_shared_offset,learned_market,negative_low,True,32,0.65625,0.34375,21,0.6255060728744939,0.3125,0.40625,6,15,4,7,0.6356275303643725,0.23411748852869507,0.6608262508437466,0.45227424532228355,0.08773390255211616,0.04602424532228355,0.0
