history,method,row_index,date,year,head_cutoff,encoder_cutoff,state,new_state_n,eligible,actual_up,annual_probability,probability,probability_change,signed_probability_change,annual_correct,correct,case
annual_state_offset,learned_market,3630,2026-01-09,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.5247528297004517,0.5247528297004517,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,3635,2026-01-16,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.5358343724082923,0.5358343724082923,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,3640,2026-01-23,2026,2025-12-31,2025-12-31,negative_low,0,False,0,0.4292369877583089,0.4292369877583089,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3645,2026-01-30,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,1,0.4591640849676522,0.4591640849676522,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3650,2026-02-06,2026,2025-12-31,2025-12-31,negative_low,0,False,1,0.5097015271695778,0.5097015271695778,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,3655,2026-02-13,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.4571590483811076,0.4571590483811076,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3659,2026-02-27,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.5114368929840101,0.5114368929840101,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,3664,2026-03-06,2026,2025-12-31,2025-12-31,nonnegative_high,0,False,1,0.5049060459412255,0.5049060459412255,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,3669,2026-03-13,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.45966722009852146,0.45966722009852146,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3674,2026-03-20,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.4489633359737127,0.4489633359737127,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3679,2026-03-27,2026,2025-12-31,2025-12-31,negative_high,0,False,0,0.4655463624095211,0.4655463624095211,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3684,2026-04-03,2026,2026-03-31,2025-12-31,negative_high,1,False,1,0.4764559743529441,0.4764559743529441,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3688,2026-04-10,2026,2026-03-31,2025-12-31,negative_high,1,False,1,0.4497645036249702,0.4497645036249702,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3693,2026-04-17,2026,2026-03-31,2025-12-31,negative_high,1,False,1,0.4763881806082888,0.4763881806082888,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3698,2026-04-24,2026,2026-03-31,2025-12-31,nonnegative_high,5,False,1,0.46275428395762463,0.46275428395762463,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3705,2026-05-08,2026,2026-03-31,2025-12-31,nonnegative_high,5,False,0,0.5509925651699676,0.5509925651699676,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,3710,2026-05-15,2026,2026-03-31,2025-12-31,nonnegative_low,44,True,1,0.6068105774736267,0.5584355051744363,-0.04837507229919036,-0.04837507229919036,True,True,stable_correct
annual_state_offset,learned_market,3715,2026-05-22,2026,2026-03-31,2025-12-31,nonnegative_low,44,True,1,0.47476764013923195,0.4230792051892485,-0.05168843494998343,-0.05168843494998343,False,False,stable_wrong
annual_state_offset,learned_market,3720,2026-05-29,2026,2026-03-31,2025-12-31,nonnegative_high,5,False,0,0.47069934366443983,0.47069934366443983,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3725,2026-06-05,2026,2026-03-31,2025-12-31,nonnegative_high,5,False,1,0.43343257781621963,0.43343257781621963,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3730,2026-06-12,2026,2026-03-31,2025-12-31,nonnegative_high,5,False,1,0.3946021727356898,0.3946021727356898,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3739,2026-06-26,2026,2026-03-31,2025-12-31,nonnegative_high,5,False,1,0.5028351367660838,0.5028351367660838,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,3744,2026-07-03,2026,2026-06-30,2025-12-31,nonnegative_high,36,True,0,0.48961299180420353,0.5599133054675555,0.07030031366335193,-0.07030031366335193,True,False,regression
annual_state_offset,learned_market,3749,2026-07-10,2026,2026-06-30,2025-12-31,nonnegative_high,36,True,0,0.5112169662397662,0.579656787032765,0.06843982079299882,-0.06843982079299882,False,False,stable_wrong
annual_state_offset,learned_market,3754,2026-07-17,2026,2026-06-30,2025-12-31,negative_high,19,False,1,0.48034056980630435,0.48034056980630435,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3759,2026-07-24,2026,2026-06-30,2025-12-31,negative_high,19,False,0,0.4855896136257898,0.4855896136257898,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3764,2026-07-31,2026,2026-06-30,2025-12-31,negative_high,19,False,1,0.3968670895698036,0.3968670895698036,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3769,2026-08-07,2026,2026-06-30,2025-12-31,negative_high,19,False,0,0.4499577215063888,0.4499577215063888,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3774,2026-08-14,2026,2026-06-30,2025-12-31,negative_high,19,False,0,0.48837964453678734,0.48837964453678734,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3779,2026-08-21,2026,2026-06-30,2025-12-31,negative_high,19,False,0,0.5212932595922709,0.5212932595922709,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_vol_interaction,3630,2026-01-09,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.5260850289084584,0.5260850289084584,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_vol_interaction,3635,2026-01-16,2026,2025-12-31,2025-12-31,nonnegative_low,0,False,0,0.5431940794853497,0.5431940794853497,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_vol_interaction,3640,2026-01-23,2026,2025-12-31,2025-12-31,negative_low,0,False,0,0.42401345231033893,0.42401345231033893,0.0,-0.0,True,True,stable_correct
