encoder_cutoff,row_index,date,state,trend60,volatility20,range20,volume_change20,order60,market5_outside_any,market5_outside_fraction,market5_mean_squared_raw_z,outside_trend60,outside_volatility20,outside_range20,outside_volume_change20,outside_order60,decoded25_outside_any,decoded25_outside_fraction,decoded25_mean_squared_raw_z
2024-12-31,3008,2023-06-16,nonnegative_low,0.10052906102272458,0.008271598551413389,0.011653300284335444,0.15066637310359,0.19887005649717515,1.0,0.2,1.0658787266228598,0,0,0,0,1,0.3333333333333333,0.013333333333333334,1.7379736682612592
2024-12-31,3009,2023-06-19,negative_low,-0.2144656737854718,0.008345912506726259,0.011465733671232669,0.21216003007777573,0.1593220338983051,0.0,0.0,0.8321582676845602,0,0,0,0,0,0.0,0.0,1.2910982307375793
2024-12-31,3010,2023-06-20,negative_low,-0.3137310808504917,0.007737565190175037,0.010962756210793057,0.031803303783192405,0.15141242937853108,0.0,0.0,0.7885169182724459,0,0,0,0,0,0.0,0.0,1.0950536801388429
2024-12-31,3011,2023-06-21,negative_low,-0.7210973963683162,0.007883464222122435,0.011107767516104605,-0.14824690003632668,0.1751412429378531,1.0,0.2,1.0321322563743198,0,0,0,0,1,0.0,0.0,1.168774232625543
2024-12-31,3012,2023-06-26,negative_low,-0.8829585994877689,0.00846443923472934,0.01106732193920612,0.07627158269342971,0.1751412429378531,1.0,0.2,1.0204480885589475,0,0,0,0,1,0.3333333333333333,0.04,1.9047976205286343
2024-12-31,3013,2023-06-27,negative_low,-0.6687109138863869,0.008733939211469718,0.011088443428501371,0.153682116431483,0.15141242937853108,0.0,0.0,0.8228103330877244,0,0,0,0,0,0.0,0.0,1.2509424021894457
2024-12-31,3014,2023-06-28,negative_low,-0.6372327674886404,0.00868167947245661,0.010975325237117594,-0.2087103697023629,0.15141242937853108,0.0,0.0,0.8665211995287343,0,0,0,0,0,0.0,0.0,0.6330338073702911
2024-12-31,3015,2023-06-29,negative_low,-0.7400713620901292,0.008747088325809971,0.010562836124791808,-0.33657865878853244,0.14124293785310735,0.0,0.0,0.9763300769244001,0,0,0,0,0,0.0,0.0,0.5201156243279623
2024-12-31,3016,2023-06-30,negative_low,-0.7860111548976034,0.008508677950287266,0.01056712308845178,-0.22157683380855175,0.10734463276836159,0.0,0.0,0.7176826670450678,0,0,0,0,0,0.0,0.0,0.5426063905262972
2024-12-31,3017,2023-07-03,negative_low,-0.6151853083379871,0.008929774483477556,0.010538401289284228,-0.010487398870534292,0.10734463276836159,0.0,0.0,0.5750143099968399,0,0,0,0,0,0.0,0.0,0.5962461172302134
2024-12-31,3018,2023-07-04,negative_low,-0.7508048521130942,0.00840298188298299,0.010247852265271895,-0.13256004259078935,0.10734463276836159,0.0,0.0,0.6850616691584923,0,0,0,0,0,0.0,0.0,0.5401305076428965
2024-12-31,3019,2023-07-05,negative_low,-0.9168772986114897,0.00852762708641748,0.010338429912517455,-0.17375267858151133,0.09491525423728814,0.0,0.0,0.6891980701495918,0,0,0,0,0,0.0,0.0,0.6226275005540878
2024-12-31,3020,2023-07-06,negative_low,-0.9937322236255552,0.008393623947544095,0.010015058828844126,-0.2281564843010706,0.12881355932203392,0.0,0.0,0.9471040044215648,0,0,0,0,0,0.0,0.0,0.3433399690759093
2024-12-31,3021,2023-07-07,negative_low,-1.1702074717517676,0.008377994798756613,0.009785492353088187,0.02046919953683357,0.1480225988700565,0.0,0.0,1.0569831179620248,0,0,0,0,0,0.0,0.0,0.6145862790987823
2024-12-31,3022,2023-07-10,negative_low,-1.0210317215966436,0.008259074339273344,0.009477536519898511,-0.25445516758652076,0.12881355932203392,0.0,0.0,1.0354441667454986,0,0,0,0,0,0.0,0.0,0.7761404831005657
2024-12-31,3023,2023-07-11,negative_low,-0.8955741275864917,0.008326362434378273,0.009483057500491476,-0.43995569804420853,0.14124293785310735,0.0,0.0,1.2696361020991938,0,0,0,0,0,0.0,0.0,0.8931366054994813
2024-12-31,3024,2023-07-12,negative_low,-0.985398761735525,0.008460974616076956,0.009345445078326086,-0.12806194345822064,0.10734463276836159,0.0,0.0,0.8382535831042028,0,0,0,0,0,0.3333333333333333,0.013333333333333334,0.8782088179595865
2024-12-31,3025,2023-07-13,negative_low,-0.6452554170056068,0.00894860585263396,0.009491823406336409,0.08113674033882035,0.11751412429378531,0.0,0.0,0.7300341441637758,0,0,0,0,0,0.3333333333333333,0.013333333333333334,0.7894729426873689
2024-12-31,3026,2023-07-14,negative_low,-0.7309722828555864,0.008947543612823657,0.009298347518059025,-0.020952623541187876,0.11751412429378531,0.0,0.0,0.7629349544690187,0,0,0,0,0,0.0,0.0,0.643229917509398
2024-12-31,3027,2023-07-17,negative_low,-1.0876512933624152,0.00840379762046029,0.008988879436768026,-0.26648390744880146,0.07344632768361581,0.0,0.0,0.8732174245578246,0,0,0,0,0,0.0,0.0,0.49031105992165797
2024-12-31,3028,2023-07-18,negative_low,-1.1856137653092715,0.008072097800709792,0.008832889146199197,-0.42425933300616236,0.09491525423728814,0.0,0.0,1.2120833603446735,0,0,0,0,0,0.0,0.0,0.7044558712477292
2024-12-31,3029,2023-07-19,negative_low,-1.0699430240794428,0.007918471062660918,0.00877917617679973,-0.5277426792812498,0.09491525423728814,1.0,0.2,1.3407058011935773,0,0,1,0,0,0.0,0.0,0.9375688483237609
2024-12-31,3030,2023-07-20,negative_low,-1.1322399884730767,0.008027463167792452,0.00927671556580938,-0.28603105442964605,0.09491525423728814,0.0,0.0,0.9804452882423925,0,0,0,0,0,0.0,0.0,0.9458305806818937
2024-12-31,3031,2023-07-21,negative_low,-0.8702671271358654,0.007340392389439943,0.00908759318340362,-0.39776524261661095,0.09491525423728814,0.0,0.0,1.0714988267898289,0,0,0,0,0,0.3333333333333333,0.04,1.194315471776448
2024-12-31,3032,2023-07-24,negative_low,-0.7513964973214198,0.006716419822454049,0.008954227966698536,-0.573853606128754,0.09491525423728814,0.0,0.0,1.378283269569699,0,0,0,0,0,0.0,0.0,1.2691709988221662
2024-12-31,3033,2023-07-25,negative_low,-0.18004319035292796,0.00897125606126939,0.008990858055612883,0.33204560952219,0.07344632768361581,0.0,0.0,0.6966602528702731,0,0,0,0,0,0.3333333333333333,0.013333333333333334,1.0027048544828725
2024-12-31,3034,2023-07-26,negative_low,-0.1979496550688371,0.00898342884850947,0.008736254127580168,0.008005281945560938,0.07344632768361581,1.0,0.2,0.5536061790108567,0,0,1,0,0,0.0,0.0,0.8191831479038383
2024-12-31,3035,2023-07-27,negative_low,-0.32735799652439834,0.008899019929250821,0.00895102190231043,0.11861176984497135,0.06101694915254237,0.0,0.0,0.5217225224553815,0,0,0,0,0,0.0,0.0,0.5792208992888971
2024-12-31,3036,2023-07-28,negative_high,-0.12987623166613804,0.010068282934383378,0.009795422822655286,0.5737115114927818,0.027118644067796613,0.0,0.0,0.8079344731581278,0,0,0,0,0,0.0,0.0,0.7472952401618032
2024-12-31,3037,2023-07-31,negative_high,-0.055473156410488327,0.009781274200113998,0.009999307252989276,0.40481280315655255,0.06101694915254237,0.0,0.0,0.6156058933583909,0,0,0,0,0,0.0,0.0,0.7060409816208274
2024-12-31,3038,2023-08-01,negative_high,-0.067260149329492,0.009859542520702603,0.010329135232603459,0.2619705853005563,0.06101694915254237,0.0,0.0,0.4339265829751163,0,0,0,0,0,0.3333333333333333,0.013333333333333334,0.6361653374041357
2024-12-31,3039,2023-08-02,negative_high,-0.33271472427923043,0.009827670624366838,0.010498639978887692,0.2538857199808966,0.08022598870056497,0.0,0.0,0.4925660172663983,0,0,0,0,0,0.0,0.0,0.41930951326751176
2024-12-31,3040,2023-08-03,negative_high,-0.08203140188618861,0.009775364711471035,0.010512570061346871,0.253476009352088,0.06101694915254237,0.0,0.0,0.414137009365506,0,0,0,0,0,0.0,0.0,0.8151039671861895
2024-12-31,3041,2023-08-04,nonnegative_high,0.08549229622168647,0.009665811776820337,0.010754159993152611,0.5690849745590576,0.07344632768361581,0.0,0.0,0.8598565119406066,0,0,0,0,0,0.3333333333333333,0.013333333333333334,1.5737990402915332
2024-12-31,3042,2023-08-07,negative_high,-0.0018366775051937019,0.009891425168061727,0.010643614081297059,0.2762027071057105,0.03954802259887006,0.0,0.0,0.362991441832987,0,0,0,0,0,0.0,0.0,1.5517129481927487
2024-12-31,3043,2023-08-08,nonnegative_high,0.1551567510224865,0.009876574718635902,0.010792395194769443,0.2390450192074951,0.07344632768361581,0.0,0.0,0.4312187667665672,0,0,0,0,0,0.0,0.0,0.7992221660218147
2024-12-31,3044,2023-08-09,negative_high,-0.11797803982018036,0.009756045966717074,0.010587528787088818,-0.16413903244288264,0.09491525423728814,0.0,0.0,0.4813469380035825,0,0,0,0,0,0.0,0.0,0.6061547474027164
2024-12-31,3045,2023-08-10,negative_low,-0.009417183118659685,0.009320195064833914,0.010393918861003293,-0.2134580454279238,0.07344632768361581,0.0,0.0,0.4582786842010286,0,0,0,0,0,0.0,0.0,0.33657449266331274
2024-12-31,3046,2023-08-11,negative_high,-0.275541514477269,0.010718226953615633,0.011397724061125736,0.029932749798668112,0.03954802259887006,0.0,0.0,0.18996593075014814,0,0,0,0,0,0.3333333333333333,0.013333333333333334,0.7377051011845932
