cutoff,encoder_cutoff,seed,method,kind,state,eligible,offset,status,lambda_sum,n,up_n,up_rate,annual_mean_probability,objective,gradient,hessian,kkt_violation,annual_log_loss,corrected_log_loss
2021-03-31,2020-12-31,20260911,learned_order_extension,global,eligible_shared,True,-0.1676320618700628,interior,20.0,42,13,0.30952380952380953,0.42776683930513437,30.645575454453336,0.0,29.4824271021902,0.0,0.739552213425333,0.7229659612567917
2021-03-31,2020-12-31,20260911,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260911,learned_order_offset,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.40158166940308027,,,,,,
2021-03-31,2020-12-31,20260911,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.557076052475415,,,,,,
2021-03-31,2020-12-31,20260911,learned_order_offset,state,nonnegative_high,True,-0.16670398947242676,interior,20.0,42,13,0.30952380952380953,0.4270927727682895,30.634667346605447,0.0,29.477763441288772,0.0,0.7391816219025042,0.7227801225129814
2021-03-31,2020-12-31,20260911,learned_order_offset,global,eligible_shared,True,-0.16670398947242676,interior,20.0,42,13,0.30952380952380953,0.4270927727682895,30.634667346605447,0.0,29.477763441288772,0.0,0.7391816219025042,0.7227801225129814
2021-03-31,2020-12-31,20260912,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260912,learned_market,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5365581418628509,,,,,,
2021-03-31,2020-12-31,20260912,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5015704525819767,,,,,,
2021-03-31,2020-12-31,20260912,learned_market,state,nonnegative_high,True,-0.20027174215997973,interior,20.0,42,13,0.30952380952380953,0.45193541023826683,28.950711316271995,0.0,29.722343545967973,0.0,0.7035424956508144,0.679752943076049
2021-03-31,2020-12-31,20260912,learned_market,global,eligible_shared,True,-0.20027174215997973,interior,20.0,42,13,0.30952380952380953,0.45193541023826683,28.950711316271995,0.0,29.722343545967973,0.0,0.7035424956508144,0.679752943076049
2021-03-31,2020-12-31,20260912,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260912,learned_vol_interaction,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5392038996271484,,,,,,
2021-03-31,2020-12-31,20260912,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5021161765236108,,,,,,
2021-03-31,2020-12-31,20260912,learned_vol_interaction,state,nonnegative_high,True,-0.20161569507000998,interior,20.0,42,13,0.30952380952380953,0.452944997135722,28.923084804766933,0.0,29.734059709481926,0.0,0.7030820336406282,0.6789665695186025
2021-03-31,2020-12-31,20260912,learned_vol_interaction,global,eligible_shared,True,-0.20161569507000998,interior,20.0,42,13,0.30952380952380953,0.452944997135722,28.923084804766933,0.0,29.734059709481926,0.0,0.7030820336406282,0.6789665695186025
2021-03-31,2020-12-31,20260912,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260912,learned_order_extension,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5403183042638389,,,,,,
2021-03-31,2020-12-31,20260912,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5030347080980516,,,,,,
2021-03-31,2020-12-31,20260912,learned_order_extension,state,nonnegative_high,True,-0.20330880349066205,interior,20.0,42,13,0.30952380952380953,0.4541942590078635,28.923876605582464,0.0,29.743534214122956,0.0,0.7033490222661184,0.6788221883289147
2021-03-31,2020-12-31,20260912,learned_order_extension,global,eligible_shared,True,-0.20330880349066205,interior,20.0,42,13,0.30952380952380953,0.4541942590078635,28.923876605582464,0.0,29.743534214122956,0.0,0.7033490222661184,0.6788221883289147
2021-03-31,2020-12-31,20260912,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260912,learned_order_offset,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5402115538731589,,,,,,
2021-03-31,2020-12-31,20260912,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5028649884798009,,,,,,
2021-03-31,2020-12-31,20260912,learned_order_offset,state,nonnegative_high,True,-0.20303529036712792,interior,20.0,42,13,0.30952380952380953,0.45399455269439365,28.920070677648006,0.0,29.742428586909558,0.0,0.7032183871887041,0.678758033007223
2021-03-31,2020-12-31,20260912,learned_order_offset,global,eligible_shared,True,-0.20303529036712792,interior,20.0,42,13,0.30952380952380953,0.45399455269439365,28.920070677648006,0.0,29.742428586909558,0.0,0.7032183871887041,0.678758033007223
2021-06-30,2020-12-31,20260910,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.6180939169112228,,,,,,
2021-06-30,2020-12-31,20260910,learned_market,state,negative_high,True,-0.009780643894533692,interior,20.0,37,23,0.6216216216216216,0.6291445650527095,23.84918315179137,0.0,28.469360184623405,0.0,0.6446093116377744,0.6445466632930122
2021-06-30,2020-12-31,20260910,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.5379509672417624,,,,,,
2021-06-30,2020-12-31,20260910,learned_market,state,nonnegative_high,True,-0.27617146997375286,interior,20.0,53,16,0.3018867924528302,0.4719770367128856,35.83984268209579,0.0,32.39833420790229,0.0,0.6996603007418598,0.6618327523362483
2021-06-30,2020-12-31,20260910,learned_market,global,eligible_shared,True,-0.1515171731138515,interior,40.0,90,39,0.43333333333333335,0.5365903539192577,60.22830789035868,1.7763568394002505e-15,61.36820053778095,1.7763568394002505e-15,0.6770282274435135,0.6641017646154491
2021-06-30,2020-12-31,20260910,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.6306061739027983,,,,,,
2021-06-30,2020-12-31,20260910,learned_vol_interaction,state,negative_high,True,-0.02632196726834718,interior,20.0,37,23,0.6216216216216216,0.6417863908403342,24.571821466806536,-2.220446049250313e-16,28.374032095248296,2.220446049250313e-16,0.6643687622039312,0.6639160272215616
2021-06-30,2020-12-31,20260910,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.5186849520660067,,,,,,
2021-06-30,2020-12-31,20260910,learned_vol_interaction,state,nonnegative_high,True,-0.26754214673217147,interior,20.0,53,16,0.3018867924528302,0.46718225528616364,35.29587280424724,0.0,32.49778067364034,0.0,0.6880235191776602,0.652454430216352
2021-06-30,2020-12-31,20260910,learned_vol_interaction,global,eligible_shared,True,-0.15504698344226853,interior,40.0,90,39,0.43333333333333335,0.5389639554584339,60.309664394752765,8.881784197001252e-16,61.354313084892055,8.881784197001252e-16,0.6782987857551273,0.6647652561473536
2021-06-30,2020-12-31,20260910,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.6329827263188368,,,,,,
2021-06-30,2020-12-31,20260910,learned_order_extension,state,negative_high,True,-0.028982683126361167,interior,20.0,37,23,0.6216216216216216,0.6437877394219945,24.516122003236585,1.1102230246251565e-16,28.329721237662113,1.1102230246251565e-16,0.6629192303101747,0.6623708660547176
2021-06-30,2020-12-31,20260910,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.5123033301210738,,,,,,
2021-06-30,2020-12-31,20260910,learned_order_extension,state,nonnegative_high,True,-0.2623853744917054,interior,20.0,53,16,0.3018867924528302,0.46385736214894313,35.2170152455514,0.0,32.46815526079578,0.0,0.6856744061028223,0.6514821584543373
2021-06-30,2020-12-31,20260910,learned_order_extension,global,eligible_shared,True,-0.15357902087550362,interior,40.0,90,39,0.43333333333333335,0.5378287394723087,60.14637629898851,0.0,61.270644791133506,0.0,0.6763195004991782,0.6630516220658549
2021-06-30,2020-12-31,20260910,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.632999816044415,,,,,,
2021-06-30,2020-12-31,20260910,learned_order_offset,state,negative_high,True,-0.028911643993043676,interior,20.0,37,23,0.6216216216216216,0.6437340766548623,24.506626435757656,0.0,28.33049430016311,0.0,0.6626610293725478,0.6621153406533473
2021-06-30,2020-12-31,20260910,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.5125448606394357,,,,,,
2021-06-30,2020-12-31,20260910,learned_order_offset,state,nonnegative_high,True,-0.26276763801035463,interior,20.0,53,16,0.3018867924528302,0.46409754911563894,35.22772920245981,2.6645352591003757e-15,32.46917648150037,2.6645352591003757e-15,0.6859389929940871,0.6516464318227246
2021-06-30,2020-12-31,20260910,learned_order_offset,global,eligible_shared,True,-0.15374982598742065,interior,40.0,90,39,0.43333333333333335,0.5379481215484307,60.149214807655156,8.881784197001252e-16,61.272847528687706,8.881784197001252e-16,0.6763691635052319,0.6630714958647991
2021-06-30,2020-12-31,20260911,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.6309763293512044,,,,,,
2021-06-30,2020-12-31,20260911,learned_market,state,negative_high,True,0.1157254075705558,interior,20.0,37,23,0.6216216216216216,0.5321422595404355,29.948143473948274,4.440892098500626e-16,28.56246113435286,4.440892098500626e-16,0.8145842543724658,0.8057897236317448
2021-06-30,2020-12-31,20260911,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.5000549247358412,,,,,,
2021-06-30,2020-12-31,20260911,learned_market,state,nonnegative_high,True,-0.21913987881452912,interior,20.0,53,16,0.3018867924528302,0.4344260375270598,36.29079757278932,0.0,31.824342489526487,0.0,0.6992222205047435,0.6756712209041671
2021-06-30,2020-12-31,20260911,learned_market,global,eligible_shared,True,-0.061019180352109445,interior,40.0,90,39,0.43333333333333335,0.47459826213255873,67.0851091180699,0.0,60.82571030093358,0.0,0.7466488344281403,0.7445626923405891
2021-06-30,2020-12-31,20260911,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.6245287310449064,,,,,,
2021-06-30,2020-12-31,20260911,learned_vol_interaction,state,negative_high,True,0.12066047415452139,interior,20.0,37,23,0.6216216216216216,0.5284605381182373,30.449323524431122,1.3322676295501878e-15,28.5213816031375,1.3322676295501878e-15,0.8285723716711881,0.8190198384918699
2021-06-30,2020-12-31,20260911,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.500821285396906,,,,,,
2021-06-30,2020-12-31,20260911,learned_vol_interaction,state,nonnegative_high,True,-0.21492134376643568,interior,20.0,53,16,0.3018867924528302,0.43153821877787807,36.324198015801485,8.881784197001252e-16,31.74495529502006,8.881784197001252e-16,0.6992641044294672,0.6766469089761845
2021-06-30,2020-12-31,20260911,learned_vol_interaction,global,eligible_shared,True,-0.05638221421458342,interior,40.0,90,39,0.43333333333333335,0.47138406117335924,67.62165105718015,4.440892098500626e-16,60.70213769023899,4.440892098500626e-16,0.7524241698510638,0.7506452441731707
2021-06-30,2020-12-31,20260911,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.627539758735958,,,,,,
2021-06-30,2020-12-31,20260911,learned_order_extension,state,negative_high,True,0.12826589491811552,interior,20.0,37,23,0.6216216216216216,0.5228853831486387,31.153511876895372,-4.440892098500626e-16,28.439635652920582,4.440892098500626e-16,0.8483162641178897,0.8375402832136195
2021-06-30,2020-12-31,20260911,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.48961252431522473,,,,,,
2021-06-30,2020-12-31,20260911,learned_order_extension,state,nonnegative_high,True,-0.2081912331416662,interior,20.0,53,16,0.3018867924528302,0.4270269990715964,36.216957497517456,8.881784197001252e-16,31.637536245659923,8.881784197001252e-16,0.6963375182278452,0.6751607849423958
2021-06-30,2020-12-31,20260911,learned_order_extension,global,eligible_shared,True,-0.04921857637724955,interior,40.0,90,39,0.43333333333333335,0.46643544585882496,68.22028759829556,2.220446049250313e-16,60.495725938412114,2.220446049250313e-16,0.7588176693159745,0.7574648692564833
2021-06-30,2020-12-31,20260911,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,11,7,0.6363636363636364,0.6263764694356807,,,,,,
2021-06-30,2020-12-31,20260911,learned_order_offset,state,negative_high,True,0.12953863360575218,interior,20.0,37,23,0.6216216216216216,0.5218848254260303,31.150280593550338,0.0,28.44580571361243,0.0,0.8483565391103621,0.8373642707455644
2021-06-30,2020-12-31,20260911,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,17,13,0.7647058823529411,0.4900329034372028,,,,,,
