cutoff,encoder_cutoff,seed,method,kind,state,eligible,offset,status,lambda_sum,n,up_n,up_rate,annual_mean_probability,objective,gradient,hessian,kkt_violation,annual_log_loss,corrected_log_loss
2020-12-31,2020-12-31,20260910,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_market,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_market,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_market,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_vol_interaction,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_vol_interaction,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_vol_interaction,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_extension,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_extension,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_extension,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_offset,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_offset,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260910,learned_order_offset,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_market,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_market,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_market,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_vol_interaction,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_vol_interaction,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_vol_interaction,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_extension,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_extension,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_extension,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_offset,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_offset,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260911,learned_order_offset,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_market,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_market,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_market,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_vol_interaction,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_vol_interaction,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_vol_interaction,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_extension,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_extension,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_extension,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_offset,state,negative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_offset,state,nonnegative_high,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2020-12-31,2020-12-31,20260912,learned_order_offset,global,eligible_shared,False,0.0,no_eligible_states,0.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260910,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260910,learned_market,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5744808511898793,,,,,,
2021-03-31,2020-12-31,20260910,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.6086000399697814,,,,,,
2021-03-31,2020-12-31,20260910,learned_market,state,nonnegative_high,True,-0.20560411420879598,interior,20.0,42,13,0.30952380952380953,0.4565486075388875,29.104853526422833,8.881784197001252e-16,29.877896212496566,8.881784197001252e-16,0.7080635787837525,0.6829076906815951
2021-03-31,2020-12-31,20260910,learned_market,global,eligible_shared,True,-0.20560411420879598,interior,20.0,42,13,0.30952380952380953,0.4565486075388875,29.104853526422833,8.881784197001252e-16,29.877896212496566,8.881784197001252e-16,0.7080635787837525,0.6829076906815951
2021-03-31,2020-12-31,20260910,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260910,learned_vol_interaction,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5446081867199277,,,,,,
2021-03-31,2020-12-31,20260910,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5978164924635454,,,,,,
2021-03-31,2020-12-31,20260910,learned_vol_interaction,state,nonnegative_high,True,-0.203688734274736,interior,20.0,42,13,0.30952380952380953,0.45574515022433393,28.71145525198683,8.881784197001252e-16,29.99541343607728,8.881784197001252e-16,0.6984749659506163,0.6737277201733902
2021-03-31,2020-12-31,20260910,learned_vol_interaction,global,eligible_shared,True,-0.203688734274736,interior,20.0,42,13,0.30952380952380953,0.45574515022433393,28.71145525198683,8.881784197001252e-16,29.99541343607728,8.881784197001252e-16,0.6984749659506163,0.6737277201733902
2021-03-31,2020-12-31,20260910,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260910,learned_order_extension,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.5445168788132597,,,,,,
2021-03-31,2020-12-31,20260910,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5984255461978344,,,,,,
2021-03-31,2020-12-31,20260910,learned_order_extension,state,nonnegative_high,True,-0.20213939333213538,interior,20.0,42,13,0.30952380952380953,0.454600202272928,28.74097024854168,1.7763568394002505e-15,29.987874566928955,1.7763568394002505e-15,0.6989488918103811,0.6745801644089248
2021-03-31,2020-12-31,20260910,learned_order_extension,global,eligible_shared,True,-0.20213939333213538,interior,20.0,42,13,0.30952380952380953,0.454600202272928,28.74097024854168,1.7763568394002505e-15,29.987874566928955,1.7763568394002505e-15,0.6989488918103811,0.6745801644089248
2021-03-31,2020-12-31,20260910,learned_order_offset,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260910,learned_order_offset,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.544941035643859,,,,,,
2021-03-31,2020-12-31,20260910,learned_order_offset,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.598672285818171,,,,,,
2021-03-31,2020-12-31,20260910,learned_order_offset,state,nonnegative_high,True,-0.20248047465190366,interior,20.0,42,13,0.30952380952380953,0.4548479472128286,28.74969683508303,8.881784197001252e-16,29.98858159196954,8.881784197001252e-16,0.6992064385816047,0.6747550811650102
2021-03-31,2020-12-31,20260910,learned_order_offset,global,eligible_shared,True,-0.20248047465190366,interior,20.0,42,13,0.30952380952380953,0.4548479472128286,28.74969683508303,8.881784197001252e-16,29.98858159196954,8.881784197001252e-16,0.6992064385816047,0.6747550811650102
2021-03-31,2020-12-31,20260911,learned_market,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260911,learned_market,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.41632887459097057,,,,,,
2021-03-31,2020-12-31,20260911,learned_market,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5613745026526534,,,,,,
2021-03-31,2020-12-31,20260911,learned_market,state,nonnegative_high,True,-0.1752945063232006,interior,20.0,42,13,0.30952380952380953,0.4335399291908703,30.538323232628635,0.0,29.568091933064544,0.0,0.737956024787632,0.7197867045989925
2021-03-31,2020-12-31,20260911,learned_market,global,eligible_shared,True,-0.1752945063232006,interior,20.0,42,13,0.30952380952380953,0.4335399291908703,30.538323232628635,0.0,29.568091933064544,0.0,0.737956024787632,0.7197867045989925
2021-03-31,2020-12-31,20260911,learned_vol_interaction,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260911,learned_vol_interaction,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.40231119654670633,,,,,,
2021-03-31,2020-12-31,20260911,learned_vol_interaction,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5583670920777117,,,,,,
2021-03-31,2020-12-31,20260911,learned_vol_interaction,state,nonnegative_high,True,-0.16927361692968523,interior,20.0,42,13,0.30952380952380953,0.42889182810466686,30.611177037884385,-4.440892098500626e-16,29.475341153223965,4.440892098500626e-16,0.7389253168508658,0.7220152729523763
2021-03-31,2020-12-31,20260911,learned_vol_interaction,global,eligible_shared,True,-0.16927361692968523,interior,20.0,42,13,0.30952380952380953,0.42889182810466686,30.611177037884385,-4.440892098500626e-16,29.475341153223965,4.440892098500626e-16,0.7389253168508658,0.7220152729523763
2021-03-31,2020-12-31,20260911,learned_order_extension,state,negative_low,False,0.0,insufficient_new_samples,20.0,0,0,,,,,,,,
2021-03-31,2020-12-31,20260911,learned_order_extension,state,negative_high,False,0.0,insufficient_new_samples,20.0,4,4,1.0,0.40323941479635955,,,,,,
2021-03-31,2020-12-31,20260911,learned_order_extension,state,nonnegative_low,False,0.0,insufficient_new_samples,20.0,12,10,0.8333333333333334,0.5568362798828,,,,,,
2021-03-31,2020-12-31,20260911,learned_order_extension,state,nonnegative_high,True,-0.1676320618700628,interior,20.0,42,13,0.30952380952380953,0.42776683930513437,30.645575454453336,0.0,29.4824271021902,0.0,0.739552213425333,0.7229659612567917
