history,method,row_index,date,year,head_cutoff,encoder_cutoff,state,new_state_n,eligible,actual_up,annual_probability,probability,probability_change,signed_probability_change,annual_correct,correct,case
annual_state_offset,learned_market,2418,2021-01-08,2021,2020-12-31,2020-12-31,nonnegative_low,0,False,0,0.5075530912524239,0.5075530912524239,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2423,2021-01-15,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,1,0.3650104266377245,0.3650104266377245,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2428,2021-01-22,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,0,0.3866446547735138,0.3866446547735138,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2433,2021-01-29,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,1,0.42114716721388007,0.42114716721388007,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2438,2021-02-05,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,1,0.4985813898598063,0.4985813898598063,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2443,2021-02-19,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,0,0.4352524461345955,0.4352524461345955,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2448,2021-02-26,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,0,0.49709849837034153,0.49709849837034153,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2453,2021-03-05,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,0,0.41887534844548496,0.41887534844548496,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2458,2021-03-12,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,0,0.415043511213008,0.415043511213008,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2463,2021-03-19,2021,2020-12-31,2020-12-31,negative_high,0,False,1,0.5654234834962107,0.5654234834962107,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2468,2021-03-26,2021,2020-12-31,2020-12-31,nonnegative_high,0,False,1,0.5557651813900334,0.5557651813900334,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2473,2021-04-02,2021,2021-03-31,2020-12-31,negative_high,4,False,0,0.5699172983026043,0.5699172983026043,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2477,2021-04-09,2021,2021-03-31,2020-12-31,negative_high,4,False,0,0.6321055329611007,0.6321055329611007,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2482,2021-04-16,2021,2021-03-31,2020-12-31,negative_high,4,False,1,0.567805440823208,0.567805440823208,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2487,2021-04-23,2021,2021-03-31,2020-12-31,negative_high,4,False,0,0.6348872722727549,0.6348872722727549,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2492,2021-04-30,2021,2021-03-31,2020-12-31,negative_low,0,False,0,0.6259373673250876,0.6259373673250876,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2494,2021-05-07,2021,2021-03-31,2020-12-31,negative_high,4,False,1,0.6867029795215412,0.6867029795215412,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2499,2021-05-14,2021,2021-03-31,2020-12-31,negative_high,4,False,1,0.5300139783759729,0.5300139783759729,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2504,2021-05-21,2021,2021-03-31,2020-12-31,negative_low,0,False,1,0.6171517717115208,0.6171517717115208,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2509,2021-05-28,2021,2021-03-31,2020-12-31,negative_high,4,False,0,0.5499439655342768,0.5499439655342768,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2514,2021-06-04,2021,2021-03-31,2020-12-31,nonnegative_high,42,True,0,0.420707971879259,0.3752914538359872,-0.04541651804327179,0.04541651804327179,True,True,stable_correct
annual_state_offset,learned_market,2519,2021-06-11,2021,2021-03-31,2020-12-31,nonnegative_low,12,False,0,0.3417208038382485,0.3417208038382485,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2523,2021-06-18,2021,2021-03-31,2020-12-31,nonnegative_low,12,False,1,0.38627372137468335,0.38627372137468335,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2528,2021-06-25,2021,2021-03-31,2020-12-31,nonnegative_low,12,False,0,0.3771981442930659,0.3771981442930659,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2533,2021-07-02,2021,2021-06-30,2020-12-31,negative_high,37,True,1,0.45748776938154395,0.471045078454331,0.013557309072787072,0.013557309072787072,False,False,stable_wrong
annual_state_offset,learned_market,2538,2021-07-09,2021,2021-06-30,2020-12-31,nonnegative_high,53,True,0,0.41715766584427105,0.36237266916308136,-0.05478499668118969,0.05478499668118969,True,True,stable_correct
annual_state_offset,learned_market,2543,2021-07-16,2021,2021-06-30,2020-12-31,nonnegative_high,53,True,0,0.3961869094917308,0.3387213656697126,-0.057465543822018184,0.057465543822018184,True,True,stable_correct
annual_state_offset,learned_market,2548,2021-07-23,2021,2021-06-30,2020-12-31,nonnegative_high,53,True,0,0.47917206557692377,0.41911290761725545,-0.06005915795966832,0.06005915795966832,True,True,stable_correct
annual_state_offset,learned_market,2553,2021-07-30,2021,2021-06-30,2020-12-31,negative_high,37,True,1,0.5072936624303037,0.5206267333977039,0.013333070967400218,0.013333070967400218,True,True,stable_correct
annual_state_offset,learned_market,2558,2021-08-06,2021,2021-06-30,2020-12-31,negative_high,37,True,1,0.5095724467322627,0.522542743017425,0.01297029628516233,0.01297029628516233,True,True,stable_correct
annual_state_offset,learned_market,2563,2021-08-13,2021,2021-06-30,2020-12-31,negative_high,37,True,0,0.6139457232358976,0.6248554405371529,0.01090971730125534,-0.01090971730125534,False,False,stable_wrong
annual_state_offset,learned_market,2568,2021-08-20,2021,2021-06-30,2020-12-31,negative_high,37,True,1,0.5835100895664648,0.5962727398239286,0.012762650257463815,0.012762650257463815,True,True,stable_correct
annual_state_offset,learned_market,2573,2021-08-27,2021,2021-06-30,2020-12-31,negative_high,37,True,0,0.6715925244985614,0.6809910068465287,0.009398482347967252,-0.009398482347967252,False,False,stable_wrong
annual_state_offset,learned_market,2578,2021-09-03,2021,2021-06-30,2020-12-31,negative_high,37,True,1,0.6966987792511191,0.7073400191697673,0.010641239918648182,0.010641239918648182,True,True,stable_correct
annual_state_offset,learned_market,2583,2021-09-10,2021,2021-06-30,2020-12-31,negative_high,37,True,0,0.6843989292101661,0.6958407090615603,0.011441779851394163,-0.011441779851394163,False,False,stable_wrong
annual_state_offset,learned_market,2588,2021-09-17,2021,2021-06-30,2020-12-31,negative_high,37,True,1,0.6693378717763291,0.6802838954812337,0.010946023704904606,0.010946023704904606,True,True,stable_correct
annual_state_offset,learned_market,2591,2021-09-24,2021,2021-06-30,2020-12-31,negative_low,11,False,1,0.6100899207166376,0.6100899207166376,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2596,2021-10-08,2021,2021-09-30,2020-12-31,negative_low,13,False,0,0.762888147896703,0.762888147896703,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2601,2021-10-15,2021,2021-09-30,2020-12-31,negative_low,13,False,1,0.6902243307492358,0.6902243307492358,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2606,2021-10-22,2021,2021-09-30,2020-12-31,negative_low,13,False,0,0.5976160580683919,0.5976160580683919,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2611,2021-10-29,2021,2021-09-30,2020-12-31,nonnegative_low,25,True,0,0.6294381294706985,0.6622142345814513,0.032776105110752796,-0.032776105110752796,False,False,stable_wrong
annual_state_offset,learned_market,2616,2021-11-05,2021,2021-09-30,2020-12-31,negative_low,13,False,1,0.6420837315685839,0.6420837315685839,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2621,2021-11-12,2021,2021-09-30,2020-12-31,negative_low,13,False,1,0.7420425930318122,0.7420425930318122,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2626,2021-11-19,2021,2021-09-30,2020-12-31,negative_low,13,False,0,0.7309265276963925,0.7309265276963925,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2631,2021-11-26,2021,2021-09-30,2020-12-31,negative_low,13,False,1,0.6595534416987826,0.6595534416987826,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2636,2021-12-03,2021,2021-09-30,2020-12-31,nonnegative_low,25,True,1,0.5844375472219051,0.6210917878119501,0.03665424059004496,0.03665424059004496,True,True,stable_correct
annual_state_offset,learned_market,2641,2021-12-10,2021,2021-09-30,2020-12-31,nonnegative_low,25,True,0,0.6313052673177206,0.6677719053712837,0.036466638053563094,-0.036466638053563094,False,False,stable_wrong
annual_state_offset,learned_market,2646,2021-12-17,2021,2021-09-30,2020-12-31,nonnegative_low,25,True,0,0.7102698066895492,0.7413871376270759,0.031117330937526666,-0.031117330937526666,False,False,stable_wrong
annual_state_offset,learned_market,2651,2021-12-24,2021,2021-09-30,2020-12-31,nonnegative_low,25,True,1,0.6253546455071003,0.6606239458007638,0.035269300293663486,0.035269300293663486,True,True,stable_correct
annual_state_offset,learned_market,2656,2021-12-31,2021,2021-09-30,2020-12-31,nonnegative_low,25,True,0,0.7346042709837306,0.7642550964091018,0.02965082542537123,-0.02965082542537123,False,False,stable_wrong
annual_state_offset,learned_market,2660,2022-01-07,2022,2021-12-31,2021-12-31,negative_low,0,False,0,0.6663869364932665,0.6663869364932665,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2665,2022-01-14,2022,2021-12-31,2021-12-31,negative_low,0,False,1,0.6716077136929987,0.6716077136929987,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2670,2022-01-21,2022,2021-12-31,2021-12-31,negative_low,0,False,0,0.6851607427539174,0.6851607427539174,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2675,2022-01-28,2022,2021-12-31,2021-12-31,negative_high,0,False,0,0.5743401216254888,0.5743401216254888,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2680,2022-02-11,2022,2021-12-31,2021-12-31,negative_high,0,False,1,0.656873123752357,0.656873123752357,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2685,2022-02-18,2022,2021-12-31,2021-12-31,negative_high,0,False,0,0.6727853540672722,0.6727853540672722,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2690,2022-02-25,2022,2021-12-31,2021-12-31,negative_high,0,False,0,0.6577667042529095,0.6577667042529095,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2695,2022-03-04,2022,2021-12-31,2021-12-31,negative_low,0,False,0,0.6722216585374395,0.6722216585374395,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2700,2022-03-11,2022,2021-12-31,2021-12-31,negative_high,0,False,1,0.6713872792375223,0.6713872792375223,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2705,2022-03-18,2022,2021-12-31,2021-12-31,negative_high,0,False,0,0.6262986646825299,0.6262986646825299,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2710,2022-03-25,2022,2021-12-31,2021-12-31,negative_high,0,False,1,0.6687482634704501,0.6687482634704501,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2715,2022-04-01,2022,2022-03-31,2021-12-31,negative_high,33,True,0,0.6740430153193561,0.5806621478753996,-0.09338086744395646,0.09338086744395646,False,False,stable_wrong
annual_state_offset,learned_market,2718,2022-04-08,2022,2022-03-31,2021-12-31,negative_high,33,True,0,0.6262513273752952,0.5290108758998064,-0.09724045147548876,0.09724045147548876,False,False,stable_wrong
annual_state_offset,learned_market,2723,2022-04-15,2022,2022-03-31,2021-12-31,negative_high,33,True,0,0.6828691346407849,0.5917276713127585,-0.09114146332802642,0.09114146332802642,False,False,stable_wrong
annual_state_offset,learned_market,2728,2022-04-22,2022,2022-03-31,2021-12-31,negative_high,33,True,1,0.6318222291752661,0.5367739193261264,-0.0950483098491397,-0.0950483098491397,True,True,stable_correct
