history,method,row_index,date,year,head_cutoff,encoder_cutoff,state,new_state_n,eligible,actual_up,annual_probability,probability,probability_change,signed_probability_change,annual_correct,correct,case
annual_state_offset,learned_market,2733,2022-04-29,2022,2022-03-31,2021-12-31,negative_high,33,True,0,0.5023319608025917,0.40705515864045766,-0.09527680216213402,0.09527680216213402,False,True,recovery
annual_state_offset,learned_market,2735,2022-05-06,2022,2022-03-31,2021-12-31,negative_high,33,True,1,0.49636072316623614,0.40077040928950214,-0.095590313876734,-0.095590313876734,False,False,stable_wrong
annual_state_offset,learned_market,2740,2022-05-13,2022,2022-03-31,2021-12-31,negative_high,33,True,1,0.5324555868232576,0.43426738434980106,-0.0981882024734565,-0.0981882024734565,True,False,regression
annual_state_offset,learned_market,2745,2022-05-20,2022,2022-03-31,2021-12-31,negative_high,33,True,0,0.5385009600874255,0.4381501743429654,-0.10035078574446016,0.10035078574446016,False,True,recovery
annual_state_offset,learned_market,2750,2022-05-27,2022,2022-03-31,2021-12-31,negative_high,33,True,1,0.5251564092145075,0.4255580749842922,-0.09959833423021525,-0.09959833423021525,True,False,regression
annual_state_offset,learned_market,2759,2022-06-10,2022,2022-03-31,2021-12-31,negative_high,33,True,1,0.40454362785537,0.3138240833201698,-0.0907195445352002,-0.0907195445352002,False,False,stable_wrong
annual_state_offset,learned_market,2764,2022-06-17,2022,2022-03-31,2021-12-31,nonnegative_high,0,False,1,0.38725479149277536,0.38725479149277536,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2769,2022-06-24,2022,2022-03-31,2021-12-31,nonnegative_low,6,False,1,0.4517597811838739,0.4517597811838739,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2774,2022-07-01,2022,2022-06-30,2021-12-31,nonnegative_high,6,False,0,0.49633439488206865,0.49633439488206865,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2779,2022-07-08,2022,2022-06-30,2021-12-31,nonnegative_high,6,False,0,0.5065795909479666,0.5065795909479666,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2784,2022-07-15,2022,2022-06-30,2021-12-31,nonnegative_high,6,False,0,0.42158792492613745,0.42158792492613745,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2789,2022-07-22,2022,2022-06-30,2021-12-31,nonnegative_low,7,False,0,0.47899863601678566,0.47899863601678566,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2794,2022-07-29,2022,2022-06-30,2021-12-31,nonnegative_low,7,False,0,0.6750890119175624,0.6750890119175624,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2799,2022-08-05,2022,2022-06-30,2021-12-31,nonnegative_low,7,False,1,0.6742386779651492,0.6742386779651492,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2804,2022-08-12,2022,2022-06-30,2021-12-31,nonnegative_low,7,False,0,0.647895700333314,0.647895700333314,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2809,2022-08-19,2022,2022-06-30,2021-12-31,nonnegative_low,7,False,0,0.6443434395239299,0.6443434395239299,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2814,2022-08-26,2022,2022-06-30,2021-12-31,nonnegative_high,6,False,0,0.6583774002419714,0.6583774002419714,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2819,2022-09-02,2022,2022-06-30,2021-12-31,negative_low,20,True,1,0.6524804808467984,0.5655627971481056,-0.0869176836986928,-0.0869176836986928,True,True,stable_correct
annual_state_offset,learned_market,2824,2022-09-09,2022,2022-06-30,2021-12-31,negative_low,20,True,0,0.7161804044687363,0.6384731481321538,-0.07770725633658249,0.07770725633658249,False,False,stable_wrong
annual_state_offset,learned_market,2828,2022-09-16,2022,2022-06-30,2021-12-31,negative_low,20,True,0,0.6482137827322693,0.5631536132159375,-0.08506016951633177,0.08506016951633177,False,False,stable_wrong
annual_state_offset,learned_market,2833,2022-09-23,2022,2022-06-30,2021-12-31,negative_low,20,True,0,0.7402999961701221,0.6637926963948898,-0.0765072997752323,0.0765072997752323,False,False,stable_wrong
annual_state_offset,learned_market,2838,2022-09-30,2022,2022-06-30,2021-12-31,negative_low,20,True,1,0.6271150872230199,0.5394193052355319,-0.08769578198748795,-0.08769578198748795,True,True,stable_correct
annual_state_offset,learned_market,2843,2022-10-14,2022,2022-09-30,2021-12-31,negative_high,85,True,0,0.6132842314883366,0.5345947245485413,-0.07868950693979526,0.07868950693979526,False,False,stable_wrong
annual_state_offset,learned_market,2848,2022-10-21,2022,2022-09-30,2021-12-31,negative_high,85,True,0,0.6811531518262143,0.607561471223033,-0.07359168060318133,0.07359168060318133,False,False,stable_wrong
annual_state_offset,learned_market,2853,2022-10-28,2022,2022-09-30,2021-12-31,negative_high,85,True,1,0.5470441647035905,0.46764452859853795,-0.07939963610505257,-0.07939963610505257,True,False,regression
annual_state_offset,learned_market,2858,2022-11-04,2022,2022-09-30,2021-12-31,negative_high,85,True,1,0.47105278554158936,0.3987947811733346,-0.07225800436825475,-0.07225800436825475,False,False,stable_wrong
annual_state_offset,learned_market,2863,2022-11-11,2022,2022-09-30,2021-12-31,negative_high,85,True,0,0.5023315636872951,0.42415179446346896,-0.07817976922382619,0.07817976922382619,False,True,recovery
annual_state_offset,learned_market,2868,2022-11-18,2022,2022-09-30,2021-12-31,negative_high,85,True,0,0.43940202845720905,0.3675237227542974,-0.07187830570291165,0.07187830570291165,True,True,stable_correct
annual_state_offset,learned_market,2873,2022-11-25,2022,2022-09-30,2021-12-31,negative_high,85,True,1,0.49033530956466315,0.4105484053805511,-0.07978690418411205,-0.07978690418411205,False,False,stable_wrong
annual_state_offset,learned_market,2878,2022-12-02,2022,2022-09-30,2021-12-31,negative_high,85,True,1,0.5211543827116397,0.44224151944873163,-0.07891286326290808,-0.07891286326290808,True,False,regression
annual_state_offset,learned_market,2883,2022-12-09,2022,2022-09-30,2021-12-31,negative_high,85,True,0,0.4902361178011138,0.41173844654437947,-0.07849767125673435,0.07849767125673435,True,True,stable_correct
annual_state_offset,learned_market,2888,2022-12-16,2022,2022-09-30,2021-12-31,nonnegative_low,33,True,0,0.5623433034730375,0.5033095547888152,-0.05903374868422229,0.05903374868422229,False,False,stable_wrong
annual_state_offset,learned_market,2893,2022-12-23,2022,2022-09-30,2021-12-31,negative_high,85,True,1,0.5238621504900975,0.4443425537761693,-0.07951959671392822,-0.07951959671392822,True,False,regression
annual_state_offset,learned_market,2898,2022-12-30,2022,2022-09-30,2021-12-31,nonnegative_low,33,True,1,0.43327256737858,0.3768515288213246,-0.05642103855725539,-0.05642103855725539,False,False,stable_wrong
annual_state_offset,learned_market,2902,2023-01-06,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.3278678018261283,0.3278678018261283,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2907,2023-01-13,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.35770266801824085,0.35770266801824085,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2912,2023-01-20,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,0,0.5846423297219553,0.5846423297219553,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2917,2023-02-03,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,0,0.593199254369266,0.593199254369266,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2922,2023-02-10,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,0,0.3222523830487656,0.3222523830487656,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2927,2023-02-17,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.409970681225926,0.409970681225926,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2932,2023-02-24,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.6676704688644599,0.6676704688644599,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2937,2023-03-03,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,0,0.6949755243151983,0.6949755243151983,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2942,2023-03-10,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.534593085255891,0.534593085255891,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2947,2023-03-17,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.3829268937106453,0.3829268937106453,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2952,2023-03-24,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.4622535624773934,0.4622535624773934,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2957,2023-03-31,2023,2022-12-31,2022-12-31,nonnegative_low,0,False,1,0.5228778647056432,0.5228778647056432,0.0,0.0,True,True,stable_correct
annual_state_offset,learned_market,2961,2023-04-07,2023,2023-03-31,2022-12-31,nonnegative_low,55,True,0,0.5817699066933342,0.6205416226399433,0.03877171594660911,-0.03877171594660911,False,False,stable_wrong
annual_state_offset,learned_market,2966,2023-04-14,2023,2023-03-31,2022-12-31,nonnegative_low,55,True,0,0.4103824088423364,0.44997180190315067,0.03958939306081427,-0.03958939306081427,True,True,stable_correct
annual_state_offset,learned_market,2971,2023-04-21,2023,2023-03-31,2022-12-31,negative_low,4,False,0,0.401552945815844,0.401552945815844,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2976,2023-04-28,2023,2023-03-31,2022-12-31,negative_low,4,False,1,0.40092383113439173,0.40092383113439173,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2978,2023-05-05,2023,2023-03-31,2022-12-31,negative_low,4,False,0,0.3704818435494299,0.3704818435494299,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2983,2023-05-12,2023,2023-03-31,2022-12-31,negative_low,4,False,1,0.4169164849870346,0.4169164849870346,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,2988,2023-05-19,2023,2023-03-31,2022-12-31,negative_low,4,False,0,0.6603160955468503,0.6603160955468503,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,2993,2023-05-26,2023,2023-03-31,2022-12-31,negative_low,4,False,0,0.49788297412809596,0.49788297412809596,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,2998,2023-06-02,2023,2023-03-31,2022-12-31,negative_low,4,False,0,0.42156175299309256,0.42156175299309256,0.0,-0.0,True,True,stable_correct
annual_state_offset,learned_market,3003,2023-06-09,2023,2023-03-31,2022-12-31,negative_low,4,False,1,0.38916966676877784,0.38916966676877784,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3008,2023-06-16,2023,2023-03-31,2022-12-31,nonnegative_low,55,True,0,0.38762409626666955,0.42684068134769526,0.03921658508102571,-0.03921658508102571,True,True,stable_correct
annual_state_offset,learned_market,3016,2023-06-30,2023,2023-03-31,2022-12-31,negative_low,4,False,0,0.5055022237015249,0.5055022237015249,0.0,-0.0,False,False,stable_wrong
annual_state_offset,learned_market,3021,2023-07-07,2023,2023-06-30,2022-12-31,negative_low,46,True,1,0.46486168201210815,0.46471728648111316,-0.00014439553099498958,-0.00014439553099498958,False,False,stable_wrong
annual_state_offset,learned_market,3026,2023-07-14,2023,2023-06-30,2022-12-31,negative_low,46,True,0,0.5803149793062076,0.5799377157025277,-0.0003772636036798449,0.0003772636036798449,False,False,stable_wrong
annual_state_offset,learned_market,3031,2023-07-21,2023,2023-06-30,2022-12-31,negative_low,46,True,1,0.4070201418720574,0.40590033487007754,-0.0011198070019798334,-0.0011198070019798334,False,False,stable_wrong
annual_state_offset,learned_market,3036,2023-07-28,2023,2023-06-30,2022-12-31,negative_low,46,True,0,0.46601968623152207,0.46588527690456183,-0.00013440932696023866,0.00013440932696023866,True,True,stable_correct
annual_state_offset,learned_market,3041,2023-08-04,2023,2023-06-30,2022-12-31,nonnegative_low,72,True,0,0.48315939615600567,0.5358724376841517,0.05271304152814604,-0.05271304152814604,True,False,regression
annual_state_offset,learned_market,3046,2023-08-11,2023,2023-06-30,2022-12-31,negative_low,46,True,0,0.5909091747519496,0.5897571903031694,-0.0011519844487801745,0.0011519844487801745,False,False,stable_wrong
annual_state_offset,learned_market,3051,2023-08-18,2023,2023-06-30,2022-12-31,negative_high,0,False,1,0.4990632713040057,0.4990632713040057,0.0,0.0,False,False,stable_wrong
annual_state_offset,learned_market,3056,2023-08-25,2023,2023-06-30,2022-12-31,negative_low,46,True,0,0.39273398421255495,0.3923142707015194,-0.00041971351103553545,0.00041971351103553545,True,True,stable_correct
annual_state_offset,learned_market,3061,2023-09-01,2023,2023-06-30,2022-12-31,nonnegative_low,72,True,0,0.3914974514172296,0.4425541292951962,0.05105667787796664,-0.05105667787796664,True,True,stable_correct
annual_state_offset,learned_market,3066,2023-09-08,2023,2023-06-30,2022-12-31,negative_low,46,True,0,0.5696628191181877,0.5695466927861156,-0.00011612633207214174,0.00011612633207214174,False,False,stable_wrong
annual_state_offset,learned_market,3071,2023-09-15,2023,2023-06-30,2022-12-31,negative_low,46,True,1,0.6192177662171039,0.6197812320611165,0.0005634658440125673,0.0005634658440125673,True,True,stable_correct
annual_state_offset,learned_market,3076,2023-09-22,2023,2023-06-30,2022-12-31,negative_low,46,True,0,0.4337692785704885,0.4335351040564606,-0.00023417451402790723,0.00023417451402790723,True,True,stable_correct
annual_state_offset,learned_market,3085,2023-10-13,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.3665911272722627,0.3494804727158575,-0.017110654556405147,0.017110654556405147,True,True,stable_correct
annual_state_offset,learned_market,3090,2023-10-20,2023,2023-09-30,2022-12-31,negative_low,103,True,1,0.4219897384366216,0.4040596228180093,-0.017930115618612297,-0.017930115618612297,False,False,stable_wrong
annual_state_offset,learned_market,3095,2023-10-27,2023,2023-09-30,2022-12-31,negative_low,103,True,1,0.6388952002017473,0.6228398060694013,-0.016055394132346024,-0.016055394132346024,True,True,stable_correct
annual_state_offset,learned_market,3100,2023-11-03,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.5331744374780486,0.5158623761585114,-0.01731206131953722,0.01731206131953722,False,False,stable_wrong
annual_state_offset,learned_market,3105,2023-11-10,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.38284989306121714,0.3655178306659261,-0.01733206239529106,0.01733206239529106,True,True,stable_correct
annual_state_offset,learned_market,3110,2023-11-17,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.3921054178986212,0.37513619872312015,-0.016969219175501038,0.016969219175501038,True,True,stable_correct
annual_state_offset,learned_market,3115,2023-11-24,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.5469824560682008,0.5284993154914271,-0.018483140576773693,0.018483140576773693,False,False,stable_wrong
annual_state_offset,learned_market,3120,2023-12-01,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.5065511293019209,0.48896763456669595,-0.01758349473522497,0.01758349473522497,False,True,recovery
annual_state_offset,learned_market,3125,2023-12-08,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.5160333668098337,0.49855990034150716,-0.017473466468326537,0.017473466468326537,False,True,recovery
annual_state_offset,learned_market,3130,2023-12-15,2023,2023-09-30,2022-12-31,negative_low,103,True,1,0.47065036969970947,0.45207932164110387,-0.0185710480586056,-0.0185710480586056,False,False,stable_wrong
annual_state_offset,learned_market,3135,2023-12-22,2023,2023-09-30,2022-12-31,negative_low,103,True,1,0.38102130520604577,0.3637259829788213,-0.017295322227224463,-0.017295322227224463,False,False,stable_wrong
annual_state_offset,learned_market,3140,2023-12-29,2023,2023-09-30,2022-12-31,negative_low,103,True,0,0.46897386198873664,0.45150981436452664,-0.01746404762421,0.01746404762421,True,True,stable_correct
