history,cutoff,method,row_index,date,state,family,component,fit_eligible,validation_accepted,gate_reason,year,probability,annual_probability,actual_up,case,changed_probability
weekly_state_ungated,2025-12-31,learned_market,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.45966722009852146,0.45966722009852146,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_market,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4489633359737127,0.4489633359737127,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_market,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.4655463624095211,0.4655463624095211,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3630,2026-01-09,nonnegative_low,global,all,False,False,annual_reset,2026,0.5247528297004517,0.5247528297004517,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_market,3635,2026-01-16,nonnegative_low,global,all,False,False,annual_reset,2026,0.5358343724082923,0.5358343724082923,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_market,3640,2026-01-23,negative_low,global,all,False,False,annual_reset,2026,0.4292369877583089,0.4292369877583089,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3645,2026-01-30,nonnegative_low,global,all,False,False,annual_reset,2026,0.4591640849676522,0.4591640849676522,1,stable_wrong,False
weekly_global_validated,2025-12-31,learned_market,3650,2026-02-06,negative_low,global,all,False,False,annual_reset,2026,0.5097015271695778,0.5097015271695778,1,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3655,2026-02-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4571590483811076,0.4571590483811076,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3659,2026-02-27,nonnegative_low,global,all,False,False,annual_reset,2026,0.5114368929840101,0.5114368929840101,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_market,3664,2026-03-06,nonnegative_high,global,all,False,False,annual_reset,2026,0.5049060459412255,0.5049060459412255,1,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3669,2026-03-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.45966722009852146,0.45966722009852146,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3674,2026-03-20,nonnegative_low,global,all,False,False,annual_reset,2026,0.4489633359737127,0.4489633359737127,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_market,3679,2026-03-27,negative_high,global,all,False,False,annual_reset,2026,0.4655463624095211,0.4655463624095211,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3630,2026-01-09,nonnegative_low,global,all,False,False,annual_reset,2026,0.5247528297004517,0.5247528297004517,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_market,3635,2026-01-16,nonnegative_low,global,all,False,False,annual_reset,2026,0.5358343724082923,0.5358343724082923,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_market,3640,2026-01-23,negative_low,global,all,False,False,annual_reset,2026,0.4292369877583089,0.4292369877583089,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3645,2026-01-30,nonnegative_low,global,all,False,False,annual_reset,2026,0.4591640849676522,0.4591640849676522,1,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_market,3650,2026-02-06,negative_low,global,all,False,False,annual_reset,2026,0.5097015271695778,0.5097015271695778,1,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3655,2026-02-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4571590483811076,0.4571590483811076,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3659,2026-02-27,nonnegative_low,global,all,False,False,annual_reset,2026,0.5114368929840101,0.5114368929840101,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_market,3664,2026-03-06,nonnegative_high,global,all,False,False,annual_reset,2026,0.5049060459412255,0.5049060459412255,1,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3669,2026-03-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.45966722009852146,0.45966722009852146,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3674,2026-03-20,nonnegative_low,global,all,False,False,annual_reset,2026,0.4489633359737127,0.4489633359737127,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_market,3679,2026-03-27,negative_high,global,all,False,False,annual_reset,2026,0.4655463624095211,0.4655463624095211,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3630,2026-01-09,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5260850289084584,0.5260850289084584,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3635,2026-01-16,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5431940794853497,0.5431940794853497,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3640,2026-01-23,negative_low,state,negative_low,False,False,annual_reset,2026,0.42401345231033893,0.42401345231033893,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3645,2026-01-30,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.45724385028463316,0.45724385028463316,1,stable_wrong,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3650,2026-02-06,negative_low,state,negative_low,False,False,annual_reset,2026,0.5042957605458408,0.5042957605458408,1,stable_correct,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3655,2026-02-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4505062339482251,0.4505062339482251,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3659,2026-02-27,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.504015087214225,0.504015087214225,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3664,2026-03-06,nonnegative_high,state,nonnegative_high,False,False,annual_reset,2026,0.49562639077605564,0.49562639077605564,1,stable_wrong,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4549664030792006,0.4549664030792006,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.44751285163197135,0.44751285163197135,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_vol_interaction,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.4694278085841141,0.4694278085841141,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3630,2026-01-09,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5260850289084584,0.5260850289084584,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3635,2026-01-16,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5431940794853497,0.5431940794853497,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3640,2026-01-23,negative_low,state,negative_low,False,False,annual_reset,2026,0.42401345231033893,0.42401345231033893,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3645,2026-01-30,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.45724385028463316,0.45724385028463316,1,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3650,2026-02-06,negative_low,state,negative_low,False,False,annual_reset,2026,0.5042957605458408,0.5042957605458408,1,stable_correct,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3655,2026-02-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4505062339482251,0.4505062339482251,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3659,2026-02-27,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.504015087214225,0.504015087214225,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3664,2026-03-06,nonnegative_high,state,nonnegative_high,False,False,annual_reset,2026,0.49562639077605564,0.49562639077605564,1,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4549664030792006,0.4549664030792006,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.44751285163197135,0.44751285163197135,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_vol_interaction,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.4694278085841141,0.4694278085841141,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3630,2026-01-09,nonnegative_low,global,all,False,False,annual_reset,2026,0.5260850289084584,0.5260850289084584,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3635,2026-01-16,nonnegative_low,global,all,False,False,annual_reset,2026,0.5431940794853497,0.5431940794853497,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3640,2026-01-23,negative_low,global,all,False,False,annual_reset,2026,0.42401345231033893,0.42401345231033893,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3645,2026-01-30,nonnegative_low,global,all,False,False,annual_reset,2026,0.45724385028463316,0.45724385028463316,1,stable_wrong,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3650,2026-02-06,negative_low,global,all,False,False,annual_reset,2026,0.5042957605458408,0.5042957605458408,1,stable_correct,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3655,2026-02-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4505062339482251,0.4505062339482251,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3659,2026-02-27,nonnegative_low,global,all,False,False,annual_reset,2026,0.504015087214225,0.504015087214225,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3664,2026-03-06,nonnegative_high,global,all,False,False,annual_reset,2026,0.49562639077605564,0.49562639077605564,1,stable_wrong,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3669,2026-03-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4549664030792006,0.4549664030792006,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3674,2026-03-20,nonnegative_low,global,all,False,False,annual_reset,2026,0.44751285163197135,0.44751285163197135,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_vol_interaction,3679,2026-03-27,negative_high,global,all,False,False,annual_reset,2026,0.4694278085841141,0.4694278085841141,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3630,2026-01-09,nonnegative_low,global,all,False,False,annual_reset,2026,0.5260850289084584,0.5260850289084584,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3635,2026-01-16,nonnegative_low,global,all,False,False,annual_reset,2026,0.5431940794853497,0.5431940794853497,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3640,2026-01-23,negative_low,global,all,False,False,annual_reset,2026,0.42401345231033893,0.42401345231033893,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3645,2026-01-30,nonnegative_low,global,all,False,False,annual_reset,2026,0.45724385028463316,0.45724385028463316,1,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3650,2026-02-06,negative_low,global,all,False,False,annual_reset,2026,0.5042957605458408,0.5042957605458408,1,stable_correct,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3655,2026-02-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4505062339482251,0.4505062339482251,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3659,2026-02-27,nonnegative_low,global,all,False,False,annual_reset,2026,0.504015087214225,0.504015087214225,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3664,2026-03-06,nonnegative_high,global,all,False,False,annual_reset,2026,0.49562639077605564,0.49562639077605564,1,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3669,2026-03-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4549664030792006,0.4549664030792006,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3674,2026-03-20,nonnegative_low,global,all,False,False,annual_reset,2026,0.44751285163197135,0.44751285163197135,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_vol_interaction,3679,2026-03-27,negative_high,global,all,False,False,annual_reset,2026,0.4694278085841141,0.4694278085841141,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3630,2026-01-09,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5270730519153454,0.5270730519153454,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_extension,3635,2026-01-16,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5427940701910273,0.5427940701910273,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_extension,3640,2026-01-23,negative_low,state,negative_low,False,False,annual_reset,2026,0.4339957261979868,0.4339957261979868,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3645,2026-01-30,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.46128348040168304,0.46128348040168304,1,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_extension,3650,2026-02-06,negative_low,state,negative_low,False,False,annual_reset,2026,0.5032108679181002,0.5032108679181002,1,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3655,2026-02-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4513957446141334,0.4513957446141334,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3659,2026-02-27,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5046193126640455,0.5046193126640455,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_extension,3664,2026-03-06,nonnegative_high,state,nonnegative_high,False,False,annual_reset,2026,0.5168188456275143,0.5168188456275143,1,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.46907630660420546,0.46907630660420546,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.44840943987820253,0.44840943987820253,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_extension,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.44382804359759526,0.44382804359759526,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3630,2026-01-09,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5270730519153454,0.5270730519153454,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_extension,3635,2026-01-16,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5427940701910273,0.5427940701910273,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_extension,3640,2026-01-23,negative_low,state,negative_low,False,False,annual_reset,2026,0.4339957261979868,0.4339957261979868,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3645,2026-01-30,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.46128348040168304,0.46128348040168304,1,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_extension,3650,2026-02-06,negative_low,state,negative_low,False,False,annual_reset,2026,0.5032108679181002,0.5032108679181002,1,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3655,2026-02-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4513957446141334,0.4513957446141334,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3659,2026-02-27,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5046193126640455,0.5046193126640455,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_extension,3664,2026-03-06,nonnegative_high,state,nonnegative_high,False,False,annual_reset,2026,0.5168188456275143,0.5168188456275143,1,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.46907630660420546,0.46907630660420546,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.44840943987820253,0.44840943987820253,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_extension,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.44382804359759526,0.44382804359759526,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3630,2026-01-09,nonnegative_low,global,all,False,False,annual_reset,2026,0.5270730519153454,0.5270730519153454,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_order_extension,3635,2026-01-16,nonnegative_low,global,all,False,False,annual_reset,2026,0.5427940701910273,0.5427940701910273,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_order_extension,3640,2026-01-23,negative_low,global,all,False,False,annual_reset,2026,0.4339957261979868,0.4339957261979868,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3645,2026-01-30,nonnegative_low,global,all,False,False,annual_reset,2026,0.46128348040168304,0.46128348040168304,1,stable_wrong,False
weekly_global_validated,2025-12-31,learned_order_extension,3650,2026-02-06,negative_low,global,all,False,False,annual_reset,2026,0.5032108679181002,0.5032108679181002,1,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3655,2026-02-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4513957446141334,0.4513957446141334,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3659,2026-02-27,nonnegative_low,global,all,False,False,annual_reset,2026,0.5046193126640455,0.5046193126640455,0,stable_wrong,False
weekly_global_validated,2025-12-31,learned_order_extension,3664,2026-03-06,nonnegative_high,global,all,False,False,annual_reset,2026,0.5168188456275143,0.5168188456275143,1,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3669,2026-03-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.46907630660420546,0.46907630660420546,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3674,2026-03-20,nonnegative_low,global,all,False,False,annual_reset,2026,0.44840943987820253,0.44840943987820253,0,stable_correct,False
weekly_global_validated,2025-12-31,learned_order_extension,3679,2026-03-27,negative_high,global,all,False,False,annual_reset,2026,0.44382804359759526,0.44382804359759526,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3630,2026-01-09,nonnegative_low,global,all,False,False,annual_reset,2026,0.5270730519153454,0.5270730519153454,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_order_extension,3635,2026-01-16,nonnegative_low,global,all,False,False,annual_reset,2026,0.5427940701910273,0.5427940701910273,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_order_extension,3640,2026-01-23,negative_low,global,all,False,False,annual_reset,2026,0.4339957261979868,0.4339957261979868,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3645,2026-01-30,nonnegative_low,global,all,False,False,annual_reset,2026,0.46128348040168304,0.46128348040168304,1,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_order_extension,3650,2026-02-06,negative_low,global,all,False,False,annual_reset,2026,0.5032108679181002,0.5032108679181002,1,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3655,2026-02-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.4513957446141334,0.4513957446141334,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3659,2026-02-27,nonnegative_low,global,all,False,False,annual_reset,2026,0.5046193126640455,0.5046193126640455,0,stable_wrong,False
weekly_global_ungated,2025-12-31,learned_order_extension,3664,2026-03-06,nonnegative_high,global,all,False,False,annual_reset,2026,0.5168188456275143,0.5168188456275143,1,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3669,2026-03-13,nonnegative_low,global,all,False,False,annual_reset,2026,0.46907630660420546,0.46907630660420546,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3674,2026-03-20,nonnegative_low,global,all,False,False,annual_reset,2026,0.44840943987820253,0.44840943987820253,0,stable_correct,False
weekly_global_ungated,2025-12-31,learned_order_extension,3679,2026-03-27,negative_high,global,all,False,False,annual_reset,2026,0.44382804359759526,0.44382804359759526,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3630,2026-01-09,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5267078351488758,0.5267078351488758,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_offset,3635,2026-01-16,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5424641653115964,0.5424641653115964,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_offset,3640,2026-01-23,negative_low,state,negative_low,False,False,annual_reset,2026,0.4340846412987052,0.4340846412987052,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3645,2026-01-30,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4613341944484573,0.4613341944484573,1,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_offset,3650,2026-02-06,negative_low,state,negative_low,False,False,annual_reset,2026,0.5032737294444041,0.5032737294444041,1,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3655,2026-02-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.45173679144500495,0.45173679144500495,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3659,2026-02-27,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5045975896385605,0.5045975896385605,0,stable_wrong,False
weekly_state_validated,2025-12-31,learned_order_offset,3664,2026-03-06,nonnegative_high,state,nonnegative_high,False,False,annual_reset,2026,0.5167794130590537,0.5167794130590537,1,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4690269999633661,0.4690269999633661,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4480713028510294,0.4480713028510294,0,stable_correct,False
weekly_state_validated,2025-12-31,learned_order_offset,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.4438325262332026,0.4438325262332026,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3630,2026-01-09,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5267078351488758,0.5267078351488758,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_offset,3635,2026-01-16,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5424641653115964,0.5424641653115964,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_offset,3640,2026-01-23,negative_low,state,negative_low,False,False,annual_reset,2026,0.4340846412987052,0.4340846412987052,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3645,2026-01-30,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4613341944484573,0.4613341944484573,1,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_offset,3650,2026-02-06,negative_low,state,negative_low,False,False,annual_reset,2026,0.5032737294444041,0.5032737294444041,1,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3655,2026-02-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.45173679144500495,0.45173679144500495,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3659,2026-02-27,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.5045975896385605,0.5045975896385605,0,stable_wrong,False
weekly_state_ungated,2025-12-31,learned_order_offset,3664,2026-03-06,nonnegative_high,state,nonnegative_high,False,False,annual_reset,2026,0.5167794130590537,0.5167794130590537,1,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3669,2026-03-13,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4690269999633661,0.4690269999633661,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3674,2026-03-20,nonnegative_low,state,nonnegative_low,False,False,annual_reset,2026,0.4480713028510294,0.4480713028510294,0,stable_correct,False
weekly_state_ungated,2025-12-31,learned_order_offset,3679,2026-03-27,negative_high,state,negative_high,False,False,annual_reset,2026,0.4438325262332026,0.4438325262332026,0,stable_correct,False
