history,cutoff,method,seed,row_index,date,state,family,component,fit_eligible,validation_accepted,gate_reason,offset,annual_probability,probability,actual_up
weekly_state_validated,2020-12-31,learned_market,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.34860128575085947,0.34860128575085947,1
weekly_state_validated,2020-12-31,learned_market,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5472341429725764,0.5472341429725764,1
weekly_state_validated,2020-12-31,learned_market,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4390527856170199,0.4390527856170199,0
weekly_state_validated,2020-12-31,learned_market,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4901857818012489,0.4901857818012489,0
weekly_state_validated,2020-12-31,learned_market,20260911,2453,2021-03-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3640545492155067,0.3640545492155067,0
weekly_state_validated,2020-12-31,learned_market,20260911,2458,2021-03-12,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.27457561641477635,0.27457561641477635,0
weekly_state_validated,2020-12-31,learned_market,20260911,2463,2021-03-19,negative_high,state,negative_high,False,False,annual_reset,0.0,0.5317095579141908,0.5317095579141908,1
weekly_state_validated,2020-12-31,learned_market,20260911,2468,2021-03-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48950965003399194,0.48950965003399194,1
weekly_state_ungated,2020-12-31,learned_market,20260911,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.47359422145655633,0.47359422145655633,0
weekly_state_ungated,2020-12-31,learned_market,20260911,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.29529449998072343,0.29529449998072343,1
weekly_state_ungated,2020-12-31,learned_market,20260911,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47394332492431446,0.47394332492431446,0
weekly_state_ungated,2020-12-31,learned_market,20260911,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.34860128575085947,0.34860128575085947,1
weekly_state_ungated,2020-12-31,learned_market,20260911,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5472341429725764,0.5472341429725764,1
weekly_state_ungated,2020-12-31,learned_market,20260911,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4390527856170199,0.4390527856170199,0
weekly_state_ungated,2020-12-31,learned_market,20260911,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4901857818012489,0.4901857818012489,0
weekly_state_ungated,2020-12-31,learned_market,20260911,2453,2021-03-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3640545492155067,0.3640545492155067,0
weekly_state_ungated,2020-12-31,learned_market,20260911,2458,2021-03-12,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.27457561641477635,0.27457561641477635,0
weekly_state_ungated,2020-12-31,learned_market,20260911,2463,2021-03-19,negative_high,state,negative_high,False,False,annual_reset,0.0,0.5317095579141908,0.5317095579141908,1
weekly_state_ungated,2020-12-31,learned_market,20260911,2468,2021-03-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48950965003399194,0.48950965003399194,1
weekly_global_validated,2020-12-31,learned_market,20260911,2418,2021-01-08,nonnegative_low,global,all,False,False,annual_reset,0.0,0.47359422145655633,0.47359422145655633,0
weekly_global_validated,2020-12-31,learned_market,20260911,2423,2021-01-15,nonnegative_high,global,all,False,False,annual_reset,0.0,0.29529449998072343,0.29529449998072343,1
weekly_global_validated,2020-12-31,learned_market,20260911,2428,2021-01-22,nonnegative_high,global,all,False,False,annual_reset,0.0,0.47394332492431446,0.47394332492431446,0
weekly_global_validated,2020-12-31,learned_market,20260911,2433,2021-01-29,nonnegative_high,global,all,False,False,annual_reset,0.0,0.34860128575085947,0.34860128575085947,1
weekly_global_validated,2020-12-31,learned_market,20260911,2438,2021-02-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5472341429725764,0.5472341429725764,1
weekly_global_validated,2020-12-31,learned_market,20260911,2443,2021-02-19,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4390527856170199,0.4390527856170199,0
weekly_global_validated,2020-12-31,learned_market,20260911,2448,2021-02-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4901857818012489,0.4901857818012489,0
weekly_global_validated,2020-12-31,learned_market,20260911,2453,2021-03-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.3640545492155067,0.3640545492155067,0
weekly_global_validated,2020-12-31,learned_market,20260911,2458,2021-03-12,nonnegative_high,global,all,False,False,annual_reset,0.0,0.27457561641477635,0.27457561641477635,0
weekly_global_validated,2020-12-31,learned_market,20260911,2463,2021-03-19,negative_high,global,all,False,False,annual_reset,0.0,0.5317095579141908,0.5317095579141908,1
weekly_global_validated,2020-12-31,learned_market,20260911,2468,2021-03-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.48950965003399194,0.48950965003399194,1
weekly_global_ungated,2020-12-31,learned_market,20260911,2418,2021-01-08,nonnegative_low,global,all,False,False,annual_reset,0.0,0.47359422145655633,0.47359422145655633,0
weekly_global_ungated,2020-12-31,learned_market,20260911,2423,2021-01-15,nonnegative_high,global,all,False,False,annual_reset,0.0,0.29529449998072343,0.29529449998072343,1
weekly_global_ungated,2020-12-31,learned_market,20260911,2428,2021-01-22,nonnegative_high,global,all,False,False,annual_reset,0.0,0.47394332492431446,0.47394332492431446,0
weekly_global_ungated,2020-12-31,learned_market,20260911,2433,2021-01-29,nonnegative_high,global,all,False,False,annual_reset,0.0,0.34860128575085947,0.34860128575085947,1
weekly_global_ungated,2020-12-31,learned_market,20260911,2438,2021-02-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5472341429725764,0.5472341429725764,1
weekly_global_ungated,2020-12-31,learned_market,20260911,2443,2021-02-19,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4390527856170199,0.4390527856170199,0
weekly_global_ungated,2020-12-31,learned_market,20260911,2448,2021-02-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4901857818012489,0.4901857818012489,0
weekly_global_ungated,2020-12-31,learned_market,20260911,2453,2021-03-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.3640545492155067,0.3640545492155067,0
weekly_global_ungated,2020-12-31,learned_market,20260911,2458,2021-03-12,nonnegative_high,global,all,False,False,annual_reset,0.0,0.27457561641477635,0.27457561641477635,0
weekly_global_ungated,2020-12-31,learned_market,20260911,2463,2021-03-19,negative_high,global,all,False,False,annual_reset,0.0,0.5317095579141908,0.5317095579141908,1
weekly_global_ungated,2020-12-31,learned_market,20260911,2468,2021-03-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.48950965003399194,0.48950965003399194,1
weekly_state_validated,2020-12-31,learned_market,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.49622809203697066,0.49622809203697066,0
weekly_state_validated,2020-12-31,learned_market,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30299511780142024,0.30299511780142024,1
weekly_state_validated,2020-12-31,learned_market,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2926269390741677,0.2926269390741677,0
weekly_state_validated,2020-12-31,learned_market,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4834854236532544,0.4834854236532544,1
weekly_state_validated,2020-12-31,learned_market,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5449307431156443,0.5449307431156443,1
weekly_state_validated,2020-12-31,learned_market,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.37156624296606255,0.37156624296606255,0
weekly_state_validated,2020-12-31,learned_market,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5679579035959068,0.5679579035959068,0
weekly_state_validated,2020-12-31,learned_market,20260912,2453,2021-03-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4912573433049491,0.4912573433049491,0
weekly_state_validated,2020-12-31,learned_market,20260912,2458,2021-03-12,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4975950072849539,0.4975950072849539,0
weekly_state_validated,2020-12-31,learned_market,20260912,2463,2021-03-19,negative_high,state,negative_high,False,False,annual_reset,0.0,0.4862560848839745,0.4862560848839745,1
weekly_state_validated,2020-12-31,learned_market,20260912,2468,2021-03-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5757817923341705,0.5757817923341705,1
weekly_state_ungated,2020-12-31,learned_market,20260912,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.49622809203697066,0.49622809203697066,0
weekly_state_ungated,2020-12-31,learned_market,20260912,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.30299511780142024,0.30299511780142024,1
weekly_state_ungated,2020-12-31,learned_market,20260912,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.2926269390741677,0.2926269390741677,0
weekly_state_ungated,2020-12-31,learned_market,20260912,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4834854236532544,0.4834854236532544,1
weekly_state_ungated,2020-12-31,learned_market,20260912,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5449307431156443,0.5449307431156443,1
weekly_state_ungated,2020-12-31,learned_market,20260912,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.37156624296606255,0.37156624296606255,0
weekly_state_ungated,2020-12-31,learned_market,20260912,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5679579035959068,0.5679579035959068,0
weekly_state_ungated,2020-12-31,learned_market,20260912,2453,2021-03-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4912573433049491,0.4912573433049491,0
weekly_state_ungated,2020-12-31,learned_market,20260912,2458,2021-03-12,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4975950072849539,0.4975950072849539,0
weekly_state_ungated,2020-12-31,learned_market,20260912,2463,2021-03-19,negative_high,state,negative_high,False,False,annual_reset,0.0,0.4862560848839745,0.4862560848839745,1
weekly_state_ungated,2020-12-31,learned_market,20260912,2468,2021-03-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5757817923341705,0.5757817923341705,1
weekly_global_validated,2020-12-31,learned_market,20260912,2418,2021-01-08,nonnegative_low,global,all,False,False,annual_reset,0.0,0.49622809203697066,0.49622809203697066,0
weekly_global_validated,2020-12-31,learned_market,20260912,2423,2021-01-15,nonnegative_high,global,all,False,False,annual_reset,0.0,0.30299511780142024,0.30299511780142024,1
weekly_global_validated,2020-12-31,learned_market,20260912,2428,2021-01-22,nonnegative_high,global,all,False,False,annual_reset,0.0,0.2926269390741677,0.2926269390741677,0
weekly_global_validated,2020-12-31,learned_market,20260912,2433,2021-01-29,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4834854236532544,0.4834854236532544,1
weekly_global_validated,2020-12-31,learned_market,20260912,2438,2021-02-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5449307431156443,0.5449307431156443,1
weekly_global_validated,2020-12-31,learned_market,20260912,2443,2021-02-19,nonnegative_high,global,all,False,False,annual_reset,0.0,0.37156624296606255,0.37156624296606255,0
weekly_global_validated,2020-12-31,learned_market,20260912,2448,2021-02-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5679579035959068,0.5679579035959068,0
weekly_global_validated,2020-12-31,learned_market,20260912,2453,2021-03-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4912573433049491,0.4912573433049491,0
weekly_global_validated,2020-12-31,learned_market,20260912,2458,2021-03-12,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4975950072849539,0.4975950072849539,0
weekly_global_validated,2020-12-31,learned_market,20260912,2463,2021-03-19,negative_high,global,all,False,False,annual_reset,0.0,0.4862560848839745,0.4862560848839745,1
weekly_global_validated,2020-12-31,learned_market,20260912,2468,2021-03-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5757817923341705,0.5757817923341705,1
weekly_global_ungated,2020-12-31,learned_market,20260912,2418,2021-01-08,nonnegative_low,global,all,False,False,annual_reset,0.0,0.49622809203697066,0.49622809203697066,0
weekly_global_ungated,2020-12-31,learned_market,20260912,2423,2021-01-15,nonnegative_high,global,all,False,False,annual_reset,0.0,0.30299511780142024,0.30299511780142024,1
weekly_global_ungated,2020-12-31,learned_market,20260912,2428,2021-01-22,nonnegative_high,global,all,False,False,annual_reset,0.0,0.2926269390741677,0.2926269390741677,0
weekly_global_ungated,2020-12-31,learned_market,20260912,2433,2021-01-29,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4834854236532544,0.4834854236532544,1
weekly_global_ungated,2020-12-31,learned_market,20260912,2438,2021-02-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5449307431156443,0.5449307431156443,1
weekly_global_ungated,2020-12-31,learned_market,20260912,2443,2021-02-19,nonnegative_high,global,all,False,False,annual_reset,0.0,0.37156624296606255,0.37156624296606255,0
weekly_global_ungated,2020-12-31,learned_market,20260912,2448,2021-02-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5679579035959068,0.5679579035959068,0
weekly_global_ungated,2020-12-31,learned_market,20260912,2453,2021-03-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4912573433049491,0.4912573433049491,0
weekly_global_ungated,2020-12-31,learned_market,20260912,2458,2021-03-12,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4975950072849539,0.4975950072849539,0
weekly_global_ungated,2020-12-31,learned_market,20260912,2463,2021-03-19,negative_high,global,all,False,False,annual_reset,0.0,0.4862560848839745,0.4862560848839745,1
weekly_global_ungated,2020-12-31,learned_market,20260912,2468,2021-03-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.5757817923341705,0.5757817923341705,1
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5286701081389081,0.5286701081389081,0
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47178291125549215,0.47178291125549215,1
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3671123538576221,0.3671123538576221,0
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.434482531700876,0.434482531700876,1
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.42570726310777396,0.42570726310777396,1
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4791771552633417,0.4791771552633417,0
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4783928105694597,0.4783928105694597,0
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2453,2021-03-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4610266286466043,0.4610266286466043,0
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2458,2021-03-12,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48103471562569133,0.48103471562569133,0
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2463,2021-03-19,negative_high,state,negative_high,False,False,annual_reset,0.0,0.5872740166666267,0.5872740166666267,1
weekly_state_validated,2020-12-31,learned_vol_interaction,20260910,2468,2021-03-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5791980511717043,0.5791980511717043,1
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2418,2021-01-08,nonnegative_low,state,nonnegative_low,False,False,annual_reset,0.0,0.5286701081389081,0.5286701081389081,0
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2423,2021-01-15,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.47178291125549215,0.47178291125549215,1
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2428,2021-01-22,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.3671123538576221,0.3671123538576221,0
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2433,2021-01-29,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.434482531700876,0.434482531700876,1
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2438,2021-02-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.42570726310777396,0.42570726310777396,1
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2443,2021-02-19,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4791771552633417,0.4791771552633417,0
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2448,2021-02-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4783928105694597,0.4783928105694597,0
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2453,2021-03-05,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.4610266286466043,0.4610266286466043,0
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2458,2021-03-12,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.48103471562569133,0.48103471562569133,0
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2463,2021-03-19,negative_high,state,negative_high,False,False,annual_reset,0.0,0.5872740166666267,0.5872740166666267,1
weekly_state_ungated,2020-12-31,learned_vol_interaction,20260910,2468,2021-03-26,nonnegative_high,state,nonnegative_high,False,False,annual_reset,0.0,0.5791980511717043,0.5791980511717043,1
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2418,2021-01-08,nonnegative_low,global,all,False,False,annual_reset,0.0,0.5286701081389081,0.5286701081389081,0
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2423,2021-01-15,nonnegative_high,global,all,False,False,annual_reset,0.0,0.47178291125549215,0.47178291125549215,1
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2428,2021-01-22,nonnegative_high,global,all,False,False,annual_reset,0.0,0.3671123538576221,0.3671123538576221,0
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2433,2021-01-29,nonnegative_high,global,all,False,False,annual_reset,0.0,0.434482531700876,0.434482531700876,1
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2438,2021-02-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.42570726310777396,0.42570726310777396,1
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2443,2021-02-19,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4791771552633417,0.4791771552633417,0
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2448,2021-02-26,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4783928105694597,0.4783928105694597,0
weekly_global_validated,2020-12-31,learned_vol_interaction,20260910,2453,2021-03-05,nonnegative_high,global,all,False,False,annual_reset,0.0,0.4610266286466043,0.4610266286466043,0
