date,csi300,chips980017
2019-11-06,3984.88,5211.8142
2019-11-07,3991.88,5240.3021
2019-11-08,3973.01,5255.6574
2019-11-11,3902.98,5145.0805
2019-11-12,3903.69,5086.2913
2019-11-13,3899.98,5278.013
2019-11-14,3905.86,5407.474
2019-11-15,3877.09,5374.2343
2019-11-18,3907.93,5346.8196
2019-11-19,3947.04,5432.0431
2019-11-20,3907.86,5331.7812
2019-11-21,3889.6,5340.4478
2019-11-22,3849.99,5228.3639
2019-11-25,3878.21,4998.6891
2019-11-26,3891.65,5081.4492
2019-11-27,3875.62,5293.9532
2019-11-28,3862.3,5295.801
2019-11-29,3828.67,5295.4605
2019-12-02,3836.06,5438.1296
2019-12-03,3851.09,5593.4756
2019-12-04,3849.82,5616.654
2019-12-05,3879.36,5664.1572
2019-12-06,3902.39,5795.1285
2019-12-09,3895.45,5843.8098
2019-12-10,3900.38,5987.9283
2019-12-11,3902.75,5932.0061
2019-12-12,3891.02,6029.1607
2019-12-13,3968.22,6030.7688
2019-12-16,3987.55,6162.286
2019-12-17,4041.8,6171.7385
2019-12-18,4032.78,6124.3071
2019-12-19,4027.15,5975.0599
2019-12-20,4017.25,5908.0129
2019-12-23,3967.1,5716.924
2019-12-24,3992.96,5924.4478
2019-12-25,3990.87,6229.0196
2019-12-26,4025.99,6165.9939
2019-12-27,4022.03,5934.0472
2019-12-30,4081.63,5958.0113
2019-12-31,4096.58,5950.076
2020-01-02,4152.24,6205.3545
2020-01-03,4144.96,6171.3807
2020-01-06,4129.3,6221.1639
2020-01-07,4160.23,6162.0405
2020-01-08,4112.32,6005.8131
2020-01-09,4164.37,6193.3709
2020-01-10,4163.19,6446.6582
2020-01-13,4203.99,6817.8489
2020-01-14,4189.89,6746.0717
2020-01-15,4166.73,6986.7871
2020-01-16,4149.04,6999.6352
2020-01-17,4154.85,7007.2459
2020-01-20,4185.83,7425.34
2020-01-21,4114.31,7423.3879
2020-01-22,4131.93,7841.5006
2020-01-23,4003.9,7688.8296
2020-02-03,3688.36,6920.0014
2020-02-04,3785.64,7365.7646
2020-02-05,3828.53,7361.8106
2020-02-06,3899.78,7544.4013
2020-02-07,3899.87,7828.5899
2020-02-10,3916.01,7617.4652
2020-02-11,3952.46,7698.8552
2020-02-12,3984.43,7937.4522
2020-02-13,3959.92,8153.1604
2020-02-14,3987.73,8184.7117
2020-02-17,4077.42,8395.1778
2020-02-18,4057.51,8783.2885
2020-02-19,4051.31,8920.8708
2020-02-20,4144.66,9289.5458
2020-02-21,4149.49,9505.5131
2020-02-24,4132.84,10042.2271
2020-02-25,4123.85,10378.4167
2020-02-26,4073.02,9460.0387
2020-02-27,4084.88,9051.5656
2020-02-28,3940.05,8530.7854
2020-03-02,4069.67,8575.5224
2020-03-03,4091.36,8624.3953
2020-03-04,4115.05,8287.3606
2020-03-05,4206.73,8369.8426
2020-03-06,4138.51,8254.8278
2020-03-09,3997.13,7546.371
2020-03-10,4082.73,8112.235
2020-03-11,4028.43,7767.1473
2020-03-12,3950.91,7803.3259
2020-03-13,3895.31,8034.0836
2020-03-16,3727.84,7526.5879
2020-03-17,3709.68,7687.7331
2020-03-18,3636.26,7581.0016
2020-03-19,3589.09,7840.9185
2020-03-20,3653.22,7737.7741
2020-03-23,3530.31,7130.7191
2020-03-24,3625.11,7136.9051
2020-03-25,3722.52,7283.1065
2020-03-26,3698.05,7044.9268
2020-03-27,3710.06,6950.6067
2020-03-30,3674.11,6771.3948
2020-03-31,3686.16,6697.8805
2020-04-01,3675.08,6794.3324
2020-04-02,3734.53,7312.7044
2020-04-03,3713.22,7224.9904
2020-04-07,3798.02,7409.8887
2020-04-08,3780.34,7451.2105
2020-04-09,3792.81,7342.3029
2020-04-10,3769.18,6981.3261
2020-04-13,3753.26,6752.3872
2020-04-14,3825.7,7022.6519
2020-04-15,3797.36,7105.8276
2020-04-16,3802.38,7201.7631
2020-04-17,3839.49,7388.3126
2020-04-20,3853.46,7431.3808
2020-04-21,3808.05,7237.0115
2020-04-22,3839.38,7286.8559
2020-04-23,3829.75,7134.4377
2020-04-24,3796.97,6968.5088
2020-04-27,3822.77,6907.5708
2020-04-28,3849.15,7203.015
2020-04-29,3867.03,7125.2155
2020-04-30,3912.58,7656.9389
2020-05-06,3936.25,8125.9625
2020-05-07,3924.89,8071.5675
2020-05-08,3963.62,8110.0135
2020-05-11,3960.18,8068.2265
2020-05-12,3960.24,8197.2967
2020-05-13,3968.25,8227.3533
2020-05-14,3925.22,8205.1375
2020-05-15,3912.82,8526.2489
2020-05-18,3922.91,8147.2546
2020-05-19,3956.25,8578.9775
2020-05-20,3935.22,8414.7037
2020-05-21,3913.79,8109.7977
2020-05-22,3824.06,7922.9932
2020-05-25,3829.32,7790.461
2020-05-26,3872.77,8000.3374
2020-05-27,3845.61,7774.1307
2020-05-28,3856.63,7722.7024
2020-05-29,3867.02,7693.8683
2020-06-01,3971.34,8105.425
2020-06-02,3983.57,8161.6813
2020-06-03,3983.65,8177.2405
2020-06-04,3982.19,8112.6096
2020-06-05,4001.25,8282.4452
2020-06-08,4021.95,8170.16
2020-06-09,4047.03,8265.2575
2020-06-10,4039.71,8199.206
2020-06-11,3995.88,8121.1347
2020-06-12,4003.08,8003.5495
2020-06-15,3954.99,7837.4936
2020-06-16,4014.57,7946.3011
2020-06-17,4017.59,7862.9524
2020-06-18,4044.38,8036.5276
2020-06-19,4098.71,8181.4222
2020-06-22,4102.05,8537.8648
2020-06-23,4121.79,8557.3634
2020-06-24,4138.99,8695.4642
2020-06-29,4109.72,8524.0106
2020-06-30,4163.96,8733.8305
2020-07-01,4247.78,8855.4409
2020-07-02,4335.84,9071.0546
2020-07-03,4419.6,9127.63
2020-07-06,4670.09,9872.8301
2020-07-07,4698.13,10078.0508
2020-07-08,4774.0,10338.1511
2020-07-09,4840.77,10765.999
2020-07-10,4753.13,10882.3018
2020-07-13,4852.96,11317.6872
2020-07-14,4806.69,11170.1264
2020-07-15,4744.47,10507.4116
2020-07-16,4516.25,9582.4729
2020-07-17,4544.7,9472.5716
2020-07-20,4680.3,9877.0173
2020-07-21,4691.04,9881.0218
2020-07-22,4714.45,9935.573
2020-07-23,4712.44,9894.9089
2020-07-24,4505.59,9296.6352
2020-07-27,4528.45,9338.592
2020-07-28,4568.26,9326.9502
2020-07-29,4679.01,9805.1233
2020-07-30,4656.15,9742.7283
2020-07-31,4695.05,9987.137
2020-08-03,4771.31,10379.1719
2020-08-04,4775.8,10083.3756
2020-08-05,4777.11,10278.7175
2020-08-06,4762.76,10263.0165
2020-08-07,4707.93,9932.4096
2020-08-10,4724.87,9938.2298
2020-08-11,4681.78,9694.9691
2020-08-12,4647.64,9719.8219
2020-08-13,4635.71,9643.2679
2020-08-14,4704.63,9763.4877
2020-08-17,4815.23,9955.8448
2020-08-18,4812.76,9907.4499
2020-08-19,4740.68,9535.2431
2020-08-20,4679.15,9435.5672
2020-08-21,4718.84,9373.818
2020-08-24,4755.85,9439.8367
2020-08-25,4761.95,9334.8853
2020-08-26,4706.13,8996.1784
2020-08-27,4731.35,9210.3919
2020-08-28,4844.27,9277.9135
2020-08-31,4816.22,9193.2661
2020-09-01,4842.12,9188.1711
2020-09-02,4843.89,9035.2447
2020-09-03,4817.1,9034.9718
2020-09-04,4770.22,9215.6321
2020-09-07,4669.37,8928.6184
2020-09-08,4694.39,8755.5683
2020-09-09,4584.59,8298.0389
2020-09-10,4581.98,8236.637
2020-09-11,4627.28,8516.7919
2020-09-14,4651.05,8625.0644
2020-09-15,4688.48,8673.0855
2020-09-16,4657.36,8629.2755
2020-09-17,4632.71,8767.5751
2020-09-18,4737.09,8838.3586
2020-09-21,4691.43,8827.7716
2020-09-22,4635.76,8629.3413
2020-09-23,4652.33,8738.3372
2020-09-24,4563.07,8532.4451
2020-09-25,4570.02,8444.3683
2020-09-28,4581.91,8376.1406
2020-09-29,4591.8,8487.0415
2020-09-30,4587.4,8456.0288
2020-10-09,4681.14,8736.0304
2020-10-12,4823.16,9124.8665
2020-10-13,4839.2,9095.528
2020-10-14,4807.1,8889.5922
2020-10-15,4798.74,8824.5247
2020-10-16,4791.68,8714.0042
2020-10-19,4755.49,8614.6542
2020-10-20,4793.47,8673.8643
2020-10-21,4792.83,8415.3352
2020-10-22,4777.98,8399.1611
2020-10-23,4718.49,8224.4567
2020-10-26,4691.24,8223.2452
2020-10-27,4699.28,8264.5216
2020-10-28,4737.27,8274.4828
2020-10-29,4772.92,8244.9793
2020-10-30,4695.33,8440.6032
2020-11-02,4720.83,8603.027
2020-11-03,4777.56,8724.0029
2020-11-04,4813.66,8662.0761
2020-11-05,4885.11,8782.8809
2020-11-06,4885.72,8925.6813
2020-11-09,4981.35,9630.5287
2020-11-10,4953.88,9365.4985
2020-11-11,4904.9,8885.8321
2020-11-12,4908.46,8898.581
2020-11-13,4856.85,8968.7924
2020-11-16,4904.17,8865.077
2020-11-17,4894.79,8954.292
2020-11-18,4891.67,8916.2855
2020-11-19,4927.99,8931.6052
2020-11-20,4943.29,8929.3879
2020-11-23,5005.03,8959.5708
2020-11-24,4974.29,9031.9646
2020-11-25,4910.7,8983.0926
2020-11-26,4919.59,8876.0961
2020-11-27,4980.77,8904.2122
2020-11-30,4960.25,8970.1412
2020-12-01,5067.1,9117.6619
2020-12-02,5067.14,9304.1532
2020-12-03,5057.06,9202.7405
2020-12-04,5065.92,9259.5919
2020-12-07,5022.24,9278.7464
2020-12-08,5009.88,9216.1755
2020-12-09,4942.7,8932.1223
2020-12-10,4940.52,9024.1489
2020-12-11,4889.63,8873.0045
2020-12-14,4934.84,9011.695
2020-12-15,4945.1,8917.8094
2020-12-16,4953.87,8797.6703
2020-12-17,5017.48,8845.3133
2020-12-18,4999.97,8781.7463
2020-12-21,5046.84,8996.7571
2020-12-22,4964.77,8672.0097
2020-12-23,5007.12,8953.1273
2020-12-24,5000.02,8924.4113
2020-12-25,5042.01,8855.724
2020-12-28,5064.41,8732.7207
2020-12-29,5042.94,8766.321
2020-12-30,5113.71,8877.9405
2020-12-31,5211.29,8999.452
2021-01-04,5267.72,9252.309
2021-01-05,5368.5,9719.926
2021-01-06,5417.67,9575.3676
2021-01-07,5513.66,9657.8571
2021-01-08,5495.43,9631.2194
2021-01-11,5441.16,9792.9762
2021-01-12,5596.35,10040.4171
2021-01-13,5577.97,10233.489
2021-01-14,5470.46,10199.6565
2021-01-15,5458.08,9997.6936
2021-01-18,5518.52,10589.9623
2021-01-19,5437.52,10420.9444
2021-01-20,5476.43,10513.6681
2021-01-21,5564.97,10520.1411
2021-01-22,5569.78,10385.6872
2021-01-25,5625.92,10252.0614
2021-01-26,5512.97,10021.215
2021-01-27,5528.0,9967.915
2021-01-28,5377.14,9543.8754
2021-01-29,5351.96,9354.4774
2021-02-01,5417.65,9406.0987
2021-02-02,5501.09,9489.1739
2021-02-03,5485.2,9138.0712
2021-02-04,5473.95,9122.574
2021-02-05,5483.41,8895.4029
2021-02-08,5564.56,9155.107
2021-02-09,5686.25,9283.9594
2021-02-10,5807.72,9356.1413
2021-02-18,5768.38,9586.3664
2021-02-19,5778.84,9540.0668
2021-02-22,5597.33,9294.9277
2021-02-23,5579.67,9190.1632
2021-02-24,5437.57,9263.3193
2021-02-25,5469.56,9185.0626
2021-02-26,5336.76,9050.5252
2021-03-01,5418.78,9384.8249
2021-03-02,5349.63,9484.385
2021-03-03,5452.21,9493.4123
2021-03-04,5280.71,9156.571
2021-03-05,5262.8,9076.6508
2021-03-08,5080.02,8677.7707
2021-03-09,4971.0,8234.0849
2021-03-10,5003.61,8241.9104
2021-03-11,5128.22,8505.3281
2021-03-12,5146.38,8370.1103
2021-03-15,5035.54,8007.8791
2021-03-16,5079.36,7957.459
2021-03-17,5100.86,8198.6002
2021-03-18,5141.77,8206.7352
2021-03-19,5007.09,8137.5652
2021-03-22,5057.15,8155.8894
2021-03-23,5009.25,8154.3226
2021-03-24,4928.69,7966.3863
2021-03-25,4926.35,8036.3506
2021-03-26,5037.99,8196.9142
2021-03-29,5046.88,8237.7791
2021-03-30,5094.73,8254.7112
2021-03-31,5048.36,8234.8237
2021-04-01,5110.78,8571.4459
2021-04-02,5161.56,9014.4387
2021-04-06,5140.34,8957.7941
2021-04-07,5103.74,8955.429
2021-04-08,5112.21,8931.3334
2021-04-09,5035.34,8854.7099
2021-04-12,4947.75,8699.7943
2021-04-13,4939.64,8641.1524
2021-04-14,4980.63,8676.4669
2021-04-15,4948.97,8621.6743
2021-04-16,4966.18,8574.0128
2021-04-19,5087.02,8788.6899
2021-04-20,5083.37,8694.2698
2021-04-21,5098.74,8726.3302
2021-04-22,5089.24,8819.2154
2021-04-23,5135.45,8855.3305
2021-04-26,5077.24,8879.1356
2021-04-27,5090.52,8774.3007
2021-04-28,5119.24,8953.7504
2021-04-29,5164.17,9021.5406
2021-04-30,5123.49,9068.9742
2021-05-06,5061.12,8943.6241
2021-05-07,4996.05,8527.4032
2021-05-10,4992.42,8344.4441
2021-05-11,5023.06,8418.7419
2021-05-12,5044.55,8549.613
2021-05-13,4992.97,8482.662
2021-05-14,5110.59,8694.044
2021-05-17,5184.99,8794.1591
2021-05-18,5187.6,8724.4772
2021-05-19,5172.27,8855.7676
2021-05-20,5186.41,8840.7249
2021-05-21,5134.15,8751.9501
2021-05-24,5155.59,8831.9983
2021-05-25,5318.48,9121.2093
2021-05-26,5320.59,9013.6341
2021-05-27,5338.23,9395.9611
2021-05-28,5321.09,9303.2297
2021-05-31,5331.57,9535.0786
2021-06-01,5341.68,9640.4441
2021-06-02,5289.97,9525.5036
2021-06-03,5255.29,9381.3362
2021-06-04,5282.28,9588.8874
2021-06-07,5277.63,9805.3891
2021-06-08,5232.12,9744.4749
2021-06-09,5236.45,9868.8644
2021-06-10,5271.47,10001.43
2021-06-11,5224.7,9829.7938
2021-06-15,5166.56,9963.21
2021-06-16,5080.49,9646.8785
2021-06-17,5101.89,10435.2717
2021-06-18,5102.47,10513.1958
2021-06-21,5090.39,10570.5329
2021-06-22,5122.16,10550.7064
2021-06-23,5147.39,11051.7027
2021-06-24,5155.97,10876.3806
2021-06-25,5239.97,11014.9061
2021-06-28,5251.76,11206.6454
2021-06-29,5190.54,11088.696
2021-06-30,5224.04,11624.6445
2021-07-01,5229.66,11342.6726
2021-07-02,5081.12,11157.5223
2021-07-05,5085.79,11629.7025
2021-07-06,5083.1,11388.3305
2021-07-07,5140.49,11723.6335
2021-07-08,5088.26,12071.7184
2021-07-09,5069.44,11886.7174
2021-07-12,5132.71,12105.7133
2021-07-13,5142.1,11513.2287
2021-07-14,5083.08,11378.7607
2021-07-15,5151.46,11510.0445
2021-07-16,5094.77,11314.501
2021-07-19,5113.49,11310.0326
2021-07-20,5108.99,11570.8988
2021-07-21,5144.04,12053.4296
2021-07-22,5151.75,12351.2951
2021-07-23,5089.23,12356.8265
2021-07-26,4925.3,12503.0428
2021-07-27,4751.31,12491.4957
2021-07-28,4760.48,12337.5562
2021-07-29,4850.27,13245.9377
2021-07-30,4811.17,13570.6291
2021-08-02,4933.74,13246.0952
2021-08-03,4934.46,12489.3026
2021-08-04,4978.85,13131.0338
2021-08-05,4948.67,13096.2246
2021-08-06,4921.56,12993.9993
2021-08-09,4985.56,12629.2849
2021-08-10,5043.15,12555.5739
2021-08-11,5015.34,12610.4327
2021-08-12,4973.35,12667.2172
2021-08-13,4945.98,12147.5195
2021-08-16,4941.07,12226.9795
2021-08-17,4837.4,11713.7722
2021-08-18,4894.24,11730.3
2021-08-19,4862.14,12010.2001
2021-08-20,4769.27,12125.4814
2021-08-23,4835.88,12484.5627
2021-08-24,4888.39,12693.924
2021-08-25,4898.16,12638.5495
2021-08-26,4801.61,12387.5152
2021-08-27,4827.04,12516.9426
2021-08-30,4813.27,12416.9289
2021-08-31,4805.61,12068.2385
2021-09-01,4869.46,11931.3766
2021-09-02,4869.41,11585.3766
2021-09-03,4843.06,11499.5733
2021-09-06,4933.73,11724.2037
2021-09-07,4992.83,11753.6572
2021-09-08,4972.13,11614.104
2021-09-09,4970.01,11555.9262
2021-09-10,5013.52,12034.0405
2021-09-13,4991.66,11553.5498
2021-09-14,4917.16,11596.1237
2021-09-15,4867.32,11545.8393
2021-09-16,4807.7,11138.1919
2021-09-17,4855.94,11198.9519
2021-09-22,4821.77,11321.8465
2021-09-23,4853.2,11534.5917
2021-09-24,4849.43,11467.3503
2021-09-27,4877.37,11441.6203
2021-09-28,4883.83,11438.0935
2021-09-29,4833.93,11150.783
2021-09-30,4866.38,11238.4781
2021-10-08,4929.94,11189.5432
2021-10-11,4936.19,11100.614
2021-10-12,4883.84,10747.9074
2021-10-13,4940.11,11051.8385
2021-10-14,4913.61,11119.1999
2021-10-15,4932.11,11489.7922
2021-10-18,4874.78,11357.9449
2021-10-19,4922.72,11396.5092
2021-10-20,4910.18,11379.2354
2021-10-21,4928.02,11162.0774
2021-10-22,4959.73,11439.3247
2021-10-25,4979.52,11560.9809
2021-10-26,4963.1,11557.4644
2021-10-27,4898.16,11480.3334
2021-10-28,4864.14,11470.5018
2021-10-29,4908.77,11739.0267
2021-11-01,4890.69,11816.3383
2021-11-02,4839.85,12076.816
2021-11-03,4821.11,11966.4522
2021-11-04,4868.74,12156.8753
2021-11-05,4842.35,12173.5036
2021-11-08,4848.18,12005.3236
2021-11-09,4846.74,12257.6886
2021-11-10,4821.19,12271.2572
2021-11-11,4898.65,12540.693
2021-11-12,4888.37,12505.3167
2021-11-15,4882.38,12250.4721
2021-11-16,4883.32,12068.1142
2021-11-17,4885.75,12113.4097
2021-11-18,4837.62,11970.6347
2021-11-19,4890.06,12027.8663
2021-11-22,4912.4,12563.3617
2021-11-23,4913.35,12422.775
2021-11-24,4916.66,12316.4951
2021-11-25,4896.44,12392.3998
2021-11-26,4860.13,12126.47
2021-11-29,4851.42,12189.3178
2021-11-30,4832.03,12352.4412
2021-12-01,4843.85,12304.4151
2021-12-02,4856.16,12340.5674
2021-12-03,4901.02,12588.9627
2021-12-06,4892.62,12321.7657
2021-12-07,4922.1,12065.4384
2021-12-08,4995.93,12379.4644
2021-12-09,5078.69,12466.1371
2021-12-10,5055.12,12359.8795
2021-12-13,5083.8,12425.077
2021-12-14,5049.7,12422.1628
2021-12-15,5005.9,12272.2141
2021-12-16,5034.73,12240.1649
2021-12-17,4954.76,11855.7099
2021-12-20,4880.42,11649.6643
2021-12-21,4913.49,11753.9535
2021-12-22,4914.45,11918.5043
2021-12-23,4948.74,11928.1854
2021-12-24,4921.34,11915.0902
2021-12-27,4919.32,11817.592
2021-12-28,4955.96,11901.7813
2021-12-29,4883.48,11693.2215
2021-12-30,4921.51,12010.2127
2021-12-31,4940.37,11984.311
2022-01-04,4917.77,11796.8753
2022-01-05,4868.12,11252.9339
2022-01-06,4818.23,11190.4382
2022-01-07,4822.37,11015.564
2022-01-10,4844.05,10887.0096
2022-01-11,4797.77,10675.3843
2022-01-12,4845.58,10907.5938
2022-01-13,4765.92,10738.5008
2022-01-14,4726.73,10913.7105
2022-01-17,4767.28,11159.3011
2022-01-18,4813.35,11236.5738
2022-01-19,4780.38,11052.5076
2022-01-20,4823.51,10954.1591
2022-01-21,4779.31,10747.9626
2022-01-24,4786.74,10941.3452
2022-01-25,4678.45,10683.0516
2022-01-26,4712.31,10803.9251
2022-01-27,4619.88,10417.8794
2022-01-28,4563.77,10227.3086
2022-02-07,4634.09,10328.7552
2022-02-08,4608.77,10021.7699
2022-02-09,4652.06,10098.2508
2022-02-10,4639.86,10136.2961
2022-02-11,4601.4,9945.3113
2022-02-14,4551.69,9844.7726
2022-02-15,4600.1,10222.1037
2022-02-16,4617.99,10162.352
2022-02-17,4629.16,10278.7328
2022-02-18,4651.24,10178.1199
2022-02-21,4634.31,10170.8989
2022-02-22,4574.15,10233.4489
2022-02-23,4623.05,10812.0461
2022-02-24,4529.32,10719.4648
2022-02-25,4573.42,10839.9899
2022-02-28,4581.65,10895.9059
2022-03-01,4619.69,10919.7939
2022-03-02,4578.6,10751.5433
2022-03-03,4551.63,10504.2255
2022-03-04,4496.43,10585.4965
2022-03-07,4352.78,10167.5425
2022-03-08,4265.39,10147.0776
2022-03-09,4226.35,10238.4296
2022-03-10,4292.84,10361.7297
2022-03-11,4306.52,10358.1476
2022-03-14,4174.76,10011.495
2022-03-15,3983.81,9674.0885
2022-03-16,4156.08,10200.5131
2022-03-17,4237.7,10340.1594
2022-03-18,4265.9,10233.8263
2022-03-21,4258.75,10344.6156
2022-03-22,4255.3,10153.5533
2022-03-23,4276.52,10153.5446
2022-03-24,4251.31,9904.2071
2022-03-25,4174.57,9791.8961
2022-03-28,4148.47,9651.4965
2022-03-29,4134.14,9454.9951
2022-03-30,4254.1,9642.4987
2022-03-31,4222.6,9361.4979
2022-04-01,4276.16,9364.8782
2022-04-06,4263.84,9049.0991
2022-04-07,4209.1,8852.4005
2022-04-08,4230.77,8863.8033
2022-04-11,4100.07,8385.8411
2022-04-12,4179.97,8502.5869
2022-04-13,4139.74,8291.2545
2022-04-14,4191.57,8499.0451
2022-04-15,4188.75,8464.7294
2022-04-18,4166.38,8791.4989
2022-04-19,4134.9,8592.4992
2022-04-20,4070.79,8458.5487
2022-04-21,3995.83,8251.5322
2022-04-22,4013.25,8047.4514
2022-04-25,3814.91,7422.8815
2022-04-26,3784.12,7215.5627
2022-04-27,3895.54,7752.1314
2022-04-28,3921.11,7677.1621
2022-04-29,4016.24,7949.1082
2022-05-05,4010.21,7984.7468
2022-05-06,3908.82,7739.484
2022-05-09,3877.44,7667.41
2022-05-10,3919.87,7970.9123
2022-05-11,3976.42,8273.124
2022-05-12,3958.74,8323.7099
2022-05-13,3988.6,8303.1337
2022-05-16,3956.54,8181.5128
2022-05-17,4005.89,8515.6859
2022-05-18,3991.91,8572.2693
2022-05-19,3999.6,8732.9827
2022-05-20,4077.6,8754.4737
2022-05-23,4053.98,8832.1639
2022-05-24,3959.15,8462.017
2022-05-25,3983.18,8448.8275
2022-05-26,3993.04,8383.3188
2022-05-27,4001.3,8333.7011
2022-05-30,4029.02,8439.1385
2022-05-31,4091.52,8599.777
2022-06-01,4083.18,8572.5804
2022-06-02,4089.57,8852.4406
2022-06-06,4166.09,9092.1892
2022-06-07,4179.13,8923.3388
2022-06-08,4219.81,8897.941
2022-06-09,4175.67,8613.9142
2022-06-10,4238.99,8778.7855
2022-06-13,4189.35,8661.7661
2022-06-14,4222.31,8474.0587
2022-06-15,4278.22,8551.7202
2022-06-16,4250.06,8695.5132
2022-06-17,4309.04,8667.4154
2022-06-20,4330.43,8791.3586
2022-06-21,4325.57,8694.5674
2022-06-22,4270.62,8433.3599
2022-06-23,4343.88,8640.5683
2022-06-24,4394.77,8762.7832
2022-06-27,4444.26,8903.296
2022-06-28,4490.52,9298.6378
2022-06-29,4421.36,9125.967
2022-06-30,4485.01,9417.311
2022-07-01,4466.72,9418.9444
2022-07-04,4496.03,9155.7915
2022-07-05,4489.54,9192.5997
2022-07-06,4423.97,9313.3185
2022-07-07,4443.47,9271.9359
2022-07-08,4428.78,9324.9626
2022-07-11,4354.62,9029.4372
2022-07-12,4313.62,8784.9071
2022-07-13,4321.46,8666.9474
2022-07-14,4322.07,8744.9223
2022-07-15,4248.53,8706.8738
2022-07-18,4292.59,8644.57
2022-07-19,4269.34,8570.0297
2022-07-20,4283.8,8665.6383
2022-07-21,4236.06,8835.2728
2022-07-22,4238.23,8757.6155
2022-07-25,4212.64,8607.6632
2022-07-26,4245.98,8657.8892
2022-07-27,4225.04,8582.5484
2022-07-28,4225.67,8722.7091
2022-07-29,4170.1,8460.7752
2022-08-01,4188.68,8573.705
2022-08-02,4107.02,8496.2686
2022-08-03,4066.98,8777.0921
2022-08-04,4101.54,8927.1094
2022-08-05,4156.91,9401.7883
2022-08-08,4148.07,9325.7288
2022-08-09,4156.29,9415.2082
2022-08-10,4109.74,9299.2056
2022-08-11,4193.54,9461.2718
2022-08-12,4191.15,9236.3472
2022-08-15,4185.68,9279.0848
2022-08-16,4177.84,9187.2894
2022-08-17,4216.96,9219.2274
2022-08-18,4180.1,9341.1855
2022-08-19,4151.07,9108.0516
2022-08-22,4181.4,9134.6252
2022-08-23,4161.08,9094.9061
2022-08-24,4082.42,8717.8335
2022-08-25,4116.24,8663.0679
2022-08-26,4107.55,8523.654
2022-08-29,4089.52,8531.3485
2022-08-30,4075.79,8566.4416
2022-08-31,4078.84,8447.477
2022-09-01,4043.74,8351.2332
2022-09-02,4023.61,8399.8657
2022-09-05,4015.43,8346.2379
2022-09-06,4052.28,8452.0149
2022-09-07,4054.98,8628.9819
2022-09-08,4037.68,8561.8256
2022-09-09,4093.79,8525.415
2022-09-13,4111.11,8514.8471
2022-09-14,4065.36,8507.693
2022-09-15,4027.12,8225.2048
2022-09-16,3932.68,8118.639
2022-09-19,3928.0,7979.1161
2022-09-20,3932.84,7954.1724
2022-09-21,3903.73,7793.8084
2022-09-22,3869.34,7739.5762
2022-09-23,3856.02,7550.0152
2022-09-26,3836.68,7562.002
2022-09-27,3892.3,7705.5274
2022-09-28,3828.71,7501.1547
2022-09-29,3827.14,7509.1129
2022-09-30,3804.89,7370.3747
2022-10-10,3720.94,6928.4185
2022-10-11,3727.69,6826.4058
2022-10-12,3784.31,7060.7115
2022-10-13,3752.67,7011.3216
2022-10-14,3842.47,7225.8379
2022-10-17,3846.41,7346.5659
2022-10-18,3838.27,7293.7571
2022-10-19,3776.53,7224.1349
2022-10-20,3754.93,7472.6441
2022-10-21,3742.89,7357.0016
2022-10-24,3633.37,7333.592
2022-10-25,3627.45,7308.354
2022-10-26,3656.9,7542.4313
2022-10-27,3631.14,7561.6218
2022-10-28,3541.33,7421.6947
2022-10-31,3508.7,7517.704
2022-11-01,3634.17,7631.1858
2022-11-02,3677.81,7655.1717
2022-11-03,3647.9,7866.3773
2022-11-04,3767.17,8015.7624
2022-11-07,3775.3,7951.2233
2022-11-08,3749.33,7847.5328
2022-11-09,3714.27,7762.471
2022-11-10,3685.69,7574.3597
2022-11-11,3788.44,7675.3673
2022-11-14,3794.02,7712.8953
2022-11-15,3865.97,8183.7454
2022-11-16,3834.39,8068.2042
2022-11-17,3818.66,8231.6277
2022-11-18,3801.57,8027.4503
2022-11-21,3769.13,7953.8386
2022-11-22,3769.57,7859.8147
2022-11-23,3773.53,7839.9545
2022-11-24,3756.81,7767.0696
2022-11-25,3775.78,7684.7528
2022-11-28,3733.24,7567.2216
2022-11-29,3848.42,7671.8366
2022-11-30,3853.04,7650.2969
2022-12-01,3894.77,7756.3921
2022-12-02,3870.95,7691.8727
2022-12-05,3946.88,7735.853
2022-12-06,3968.2,7873.4241
2022-12-07,3958.44,7800.0673
2022-12-08,3959.18,7700.8932
2022-12-09,3998.24,7782.6365
2022-12-12,3953.44,7935.7852
2022-12-13,3945.68,7814.3706
2022-12-14,3954.89,7787.9187
2022-12-15,3951.99,7898.9172
2022-12-16,3954.23,7756.037
2022-12-19,3893.22,7559.7415
2022-12-20,3829.02,7560.1355
2022-12-21,3830.54,7453.4346
2022-12-22,3836.03,7330.1541
2022-12-23,3828.22,7192.5592
2022-12-26,3843.49,7375.5051
2022-12-27,3887.85,7486.352
2022-12-28,3871.26,7389.372
2022-12-29,3856.7,7386.8423
2022-12-30,3871.63,7328.7195
2023-01-03,3887.9,7423.0012
2023-01-04,3892.95,7379.8801
2023-01-05,3968.58,7439.8734
2023-01-06,3980.89,7424.2515
2023-01-09,4013.12,7462.61
2023-01-10,4017.47,7540.061
2023-01-11,4010.03,7457.4043
2023-01-12,4017.87,7430.398
2023-01-13,4074.38,7437.9691
2023-01-16,4137.96,7679.4086
2023-01-17,4137.24,7851.6543
2023-01-18,4130.31,7833.8869
2023-01-19,4156.01,8000.5882
2023-01-20,4181.53,8028.0578
