window,method,cost_bps,start,end,total_return,cagr,sharpe_zero_cash,max_drawdown,exposure,one_way_turnover,observations
development_full,ridge_cross,10,2021-01-11,2026-08-31,-0.10240080344098168,-0.0189906160558716,-0.05154603192433046,-0.3345843494603955,0.6793557833089312,78,1366
development_full,ridge_cross,20,2021-01-11,2026-08-31,-0.16984995847413598,-0.032497572972309374,-0.14466359071366502,-0.3594323124444775,0.6793557833089312,78,1366
development_full,hgb_target,0,2021-01-11,2026-08-31,-0.19815019073796614,-0.03843508215579006,-0.15032439738844575,-0.49103339944271296,0.7064421669106882,58,1366
development_full,hgb_target,5,2021-01-11,2026-08-31,-0.22107554235935933,-0.04337264493608228,-0.18126442708736923,-0.4996148283226505,0.7064421669106882,58,1366
development_full,hgb_target,10,2021-01-11,2026-08-31,-0.2433564272593033,-0.04828730532999648,-0.21218837765192328,-0.5080557557919927,0.7064421669106882,58,1366
development_full,hgb_target,20,2021-01-11,2026-08-31,-0.2860555450088853,-0.058048298002824295,-0.273956288605213,-0.5245249993051748,0.7064421669106882,58,1366
development_full,hgb_target_matched,0,2021-01-11,2026-08-31,-0.28875201561560726,-0.05868068125618697,-0.35340517383240344,-0.49632300239625327,0.554904831625183,86,1366
development_full,hgb_target_matched,5,2021-01-11,2026-08-31,-0.3186947811087254,-0.06583885681745028,-0.4072781743430852,-0.5058048729299857,0.554904831625183,86,1366
development_full,hgb_target_matched,10,2021-01-11,2026-08-31,-0.34739103407377303,-0.07294613967651431,-0.4610746273387937,-0.5151128554675473,0.554904831625183,86,1366
development_full,hgb_target_matched,20,2021-01-11,2026-08-31,-0.4012471420830519,-0.08700937175970114,-0.5683277295690594,-0.5332195197893594,0.554904831625183,86,1366
development_full,hgb_cross,0,2021-01-11,2026-08-31,-0.23551575685809067,-0.04654441760788686,-0.20573709193381434,-0.4345147632295099,0.7093704245973645,78,1366
development_full,hgb_cross,5,2021-01-11,2026-08-31,-0.2647639080043236,-0.05312275279199785,-0.2478696960126748,-0.4479561243092497,0.7093704245973645,78,1366
development_full,hgb_cross,10,2021-01-11,2026-08-31,-0.2929068660095874,-0.059658958587905375,-0.2899760022844058,-0.4621347775493352,0.7093704245973645,78,1366
development_full,hgb_cross,20,2021-01-11,2026-08-31,-0.3460406417529609,-0.07260597636468424,-0.37405103697650127,-0.4894289060091035,0.7093704245973645,78,1366
development_full,zero_return_cash,0,2021-01-11,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,1366
development_full,zero_return_cash,5,2021-01-11,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,1366
development_full,zero_return_cash,10,2021-01-11,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,1366
development_full,zero_return_cash,20,2021-01-11,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,1366
development_full,buy_hold,0,2021-01-11,2026-08-31,-0.1711862128104904,-0.03277415065574596,-0.07801062709316563,-0.4666020496211638,1.0,2,1366
development_full,buy_hold,5,2021-01-11,2026-08-31,-0.17201481939423235,-0.032945839784627284,-0.07892757856497594,-0.46660204962116236,1.0,2,1366
development_full,buy_hold,10,2021-01-11,2026-08-31,-0.17284301157108228,-0.033117584323650195,-0.07984422904247555,-0.46660204962116425,1.0,2,1366
development_full,buy_hold,20,2021-01-11,2026-08-31,-0.17449815270409885,-0.033461239814696175,-0.08167660213886653,-0.4666020496211635,1.0,2,1366
development_full,round2_frozen,0,2021-01-11,2026-08-31,-0.04788539112598622,-0.008671015901407952,0.040609036384634055,-0.40806310602789153,0.794289897510981,48,1366
development_full,round2_frozen,5,2021-01-11,2026-08-31,-0.07046969236290468,-0.012885628490966972,0.016380951897079315,-0.41454034118367034,0.794289897510981,48,1366
development_full,round2_frozen,10,2021-01-11,2026-08-31,-0.09252919120364023,-0.017084418200827955,-0.007849921444397848,-0.42094988754111307,0.794289897510981,48,1366
development_full,round2_frozen,20,2021-01-11,2026-08-31,-0.13512128188850203,-0.02543473495489712,-0.05630142082967786,-0.4335686035508768,0.794289897510981,48,1366
post_pretrain_common,ridge_target,0,2024-07-08,2026-08-31,0.31906657019213314,0.13770552975041794,0.7572073281869163,-0.15056276219730036,0.7030651340996169,20,522
post_pretrain_common,ridge_target,5,2024-07-08,2026-08-31,0.3059383725841043,0.1324161941735913,0.7333816558423535,-0.1507284457339556,0.7030651340996169,20,522
post_pretrain_common,ridge_target,10,2024-07-08,2026-08-31,0.2929343640712141,0.12714882116869597,0.7095178409106032,-0.1515779296060562,0.7030651340996169,20,522
post_pretrain_common,ridge_target,20,2024-07-08,2026-08-31,0.26729446969354664,0.1166796420484082,0.6616920634163698,-0.15327562216806534,0.7030651340996169,20,522
post_pretrain_common,training_mean,0,2024-07-08,2026-08-31,0.3336032507015896,0.14352964115273514,0.7299923167700568,-0.1915301424375958,1.0,2,522
post_pretrain_common,training_mean,5,2024-07-08,2026-08-31,0.33226998085169934,0.14299688435656055,0.7277853296516295,-0.19153014243759492,1.0,2,522
post_pretrain_common,training_mean,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
post_pretrain_common,training_mean,20,2024-07-08,2026-08-31,0.328274172111787,0.1413985048070605,0.7211466101487292,-0.19153014243759503,1.0,2,522
post_pretrain_common,ridge_target_matched,0,2024-07-08,2026-08-31,0.144907477169556,0.06507442430121646,0.510954805091125,-0.12044140479369769,0.6226053639846744,26,522
post_pretrain_common,ridge_target_matched,5,2024-07-08,2026-08-31,0.13011633267136413,0.05864175445198594,0.4687518895224514,-0.12219920308594168,0.6226053639846744,26,522
post_pretrain_common,ridge_target_matched,10,2024-07-08,2026-08-31,0.11550901797510349,0.052244746012215515,0.42654815476861646,-0.1239543653403069,0.6226053639846744,26,522
post_pretrain_common,ridge_target_matched,20,2024-07-08,2026-08-31,0.08683712547019207,0.039556994182970984,0.3422055568664209,-0.12745679228086537,0.6226053639846744,26,522
post_pretrain_common,ridge_cross,0,2024-07-08,2026-08-31,0.130358527750972,0.05874744605657045,0.4420316592062833,-0.1127047768794901,0.7452107279693486,24,522
post_pretrain_common,ridge_cross,5,2024-07-08,2026-08-31,0.11687193492487191,0.05284349610529704,0.4066667845687939,-0.1144780368264886,0.7452107279693486,24,522
post_pretrain_common,ridge_cross,10,2024-07-08,2026-08-31,0.10353962615624712,0.04696953915868751,0.3712717896705877,-0.116248637548927,0.7452107279693486,24,522
post_pretrain_common,ridge_cross,20,2024-07-08,2026-08-31,0.07733112211957294,0.03531105495319342,0.30043527170132456,-0.1197818719583501,0.7452107279693486,24,522
post_pretrain_common,hgb_target,0,2024-07-08,2026-08-31,0.4159425606230518,0.17589665872233629,0.922261198027829,-0.19207342790822124,0.7068965517241379,28,522
post_pretrain_common,hgb_target,5,2024-07-08,2026-08-31,0.3962525933254568,0.1682501346151366,0.8892352299167662,-0.19449417991890927,0.7068965517241379,28,522
post_pretrain_common,hgb_target,10,2024-07-08,2026-08-31,0.37682678543848946,0.16064954483691962,0.8561300353277246,-0.196908884588608,0.7068965517241379,28,522
post_pretrain_common,hgb_target,20,2024-07-08,2026-08-31,0.3387540328008214,0.14558515691994356,0.7897125405089039,-0.2017202002535019,0.7068965517241379,28,522
post_pretrain_common,hgb_target_matched,0,2024-07-08,2026-08-31,0.2483548695710287,0.10887344972146606,0.7786767550205691,-0.10279924577118493,0.5210727969348659,38,522
post_pretrain_common,hgb_target_matched,5,2024-07-08,2026-08-31,0.22485421476697942,0.09909889111137571,0.7184254650860898,-0.10369622222522545,0.5210727969348659,38,522
post_pretrain_common,hgb_target_matched,10,2024-07-08,2026-08-31,0.2017845384031023,0.08940566742307321,0.6580497225155251,-0.10459275007888891,0.5210727969348659,38,522
post_pretrain_common,hgb_target_matched,20,2024-07-08,2026-08-31,0.15690747892777002,0.07026068310416345,0.537058634946252,-0.10638445998508361,0.5210727969348659,38,522
post_pretrain_common,hgb_cross,0,2024-07-08,2026-08-31,0.23131222304137244,0.10179485969640378,0.5828528498382721,-0.19772140600863464,0.8122605363984674,26,522
post_pretrain_common,hgb_cross,5,2024-07-08,2026-08-31,0.2154048092314651,0.09514041150734354,0.5527119460958881,-0.20012523525082504,0.8122605363984674,26,522
post_pretrain_common,hgb_cross,10,2024-07-08,2026-08-31,0.19969509863040957,0.08852285422161854,0.5225425759889013,-0.20252305942721616,0.8122605363984674,26,522
post_pretrain_common,hgb_cross,20,2024-07-08,2026-08-31,0.16885937399499573,0.07539766838708184,0.46214339287012884,-0.20730074059307346,0.8122605363984674,26,522
post_pretrain_common,zero_return_cash,0,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
post_pretrain_common,zero_return_cash,5,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
post_pretrain_common,zero_return_cash,10,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
post_pretrain_common,zero_return_cash,20,2024-07-08,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,522
post_pretrain_common,buy_hold,0,2024-07-08,2026-08-31,0.3336032507015896,0.14352964115273514,0.7299923167700568,-0.1915301424375958,1.0,2,522
post_pretrain_common,buy_hold,5,2024-07-08,2026-08-31,0.33226998085169934,0.14299688435656055,0.7277853296516295,-0.19153014243759492,1.0,2,522
post_pretrain_common,buy_hold,10,2024-07-08,2026-08-31,0.3309373778034359,0.14246410937337428,0.7255753607264145,-0.1915301424375958,1.0,2,522
post_pretrain_common,buy_hold,20,2024-07-08,2026-08-31,0.328274172111787,0.1413985048070605,0.7211466101487292,-0.19153014243759503,1.0,2,522
post_pretrain_common,round2_frozen,0,2024-07-08,2026-08-31,0.31906657019213314,0.13770552975041794,0.7572073281869163,-0.15056276219730036,0.7030651340996169,20,522
post_pretrain_common,round2_frozen,5,2024-07-08,2026-08-31,0.3059383725841043,0.1324161941735913,0.7333816558423535,-0.1507284457339556,0.7030651340996169,20,522
post_pretrain_common,round2_frozen,10,2024-07-08,2026-08-31,0.2929343640712141,0.12714882116869597,0.7095178409106032,-0.1515779296060562,0.7030651340996169,20,522
post_pretrain_common,round2_frozen,20,2024-07-08,2026-08-31,0.26729446969354664,0.1166796420484082,0.6616920634163698,-0.15327562216806534,0.7030651340996169,20,522
post_pretrain_common,kronos_ohlcv,0,2024-07-08,2026-08-31,0.15225894698452946,0.0682550676853424,0.691070241597112,-0.10730448542759541,0.32950191570881227,38,522
post_pretrain_common,kronos_ohlcv,5,2024-07-08,2026-08-31,0.13056732674254978,0.05883855422094353,0.6053654940827465,-0.11086902486224726,0.32950191570881227,38,522
post_pretrain_common,kronos_ohlcv,10,2024-07-08,2026-08-31,0.10927350906116473,0.04950039635465364,0.5195333323172237,-0.11442110399827676,0.32950191570881227,38,522
post_pretrain_common,kronos_ohlcv,20,2024-07-08,2026-08-31,0.06785099807870831,0.03105669881227935,0.3478686543545412,-0.1214880306924917,0.32950191570881227,38,522
post_pretrain_common,kronos_ohlc_diagnostic,0,2024-07-08,2026-08-31,0.1193392994287994,0.05392645482599212,0.48082016082172685,-0.10512008038521237,0.6130268199233716,34,522
post_pretrain_common,kronos_ohlc_diagnostic,5,2024-07-08,2026-08-31,0.10046668464415531,0.04561029373845993,0.4182290774279321,-0.10512008038521248,0.6130268199233716,34,522
post_pretrain_common,kronos_ohlc_diagnostic,10,2024-07-08,2026-08-31,0.08190306606934694,0.03735564051012452,0.35552638266207026,-0.10512008038521248,0.6130268199233716,34,522
post_pretrain_common,kronos_ohlc_diagnostic,20,2024-07-08,2026-08-31,0.04568326014105595,0.021029162431029258,0.22995504207045986,-0.10512008038521259,0.6130268199233716,34,522
post_release_sensitivity,ridge_target,0,2025-08-25,2026-08-31,0.002765424293870833,0.0027225056538220382,0.09643785396721673,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,ridge_target,5,2025-08-25,2026-08-31,-0.0012386250603073634,-0.0012194397507808707,0.07034279677464131,-0.10019552181742208,0.8292682926829268,8,246
post_release_sensitivity,ridge_target,10,2025-08-25,2026-08-31,-0.005228677753326361,-0.0051478492408636445,0.044226577464413525,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,ridge_target,20,2025-08-25,2026-08-31,-0.013166960884918533,-0.012964219340527716,-0.008044051487956626,-0.10019552181742264,0.8292682926829268,8,246
post_release_sensitivity,training_mean,0,2025-08-25,2026-08-31,0.03299149285939018,0.032471956466785246,0.2768684800904377,-0.10019552181742164,1.0,2,246
post_release_sensitivity,training_mean,5,2025-08-25,2026-08-31,0.0319587596144042,0.031455732675994996,0.2710404339774014,-0.10019552181742186,1.0,2,246
post_release_sensitivity,training_mean,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,training_mean,20,2025-08-25,2026-08-31,0.028863658853925056,0.02841001626659767,0.2535359326563581,-0.10019552181742186,1.0,2,246
post_release_sensitivity,ridge_target_matched,0,2025-08-25,2026-08-31,-0.04085347159689723,-0.04023321086689824,-0.22617545432328318,-0.0935731364512491,0.6829268292682927,8,246
post_release_sensitivity,ridge_target_matched,5,2025-08-25,2026-08-31,-0.04468335039464222,-0.044006286929898275,-0.2545339773310533,-0.09357313645124976,0.6829268292682927,8,246
post_release_sensitivity,ridge_target_matched,10,2025-08-25,2026-08-31,-0.048499841366447916,-0.04776640694459777,-0.28283505137056225,-0.09357313645124965,0.6829268292682927,8,246
post_release_sensitivity,ridge_target_matched,20,2025-08-25,2026-08-31,-0.05609282026528317,-0.05524793088659452,-0.3392331088868307,-0.0963985821248361,0.6829268292682927,8,246
post_release_sensitivity,ridge_cross,0,2025-08-25,2026-08-31,-0.0501385893589007,-0.049381021714024365,-0.2632801633974979,-0.09997305284190727,0.7804878048780488,10,246
post_release_sensitivity,ridge_cross,5,2025-08-25,2026-08-31,-0.0548772247066992,-0.05405011615645494,-0.2964569754517789,-0.10266976083155432,0.7804878048780488,10,246
post_release_sensitivity,ridge_cross,10,2025-08-25,2026-08-31,-0.059594573485972524,-0.05869859680922407,-0.3296076784891688,-0.10535973210769434,0.7804878048780488,10,246
post_release_sensitivity,ridge_cross,20,2025-08-25,2026-08-31,-0.06896575120087411,-0.06793403950870214,-0.39578969001733105,-0.11071951837945293,0.7804878048780488,10,246
post_release_sensitivity,hgb_target,0,2025-08-25,2026-08-31,0.05002966837751921,0.04923549571852592,0.41942444969526094,-0.08066863183357253,0.6991869918699187,14,246
post_release_sensitivity,hgb_target,5,2025-08-25,2026-08-31,0.04270330116310905,0.04202774199762693,0.3697365258938639,-0.08250591603246149,0.6991869918699187,14,246
post_release_sensitivity,hgb_target,10,2025-08-25,2026-08-31,0.03542442455823647,0.03486593268097482,0.3199339207142016,-0.08434044499443605,0.6991869918699187,14,246
post_release_sensitivity,hgb_target,20,2025-08-25,2026-08-31,0.021008007526050143,0.020679068362343456,0.2200823274375608,-0.08800124822996269,0.6991869918699187,14,246
post_release_sensitivity,hgb_target_matched,0,2025-08-25,2026-08-31,-0.015876266170946174,-0.015632138849583255,-0.08254018513140646,-0.08731186583707029,0.4105691056910569,22,246
post_release_sensitivity,hgb_target_matched,5,2025-08-25,2026-08-31,-0.026644983092135033,-0.0262374876880358,-0.17965494110947058,-0.0891358735294816,0.4105691056910569,22,246
post_release_sensitivity,hgb_target_matched,10,2025-08-25,2026-08-31,-0.0373011641101989,-0.03673379806880839,-0.27684571362588534,-0.09095714589475679,0.4105691056910569,22,246
post_release_sensitivity,hgb_target_matched,20,2025-08-25,2026-08-31,-0.05828039017655584,-0.05740356289803339,-0.47100954894222136,-0.09902481776565408,0.4105691056910569,22,246
post_release_sensitivity,hgb_cross,0,2025-08-25,2026-08-31,0.050005937106930354,0.04921214991713385,0.4087080069205198,-0.07639561905357439,0.8048780487804879,14,246
post_release_sensitivity,hgb_cross,5,2025-08-25,2026-08-31,0.04267973547260828,0.042004556570897966,0.36073947911068216,-0.07639561905357395,0.8048780487804879,14,246
post_release_sensitivity,hgb_cross,10,2025-08-25,2026-08-31,0.03540102337450923,0.03484290660663247,0.3127466125413957,-0.07639561905357384,0.8048780487804879,14,246
post_release_sensitivity,hgb_cross,20,2025-08-25,2026-08-31,0.020984932161584702,0.02065635794994347,0.21677511070221908,-0.07751693078470723,0.8048780487804879,14,246
post_release_sensitivity,zero_return_cash,0,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,zero_return_cash,5,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,zero_return_cash,10,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,zero_return_cash,20,2025-08-25,2026-08-31,0.0,0.0,0.0,0.0,0.0,0,246
post_release_sensitivity,buy_hold,0,2025-08-25,2026-08-31,0.03299149285939018,0.032471956466785246,0.2768684800904377,-0.10019552181742164,1.0,2,246
post_release_sensitivity,buy_hold,5,2025-08-25,2026-08-31,0.0319587596144042,0.031455732675994996,0.2710404339774014,-0.10019552181742186,1.0,2,246
post_release_sensitivity,buy_hold,10,2025-08-25,2026-08-31,0.03092654286516594,0.03044000137394165,0.2652088013981915,-0.10019552181742253,1.0,2,246
post_release_sensitivity,buy_hold,20,2025-08-25,2026-08-31,0.028863658853925056,0.02841001626659767,0.2535359326563581,-0.10019552181742186,1.0,2,246
post_release_sensitivity,round2_frozen,0,2025-08-25,2026-08-31,0.002765424293870833,0.0027225056538220382,0.09643785396721673,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,round2_frozen,5,2025-08-25,2026-08-31,-0.0012386250603073634,-0.0012194397507808707,0.07034279677464131,-0.10019552181742208,0.8292682926829268,8,246
post_release_sensitivity,round2_frozen,10,2025-08-25,2026-08-31,-0.005228677753326361,-0.0051478492408636445,0.044226577464413525,-0.1001955218174222,0.8292682926829268,8,246
post_release_sensitivity,round2_frozen,20,2025-08-25,2026-08-31,-0.013166960884918533,-0.012964219340527716,-0.008044051487956626,-0.10019552181742264,0.8292682926829268,8,246
post_release_sensitivity,kronos_ohlcv,0,2025-08-25,2026-08-31,0.030834314678725105,0.030349245389277524,0.3538866785602868,-0.0798400865527511,0.34146341463414637,16,246
post_release_sensitivity,kronos_ohlcv,5,2025-08-25,2026-08-31,0.022618493149451746,0.022264063454885852,0.2738432596941478,-0.08054857757986889,0.34146341463414637,16,246
post_release_sensitivity,kronos_ohlcv,10,2025-08-25,2026-08-31,0.014464090366034021,0.014238328108115095,0.19399645075250643,-0.08146825886508735,0.34146341463414637,16,246
post_release_sensitivity,kronos_ohlcv,20,2025-08-25,2026-08-31,-0.0016621711833418873,-0.0016364308601065636,0.0352285753345384,-0.08330624087817784,0.34146341463414637,16,246
post_release_sensitivity,kronos_ohlc_diagnostic,0,2025-08-25,2026-08-31,0.02067720917235394,0.020353501041700195,0.21901932949541134,-0.10019552181742253,0.7317073170731707,16,246
post_release_sensitivity,kronos_ohlc_diagnostic,5,2025-08-25,2026-08-31,0.012542340483807868,0.012346756017880267,0.16101113778051443,-0.10019552181742275,0.7317073170731707,16,246
post_release_sensitivity,kronos_ohlc_diagnostic,10,2025-08-25,2026-08-31,0.004468285364643165,0.004398880871512523,0.10290866082357764,-0.10019552181742186,0.7317073170731707,16,246
post_release_sensitivity,kronos_ohlc_diagnostic,20,2025-08-25,2026-08-31,-0.011499079514679322,-0.011321872032323932,-0.013444608618136272,-0.10019552181742242,0.7317073170731707,16,246
