window,method,year,n,accuracy,balanced_accuracy,actual_up_rate,predicted_up_rate,return_rmse,mse_skill_vs_zero,correlation,mean_forecast,forecast_std,mean_actual,mean_return_held,mean_return_unheld,period_net_return_10bps
development_full,ridge_target,2021,50,0.52,0.5523349436392915,0.46,0.9,0.02617653635556129,-0.025452442322802193,0.04334930309762707,0.0023929985173686036,0.0022471546909244946,-0.002349891954160774,-0.001852112517273246,-0.006829906886148521,-0.097101196561998
development_full,ridge_target,2022,49,0.46938775510204084,0.528448275862069,0.40816326530612246,0.8163265306122449,0.02777234213078279,-0.021573469101694887,0.048783537312408046,0.0020018904317543663,0.001983828835405149,-0.003402449941709995,-0.0030248959772863756,-0.005080467561370521,-0.13732309371825469
development_full,ridge_target,2023,48,0.4791666666666667,0.5417422867513612,0.3958333333333333,0.7916666666666666,0.022846311637161512,-0.02087471037166644,0.015606845902184037,0.001082048645954119,0.0017005173001199438,-0.0036020270673377715,-0.00340579610158637,-0.004347704737193101,-0.1370184108770227
development_full,ridge_target,2024,47,0.5106382978723404,0.5290909090909091,0.46808510638297873,0.7872340425531915,0.037872464375826136,0.0027858909398279508,0.00396932357677999,0.0015626873008683,0.002187941759639098,0.0033851961225611236,0.005999436004683832,-0.0062874914412929,0.19891691814371404
development_full,ridge_target,2025,48,0.6041666666666666,0.5722222222222222,0.625,0.6458333333333334,0.017600809667441684,0.053837018871424225,0.15193760526925132,0.0012164680767635687,0.002963380799572183,0.0050294812616244544,0.006273626125852804,0.0027607465092080534,0.19733990370104726
development_full,ridge_target,2026,30,0.4666666666666667,0.48660714285714285,0.4666666666666667,0.8,0.020048800543231868,-0.04103980218646308,-0.05804086277953341,0.001853884229980317,0.0018487237130970224,-0.001290096319502013,-0.002190281351794925,0.002310643809669634,-0.0595464755598869
development_full,training_mean,2021,50,0.46,0.5,0.46,1.0,0.026130036161365014,-0.021812435548301368,-0.021295085126095903,0.002122809278310976,7.838550338284345e-05,-0.002349891954160774,-0.002349891954160774,,-0.1265973558565745
development_full,training_mean,2022,49,0.40816326530612246,0.5,0.40816326530612246,1.0,0.02777745762993376,-0.02194983919501503,-0.21536864182634594,0.0016887383683610673,0.00018681237938499064,-0.003402449941709995,-0.003402449941709995,,-0.16909000608865243
development_full,training_mean,2023,48,0.3958333333333333,0.5,0.3958333333333333,1.0,0.02286769979845561,-0.022787041240612815,0.0801524741600222,0.0013844127012716003,6.819989299669572e-05,-0.0036020270673377715,-0.0036020270673377715,,-0.1690421229801936
development_full,training_mean,2024,47,0.46808510638297873,0.5,0.46808510638297873,1.0,0.03784304535073885,0.004334544980519217,-0.07273850250245362,0.0011274199001652834,2.310306963955907e-05,0.0033851961225611236,0.0033851961225611236,,0.13645296920192362
