history,reference_history,method,row_index,date,year,state,monthly_cutoff,quarterly_cutoff,monthly_probability,quarterly_probability,annual_probability,actual_up,monthly_active,quarterly_active,activation_relation,changed_vs_quarter,monthly_correct,quarterly_correct,case,brier_difference
monthly_state_validated,weekly_state_validated,learned_market,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5075530912524239,0.5075530912524239,0.5075530912524239,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.3650104266377245,0.3650104266377245,0.3650104266377245,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.3866446547735138,0.3866446547735138,0.3866446547735138,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.42114716721388007,0.42114716721388007,0.42114716721388007,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5075530912524239,0.5075530912524239,0.5075530912524239,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.3650104266377245,0.3650104266377245,0.3650104266377245,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.3866446547735138,0.3866446547735138,0.3866446547735138,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.42114716721388007,0.42114716721388007,0.42114716721388007,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5001109789678101,0.5001109789678101,0.5001109789678101,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.35551204281105386,0.35551204281105386,0.35551204281105386,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.3798623603077121,0.3798623603077121,0.3798623603077121,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.4201105418958859,0.4201105418958859,0.4201105418958859,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5001109789678101,0.5001109789678101,0.5001109789678101,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.35551204281105386,0.35551204281105386,0.35551204281105386,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.3798623603077121,0.3798623603077121,0.3798623603077121,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.4201105418958859,0.4201105418958859,0.4201105418958859,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5006390642110335,0.5006390642110335,0.5006390642110335,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.36312116261704536,0.36312116261704536,0.36312116261704536,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.37937301567380316,0.37937301567380316,0.37937301567380316,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.4164878744676635,0.4164878744676635,0.4164878744676635,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5006390642110335,0.5006390642110335,0.5006390642110335,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.36312116261704536,0.36312116261704536,0.36312116261704536,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.37937301567380316,0.37937301567380316,0.37937301567380316,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.4164878744676635,0.4164878744676635,0.4164878744676635,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5003806912174752,0.5003806912174752,0.5003806912174752,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.36260783043901706,0.36260783043901706,0.36260783043901706,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.3787130541287635,0.3787130541287635,0.3787130541287635,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.4164554105897655,0.4164554105897655,0.4164554105897655,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2418,2021-01-08,2021,nonnegative_low,2020-12-31,2020-12-31,0.5003806912174752,0.5003806912174752,0.5003806912174752,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2423,2021-01-15,2021,nonnegative_high,2020-12-31,2020-12-31,0.36260783043901706,0.36260783043901706,0.36260783043901706,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2428,2021-01-22,2021,nonnegative_high,2020-12-31,2020-12-31,0.3787130541287635,0.3787130541287635,0.3787130541287635,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2433,2021-01-29,2021,nonnegative_high,2020-12-31,2020-12-31,0.4164554105897655,0.4164554105897655,0.4164554105897655,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.4985813898598063,0.4985813898598063,0.4985813898598063,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.4352524461345955,0.4352524461345955,0.4352524461345955,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.49709849837034153,0.49709849837034153,0.49709849837034153,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.4985813898598063,0.4985813898598063,0.4985813898598063,1,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.4352524461345955,0.4352524461345955,0.4352524461345955,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.49709849837034153,0.49709849837034153,0.49709849837034153,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.504404005233663,0.504404005233663,0.504404005233663,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.42599869993369827,0.42599869993369827,0.42599869993369827,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.5082594510159223,0.5082594510159223,0.5082594510159223,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.504404005233663,0.504404005233663,0.504404005233663,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.42599869993369827,0.42599869993369827,0.42599869993369827,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.5082594510159223,0.5082594510159223,0.5082594510159223,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.5042380009343977,0.5042380009343977,0.5042380009343977,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.42515675648123086,0.42515675648123086,0.42515675648123086,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.5065047107806523,0.5065047107806523,0.5065047107806523,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.5042380009343977,0.5042380009343977,0.5042380009343977,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.42515675648123086,0.42515675648123086,0.42515675648123086,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.5065047107806523,0.5065047107806523,0.5065047107806523,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.5039670690165114,0.5039670690165114,0.5039670690165114,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.42533721989492773,0.42533721989492773,0.42533721989492773,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.5065994627417703,0.5065994627417703,0.5065994627417703,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2438,2021-02-05,2021,nonnegative_high,2021-01-31,2020-12-31,0.5039670690165114,0.5039670690165114,0.5039670690165114,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2443,2021-02-19,2021,nonnegative_high,2021-01-31,2020-12-31,0.42533721989492773,0.42533721989492773,0.42533721989492773,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2448,2021-02-26,2021,nonnegative_high,2021-01-31,2020-12-31,0.5065994627417703,0.5065994627417703,0.5065994627417703,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.41887534844548496,0.41887534844548496,0.41887534844548496,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.415043511213008,0.415043511213008,0.415043511213008,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5654234834962107,0.5654234834962107,0.5654234834962107,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5557651813900334,0.5557651813900334,0.5557651813900334,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.41887534844548496,0.41887534844548496,0.41887534844548496,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.415043511213008,0.415043511213008,0.415043511213008,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5654234834962107,0.5654234834962107,0.5654234834962107,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5557651813900334,0.5557651813900334,0.5557651813900334,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.4347503669388922,0.4347503669388922,0.4347503669388922,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.405302595319405,0.405302595319405,0.405302595319405,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5402439465622171,0.5402439465622171,0.5402439465622171,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5450683950610348,0.5450683950610348,0.5450683950610348,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.4347503669388922,0.4347503669388922,0.4347503669388922,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.405302595319405,0.405302595319405,0.405302595319405,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5402439465622171,0.5402439465622171,0.5402439465622171,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5450683950610348,0.5450683950610348,0.5450683950610348,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.4322911173519873,0.4322911173519873,0.4322911173519873,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.406572306570359,0.406572306570359,0.406572306570359,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5386848938940715,0.5386848938940715,0.5386848938940715,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5442947824313656,0.5442947824313656,0.5442947824313656,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.4322911173519873,0.4322911173519873,0.4322911173519873,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.406572306570359,0.406572306570359,0.406572306570359,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5386848938940715,0.5386848938940715,0.5386848938940715,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5442947824313656,0.5442947824313656,0.5442947824313656,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.4320308882235697,0.4320308882235697,0.4320308882235697,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.4060817600083184,0.4060817600083184,0.4060817600083184,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5383210910763112,0.5383210910763112,0.5383210910763112,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5438246835940965,0.5438246835940965,0.5438246835940965,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2453,2021-03-05,2021,nonnegative_high,2021-02-28,2020-12-31,0.4320308882235697,0.4320308882235697,0.4320308882235697,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2458,2021-03-12,2021,nonnegative_high,2021-02-28,2020-12-31,0.4060817600083184,0.4060817600083184,0.4060817600083184,0,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2463,2021-03-19,2021,negative_high,2021-02-28,2020-12-31,0.5383210910763112,0.5383210910763112,0.5383210910763112,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_offset,2468,2021-03-26,2021,nonnegative_high,2021-02-28,2020-12-31,0.5438246835940965,0.5438246835940965,0.5438246835940965,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5699172983026043,0.5699172983026043,0.5699172983026043,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6321055329611007,0.6321055329611007,0.6321055329611007,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.567805440823208,0.567805440823208,0.567805440823208,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_market,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.6348872722727549,0.6348872722727549,0.6348872722727549,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_market,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6259373673250876,0.6259373673250876,0.6259373673250876,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5699172983026043,0.5699172983026043,0.5699172983026043,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6321055329611007,0.6321055329611007,0.6321055329611007,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.567805440823208,0.567805440823208,0.567805440823208,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.6348872722727549,0.6348872722727549,0.6348872722727549,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_market,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6259373673250876,0.6259373673250876,0.6259373673250876,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5939565973257132,0.5939565973257132,0.5939565973257132,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6399401089653199,0.6399401089653199,0.6399401089653199,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.5667835261923418,0.5667835261923418,0.5667835261923418,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.6460898518291928,0.6460898518291928,0.6460898518291928,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_vol_interaction,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6264560679312087,0.6264560679312087,0.6264560679312087,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5939565973257132,0.5939565973257132,0.5939565973257132,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6399401089653199,0.6399401089653199,0.6399401089653199,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.5667835261923418,0.5667835261923418,0.5667835261923418,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.6460898518291928,0.6460898518291928,0.6460898518291928,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_vol_interaction,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6264560679312087,0.6264560679312087,0.6264560679312087,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5901464235834604,0.5901464235834604,0.5901464235834604,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6408441297615027,0.6408441297615027,0.6408441297615027,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.5629867708995021,0.5629867708995021,0.5629867708995021,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.642585029256948,0.642585029256948,0.642585029256948,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_extension,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6365345424008614,0.6365345424008614,0.6365345424008614,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5901464235834604,0.5901464235834604,0.5901464235834604,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6408441297615027,0.6408441297615027,0.6408441297615027,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.5629867708995021,0.5629867708995021,0.5629867708995021,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.642585029256948,0.642585029256948,0.642585029256948,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_ungated,weekly_state_ungated,learned_order_extension,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6365345424008614,0.6365345424008614,0.6365345424008614,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2473,2021-04-02,2021,negative_high,2021-03-31,2021-03-31,0.5896433894721984,0.5896433894721984,0.5896433894721984,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2477,2021-04-09,2021,negative_high,2021-03-31,2021-03-31,0.6406458102282867,0.6406458102282867,0.6406458102282867,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2482,2021-04-16,2021,negative_high,2021-03-31,2021-03-31,0.5629518022540277,0.5629518022540277,0.5629518022540277,1,False,False,neither,False,True,True,stable_correct,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2487,2021-04-23,2021,negative_high,2021-03-31,2021-03-31,0.6417724828380976,0.6417724828380976,0.6417724828380976,0,False,False,neither,False,False,False,stable_wrong,0.0
monthly_state_validated,weekly_state_validated,learned_order_offset,2492,2021-04-30,2021,negative_low,2021-03-31,2021-03-31,0.6361187378686651,0.6361187378686651,0.6361187378686651,0,False,False,neither,False,False,False,stable_wrong,0.0
