cutoff,previous_cutoff,quarterly_cutoff,method,state,mode,extra_month,accepted,previous_accepted,quarterly_accepted,transition,reason,training_n,validation_n,future_n,future_brier_vs_annual,future_brier_vs_quarter,future_recoveries_vs_quarter,future_regressions_vs_quarter
2021-03-31,2021-02-28,2021-03-31,learned_vol_interaction,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,8,0,,,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_extension,negative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,0,1,0.0,0.0,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_extension,negative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,1,4,0.0,0.0,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_extension,nonnegative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,1,0,,,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_extension,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,8,0,,,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_offset,negative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,0,1,0.0,0.0,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_offset,negative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,1,4,0.0,0.0,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_offset,nonnegative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,1,0,,,0,0
2021-03-31,2021-02-28,2021-03-31,learned_order_offset,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,8,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_market,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,1,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_market,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,4,3,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_market,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_market,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,9,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_vol_interaction,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,1,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_vol_interaction,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,4,3,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_vol_interaction,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_vol_interaction,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,9,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_extension,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,1,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_extension,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,4,3,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_extension,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_extension,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,9,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_offset,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,1,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_offset,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,4,3,0.0,0.0,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_offset,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,0,0,,,0,0
2021-04-30,2021-03-31,2021-03-31,learned_order_offset,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,9,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_market,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_market,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,7,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_market,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,0,3,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_market,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,4,4,1,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_vol_interaction,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_vol_interaction,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,7,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_vol_interaction,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,0,3,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_vol_interaction,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,4,4,1,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_extension,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_extension,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,7,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_extension,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,0,3,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_extension,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,4,4,1,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_offset,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_offset,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,7,0,,,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_offset,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,0,3,0.0,0.0,0,0
2021-05-31,2021-04-30,2021-03-31,learned_order_offset,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,4,4,1,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_market,negative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_market,negative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,7,2,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_market,nonnegative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,1,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_market,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,8,2,3,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_vol_interaction,negative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_vol_interaction,negative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,7,2,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_vol_interaction,nonnegative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,1,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_vol_interaction,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,8,2,3,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_extension,negative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_extension,negative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,7,2,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_extension,nonnegative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,1,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_extension,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,8,2,3,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_offset,negative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_offset,negative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,0,7,2,0.0,0.0,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_offset,nonnegative_low,insufficient_history,False,False,False,False,retained_off,insufficient_history,1,2,0,,,0,0
2021-06-30,2021-05-31,2021-06-30,learned_order_offset,nonnegative_high,insufficient_history,False,False,False,False,retained_off,insufficient_history,8,2,3,0.0,0.0,0,0
2021-07-31,2021-06-30,2021-06-30,learned_market,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_market,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,3,5,4,0.0,0.0,0,0
2021-07-31,2021-06-30,2021-06-30,learned_market,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_market,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,9,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_vol_interaction,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_vol_interaction,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,3,5,4,0.0,0.0,0,0
2021-07-31,2021-06-30,2021-06-30,learned_vol_interaction,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_vol_interaction,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,9,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_extension,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_extension,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,3,5,4,0.0,0.0,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_extension,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_extension,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,9,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_offset,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,0,2,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_offset,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,3,5,4,0.0,0.0,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_offset,nonnegative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,3,0,,,0,0
2021-07-31,2021-06-30,2021-06-30,learned_order_offset,nonnegative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,9,3,0,,,0,0
2021-08-31,2021-07-31,2021-06-30,learned_market,negative_low,insufficient_history,True,False,False,False,retained_off,insufficient_history,1,0,1,0.0,0.0,0,0
2021-08-31,2021-07-31,2021-06-30,learned_market,negative_high,insufficient_history,True,False,False,False,retained_off,insufficient_history,7,6,3,0.0,0.0,0,0
