cutoff,seed,rule,step,batch_n,loss_scale,raw_gradient_norm,loss
2017-12-31,20260910,balanced,10,120,1.0011918951132301,1.275990616123164,1.263076663017273
2017-12-31,20260910,balanced,11,120,1.0011918951132301,0.5380618819201963,1.0820956230163574
2017-12-31,20260910,balanced,12,120,1.0011918951132301,0.5344538363478168,0.7582627534866333
2017-12-31,20260910,balanced,13,119,0.9928486293206198,0.6911246670082328,0.9513492584228516
2017-12-31,20260910,balanced,14,119,0.9928486293206198,0.5114501244796531,0.9119118452072144
2018-12-31,20260910,legacy,1,128,1.0,1.3150045775914714,1.1346601247787476
2018-12-31,20260910,legacy,2,128,1.0,1.3203050727730048,0.7127959728240967
2018-12-31,20260910,legacy,3,128,1.0,1.6882791631880372,0.8244197964668274
2018-12-31,20260910,legacy,4,128,1.0,1.465884265895736,0.9586764574050903
2018-12-31,20260910,legacy,5,128,1.0,0.9068153012869996,0.9711832404136658
2018-12-31,20260910,legacy,6,128,1.0,1.0068357963332033,0.9282628893852234
2018-12-31,20260910,legacy,7,128,1.0,0.9137783431238303,0.7465864419937134
2018-12-31,20260910,legacy,8,128,1.0,2.0558314774939896,1.2719645500183105
2018-12-31,20260910,legacy,9,128,1.0,1.408487980648845,1.0143142938613892
2018-12-31,20260910,legacy,10,128,1.0,0.984303552762438,0.9752044081687927
2018-12-31,20260910,legacy,11,128,1.0,1.7854066848783476,1.1396536827087402
2018-12-31,20260910,legacy,12,128,1.0,1.1304571739576552,0.919572114944458
2018-12-31,20260910,legacy,13,128,1.0,0.5003953536015509,0.7380402684211731
2018-12-31,20260910,legacy,14,128,1.0,1.30430963145539,0.8468910455703735
2018-12-31,20260910,legacy,15,128,1.0,1.7821708699314822,0.8996973037719727
2018-12-31,20260910,legacy,16,1,1.0,15.86275354696959,0.9239197373390198
2018-12-31,20260910,balanced,1,121,1.0078084331077564,1.4041199061391483,1.1456570625305176
2018-12-31,20260910,balanced,2,120,0.9994794377928162,1.308344048055232,0.7693747282028198
2018-12-31,20260910,balanced,3,120,0.9994794377928162,1.622349006686732,0.7632747292518616
2018-12-31,20260910,balanced,4,120,0.9994794377928162,1.7533641525190777,0.9769796133041382
2018-12-31,20260910,balanced,5,120,0.9994794377928162,0.8749505982236934,0.9713401198387146
2018-12-31,20260910,balanced,6,120,0.9994794377928162,1.2233745334039252,0.903508722782135
2018-12-31,20260910,balanced,7,120,0.9994794377928162,0.9913044164368323,0.7957698702812195
2018-12-31,20260910,balanced,8,120,0.9994794377928162,1.7918076575837465,1.1893610954284668
2018-12-31,20260910,balanced,9,120,0.9994794377928162,1.2923272848514893,1.075565218925476
2018-12-31,20260910,balanced,10,120,0.9994794377928162,1.2055030646895486,0.9435779452323914
2018-12-31,20260910,balanced,11,120,0.9994794377928162,1.4345104653049634,1.120008945465088
2018-12-31,20260910,balanced,12,120,0.9994794377928162,1.046675129433415,0.8628965616226196
2018-12-31,20260910,balanced,13,120,0.9994794377928162,1.0548803235300255,0.9653307795524597
2018-12-31,20260910,balanced,14,120,0.9994794377928162,0.7843094784015124,0.7659209370613098
2018-12-31,20260910,balanced,15,120,0.9994794377928162,1.4931557942769094,0.8625551462173462
2018-12-31,20260910,balanced,16,120,0.9994794377928162,1.7626150525496111,0.909472644329071
2019-12-31,20260910,legacy,1,128,1.0,1.0050859244537584,1.0536929368972778
2019-12-31,20260910,legacy,2,128,1.0,1.2461240104925495,1.0660320520401
2019-12-31,20260910,legacy,3,128,1.0,1.9079451391375382,1.1926612854003906
2019-12-31,20260910,legacy,4,128,1.0,0.7708088924732737,0.7955448627471924
2019-12-31,20260910,legacy,5,128,1.0,0.6787107697998113,0.8623428344726562
2019-12-31,20260910,legacy,6,128,1.0,1.0628669059217364,1.2115888595581055
2019-12-31,20260910,legacy,7,128,1.0,0.5367375022763115,0.9202620387077332
2019-12-31,20260910,legacy,8,128,1.0,1.1933436288304717,1.1803429126739502
2019-12-31,20260910,legacy,9,128,1.0,1.2818403905694555,0.9848422408103943
2019-12-31,20260910,legacy,10,128,1.0,0.720678631388329,1.020364761352539
2019-12-31,20260910,legacy,11,128,1.0,1.4334554833049649,0.8543133735656738
2019-12-31,20260910,legacy,12,128,1.0,0.5532293539128291,0.8862121105194092
2019-12-31,20260910,legacy,13,128,1.0,1.1591445942781795,1.2126832008361816
2019-12-31,20260910,legacy,14,128,1.0,0.8817368487086673,1.012515664100647
2019-12-31,20260910,legacy,15,128,1.0,0.8914071641645236,0.8774409890174866
2019-12-31,20260910,legacy,16,128,1.0,0.827550129505344,0.9630335569381714
2019-12-31,20260910,legacy,17,117,1.0,0.6526433177679127,1.076378345489502
2019-12-31,20260910,balanced,1,128,1.005080831408776,1.0101925654365695,1.0590465068817139
2019-12-31,20260910,balanced,2,128,1.005080831408776,1.2524553318297584,1.0714483261108398
2019-12-31,20260910,balanced,3,128,1.005080831408776,1.9176390092602298,1.198720932006836
2019-12-31,20260910,balanced,4,128,1.005080831408776,0.7747252416988909,0.7995868921279907
2019-12-31,20260910,balanced,5,128,1.005080831408776,0.6821591842120592,0.8667242527008057
2019-12-31,20260910,balanced,6,128,1.005080831408776,1.0682671498582732,1.2177447080612183
2019-12-31,20260910,balanced,7,127,0.997228637413395,0.5980971619737809,0.9011919498443604
2019-12-31,20260910,balanced,8,127,0.997228637413395,1.1113249392045934,1.1923837661743164
2019-12-31,20260910,balanced,9,127,0.997228637413395,1.2941230172043503,0.9956146478652954
2019-12-31,20260910,balanced,10,127,0.997228637413395,0.674358418299151,1.0142822265625
2019-12-31,20260910,balanced,11,127,0.997228637413395,1.3439112370995374,0.8738494515419006
2019-12-31,20260910,balanced,12,127,0.997228637413395,0.6398684405856927,0.8736035823822021
2019-12-31,20260910,balanced,13,127,0.997228637413395,1.0026793926101436,1.1767140626907349
2019-12-31,20260910,balanced,14,127,0.997228637413395,0.8510774133299669,1.032759189605713
2019-12-31,20260910,balanced,15,127,0.997228637413395,0.9325358446235753,0.8602086901664734
2019-12-31,20260910,balanced,16,127,0.997228637413395,0.9858633438707591,0.9518530368804932
2019-12-31,20260910,balanced,17,127,0.997228637413395,0.6350135302405483,1.0787872076034546
