method,row_index,date,p_annual,p_add,p_remove,p_both,add_without_remove,add_after_remove,remove_without_add,remove_after_add,nonadditive,add_effect,remove_effect,total_delta,actual_up,head_cutoff,encoder_cutoff,year,case,signed_add_without_remove,signed_add_after_remove,signed_remove_without_add,signed_remove_after_add,signed_nonadditive,signed_add_effect,signed_remove_effect,signed_total_delta,dominant_adverse,arm,history,arm_case
learned_order_offset,3774,2026-08-14,0.4792330760731214,0.5352212773601762,0.47430687507473784,0.5453737526767298,0.055988201287054784,0.07106687760199192,-0.004926200998383552,0.010152475316553574,0.015078676314937126,0.06352753944452334,0.0026131371590850105,0.06614067660360835,0,2026-06-30,2025-12-31,2026,regression,-0.055988201287054784,-0.07106687760199192,0.004926200998383552,-0.010152475316553574,-0.015078676314937126,-0.06352753944452334,-0.0026131371590850105,-0.06614067660360835,add,add,fixed_transform_add_only,regression
learned_vol_interaction,3739,2026-06-26,0.5041105831902793,0.49914271171647057,0.5205741105264525,0.5136210644478206,-0.00496787147380882,-0.00695304607863186,0.016463527336173178,0.014478352731350138,-0.0019851746048230403,-0.00596045877622034,0.015470940033761657,0.009510481257541318,1,2026-03-31,2025-12-31,2026,stable_correct,-0.00496787147380882,-0.00695304607863186,0.016463527336173178,0.014478352731350138,-0.0019851746048230403,-0.00596045877622034,0.015470940033761657,0.009510481257541318,add,add,fixed_transform_add_only,regression
learned_vol_interaction,3769,2026-08-07,0.45100630203211517,0.5110554269985634,0.4521981856977315,0.5321562193008322,0.06004912496644823,0.07995803360310079,0.0011918836656162706,0.02110079230226884,0.019908908636652567,0.0700035792847745,0.011146337983942553,0.08114991726871706,0,2026-06-30,2025-12-31,2026,regression,-0.06004912496644823,-0.07995803360310079,-0.0011918836656162706,-0.02110079230226884,-0.019908908636652567,-0.0700035792847745,-0.011146337983942553,-0.08114991726871706,add,add,fixed_transform_add_only,regression
learned_vol_interaction,3774,2026-08-14,0.4863994421459692,0.5482132036055747,0.4825415822688485,0.5588266693321708,0.06181376145960545,0.07628508706332232,-0.003857859877120673,0.010613465726596197,0.01447132560371687,0.06904942426146389,0.0033778029247377626,0.07242722718620165,0,2026-06-30,2025-12-31,2026,regression,-0.06181376145960545,-0.07628508706332232,0.003857859877120673,-0.010613465726596197,-0.01447132560371687,-0.06904942426146389,-0.0033778029247377626,-0.07242722718620165,add,add,fixed_transform_add_only,regression
learned_market,3744,2026-07-03,0.48961299180420353,0.5185200499238659,0.5012973625607589,0.534278680631713,0.028907058119662394,0.03298131807095417,0.011684370756555318,0.015758630707847093,0.004074259951291774,0.030944188095308283,0.013721500732201205,0.04466568882750949,0,2026-06-30,2025-12-31,2026,regression,-0.028907058119662394,-0.03298131807095417,-0.011684370756555318,-0.015758630707847093,-0.004074259951291774,-0.030944188095308283,-0.013721500732201205,-0.04466568882750949,add,remove,fixed_transform_remove_only,regression
learned_order_extension,3705,2026-05-08,0.49801198787078843,0.47940487674835125,0.5234111683479897,0.5021533775120163,-0.018607111122437108,-0.021257790835973345,0.025399180477201282,0.022748500763665042,-0.002650679713536238,-0.019932450979205225,0.024073840620433162,0.004141389641227937,0,2026-03-31,2025-12-31,2026,regression,0.018607111122437108,0.021257790835973345,-0.025399180477201282,-0.022748500763665042,0.002650679713536238,0.019932450979205225,-0.024073840620433162,-0.004141389641227937,remove,remove,fixed_transform_remove_only,regression
learned_order_extension,3720,2026-05-29,0.48909615917761434,0.4746516911751438,0.5065082122114334,0.4880340796323648,-0.014444468002470512,-0.01847413257906853,0.017412053033819003,0.013382388457220987,-0.004029664576598017,-0.01645930029076952,0.015397220745519996,-0.0010620795452495242,0,2026-03-31,2025-12-31,2026,stable_correct,0.014444468002470512,0.01847413257906853,-0.017412053033819003,-0.013382388457220987,0.004029664576598017,0.01645930029076952,-0.015397220745519996,0.0010620795452495242,remove,remove,fixed_transform_remove_only,regression
learned_order_extension,3739,2026-06-26,0.485782384985453,0.4812017660898944,0.5016074004589635,0.4952946609070736,-0.004580618895558626,-0.006312739551889861,0.015825015473510413,0.01409289481717918,-0.0017321206563312523,-0.005446679223724243,0.014958955145344796,0.009512275921620553,1,2026-03-31,2025-12-31,2026,stable_wrong,-0.004580618895558626,-0.006312739551889861,0.015825015473510413,0.01409289481717918,-0.0017321206563312523,-0.005446679223724243,0.014958955145344796,0.009512275921620553,add,remove,fixed_transform_remove_only,recovery
learned_order_extension,3744,2026-07-03,0.49019228952696475,0.5537155508023205,0.5148029867136318,0.5814474209380495,0.06352326127535578,0.06664443422441761,0.02461069718666703,0.027731870135728864,0.0031211729490618345,0.0650838477498867,0.026171283661197947,0.09125513141108464,0,2026-06-30,2025-12-31,2026,regression,-0.06352326127535578,-0.06664443422441761,-0.02461069718666703,-0.027731870135728864,-0.0031211729490618345,-0.0650838477498867,-0.026171283661197947,-0.09125513141108464,add,remove,fixed_transform_remove_only,regression
learned_order_extension,3749,2026-07-10,0.4838752558028981,0.5437663492314114,0.5094401153828834,0.5757978224530517,0.05989109342851329,0.06635770707016826,0.02556485957998526,0.03203147322164024,0.0064666136416549795,0.06312440024934078,0.028798166400812748,0.09192256665015353,0,2026-06-30,2025-12-31,2026,regression,-0.05989109342851329,-0.06635770707016826,-0.02556485957998526,-0.03203147322164024,-0.0064666136416549795,-0.06312440024934078,-0.028798166400812748,-0.09192256665015353,add,remove,fixed_transform_remove_only,regression
learned_order_extension,3779,2026-08-21,0.5012573968171736,0.5383702090904716,0.483081983646503,0.5322011283984139,0.03711281227329801,0.04911914475191095,-0.018175413170670618,-0.006169080692057682,0.012006332478612936,0.04311597851260448,-0.01217224693136415,0.030943731581240325,0,2026-06-30,2025-12-31,2026,stable_wrong,-0.03711281227329801,-0.04911914475191095,0.018175413170670618,0.006169080692057682,-0.012006332478612936,-0.04311597851260448,0.01217224693136415,-0.030943731581240325,add,remove,fixed_transform_remove_only,recovery
learned_order_offset,3705,2026-05-08,0.49762210857388967,0.47915931330237344,0.5225278128745748,0.5013795111573759,-0.018462795271516286,-0.021148301717198892,0.0249057043006851,0.022220197855002493,-0.002685506445682606,-0.01980554849435759,0.023562951077843796,0.003757402583486206,0,2026-03-31,2025-12-31,2026,regression,0.018462795271516286,0.021148301717198892,-0.0249057043006851,-0.022220197855002493,0.002685506445682606,0.01980554849435759,-0.023562951077843796,-0.003757402583486206,remove,remove,fixed_transform_remove_only,regression
learned_order_offset,3720,2026-05-29,0.48902554756900823,0.47502441019611097,0.5064049070816083,0.488261824031292,-0.014001137372897321,-0.018143083050316273,0.017379359512600057,0.013237413835181103,-0.004141945677418953,-0.0160721102116068,0.01530838667389058,-0.0007637235377162174,0,2026-03-31,2025-12-31,2026,stable_correct,0.014001137372897321,0.018143083050316273,-0.017379359512600057,-0.013237413835181103,0.004141945677418953,0.0160721102116068,-0.01530838667389058,0.0007637235377162174,remove,remove,fixed_transform_remove_only,regression
learned_order_offset,3739,2026-06-26,0.48519534811444237,0.4807404868971538,0.5015093315389578,0.4951136757167746,-0.004454861217288515,-0.0063956558221832105,0.01631398342451551,0.014373188819620816,-0.0019407946048946763,-0.005425258519735863,0.015343586122068162,0.0099183276023323,1,2026-03-31,2025-12-31,2026,stable_wrong,-0.004454861217288515,-0.0063956558221832105,0.01631398342451551,0.014373188819620816,-0.0019407946048946763,-0.005425258519735863,0.015343586122068162,0.0099183276023323,add,remove,fixed_transform_remove_only,recovery
learned_order_offset,3744,2026-07-03,0.4899947842704179,0.5538062556344908,0.5148088443690032,0.5834131298394063,0.06381147136407295,0.06860428547040305,0.02481406009858537,0.02960687420491548,0.004792814106330108,0.066207878417238,0.027210467151750423,0.09341834556898843,0,2026-06-30,2025-12-31,2026,regression,-0.06381147136407295,-0.06860428547040305,-0.02481406009858537,-0.02960687420491548,-0.004792814106330108,-0.066207878417238,-0.027210467151750423,-0.09341834556898843,add,remove,fixed_transform_remove_only,regression
learned_order_offset,3749,2026-07-10,0.48332989719207314,0.54278058240684,0.5085512460235876,0.5766364686230562,0.05945068521476682,0.06808522259946849,0.025221348831514518,0.03385588621621619,0.008634537384701676,0.06376795390711766,0.029538617523865357,0.09330657143098302,0,2026-06-30,2025-12-31,2026,regression,-0.05945068521476682,-0.06808522259946849,-0.025221348831514518,-0.03385588621621619,-0.008634537384701676,-0.06376795390711766,-0.029538617523865357,-0.09330657143098302,add,remove,fixed_transform_remove_only,regression
learned_order_offset,3779,2026-08-21,0.5010878184625182,0.5377265736848645,0.4820118096953549,0.5335405905757727,0.036638755222346275,0.05152878088041779,-0.019076008767163293,-0.004185983109091777,0.014890025658071515,0.04408376805138203,-0.011630995938127534,0.0324527721132545,0,2026-06-30,2025-12-31,2026,stable_wrong,-0.036638755222346275,-0.05152878088041779,0.019076008767163293,0.004185983109091777,-0.014890025658071515,-0.04408376805138203,0.011630995938127534,-0.0324527721132545,add,remove,fixed_transform_remove_only,recovery
learned_vol_interaction,3754,2026-07-17,0.5034608715693253,0.5464777736287192,0.4881826286864038,0.5534767002075446,0.04301690205939388,0.0652940715211408,-0.015278242882921492,0.00699892657882543,0.02227716946174692,0.05415548679026735,-0.004139658152048031,0.050015828638219316,1,2026-06-30,2025-12-31,2026,stable_correct,0.04301690205939388,0.0652940715211408,-0.015278242882921492,0.00699892657882543,0.02227716946174692,0.05415548679026735,-0.004139658152048031,0.050015828638219316,remove,remove,fixed_transform_remove_only,regression
learned_market,3744,2026-07-03,0.48961299180420353,0.5185200499238659,0.5012973625607589,0.534278680631713,0.028907058119662394,0.03298131807095417,0.011684370756555318,0.015758630707847093,0.004074259951291774,0.030944188095308283,0.013721500732201205,0.04466568882750949,0,2026-06-30,2025-12-31,2026,regression,-0.028907058119662394,-0.03298131807095417,-0.011684370756555318,-0.015758630707847093,-0.004074259951291774,-0.030944188095308283,-0.013721500732201205,-0.04466568882750949,add,both,fixed_transform_step100,regression
learned_market,3754,2026-07-17,0.48034056980630435,0.5233484954466588,0.46446090964777015,0.5262401036649316,0.04300792564035447,0.061779194017161386,-0.015879660158534165,0.002891608218272742,0.01877126837680691,0.05239355982875793,-0.006494025970130712,0.04589953385862722,1,2026-06-30,2025-12-31,2026,recovery,0.04300792564035447,0.061779194017161386,-0.015879660158534165,0.002891608218272742,0.01877126837680691,0.05239355982875793,-0.006494025970130712,0.04589953385862722,remove,both,fixed_transform_step100,recovery
learned_market,3759,2026-07-24,0.4855896136257898,0.5417383750812649,0.47619312760068944,0.5504630694990905,0.05614876145547506,0.07426994189840108,-0.009396486025100348,0.008724694417825677,0.018121180442926026,0.06520935167693807,-0.00033589580363733534,0.06487345587330073,0,2026-06-30,2025-12-31,2026,regression,-0.05614876145547506,-0.07426994189840108,0.009396486025100348,-0.008724694417825677,-0.018121180442926026,-0.06520935167693807,0.00033589580363733534,-0.06487345587330073,add,both,fixed_transform_step100,regression
learned_market,3769,2026-08-07,0.44995772150638885,0.5034539864829813,0.4384450849039216,0.5078856812645399,0.05349626497659249,0.06944059636061829,-0.011512636602467282,0.004431694781558526,0.015944331384025807,0.06146843066860539,-0.0035404709104543777,0.057927959758151015,0,2026-06-30,2025-12-31,2026,regression,-0.05349626497659249,-0.06944059636061829,0.011512636602467282,-0.004431694781558526,-0.015944331384025807,-0.06146843066860539,0.0035404709104543777,-0.057927959758151015,add,both,fixed_transform_step100,regression
learned_market,3774,2026-08-14,0.48837964453678734,0.5505859232874339,0.48226101764587126,0.5589591274773172,0.062206278750646625,0.07669810983144594,-0.0061186268909160235,0.008373204189883299,0.014491831080799322,0.06945219429104628,0.0011272886494836376,0.07057948294052992,0,2026-06-30,2025-12-31,2026,regression,-0.062206278750646625,-0.07669810983144594,0.0061186268909160235,-0.008373204189883299,-0.014491831080799322,-0.06945219429104628,-0.0011272886494836376,-0.07057948294052992,add,both,fixed_transform_step100,regression
learned_order_extension,3705,2026-05-08,0.49801198787078843,0.47940487674835125,0.5234111683479897,0.5021533775120163,-0.018607111122437108,-0.021257790835973345,0.025399180477201282,0.022748500763665042,-0.002650679713536238,-0.019932450979205225,0.024073840620433162,0.004141389641227937,0,2026-03-31,2025-12-31,2026,regression,0.018607111122437108,0.021257790835973345,-0.025399180477201282,-0.022748500763665042,0.002650679713536238,0.019932450979205225,-0.024073840620433162,-0.004141389641227937,remove,both,fixed_transform_step100,regression
learned_order_extension,3715,2026-05-22,0.5050517409494192,0.4843012805018974,0.5156024113925631,0.49080932836323327,-0.02075046044752175,-0.024793083029329883,0.010550670443143895,0.00650804786133576,-0.004042622581808116,-0.022771771738425817,0.008529359152239827,-0.01424241258618599,1,2026-03-31,2025-12-31,2026,regression,-0.02075046044752175,-0.024793083029329883,0.010550670443143895,0.00650804786133576,-0.004042622581808116,-0.022771771738425817,0.008529359152239827,-0.01424241258618599,add,both,fixed_transform_step100,regression
learned_order_extension,3744,2026-07-03,0.49019228952696475,0.5537155508023205,0.5148029867136318,0.5814474209380495,0.06352326127535578,0.06664443422441761,0.02461069718666703,0.027731870135728864,0.0031211729490618345,0.0650838477498867,0.026171283661197947,0.09125513141108464,0,2026-06-30,2025-12-31,2026,regression,-0.06352326127535578,-0.06664443422441761,-0.02461069718666703,-0.027731870135728864,-0.0031211729490618345,-0.0650838477498867,-0.026171283661197947,-0.09125513141108464,add,both,fixed_transform_step100,regression
learned_order_extension,3749,2026-07-10,0.4838752558028981,0.5437663492314114,0.5094401153828834,0.5757978224530517,0.05989109342851329,0.06635770707016826,0.02556485957998526,0.03203147322164024,0.0064666136416549795,0.06312440024934078,0.028798166400812748,0.09192256665015353,0,2026-06-30,2025-12-31,2026,regression,-0.05989109342851329,-0.06635770707016826,-0.02556485957998526,-0.03203147322164024,-0.0064666136416549795,-0.06312440024934078,-0.028798166400812748,-0.09192256665015353,add,both,fixed_transform_step100,regression
learned_order_extension,3754,2026-07-17,0.48324475733931876,0.5372033938099988,0.4705568695866829,0.5431614725219555,0.05395863647068009,0.07260460293527256,-0.012687887752635796,0.005958078711956675,0.01864596646459245,0.06328161970297633,-0.0033649045203395602,0.05991671518263677,1,2026-06-30,2025-12-31,2026,recovery,0.05395863647068009,0.07260460293527256,-0.012687887752635796,0.005958078711956675,0.01864596646459245,0.06328161970297633,-0.0033649045203395602,0.05991671518263677,remove,both,fixed_transform_step100,recovery
learned_order_extension,3759,2026-07-24,0.486574276555423,0.557080033116007,0.4826602769932064,0.5707855771407592,0.070505756560584,0.08812530014755282,-0.003913999562216571,0.01370554402475225,0.017619543586968822,0.07931552835406841,0.0048957722312678404,0.08421130058533625,0,2026-06-30,2025-12-31,2026,regression,-0.070505756560584,-0.08812530014755282,0.003913999562216571,-0.01370554402475225,-0.017619543586968822,-0.07931552835406841,-0.0048957722312678404,-0.08421130058533625,add,both,fixed_transform_step100,regression
learned_order_extension,3769,2026-08-07,0.4240773181549858,0.5082662901274569,0.42772757245769016,0.5282070763250396,0.08418897197247104,0.10047950386734938,0.0036502543027043624,0.019940786197582716,0.016290531894878352,0.0923342379199102,0.01179552025014354,0.10412975817005375,0,2026-06-30,2025-12-31,2026,regression,-0.08418897197247104,-0.10047950386734938,-0.0036502543027043624,-0.019940786197582716,-0.016290531894878352,-0.0923342379199102,-0.01179552025014354,-0.10412975817005375,add,both,fixed_transform_step100,regression
learned_order_extension,3774,2026-08-14,0.47911008879014627,0.5353750742201228,0.4749557445243486,0.5433653158218154,0.056264985429976544,0.06840957129746687,-0.004154344265797731,0.007990241601692594,0.012144585867490324,0.06233727836372171,0.0019179486679474316,0.06425522703166914,0,2026-06-30,2025-12-31,2026,regression,-0.056264985429976544,-0.06840957129746687,0.004154344265797731,-0.007990241601692594,-0.012144585867490324,-0.06233727836372171,-0.0019179486679474316,-0.06425522703166914,add,both,fixed_transform_step100,regression
learned_order_offset,3705,2026-05-08,0.49762210857388967,0.47915931330237344,0.5225278128745748,0.5013795111573759,-0.018462795271516286,-0.021148301717198892,0.0249057043006851,0.022220197855002493,-0.002685506445682606,-0.01980554849435759,0.023562951077843796,0.003757402583486206,0,2026-03-31,2025-12-31,2026,regression,0.018462795271516286,0.021148301717198892,-0.0249057043006851,-0.022220197855002493,0.002685506445682606,0.01980554849435759,-0.023562951077843796,-0.003757402583486206,remove,both,fixed_transform_step100,regression
learned_order_offset,3715,2026-05-22,0.5050438655177666,0.4842542207852063,0.5154787623450173,0.49055945694006137,-0.020789644732560286,-0.024919305404955867,0.01043489682725072,0.006305236154855139,-0.0041296606723956,-0.022854475068758078,0.00837006649105293,-0.014484408577705147,1,2026-03-31,2025-12-31,2026,regression,-0.020789644732560286,-0.024919305404955867,0.01043489682725072,0.006305236154855139,-0.0041296606723956,-0.022854475068758078,0.00837006649105293,-0.014484408577705147,add,both,fixed_transform_step100,regression
learned_order_offset,3744,2026-07-03,0.4899947842704179,0.5538062556344908,0.5148088443690032,0.5834131298394063,0.06381147136407295,0.06860428547040305,0.02481406009858537,0.02960687420491548,0.004792814106330108,0.066207878417238,0.027210467151750423,0.09341834556898843,0,2026-06-30,2025-12-31,2026,regression,-0.06381147136407295,-0.06860428547040305,-0.02481406009858537,-0.02960687420491548,-0.004792814106330108,-0.066207878417238,-0.027210467151750423,-0.09341834556898843,add,both,fixed_transform_step100,regression
