period,method,case,n,annual_correct,both_correct,mean_add_without_remove,mean_add_after_remove,mean_remove_without_add,mean_remove_after_add,mean_nonadditive,mean_add_effect,mean_remove_effect,mean_total_delta,mean_signed_add_without_remove,mean_signed_add_after_remove,mean_signed_remove_without_add,mean_signed_remove_after_add,mean_signed_nonadditive,mean_signed_add_effect,mean_signed_remove_effect,mean_signed_total_delta,dominant_add,dominant_remove,dominant_tie,dominant_none
year_2021,learned_order_extension,stable_correct,27,27,27,-0.003625114552123362,-0.0028650799386523667,-0.00760950202925549,-0.006849467415784496,0.0007600346134709922,-0.0032450972453878634,-0.007229484722519993,-0.010474581967907858,-0.005312204456996067,-0.007455224142218105,0.0011071175060822468,-0.001035902179139792,-0.002143019685222041,-0.006383714299607085,3.560766347122652e-05,-0.0063481066361358585,8,8,0,11
year_2021,learned_order_extension,stable_wrong,20,0,0,-0.012355680933351631,-0.014764671151811135,-0.0035484483388815518,-0.005957438557341055,-0.002408990218459503,-0.013560176042581381,-0.004752943448111303,-0.018313119490692687,0.012860829436007115,0.0161995906939536,0.0005360040554647215,0.0038747653134112076,0.003338761257946485,0.014530210064980356,0.0022053846844379645,0.016735594749418322,2,8,0,10
year_2021,learned_order_offset,all,50,29,28,-0.006816119754704439,-0.0071809460073694355,-0.0065084102407610865,-0.006873236493426083,-0.0003648262526649985,-0.006998532881036936,-0.006690823367093586,-0.013689356248130525,0.002181376083074352,0.0020059873868305974,0.0010678780055898684,0.0008924893093461144,-0.00017538869624375412,0.0020936817349524743,0.0009801836574679912,0.0030738653924204675,11,16,0,23
year_2021,learned_order_offset,regression,2,2,0,0.00742543718375043,0.01389428503866478,-0.0018083430332414083,0.004660504821672944,0.006468847854914343,0.010659861111207605,0.0014260808942157671,0.012085942005423372,-0.011881035746996402,-0.018221215825813725,-0.02958667052448513,-0.03592685060330246,-0.006340180078817333,-0.015051125786405065,-0.032756760563893796,-0.04780788635029886,0,2,0,0
year_2021,learned_order_offset,recovery,1,0,1,-0.01872176649386814,-0.01791926294439102,-0.06645504497710249,-0.06565254142762537,0.0008025035494771219,-0.018320514719129582,-0.06605379320236393,-0.08437430792149352,0.01872176649386814,0.01791926294439102,0.06645504497710249,0.06565254142762537,-0.0008025035494771219,0.018320514719129582,0.06605379320236393,0.08437430792149352,0,0,0,1
year_2021,learned_order_offset,stable_correct,27,27,27,-0.00347461003488082,-0.0030048400924349455,-0.006795947080763181,-0.006326177138317306,0.00046976994244587355,-0.003239725063657883,-0.0065610621095402435,-0.009800787173198126,-0.00508356867134641,-0.0069762762330165765,0.000616620101083554,-0.0012760874605866129,-0.0018927075616701667,-0.0060299224521814946,-0.00032973367975152885,-0.006359656131933023,9,7,0,11
year_2021,learned_order_offset,stable_wrong,20,0,0,-0.012156031233353626,-0.01438929625028334,-0.0035929104906931575,-0.005826175507622874,-0.0022332650169297158,-0.01327266374181848,-0.004709542999158016,-0.017982206740976496,0.012568273164009765,0.015359099817010693,0.0014731726811052614,0.00426399933410619,0.002790826653000929,0.013963686490510229,0.0028685860076057257,0.016832272498115954,2,7,0,11
year_2021,learned_vol_interaction,all,50,29,29,-0.004085301201981184,-0.0036577581447824457,-0.005757412710320194,-0.005329869653121456,0.0004275430571987375,-0.003871529673381815,-0.005543641181720826,-0.00941517085510264,0.002315283318158192,0.001899409656754668,0.0012728341798530437,0.0008569605184495204,-0.000415873661403523,0.0021073464874564298,0.0010648973491512823,0.003172243836607711,9,15,0,26
year_2021,learned_vol_interaction,regression,1,1,0,0.012446538929572426,0.02172203332742234,0.029767774354189574,0.039043268752039485,0.009275494397849915,0.017084286128497383,0.03440552155311453,0.05148980768161191,-0.012446538929572426,-0.02172203332742234,-0.029767774354189574,-0.039043268752039485,-0.009275494397849915,-0.017084286128497383,-0.03440552155311453,-0.05148980768161191,0,1,0,0
year_2021,learned_vol_interaction,recovery,1,0,1,-0.018749767968730624,-0.018051210782194405,-0.06594715607945766,-0.06524859889292144,0.0006985571865362195,-0.018400489375462514,-0.06559787748618955,-0.08399836686165206,0.018749767968730624,0.018051210782194405,0.06594715607945766,0.06524859889292144,-0.0006985571865362195,0.018400489375462514,0.06559787748618955,0.08399836686165206,0,0,0,1
year_2021,learned_vol_interaction,stable_correct,28,28,28,-0.0016121726274819167,-0.001029467112194773,-0.006313344914239817,-0.005730639398952673,0.0005827055152871431,-0.001320819869838345,-0.006021992156596246,-0.007342812026434589,-0.0016460835037474231,-0.002440937251683166,-0.00042411553381226086,-0.0012189692817480037,-0.0007948537479357426,-0.0020435103777152945,-0.0008215424077801327,-0.002865052785495427,6,8,0,14
year_2021,learned_vol_interaction,stable_wrong,20,0,0,-0.007641049874520367,-0.007886682532144829,-0.003745879809601337,-0.003991512467225801,-0.0002456326576244634,-0.007763866203332598,-0.0038686961384135693,-0.011632562341746169,0.0077775637486839615,0.0083493774215045,0.0019668781107063686,0.002538691783526907,0.0005718136728205387,0.008063470585094231,0.0022527849471166385,0.010316255532210869,3,6,0,11
year_2022,learned_market,all,49,18,16,-0.02003364584298353,-0.02094181555221038,-0.002932729546204381,-0.0038408992554312313,-0.0009081697092268509,-0.020487730697596955,-0.003386814400817807,-0.02387454509841476,0.001958882629100284,0.0020809386650056487,0.002582745666336232,0.002704801702241598,0.00012205603590536487,0.002019910647052967,0.002643773684288915,0.004663684331341882,18,9,0,22
year_2022,learned_market,regression,4,4,0,0.004203251174889339,0.005633639634915075,-0.02823613471603245,-0.026805746256006714,0.0014303884600257305,0.004918445404902208,-0.027520940486019586,-0.022602495081117377,-0.04322451013281173,-0.0453813166175978,-0.00825910830951258,-0.010415914794298643,-0.0021568064847860696,-0.04430291337520477,-0.009337511551905611,-0.053640424927110374,3,1,0,0
year_2022,learned_market,recovery,2,0,2,-0.027608775946163056,-0.027420566518851875,-0.009427396975951508,-0.009239187548640327,0.00018820942731118118,-0.027514671232507466,-0.009333292262295918,-0.03684796349480338,0.027608775946163056,0.027420566518851875,0.009427396975951508,0.009239187548640327,-0.00018820942731118118,0.027514671232507466,0.009333292262295918,0.03684796349480338,0,1,0,1
year_2022,learned_market,stable_correct,14,14,14,-0.017221874727440536,-0.01836996243983031,0.0028949078525310557,0.0017468201401412825,-0.0011480877123897742,-0.01779591858363543,0.002320863996336169,-0.015475054587299255,-0.02176176004324428,-0.022720258803285452,-0.0016398259618078288,-0.0025983247218490002,-0.0009584987600411722,-0.022241009423264867,-0.002119075341828414,-0.024360084765093278,8,1,0,5
year_2022,learned_market,stable_wrong,29,0,0,-0.024211650101008852,-0.025402169427677267,-0.0018080387890833326,-0.002998558115751752,-0.0011905193266684186,-0.024806909764343056,-0.0024032984524175426,-0.027210208216760602,0.017873461312767406,0.01885288797461933,0.005644611737997664,0.006624038399849594,0.0009794266618519286,0.018363174643693365,0.006134325068923629,0.024497499712616992,7,6,0,16
year_2022,learned_order_extension,all,49,19,18,-0.029002691006681326,-0.029095418466301936,-0.003884480996173896,-0.003977208455794504,-9.272745962060814e-05,-0.02904905473649163,-0.003930844725984199,-0.03297989946247583,0.009583019476848788,0.009381042521568315,0.0030265802133135514,0.002824603258033079,-0.00020197695528046886,0.009482030999208552,0.0029255917356733156,0.012407622734881867,14,10,0,25
year_2022,learned_order_extension,regression,4,4,0,-0.015794842433742847,-0.013727293784110523,-0.01945742884057765,-0.01738988019094533,0.0020675486496323225,-0.014761068108926686,-0.018423654515761494,-0.033184722624688176,-0.043891686755466765,-0.045313914523875946,-0.01450849724984717,-0.015930725018256358,-0.0014222277684091864,-0.04460280063967135,-0.015219611134051764,-0.05982241177372312,3,1,0,0
year_2022,learned_order_extension,recovery,3,0,3,-0.08799083741591014,-0.09115354671766739,-0.033402883992695226,-0.03656559329445246,-0.003162709301757256,-0.08957219206678875,-0.034984238643573855,-0.1245564307103626,0.10436888560090596,0.1071629520803336,0.0576188370874344,0.06041290356686205,0.002794066479427664,0.10576591884061977,0.05901587032714823,0.164781789167768,0,0,0,3
year_2022,learned_order_extension,stable_correct,15,15,15,-0.019767087882261704,-0.02037679745192232,0.0005033937415018819,-0.00010631582815873267,-0.0006097095696606115,-0.02007194266709201,0.00019853895667157483,-0.019873403710420436,-0.025581387253035444,-0.02597315263291948,-0.0034553663725446593,-0.0038471317524286933,-0.00039176537988402986,-0.025777269942977465,-0.0036512490624866765,-0.029428519005464147,9,1,0,5
year_2022,learned_order_extension,stable_wrong,27,0,0,-0.029536061448546577,-0.029320508436315396,-0.0007352632442464015,-0.0005197102320152212,0.00021555301223117967,-0.02942828494243099,-0.0006274867381308119,-0.030055771680561796,0.026509216791861908,0.026260562033523806,0.003159644584356273,0.0029109898260181685,-0.00024865475833810255,0.026384889412692854,0.003035317205187221,0.029420206617880078,2,8,0,17
year_2022,learned_order_offset,all,49,19,17,-0.029723000565662277,-0.03007215747162323,-0.003898842086221245,-0.004247998992182196,-0.00034915690596094915,-0.02989757901864275,-0.004073420539201721,-0.03397099955784447,0.010168802375973288,0.010190340444211982,0.0030704186094997494,0.0030919566777384447,2.1538068238695533e-05,0.010179571410092637,0.003081187643619098,0.013260759053711733,14,10,0,25
year_2022,learned_order_offset,regression,5,5,0,-0.013589751084556392,-0.01159072753577003,-0.014620304524873113,-0.012621280976086746,0.0019990235487863683,-0.012590239310163212,-0.013620792750479926,-0.026211032060643135,-0.036777240361489105,-0.037363731342075344,-0.010960813303636945,-0.011547304284223184,-0.0005864909805862368,-0.03707048585178223,-0.011254058793930063,-0.048324544645712286,4,1,0,0
year_2022,learned_order_offset,recovery,3,0,3,-0.08787989963744085,-0.09090998976950641,-0.0333291579570166,-0.036359248089082176,-0.0030300901320655846,-0.08939494470347364,-0.034844203023049386,-0.12423914772652302,0.107484598175191,0.11078600364453273,0.05714816686554111,0.06044957233488285,0.0033014054693417485,0.10913530090986186,0.058798869600211974,0.16793417051007387,0,0,0,3
year_2022,learned_order_offset,stable_correct,14,14,14,-0.020986901084998528,-0.021865077777230364,0.00021722515929543086,-0.0006609515329364018,-0.000878176692231833,-0.02142598943111444,-0.00022186318682048564,-0.021647852617934928,-0.028220352767963263,-0.028805863344041026,-0.004066624974430438,-0.004652135550508203,-0.0005855105760777656,-0.02851310805600215,-0.00435938026246932,-0.03287248831847146,8,1,0,5
year_2022,learned_order_offset,stable_wrong,27,0,0,-0.030778591044161762,-0.030990408157071988,-0.0007776080725763581,-0.0009894251854865811,-0.0002118171129102198,-0.030884499600616875,-0.0008835166290314695,-0.03176801622964834,0.02795513564652035,0.028039607939249638,0.0033608454603361185,0.003445317753065408,8.447229272928658e-05,0.027997371792884994,0.0034030816067007644,0.031400453399585755,2,8,0,17
year_2022,learned_vol_interaction,all,49,21,17,-0.01910244389627687,-0.02030420937867441,-0.0020144819294674633,-0.003216247411865005,-0.001201765482397541,-0.01970332663747564,-0.0026153646706662333,-0.02231869130814187,0.0019434248831945854,0.002292116399530198,0.002078381152657184,0.002427072668992796,0.0003486915163356118,0.00211777064136239,0.00225272691082499,0.004370497552187381,18,8,0,23
year_2022,learned_vol_interaction,regression,7,7,0,0.006016513486081237,0.007198257725554841,-0.006238595061169473,-0.005056850821695864,0.0011817442394736078,0.006607385605818042,-0.005647722941432668,0.0009596626643853721,-0.03121881553069803,-0.03254420497943329,-0.012751677031038081,-0.014077066479773335,-0.001325389448735255,-0.031881510255065665,-0.013414371755405706,-0.04529588201047136,5,2,0,0
year_2022,learned_vol_interaction,recovery,3,0,3,-0.015952172924634505,-0.016859791364073052,0.0034650939224633998,0.002557475483024855,-0.0009076184394385462,-0.016405982144353775,0.0030112847027441276,-0.013394697441609649,0.020062749291862518,0.021104434322734955,0.02179758253122893,0.022839267562101362,0.0010416850308724364,0.020583591807298737,0.022318425046665147,0.04290201685396389,0,1,0,2
year_2022,learned_vol_interaction,stable_correct,14,14,14,-0.016194408597291897,-0.017684929583947635,0.0025928437271667214,0.0011023227405109813,-0.0014905209866557401,-0.016939669090619766,0.0018475832338388522,-0.015092085856780917,-0.022916242757073258,-0.023679202064996057,-0.003422501189744771,-0.004185460497667573,-0.0007629593079228019,-0.023297722411034654,-0.0038039808437061724,-0.027101703254740827,8,1,0,5
year_2022,learned_vol_interaction,stable_wrong,25,0,0,-0.02814228424736581,-0.029885027014657756,-0.004069381722537748,-0.0058121244898296995,-0.001742742767291951,-0.029013655631011787,-0.004940753106183724,-0.03395440873719551,0.02297594714859436,0.024332746574990106,0.006944987390408345,0.00830178681680409,0.0013567994263957472,0.02365434686179223,0.007623387103606217,0.031277733965398444,5,4,0,16
year_2023,learned_market,all,48,21,21,0.013248628177692652,0.013331311009232058,0.01326228174389492,0.013344964575434326,8.268283153940589e-05,0.013289969593462356,0.013303623159664624,0.026593592753126977,-0.0066863712205863625,-0.006908219808273258,-0.004249301660618794,-0.0044711502483056895,-0.00022184858768689673,-0.0067972955144298105,-0.004360225954462242,-0.011157521468892054,13,14,0,21
year_2023,learned_market,regression,3,3,0,0.018382655406188306,0.020851832355692726,0.019143358983375287,0.021612535932879706,0.0024691769495044182,0.019617243880940518,0.020377947458127498,0.039995191339068016,-0.018382655406188306,-0.020851832355692726,-0.019143358983375287,-0.021612535932879706,-0.0024691769495044182,-0.019617243880940518,-0.020377947458127498,-0.039995191339068016,1,2,0,0
year_2023,learned_market,recovery,3,0,3,0.017568056426243515,0.01852400636333233,0.025690066896324703,0.026646016833413517,0.0009559499370888129,0.01804603139478792,0.02616804186486911,0.04421407325965704,0.017568056426243515,0.01852400636333233,0.025690066896324703,0.026646016833413517,0.0009559499370888129,0.01804603139478792,0.02616804186486911,0.04421407325965704,0,0,0,3
year_2023,learned_market,stable_correct,18,18,18,0.017298497396094573,0.017801115093028612,0.010596361118064212,0.011098978814998252,0.0005026176969340388,0.017549806244561598,0.01084766996653123,0.02839747621109283,-0.0250977308679866,-0.02616071769232512,-0.00637903913454955,-0.007442025958888065,-0.0010629868243385156,-0.025629224280155863,-0.006910532546718807,-0.032539756826874676,11,3,0,4
year_2023,learned_market,stable_wrong,24,0,0,0.009029544329260397,0.008389805858814525,0.012973114414279183,0.01233337594383331,-0.0006397384704458713,0.00870967509403746,0.012653245179056248,0.021362920273093708,0.0055523805823103276,0.0060950769017423705,-0.0045326624594441015,-0.003989966140012059,0.0005426963194320439,0.0058237287420263495,-0.0042613142997280804,0.0015624144422982699,1,9,0,14
year_2023,learned_order_extension,all,48,20,17,0.015910953285142655,0.017559811394050523,0.014334635117868486,0.015983493226776353,0.0016488581089078693,0.01673538233959659,0.01515906417232242,0.03189444651191901,-0.0057872509483959675,-0.006546002209922459,-0.005032641042683775,-0.0057913923042102675,-0.0007587512615264918,-0.006166626579159215,-0.005412016673447022,-0.011578643252606236,16,12,0,20
year_2023,learned_order_extension,regression,7,7,0,0.040109106547478006,0.04402730322116717,0.0327538716332216,0.03667206830691077,0.003918196673689168,0.04206820488432259,0.03471296997006619,0.07678117485438876,-0.040109106547478006,-0.04402730322116717,-0.0327538716332216,-0.03667206830691077,-0.003918196673689168,-0.04206820488432259,-0.03471296997006619,-0.07678117485438876,5,2,0,0
year_2023,learned_order_extension,recovery,4,0,4,0.04179440740222883,0.043523091536786414,0.039710136606554126,0.04143882074111171,0.0017286841345575904,0.04265874946950762,0.04057447867383292,0.08323322814334054,0.04179440740222883,0.043523091536786414,0.039710136606554126,0.04143882074111171,0.0017286841345575904,0.04265874946950762,0.04057447867383292,0.08323322814334054,0,0,0,4
year_2023,learned_order_extension,stable_correct,13,13,13,0.017601580048345108,0.01931727325249781,0.0028860936948125982,0.004601786898965304,0.0017156932041527046,0.01845942665042146,0.0037439402968889516,0.022203366947310406,-0.033732936395997934,-0.03541318334114542,0.0017256018419284438,4.5354896780953573e-05,-0.0016802469451474894,-0.03457305986857167,0.0008854783693546989,-0.033687581499216974,8,1,0,4
year_2023,learned_order_extension,stable_wrong,24,0,0,0.0036234934007124873,0.004560954414026572,0.010934400823598159,0.011871861836912244,0.000937461013314084,0.004092223907369528,0.011403131330255202,0.015495355237624733,0.01143026016034989,0.011677584739984875,-0.008065126624481514,-0.00781780204484653,0.00024732457963498226,0.011553922450167384,-0.007941464334664021,0.003612458115503361,3,9,0,12
year_2023,learned_order_offset,all,48,20,18,0.01751777461279477,0.01904058290918523,0.01291901639081789,0.014441824687208353,0.0015228082963904637,0.01827917876099,0.013680420539013123,0.03195959930000312,-0.006549581087112087,-0.007290898705810016,-0.004655955566426675,-0.005397273185124607,-0.00074131761869793,-0.006920239896461049,-0.005026614375775641,-0.011946854272236693,17,11,0,20
year_2023,learned_order_offset,regression,7,7,0,0.045592028942032646,0.050061244949210444,0.030417850310342963,0.034887066317520754,0.00446921600717779,0.04782663694562155,0.032652458313931855,0.08047909525955341,-0.045592028942032646,-0.050061244949210444,-0.030417850310342963,-0.034887066317520754,-0.00446921600717779,-0.04782663694562155,-0.032652458313931855,-0.08047909525955341,5,2,0,0
year_2023,learned_order_offset,recovery,5,0,5,0.05116752586062382,0.051754235493276214,0.03823815520339756,0.03882486483604995,0.0005867096326523936,0.051460880676950024,0.038531510019723755,0.08999239069667377,0.05116752586062382,0.051754235493276214,0.03823815520339756,0.03882486483604995,0.0005867096326523936,0.051460880676950024,0.038531510019723755,0.08999239069667377,0,0,0,5
year_2023,learned_order_offset,stable_correct,13,13,13,0.01811641541732659,0.019677021958437832,0.0016994702079870159,0.00326007674909826,0.0015606065411112454,0.018896718687882206,0.0024797734785426398,0.021376492166424847,-0.0364434270842836,-0.03877281613386287,0.0027071304375478203,0.0003777413879685465,-0.0023293890495792763,-0.03760812160907324,0.0015424359127581828,-0.03606568569631505,9,0,0,4
year_2023,learned_order_offset,stable_wrong,23,0,0,0.0013199108300676334,0.002128121829145441,0.008430606342001695,0.009238817341079505,0.0008082109990778074,0.0017240163296065377,0.0088347118415406,0.010558728171147138,0.009682227530670263,0.010684391697366458,-0.010301929857443005,-0.00929976569074681,0.0010021641666961957,0.010183309614018362,-0.00980084777409491,0.0003824618399234505,3,9,0,11
year_2023,learned_vol_interaction,all,48,21,22,0.015100915475333015,0.016348414987400497,0.012409011696383468,0.013656511208450947,0.001247499512067479,0.015724665231366758,0.013032761452417205,0.028757426683783963,-0.006225231265326643,-0.006854451235506279,-0.004108015503827976,-0.004737235474007613,-0.000629219970179637,-0.00653984125041646,-0.004422625488917795,-0.010962466739334256,16,12,0,20
year_2023,learned_vol_interaction,regression,2,2,0,0.021779671556584702,0.024460967858765198,0.03485484194608443,0.037536138248264926,0.002681296302180493,0.023120319707674954,0.036195490097174675,0.05931580980484963,-0.021779671556584702,-0.024460967858765198,-0.03485484194608443,-0.037536138248264926,-0.002681296302180493,-0.023120319707674954,-0.036195490097174675,-0.05931580980484963,1,1,0,0
year_2023,learned_vol_interaction,recovery,3,0,3,0.03728850236380984,0.03558408412089009,0.03506221028592673,0.03335779204300698,-0.0017044182429197497,0.03643629324234997,0.03421000116446686,0.07064629440681681,0.03728850236380984,0.03558408412089009,0.03506221028592673,0.03335779204300698,-0.0017044182429197497,0.03643629324234997,0.03421000116446686,0.07064629440681681,0,0,0,3
year_2023,learned_vol_interaction,stable_correct,19,19,19,0.021382606611641687,0.023658970274658325,0.009138733030529334,0.011415096693545974,0.0022763636630166438,0.02252078844315001,0.010276914862037653,0.03279770330518766,-0.03156913302636716,-0.03347736120201388,-0.0041154862399924936,-0.006023714415639217,-0.0019082281756467247,-0.03252324711419051,-0.005069600327815854,-0.037592847442006375,13,2,0,4
year_2023,learned_vol_interaction,stable_wrong,24,0,0,0.00679789862459141,0.007480387337354784,0.01029584662901667,0.010978335341780046,0.000682488712763375,0.0071391429809730955,0.010637090985398357,0.017776233966371454,0.009695677616126545,0.010384411953700939,-0.006436143857895703,-0.005747409520321309,0.0006887343375743932,0.010040044784913741,-0.0060917766891085065,0.003948268095805236,2,9,0,13
year_2024,learned_market,all,47,34,30,0.0010603287855899166,0.0037731835458586884,-0.010924959328345247,-0.008212104568076476,0.0027128547602687713,0.0024167561657243027,-0.009568531948210862,-0.007151775782486561,0.003783192087671914,0.004816645058911963,-0.0026343511345682446,-0.0016008981633281974,0.0010334529712400478,0.004299918573291939,-0.0021176246489482214,0.0021822939243437167,7,17,0,23
year_2024,learned_market,regression,5,5,0,0.008224003872702609,0.014280991539630129,-0.016318747040525047,-0.010261759373597527,0.006056987666927511,0.011252497706166367,-0.013290253207061287,-0.002037755500894917,-0.02173002587430386,-0.029608490344264084,6.762773489043598e-05,-0.007810836735069789,-0.007878464469960234,-0.025669258109283964,-0.0038716045000896774,-0.029540862609373646,2,3,0,0
year_2024,learned_market,recovery,1,0,1,-0.024951791476320744,-0.026960770031675036,-0.034750282794250464,-0.036759261349604756,-0.0020089785553543127,-0.02595628075399789,-0.035754772071927614,-0.061711052825925504,0.024951791476320744,0.026960770031675036,0.034750282794250464,0.036759261349604756,0.0020089785553543127,0.02595628075399789,0.035754772071927614,0.061711052825925504,0,0,0,1
year_2024,learned_market,stable_correct,29,29,29,0.0016901316804899696,0.004080434654182457,-0.009388316715871559,-0.0069980137421790725,0.0023903029736924873,0.002885283167336215,-0.008193165229025315,-0.0053078820616891025,0.013245795216330049,0.016880081333196306,-0.004528748073056229,-0.0008944619561899713,0.0036342861168662576,0.015062938274763175,-0.0027116050146231002,0.012351333260140077,1,9,0,19
year_2024,learned_market,stable_wrong,12,0,0,-0.001278882808222948,0.001213569501465957,-0.010405657139589655,-0.007913204829900747,0.0024924523096889056,-3.2656653378495094e-05,-0.0091594309847452,-0.009192087638123696,-0.010218307938149403,-0.011838196600348768,-0.002297435889564963,-0.003917324551764326,-0.001619888662199363,-0.011028252269249084,-0.003107380220664644,-0.014135632489913732,4,5,0,3
year_2024,learned_order_extension,all,47,33,32,0.0010214071519166388,0.007493856061694075,-0.020418501552748755,-0.013946052642971316,0.006472448909777437,0.004257631606805358,-0.017182277097860035,-0.012924645491054682,0.0049822745023303,0.007044042664076681,-0.0038459018987931407,-0.0017841337370467598,0.00206176816174638,0.006013158583203491,-0.0028150178179199505,0.003198140765283542,10,13,0,24
year_2024,learned_order_extension,regression,3,3,0,-0.009872683458679836,-0.010036424902215875,-0.011989445267822607,-0.01215318671135865,-0.00016374144353604203,-0.009954554180447854,-0.01207131598959063,-0.022025870170038486,-0.024756277955683265,-0.03472041911224924,-0.002580862212700059,-0.012545003369266032,-0.00996414115656597,-0.029738348533966247,-0.007562932790983045,-0.0373012813249493,3,0,0,0
year_2024,learned_order_extension,recovery,2,0,2,-0.02967004603895927,-0.03710253476862092,-0.016772880075984542,-0.024205368805646194,-0.0074324887296616515,-0.0333862904037901,-0.020489124440815368,-0.05387541484460546,0.02967004603895927,0.03710253476862092,0.016772880075984542,0.024205368805646194,0.0074324887296616515,0.0333862904037901,0.020489124440815368,0.05387541484460546,0,0,0,2
year_2024,learned_order_extension,stable_correct,30,30,30,0.005845328899777139,0.014432894610799758,-0.02268554853659286,-0.014097982825570243,0.008587565711022623,0.010139111755288447,-0.01839176568108155,-0.008252653925793104,0.010674471824661509,0.014890106132882967,-0.005825572490013085,-0.0016099381817916284,0.004215634308221456,0.012782288978772238,-0.003717755335902358,0.009064533642869882,4,7,0,19
year_2024,learned_order_extension,stable_wrong,12,0,0,-0.003199632366606174,0.001961561734959857,-0.017465751743830724,-0.012304557642264694,0.005161194101566028,-0.0006190353158231592,-0.014885154693047712,-0.01550419000887087,-0.0059282092784324865,-0.007139749247948253,-0.002649449004729498,-0.0038609889742452622,-0.0012115399695157656,-0.00653397926319037,-0.0032552189894873786,-0.009789198252677747,3,6,0,3
year_2024,learned_order_offset,all,47,32,32,0.0007858158167003067,0.006655541064697707,-0.0198182042228576,-0.0139484789748602,0.005869725247997401,0.0037206784406990066,-0.016883341598858896,-0.013162663158159895,0.004391490984983943,0.006243581001234651,-0.0034782410539137307,-0.0016261510376630222,0.0018520900162507074,0.005317535993109298,-0.0025521960457883758,0.0027653399473209217,10,14,0,23
year_2024,learned_order_offset,regression,3,3,0,-0.011177413399270966,-0.012028283938359871,-0.010403560800730509,-0.011254431339819416,-0.0008508705390889125,-0.011602848668815419,-0.010828996070274965,-0.022431844739090382,-0.024746643124437324,-0.032811606123877436,-0.007676171123396666,-0.01574113412283678,-0.00806496299944012,-0.02877912462415738,-0.011708652623116725,-0.04048777724727411,3,0,0,0
year_2024,learned_order_offset,recovery,3,0,3,-0.005684679107145293,-0.0011075701738097836,-0.026325475074767773,-0.02174836614143226,0.0045771089333355225,-0.0033961246404775394,-0.024036920608100018,-0.027433045248577554,0.034549835968404836,0.047976476812096075,-0.00039438041006548363,0.013032260433625757,0.01342664084369123,0.04126315639025046,0.006318940011780138,0.047582096402030594,0,1,0,2
year_2024,learned_order_offset,stable_correct,29,29,29,0.004499539098500925,0.011596509067231895,-0.021167834636419466,-0.014070864667688494,0.007096969968730971,0.008048024082866409,-0.01761934965205398,-0.009571325569187569,0.008410300494051101,0.011347867374707912,-0.003622866327434762,-0.0006852994467779513,0.002937566880656808,0.009879083934379506,-0.0021540828871063544,0.00772500104727315,5,7,0,17
year_2024,learned_order_offset,stable_wrong,12,0,0,-0.003580584412696971,0.0013266024522980183,-0.017283440532637317,-0.012376253667642329,0.004907186864994986,-0.001126990980199475,-0.014829847100139825,-0.015956838080339302,-0.005575684713761599,-0.006761204906096396,-0.002850212619829235,-0.004035732812164031,-0.0011855201923347961,-0.0061684448099289975,-0.003442972715996632,-0.00961141752592563,2,6,0,4
year_2024,learned_vol_interaction,all,47,34,32,0.0015978672372878638,0.007100724520129795,-0.017502416473323564,-0.011999559190481632,0.005502857282841932,0.004349295878708829,-0.014750987831902599,-0.01040169195319377,0.0027794668787155976,0.004516056382606272,-0.0033348563288635117,-0.0015982668249728378,0.0017365895038906729,0.0036477616306609343,-0.002466561576918174,0.0011812000537427601,11,15,0,21
year_2024,learned_vol_interaction,regression,4,4,0,0.0024197109438622065,0.006649464107316899,-0.014010322881838433,-0.009780569718383739,0.004229753163454697,0.004534587525589553,-0.011895446300111084,-0.007360858774521529,-0.023629407128472942,-0.03377093622875356,0.0007428794995449579,-0.009398649600735656,-0.01014152910028061,-0.02870017167861325,-0.004327885050595347,-0.033028056729208596,3,1,0,0
year_2024,learned_vol_interaction,recovery,2,0,2,-0.02505483251396895,-0.030933534665404744,-0.018942925845470228,-0.024821627996906022,-0.005878702151435794,-0.027994183589686847,-0.02188227692118813,-0.04987646051087497,0.02505483251396895,0.030933534665404744,0.018942925845470228,0.024821627996906022,0.005878702151435794,0.027994183589686847,0.02188227692118813,0.04987646051087497,0,0,0,2
year_2024,learned_vol_interaction,stable_correct,30,30,30,0.0048027832180757,0.011654052528514513,-0.019202968672409802,-0.01235169936197099,0.0068512693104388145,0.008228417873295106,-0.0157773340171904,-0.00754891614389529,0.007281985143067148,0.011550953471557844,-0.006487773101439103,-0.0022188047729484067,0.0042689683284906944,0.009416469307312495,-0.0043532889371937535,0.005063180370118742,5,9,0,16
year_2024,learned_vol_interaction,stable_wrong,11,0,0,-0.0025957195579320315,0.0017619717720188028,-0.013872488259601743,-0.009514796929650907,0.004357691329950835,-0.0004168738929566139,-0.011693642594626324,-0.01211051648758294,-0.0039469679551297696,-0.005550661689094167,-0.0002693112820483843,-0.0018730050160127812,-0.0016036937339643992,-0.004748814822111969,-0.0010711581490305822,-0.005819972971142551,3,5,0,3
year_2025,learned_market,all,48,21,22,0.005409955550373946,0.008391021931685397,-0.01797663800242553,-0.014995571621114081,0.002981066381311451,0.006900488741029672,-0.016486104811769802,-0.009585616070740132,0.0012670077597178274,0.002257810215004333,-0.006616046516676373,-0.0056252440613898695,0.0009908024552865054,0.00176240898736108,-0.006120645289033121,-0.004358236301672041,11,20,0,17
