cutoff,encoder_cutoff,seed,method,coordinate,is_intercept,theta_annual,theta_both,theta_add,theta_remove,add_without_remove,add_after_remove,remove_without_add,remove_after_add,nonadditive,add_effect,remove_effect,total_delta
2021-03-31,2020-12-31,20260910,learned_market,0,False,-0.10647647231501832,-0.08673183374369758,-0.11886278794631638,-0.07325205228976213,-0.012386315631298064,-0.013479781453935455,0.03322442002525619,0.0321309542026188,-0.0010934658226373906,-0.01293304854261676,0.032677687113937495,0.019744638571320736
2021-03-31,2020-12-31,20260910,learned_market,1,False,0.17227094584319352,0.09681700662739932,0.16439930454783766,0.10683344776048077,-0.007871641295355863,-0.01001644113308145,-0.06543749808271275,-0.06758229792043834,-0.002144799837725586,-0.008944041214218656,-0.06650989800157554,-0.0754539392157942
2021-03-31,2020-12-31,20260910,learned_market,2,False,0.07529194087941955,0.0909576684316563,0.06116723104152876,0.11075312773491465,-0.01412470983789079,-0.01979545930325835,0.0354611868554951,0.029790437390127537,-0.005670749465367567,-0.01696008457057457,0.03262581212281132,0.015665727552236747
2021-03-31,2020-12-31,20260910,learned_market,3,False,-0.06446543943883563,-0.05390018111933042,-0.0711995253768365,-0.046641828659388464,-0.006734085938000872,-0.007258352459941955,0.01782361077944717,0.017299344257506087,-0.000524266521941083,-0.006996219198971414,0.01756147751847663,0.010565258319505215
2021-03-31,2020-12-31,20260910,learned_market,4,False,0.010686938784231421,-0.003034068519437804,0.02653722194511391,-0.019676133040028108,0.015850283160882488,0.016642064520590305,-0.030363071824259527,-0.029571290464551713,0.0007917813597078157,0.016246173840736396,-0.029967181144405622,-0.013721007303669226
2021-03-31,2020-12-31,20260910,learned_market,5,False,0.1894036894726709,0.16232485061319127,0.15088963556013057,0.1991390509382141,-0.038514053912540314,-0.03681420032502283,0.009735361465543213,0.011435215053060693,0.0016998535875174803,-0.037664127118781573,0.010585288259301953,-0.02707883885947962
2021-03-31,2020-12-31,20260910,learned_market,6,False,-0.1385454069548811,-0.14732773502717164,-0.13946291272202752,-0.14866799494458757,-0.0009175057671464149,0.0013402599174159313,-0.010122587989706472,-0.007864822305144126,0.002257765684562346,0.00021137707513475823,-0.008993705147425299,-0.00878232807229054
2021-03-31,2020-12-31,20260910,learned_market,7,False,0.03885175255769661,0.016049286320500285,0.028701504926976654,0.02760370006803118,-0.010150247630719953,-0.011554413747530894,-0.011248052489665428,-0.012652218606476369,-0.0014041661168109412,-0.010852330689125424,-0.011950135548070898,-0.022802466237196322
2021-03-31,2020-12-31,20260910,learned_market,8,False,0.021612861067341047,0.04092923660256166,0.032356890819420975,0.027387341174660546,0.010744029752079928,0.013541895427901116,0.005774480107319499,0.008572345783140686,0.0027978656758211873,0.012142962589990522,0.007173412945230093,0.019316375535220615
2021-03-31,2020-12-31,20260910,learned_market,9,False,0.055317501506218586,0.07549538311417466,0.06097529474700785,0.07262218571870555,0.005657793240789265,0.00287319739546911,0.01730468421248696,0.014520088367166804,-0.002784595845320155,0.004265495318129187,0.015912386289826882,0.02017788160795607
