cutoff,encoder_cutoff,seed,method,dimensions,add_without_remove_norm,add_after_remove_norm,remove_without_add_norm,remove_after_add_norm,nonadditive_norm,add_effect_norm,remove_effect_norm,total_delta_norm,add_without_remove_intercept,add_after_remove_intercept,remove_without_add_intercept,remove_after_add_intercept,nonadditive_intercept,add_effect_intercept,remove_effect_intercept,total_delta_intercept
2021-03-31,2020-12-31,20260910,learned_market,30,0.12470368981284906,0.12776320862272833,0.2304032898142896,0.22413560587673362,0.012621782020736135,0.12608487823649708,0.22720342326678145,0.2649831403077881,-0.0036347171105832188,-0.005740563396447768,-0.0046277242973301325,-0.006733570583194681,-0.002105846285864549,-0.004687640253515493,-0.005680647440262407,-0.0103682876937779
2021-03-31,2020-12-31,20260910,learned_vol_interaction,31,0.12239626085065677,0.12435499437320961,0.3099789923297617,0.3041428428409584,0.019114208471454154,0.12300880621532326,0.3069260237047433,0.34511202161642757,-0.0023024115044952553,-0.004098789049005402,-0.008868171147986076,-0.010664548692496223,-0.0017963775445101748,-0.003200600276750329,-0.00976635992024115,-0.012966960196991478
2021-03-31,2020-12-31,20260910,learned_order_extension,32,0.12175387399964772,0.12391761652043146,0.3072741775578651,0.3017500850662795,0.019008004849973007,0.12247230175398538,0.30437631470531756,0.3423328205196761,-0.0021424726269649863,-0.003990253981917963,-0.00852437217318408,-0.010372153528137057,-0.0018477813549529765,-0.0030663633044414745,-0.009448262850660569,-0.012514626155102043
2021-03-31,2020-12-31,20260910,learned_order_offset,32,0.12240730335510991,0.1243565208860109,0.3110628444114721,0.3051617633528908,0.019141831804334982,0.12301399786026394,0.3079777509200857,0.3461326001590113,-0.0023024115044952553,-0.004098789049005402,-0.008868171147986076,-0.010664548692496223,-0.0017963775445101748,-0.003200600276750329,-0.00976635992024115,-0.012966960196991478
2021-03-31,2020-12-31,20260911,learned_market,30,0.11853818427762039,0.12041432880549909,0.17235772181643028,0.16958190227743897,0.01204761995056501,0.11932799156165605,0.17086929694440162,0.25572159432028546,0.0001671234673181754,-0.003112073536446658,-0.0010011551143971342,-0.0042803521181619675,-0.0032791970037648333,-0.0014724750345642412,-0.002640753616279551,-0.004113228650843792
2021-03-31,2020-12-31,20260911,learned_vol_interaction,31,0.1210392746096782,0.12400231208745102,0.1956214659933694,0.19904584932379432,0.014707786468837452,0.12230887112074953,0.19720401694567377,0.28411524820879897,0.0009416634673710678,-0.003003939427345226,0.0004589409280481571,-0.0034866619666681364,-0.0039456028947162936,-0.001031137979987079,-0.0015138605193099897,-0.0025449984992970687
2021-03-31,2020-12-31,20260911,learned_order_extension,32,0.12071933119754194,0.12435445378268388,0.1817882364968709,0.18525490483844323,0.01411776386533565,0.12234690734156871,0.18339395718924903,0.2716958207773718,0.0009302567204830248,-0.0024796466205300183,-0.0016202632713516185,-0.0050301666123646616,-0.003409903341013043,-0.0007746949500234968,-0.00332521494185814,-0.004099909891881637
2021-03-31,2020-12-31,20260911,learned_order_offset,32,0.12105245664020453,0.12410199829614453,0.1956464834411208,0.19914601399089218,0.015049070524945552,0.12235555969773597,0.19726054358323278,0.28423074112970476,0.0009416634673710678,-0.003003939427345226,0.0004589409280481571,-0.0034866619666681364,-0.0039456028947162936,-0.001031137979987079,-0.0015138605193099897,-0.0025449984992970687
2021-03-31,2020-12-31,20260912,learned_market,30,0.15890597555058716,0.16345936295272095,0.2615218521151606,0.25377918769774777,0.021248096081185695,0.1608482695105165,0.2574604964346326,0.33652800259797655,0.0008616514189563329,-0.004595073888162715,0.007170076159077721,0.0017133508519586726,-0.005456725307119048,-0.001866711234603191,0.004441713505518197,0.0025750022709150056
2021-03-31,2020-12-31,20260912,learned_vol_interaction,31,0.15907937659987526,0.1666266956903621,0.27464113734375395,0.26119290002895673,0.02751559867699732,0.16231474007436397,0.26764802564350304,0.3409780973933629,0.0010579815558391936,-0.004469261095838339,0.006286186666806914,0.0007589440151293814,-0.005527242651677533,-0.001705639769999573,0.003522565340968148,0.001816925570968575
2021-03-31,2020-12-31,20260912,learned_order_extension,32,0.15884498109357442,0.16663910727508083,0.3044598863704788,0.28877450639858226,0.02958560666315189,0.16211518440793962,0.2963518887181726,0.3617087391942445,0.0009155050994456015,-0.005110681580361431,0.005164262526431707,-0.0008619241533753264,-0.006026186679807033,-0.002097588240457915,0.00215116918652819,5.358094607027519e-05
2021-03-31,2020-12-31,20260912,learned_order_offset,32,0.15909043741730428,0.16665379321857615,0.2839535354025599,0.2697096954027271,0.027945189756079642,0.16231572206123088,0.2765704821981126,0.34791300646714196,0.0010579815558391936,-0.004469261095838339,0.006286186666806914,0.0007589440151293814,-0.005527242651677533,-0.001705639769999573,0.003522565340968148,0.001816925570968575
2021-06-30,2020-12-31,20260910,learned_market,30,0.18876824119672073,0.2058734879138553,0.26887296377207803,0.2785422292625496,0.05225523720438279,0.19577032078774925,0.2725005864420193,0.3834060327456536,-0.01159521800447219,-0.008108521526896284,-0.02432312950636506,-0.020836433028789153,0.003486696477575907,-0.009851869765684237,-0.022579781267577106,-0.032431651033261344
2021-06-30,2020-12-31,20260910,learned_vol_interaction,31,0.19920746421344987,0.21621942392817978,0.3447806138646823,0.34290025077960057,0.0623723066731747,0.20553503443734422,0.34242451822391007,0.4485143412023008,-0.01179634642710739,-0.00448629763068259,-0.03613015344142695,-0.028820104645002148,0.007310048796424801,-0.00814132202889499,-0.03247512904321455,-0.04061645107210954
2021-06-30,2020-12-31,20260910,learned_order_extension,32,0.20193092309396318,0.2211434137572806,0.33851967196152416,0.34202863052799953,0.06492658564378888,0.20925197297531478,0.33872660188130826,0.44847995762605913,-0.011415559489550364,-0.0026717532562693103,-0.038225806055777134,-0.02948199982249608,0.008743806233281054,-0.007043656372909837,-0.03385390293913661,-0.040897559312046444
2021-06-30,2020-12-31,20260910,learned_order_offset,32,0.2000467509226768,0.21788817780608893,0.34515290546585353,0.3437841346716344,0.0629637183335662,0.20677493280035542,0.34302758233868785,0.4505653225462795,-0.01179634642710739,-0.00448629763068259,-0.03613015344142695,-0.028820104645002148,0.007310048796424801,-0.00814132202889499,-0.03247512904321455,-0.04061645107210954
2021-06-30,2020-12-31,20260911,learned_market,30,0.25936106630840977,0.2812174410361116,0.22275614665294932,0.21075767381817692,0.034264273918864795,0.2699670272699435,0.21616206618105527,0.38888488758317136,-0.005293336803750964,-0.007160884082732855,-0.01887608001343341,-0.0207436272924153,-0.001867547278981918,-0.006227110443241909,-0.019809853652924356,-0.026036964096166265
2021-06-30,2020-12-31,20260911,learned_vol_interaction,31,0.26133500922880776,0.28394925864736437,0.24031077995092184,0.23901550201247315,0.03397135744229881,0.27234733519145427,0.2390613463105848,0.4111164363471706,-0.0043013875977564175,-0.007407743590064797,-0.017321770335229997,-0.020428126327538376,-0.0031063559923083517,-0.005854565593910607,-0.018874948331384186,-0.024729513925294794
2021-06-30,2020-12-31,20260911,learned_order_extension,32,0.2686639680152157,0.3005978762094953,0.24338262089918994,0.23439604559918012,0.05520239347061408,0.283739104433014,0.2373319976592384,0.41144626799009654,-0.004073196523309952,-0.003300506052395208,-0.023753928405492786,-0.02298123793457804,0.0007726904709147719,-0.00368685128785258,-0.023367583170035414,-0.027054434457887994
2021-06-30,2020-12-31,20260911,learned_order_offset,32,0.263912918834029,0.2888334026802933,0.24132171033522745,0.2390900767417019,0.03759107718102515,0.2760146904510323,0.23947201103015925,0.41227051347883026,-0.0043013875977564175,-0.007407743590064797,-0.017321770335229997,-0.020428126327538376,-0.0031063559923083517,-0.005854565593910607,-0.018874948331384186,-0.024729513925294794
2021-06-30,2020-12-31,20260912,learned_market,30,0.22359420058221655,0.2401962849215676,0.34593117337952256,0.31644943894383143,0.05969887073603061,0.23011588845682165,0.33017165727846803,0.41487333595204023,0.000716535968198595,0.0030653443005171366,0.009730446212526112,0.012079254544844653,0.0023488083323185416,0.0018909401343578658,0.010904850378685382,0.012795790513043248
2021-06-30,2020-12-31,20260912,learned_vol_interaction,31,0.22343814835099982,0.2410026352394243,0.35751661121861794,0.3265724452723471,0.06034225391373828,0.23041948976505364,0.3410623810278037,0.42326834462134133,0.0006401079623621353,0.0028713635390937298,0.010669842961995524,0.012901098538727118,0.0022312555767315945,0.0017557357507279325,0.011785470750361321,0.013541206501089253
2021-06-30,2020-12-31,20260912,learned_order_extension,32,0.22364847405128374,0.24312235181544542,0.3727417531627517,0.33201155767504625,0.07317837097073936,0.23070498575970932,0.35106306555353184,0.42736587065400006,0.0004993781451691492,0.004815376275415839,0.007235482664907644,0.011551480795154334,0.00431599813024669,0.002657377210292494,0.00939348173003099,0.012050858940323483
2021-06-30,2020-12-31,20260912,learned_order_offset,32,0.2238047810689318,0.2428687625993594,0.36034433894249157,0.32775445331993247,0.06275785678550373,0.2314136357063922,0.34300273321417873,0.4235342340611316,0.0006401079623621353,0.0028713635390937298,0.010669842961995524,0.012901098538727118,0.0022312555767315945,0.0017557357507279325,0.011785470750361321,0.013541206501089253
