method,row_index,date,p_annual,p_add,p_remove,p_both,add_without_remove,add_after_remove,remove_without_add,remove_after_add,nonadditive,add_effect,remove_effect,total_delta,actual_up,head_cutoff,encoder_cutoff,year,case,signed_add_without_remove,signed_add_after_remove,signed_remove_without_add,signed_remove_after_add,signed_nonadditive,signed_add_effect,signed_remove_effect,signed_total_delta,dominant_adverse
learned_market,2418,2021-01-08,0.5075530912524239,0.5075530912524239,0.5075530912524239,0.5075530912524239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020-12-31,2020-12-31,2021,stable_wrong,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
learned_market,2423,2021-01-15,0.3650104266377245,0.3650104266377245,0.3650104266377245,0.3650104266377245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020-12-31,2020-12-31,2021,stable_wrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
learned_market,2428,2021-01-22,0.38664465477351384,0.38664465477351384,0.38664465477351384,0.38664465477351384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020-12-31,2020-12-31,2021,stable_correct,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
learned_market,2433,2021-01-29,0.42114716721388007,0.42114716721388007,0.42114716721388007,0.42114716721388007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020-12-31,2020-12-31,2021,stable_wrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
learned_market,2438,2021-02-05,0.4985813898598063,0.4985813898598063,0.4985813898598063,0.4985813898598063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020-12-31,2020-12-31,2021,stable_wrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
learned_market,2443,2021-02-19,0.4352524461345956,0.4352524461345956,0.4352524461345956,0.4352524461345956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020-12-31,2020-12-31,2021,stable_correct,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
learned_market,2448,2021-02-26,0.49709849837034153,0.49709849837034153,0.49709849837034153,0.49709849837034153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020-12-31,2020-12-31,2021,stable_correct,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
learned_market,2453,2021-03-05,0.41887534844548496,0.41887534844548496,0.41887534844548496,0.41887534844548496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020-12-31,2020-12-31,2021,stable_correct,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
learned_market,2458,2021-03-12,0.415043511213008,0.415043511213008,0.415043511213008,0.415043511213008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2020-12-31,2020-12-31,2021,stable_correct,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,none
learned_market,2463,2021-03-19,0.5654234834962107,0.5654234834962107,0.5654234834962107,0.5654234834962107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020-12-31,2020-12-31,2021,stable_correct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
learned_market,2468,2021-03-26,0.5557651813900335,0.5557651813900335,0.5557651813900335,0.5557651813900335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020-12-31,2020-12-31,2021,stable_correct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
learned_market,2473,2021-04-02,0.5699172983026043,0.5517918875477176,0.5726249789881542,0.5512247673080393,-0.01812541075488679,-0.021400211680114984,0.002707680685549866,-0.0005671202396783278,-0.0032748009252281753,-0.019762811217500887,0.0010702802229357693,-0.01869253099456512,0,2021-03-31,2020-12-31,2021,stable_wrong,0.01812541075488679,0.021400211680114984,-0.002707680685549866,0.0005671202396783278,0.0032748009252281753,0.019762811217500887,-0.0010702802229357693,0.01869253099456512,remove
learned_market,2477,2021-04-09,0.6321055329611007,0.6251581580748843,0.6441369068426832,0.634151334974088,-0.00694737488621644,-0.00998557186859513,0.012031373881582522,0.008993176899203833,-0.00303819698237869,-0.008466473377405784,0.010512275390393178,0.002045802012987393,0,2021-03-31,2020-12-31,2021,stable_wrong,0.00694737488621644,0.00998557186859513,-0.012031373881582522,-0.008993176899203833,0.00303819698237869,0.008466473377405784,-0.010512275390393178,-0.002045802012987393,remove
learned_market,2482,2021-04-16,0.5678054408232082,0.5607985425706863,0.5593690724217366,0.5509137707948303,-0.007006898252521802,-0.008455301626906275,-0.008436368401471514,-0.009884771775855986,-0.0014484033743844733,-0.007731099939714038,-0.00916057008866375,-0.016891670028377787,1,2021-03-31,2020-12-31,2021,stable_correct,-0.007006898252521802,-0.008455301626906275,-0.008436368401471514,-0.009884771775855986,-0.0014484033743844733,-0.007731099939714038,-0.00916057008866375,-0.016891670028377787,remove
learned_market,2487,2021-04-23,0.6348872722727549,0.6321104346401808,0.6284189401284456,0.62389568713253,-0.0027768376325741175,-0.004523252995915643,-0.006468332144309345,-0.008214747507650869,-0.0017464153633415247,-0.00365004531424488,-0.0073415398259801075,-0.010991585140224988,0,2021-03-31,2020-12-31,2021,stable_wrong,0.0027768376325741175,0.004523252995915643,0.006468332144309345,0.008214747507650869,0.0017464153633415247,0.00365004531424488,0.0073415398259801075,0.010991585140224988,none
learned_market,2492,2021-04-30,0.6259373673250876,0.6286436723006918,0.6132443147889185,0.6147968620813015,0.00270630497560422,0.001552547292382911,-0.012693052536169147,-0.013846810219390457,-0.0011537576832213088,0.002129426133993565,-0.013269931377779801,-0.011140505243786236,0,2021-03-31,2020-12-31,2021,stable_wrong,-0.00270630497560422,-0.001552547292382911,0.012693052536169147,0.013846810219390457,0.0011537576832213088,-0.002129426133993565,0.013269931377779801,0.011140505243786236,add
learned_market,2494,2021-05-07,0.6867029795215412,0.6930888270540086,0.6723187992794477,0.676617227812541,0.00638584753246733,0.004298428533093257,-0.014384180242093647,-0.01647159924146772,-0.0020874189993740724,0.005342138032780293,-0.015427889741780684,-0.01008575170900039,1,2021-03-31,2020-12-31,2021,stable_correct,0.00638584753246733,0.004298428533093257,-0.014384180242093647,-0.01647159924146772,-0.0020874189993740724,0.005342138032780293,-0.015427889741780684,-0.01008575170900039,remove
learned_market,2499,2021-05-14,0.5300139783759729,0.5250637109029198,0.5050073702859689,0.49928267973729623,-0.0049502674730529566,-0.005724690548672584,-0.025006608090004028,-0.025781031165623653,-0.0007744230756196272,-0.005337479010862771,-0.02539381962781384,-0.030731298638676612,1,2021-03-31,2020-12-31,2021,regression,-0.0049502674730529566,-0.005724690548672584,-0.025006608090004028,-0.025781031165623653,-0.0007744230756196272,-0.005337479010862771,-0.02539381962781384,-0.030731298638676612,remove
learned_market,2504,2021-05-21,0.6171517717115208,0.6127374407284407,0.5973847124774663,0.5916975912212072,-0.004414330983080121,-0.005687121256258994,-0.019767059234054602,-0.021039849507233477,-0.0012727902731788736,-0.005050726119669557,-0.02040345437064404,-0.0254541804903136,1,2021-03-31,2020-12-31,2021,stable_correct,-0.004414330983080121,-0.005687121256258994,-0.019767059234054602,-0.021039849507233477,-0.0012727902731788736,-0.005050726119669557,-0.02040345437064404,-0.0254541804903136,remove
learned_market,2509,2021-05-28,0.5499439655342768,0.5314439464619362,0.4913591477053716,0.47429782710398855,-0.018500019072340685,-0.0170613206013831,-0.05858481782890527,-0.05714611935794769,0.0014386984709575852,-0.017780669836861895,-0.05786546859342648,-0.07564613843028838,0,2021-03-31,2020-12-31,2021,recovery,0.018500019072340685,0.0170613206013831,0.05858481782890527,0.05714611935794769,-0.0014386984709575852,0.017780669836861895,0.05786546859342648,0.07564613843028838,none
learned_market,2514,2021-06-04,0.420707971879259,0.427109171293998,0.39229216910810843,0.398940875165696,0.0064011994147389895,0.006648706057587606,-0.028415802771150633,-0.028168296128302017,0.0002475066428486346,0.0065249527361632975,-0.028292049449726325,-0.021767096713563028,0,2021-03-31,2020-12-31,2021,stable_correct,-0.0064011994147389895,-0.006648706057587606,0.028415802771150633,0.028168296128302017,-0.0002475066428486346,-0.0065249527361632975,0.028292049449726325,0.021767096713563028,add
learned_market,2519,2021-06-11,0.34172080383824843,0.33471783673468064,0.32561413612649837,0.3195615497370222,-0.007002967103567802,-0.006052586389476126,-0.016106667711750112,-0.015156286997658438,0.0009503807140916753,-0.006527776746521964,-0.015631477354704274,-0.02215925410122624,0,2021-03-31,2020-12-31,2021,stable_correct,0.007002967103567802,0.006052586389476126,0.016106667711750112,0.015156286997658438,-0.0009503807140916753,0.006527776746521964,0.015631477354704274,0.02215925410122624,none
learned_market,2523,2021-06-18,0.38627372137468335,0.3874107422754886,0.3712596181777709,0.3718611787608401,0.0011370209008052523,0.0006015605830692236,-0.015014103196912432,-0.01554956351464846,-0.0005354603177360288,0.0008692907419372379,-0.015281833355780447,-0.014412542613843208,1,2021-03-31,2020-12-31,2021,stable_wrong,0.0011370209008052523,0.0006015605830692236,-0.015014103196912432,-0.01554956351464846,-0.0005354603177360288,0.0008692907419372379,-0.015281833355780447,-0.014412542613843208,remove
learned_market,2528,2021-06-25,0.37719814429306603,0.37182316777369545,0.3593270624143585,0.35503211939000007,-0.005374976519370522,-0.004294943024358465,-0.01787108187870747,-0.01679104838369541,0.0010800334950120487,-0.004834959771864493,-0.017331065131201442,-0.022166024903065934,0,2021-03-31,2020-12-31,2021,stable_correct,0.005374976519370522,0.004294943024358465,0.01787108187870747,0.01679104838369541,-0.0010800334950120487,0.004834959771864493,0.017331065131201442,0.022166024903065934,none
learned_market,2533,2021-07-02,0.45748776938154395,0.4588769845803,0.4656940958327746,0.4705186333212103,0.0013892151987560848,0.00482453748843568,0.008206326451230705,0.011641648740910301,0.003435322289679595,0.0031068763435958824,0.009923987596070502,0.013030863939666385,1,2021-06-30,2020-12-31,2021,stable_wrong,0.0013892151987560848,0.00482453748843568,0.008206326451230705,0.011641648740910301,0.003435322289679595,0.0031068763435958824,0.009923987596070502,0.013030863939666385,none
