arm,job,solver,solver_success,iterations,probability_gap,objective_gap,gradient_inf,coefficient_gap
remove,remove_learned_order_extension_2023-09-30_20260910,L-BFGS-B,True,83,7.374922550429375e-08,2.55351295663786e-15,1.2827180992375361e-08,
remove,remove_learned_order_offset_2023-09-30_20260910,brentq,True,11,,0.0,1.7997756063259374e-17,3.289035710452026e-13
add,add_learned_market_2023-09-30_20260911,L-BFGS-B,True,72,7.723043088381232e-08,3.4416913763379853e-15,9.057215379602856e-09,
add,add_learned_vol_interaction_2023-09-30_20260911,L-BFGS-B,True,72,7.74462720620761e-08,3.1086244689504383e-15,8.248988228598542e-09,
add,add_learned_order_extension_2023-09-30_20260911,L-BFGS-B,True,76,6.599974877730119e-08,1.5543122344752192e-15,5.2229922219615334e-09,
add,add_learned_order_offset_2023-09-30_20260911,brentq,True,10,,0.0,1.925000957248013e-15,7.98666688339722e-15
remove,remove_learned_market_2023-09-30_20260911,L-BFGS-B,True,77,6.201183344600736e-08,1.3322676295501878e-15,4.769815945427497e-09,
remove,remove_learned_vol_interaction_2023-09-30_20260911,L-BFGS-B,True,80,6.890598824860206e-08,1.9984014443252818e-15,8.76996081376584e-09,
remove,remove_learned_order_extension_2023-09-30_20260911,L-BFGS-B,True,82,5.27226549640325e-08,1.2212453270876722e-15,7.036745333184526e-09,
remove,remove_learned_order_offset_2023-09-30_20260911,brentq,True,11,,0.0,9.893344823930228e-19,5.4146244779507136e-12
add,add_learned_market_2023-09-30_20260912,L-BFGS-B,True,70,1.2095715617999048e-07,4.107825191113079e-15,1.9666761374168354e-08,
add,add_learned_vol_interaction_2023-09-30_20260912,L-BFGS-B,True,75,5.759309829045378e-08,1.2212453270876722e-15,4.794451920165591e-09,
add,add_learned_order_extension_2023-09-30_20260912,L-BFGS-B,True,71,1.1314401276996122e-07,2.7755575615628914e-15,5.749552319488094e-09,
add,add_learned_order_offset_2023-09-30_20260912,brentq,True,12,,1.1102230246251565e-16,2.0643209364124004e-16,4.66358063277994e-11
remove,remove_learned_market_2023-09-30_20260912,L-BFGS-B,True,72,5.819851750521465e-08,1.1102230246251565e-15,9.553504560361192e-09,
remove,remove_learned_vol_interaction_2023-09-30_20260912,L-BFGS-B,True,72,1.2104715763072704e-07,3.552713678800501e-15,7.336001002847259e-09,
remove,remove_learned_order_extension_2023-09-30_20260912,L-BFGS-B,True,73,5.62082168586997e-08,1.3322676295501878e-15,6.94810645064832e-09,
remove,remove_learned_order_offset_2023-09-30_20260912,brentq,True,12,,1.1102230246251565e-16,4.556251209653084e-15,1.0204007083736144e-10
add,add_learned_market_2024-03-31_20260910,L-BFGS-B,True,86,7.133595852915064e-08,1.4432899320127035e-15,1.063122761916016e-08,
add,add_learned_vol_interaction_2024-03-31_20260910,L-BFGS-B,True,83,1.601976310494635e-07,6.8833827526759706e-15,1.272512381664953e-08,
add,add_learned_order_extension_2024-03-31_20260910,L-BFGS-B,True,76,1.1648547476594828e-07,5.329070518200751e-15,1.590064516469522e-08,
add,add_learned_order_offset_2024-03-31_20260910,brentq,True,11,,0.0,3.404394821604484e-17,3.7470027081099033e-16
remove,remove_learned_market_2024-03-31_20260910,L-BFGS-B,True,77,1.0866875188586533e-07,5.218048215738236e-15,1.063627144042359e-08,
remove,remove_learned_vol_interaction_2024-03-31_20260910,L-BFGS-B,True,86,6.19315434491341e-08,2.220446049250313e-15,9.397300112547191e-09,
remove,remove_learned_order_extension_2024-03-31_20260910,L-BFGS-B,True,74,7.357990639000889e-08,2.9976021664879227e-15,1.1978476304385852e-08,
remove,remove_learned_order_offset_2024-03-31_20260910,brentq,True,12,,1.1102230246251565e-16,1.3444106938820255e-17,8.862355294070312e-14
add,add_learned_market_2024-03-31_20260911,L-BFGS-B,True,77,9.488779750821408e-08,4.9960036108132044e-15,1.061210542900072e-08,
add,add_learned_vol_interaction_2024-03-31_20260911,L-BFGS-B,True,78,7.487465136790661e-08,5.10702591327572e-15,6.896831293784836e-09,
add,add_learned_order_extension_2024-03-31_20260911,L-BFGS-B,True,79,1.0376087189456484e-07,2.4424906541753444e-15,5.8954914315201626e-09,
add,add_learned_order_offset_2024-03-31_20260911,brentq,True,12,,1.1102230246251565e-16,6.7220534694101275e-18,1.6237011735142914e-14
remove,remove_learned_market_2024-03-31_20260911,L-BFGS-B,True,79,1.091222908700118e-07,2.6645352591003757e-15,1.3662785278579365e-08,
remove,remove_learned_vol_interaction_2024-03-31_20260911,L-BFGS-B,True,82,6.249798234492232e-08,2.6645352591003757e-15,4.74992131115493e-09,
remove,remove_learned_order_extension_2024-03-31_20260911,L-BFGS-B,True,83,9.992692640015122e-08,2.3314683517128287e-15,1.6747852918489207e-08,
remove,remove_learned_order_offset_2024-03-31_20260911,brentq,True,11,,0.0,3.7216323772737425e-15,6.092348847630547e-14
add,add_learned_market_2024-03-31_20260912,L-BFGS-B,True,77,2.566596379871555e-07,1.765254609153999e-14,3.107461717848439e-08,
add,add_learned_vol_interaction_2024-03-31_20260912,L-BFGS-B,True,77,9.835557507331671e-08,3.219646771412954e-15,1.1495462304549498e-08,
add,add_learned_order_extension_2024-03-31_20260912,L-BFGS-B,True,80,1.033087360102769e-07,3.219646771412954e-15,1.419996222950387e-08,
add,add_learned_order_offset_2024-03-31_20260912,brentq,True,12,,1.1102230246251565e-16,2.168404344971009e-19,1.2673195826096162e-13
remove,remove_learned_market_2024-03-31_20260912,L-BFGS-B,True,76,9.77161597193188e-08,2.220446049250313e-15,1.1067251728773264e-08,
remove,remove_learned_vol_interaction_2024-03-31_20260912,L-BFGS-B,True,71,1.1087434892420589e-07,4.107825191113079e-15,1.2041764085868323e-08,
remove,remove_learned_order_extension_2024-03-31_20260912,L-BFGS-B,True,80,8.827676634126647e-08,2.1094237467877974e-15,7.722921230475521e-09,
remove,remove_learned_order_offset_2024-03-31_20260912,brentq,True,12,,1.1102230246251565e-16,2.168404344971009e-17,1.825037343472502e-11
add,add_learned_market_2024-06-30_20260910,L-BFGS-B,True,85,5.2273229356192275e-08,1.7763568394002505e-15,4.84034573385798e-09,
add,add_learned_vol_interaction_2024-06-30_20260910,L-BFGS-B,True,80,8.419779473634037e-08,2.1094237467877974e-15,1.3592342264960935e-08,
add,add_learned_order_extension_2024-06-30_20260910,L-BFGS-B,True,78,1.539967694474953e-07,7.216449660063518e-15,4.1611852764026215e-08,
add,add_learned_order_offset_2024-06-30_20260910,brentq,True,11,,1.1102230246251565e-16,1.7499023063916042e-16,1.0269562977782698e-15
remove,remove_learned_market_2024-06-30_20260910,L-BFGS-B,True,76,9.969869357862038e-08,4.3298697960381105e-15,1.0851924611904925e-08,
remove,remove_learned_vol_interaction_2024-06-30_20260910,L-BFGS-B,True,85,8.900118392274337e-08,3.1086244689504383e-15,1.0485611622143738e-08,
remove,remove_learned_order_extension_2024-06-30_20260910,L-BFGS-B,True,82,9.013609575392323e-08,1.887379141862766e-15,6.2814098304286164e-09,
remove,remove_learned_order_offset_2024-06-30_20260910,brentq,True,12,,1.1102230246251565e-16,4.9873299934333204e-18,1.3114509478384662e-14
add,add_learned_market_2024-06-30_20260911,L-BFGS-B,True,83,6.691891207832867e-08,1.4432899320127035e-15,1.008760864532228e-08,
add,add_learned_vol_interaction_2024-06-30_20260911,L-BFGS-B,True,85,5.61690132738768e-08,8.881784197001252e-16,7.116623403752818e-09,
add,add_learned_order_extension_2024-06-30_20260911,L-BFGS-B,True,81,8.088536840311633e-08,1.9984014443252818e-15,6.1011188256469145e-09,
add,add_learned_order_offset_2024-06-30_20260911,brentq,True,11,,1.1102230246251565e-16,4.140351256287644e-15,1.5557000132560006e-14
remove,remove_learned_market_2024-06-30_20260911,L-BFGS-B,True,71,1.9268550033313403e-07,1.63202784619898e-14,1.0366374029145697e-08,
remove,remove_learned_vol_interaction_2024-06-30_20260911,L-BFGS-B,True,78,9.147723056823764e-08,2.7755575615628914e-15,7.570882260086315e-09,
remove,remove_learned_order_extension_2024-06-30_20260911,L-BFGS-B,True,84,8.504820658838952e-08,1.7763568394002505e-15,6.955611204641565e-09,
remove,remove_learned_order_offset_2024-06-30_20260911,brentq,True,12,,0.0,9.324138683375338e-18,1.4016565685892601e-14
add,add_learned_market_2024-06-30_20260912,L-BFGS-B,True,82,7.162172666053124e-08,1.3322676295501878e-15,4.7378195936788325e-09,
add,add_learned_vol_interaction_2024-06-30_20260912,L-BFGS-B,True,77,1.1317296810808841e-07,4.440892098500626e-15,1.1267450215034225e-08,
add,add_learned_order_extension_2024-06-30_20260912,L-BFGS-B,True,82,7.388934425422988e-08,2.1094237467877974e-15,8.228418608372673e-09,
add,add_learned_order_offset_2024-06-30_20260912,brentq,True,11,,0.0,3.903127820947816e-17,1.6653345369377348e-16
remove,remove_learned_market_2024-06-30_20260912,L-BFGS-B,True,76,8.032597087481719e-08,2.3314683517128287e-15,4.688943319502894e-09,
remove,remove_learned_vol_interaction_2024-06-30_20260912,L-BFGS-B,True,75,1.428504852185597e-07,5.440092820663267e-15,2.7185173826133925e-08,
remove,remove_learned_order_extension_2024-06-30_20260912,L-BFGS-B,True,77,7.555459041741486e-08,3.1086244689504383e-15,6.0392408513312845e-09,
remove,remove_learned_order_offset_2024-06-30_20260912,brentq,True,11,,1.1102230246251565e-16,3.903127820947816e-18,9.52998790992865e-12
add,add_learned_market_2024-09-30_20260910,L-BFGS-B,True,74,1.4247345014872792e-07,7.993605777301127e-15,2.959086711643369e-08,
add,add_learned_vol_interaction_2024-09-30_20260910,L-BFGS-B,True,79,9.937338729670842e-08,3.3306690738754696e-15,1.182249626408699e-08,
add,add_learned_order_extension_2024-09-30_20260910,L-BFGS-B,True,78,4.5583613939026435e-08,9.992007221626409e-16,5.378689095676681e-09,
add,add_learned_order_offset_2024-09-30_20260910,brentq,True,11,,0.0,5.421010862427522e-18,1.6653345369377348e-16
remove,remove_learned_market_2024-09-30_20260910,L-BFGS-B,True,74,8.446985771959348e-08,6.772360450213455e-15,1.0101949292698476e-08,
remove,remove_learned_vol_interaction_2024-09-30_20260910,L-BFGS-B,True,80,7.670866425391054e-08,2.4424906541753444e-15,6.905470816259002e-09,
remove,remove_learned_order_extension_2024-09-30_20260910,L-BFGS-B,True,90,4.983416029835652e-08,8.881784197001252e-16,5.274005219525757e-09,
remove,remove_learned_order_offset_2024-09-30_20260910,brentq,True,12,,0.0,2.168404344971009e-18,3.5649261320713777e-13
add,add_learned_market_2024-09-30_20260911,L-BFGS-B,True,76,6.62379865401519e-08,1.6653345369377348e-15,4.872258196832353e-09,
add,add_learned_vol_interaction_2024-09-30_20260911,L-BFGS-B,True,77,1.1392383725272737e-07,5.440092820663267e-15,1.149942250179125e-08,
add,add_learned_order_extension_2024-09-30_20260911,L-BFGS-B,True,83,9.646752824332694e-08,3.3306690738754696e-15,9.230028767850494e-09,
add,add_learned_order_offset_2024-09-30_20260911,brentq,True,10,,1.1102230246251565e-16,2.1033522146218786e-17,5.551115123125783e-17
remove,remove_learned_market_2024-09-30_20260911,L-BFGS-B,True,84,8.556295921779977e-08,2.886579864025407e-15,1.5171318563196243e-08,
remove,remove_learned_vol_interaction_2024-09-30_20260911,L-BFGS-B,True,80,8.447077098905353e-08,2.55351295663786e-15,4.324269801747127e-09,
remove,remove_learned_order_extension_2024-09-30_20260911,L-BFGS-B,True,81,8.418581032287875e-08,3.3306690738754696e-15,1.1052980598922485e-08,
remove,remove_learned_order_offset_2024-09-30_20260911,brentq,True,12,,0.0,1.1275702593849246e-17,7.53563877964325e-14
add,add_learned_market_2024-09-30_20260912,L-BFGS-B,True,77,1.0443585918284981e-07,4.9960036108132044e-15,1.2482735055026686e-08,
add,add_learned_vol_interaction_2024-09-30_20260912,L-BFGS-B,True,84,6.681467845659483e-08,1.4432899320127035e-15,9.573190567525869e-09,
add,add_learned_order_extension_2024-09-30_20260912,L-BFGS-B,True,89,7.547983693623195e-08,1.3322676295501878e-15,1.3113603545449656e-08,
add,add_learned_order_offset_2024-09-30_20260912,brentq,True,10,,0.0,4.9873299934333204e-18,2.3107347979500759e-10
remove,remove_learned_market_2024-09-30_20260912,L-BFGS-B,True,83,5.2143144135818886e-08,1.1102230246251565e-15,3.7845009361568704e-09,
remove,remove_learned_vol_interaction_2024-09-30_20260912,L-BFGS-B,True,83,6.2070148354465e-08,1.7763568394002505e-15,4.4524076769084575e-09,
remove,remove_learned_order_extension_2024-09-30_20260912,L-BFGS-B,True,83,1.7661223200571285e-07,8.992806499463768e-15,2.2889445249407118e-08,
remove,remove_learned_order_offset_2024-09-30_20260912,brentq,True,13,,0.0,4.336808689942018e-18,0.0
add,add_learned_market_2025-03-31_20260910,L-BFGS-B,True,75,2.2951932110437667e-07,1.199040866595169e-14,4.792463000427051e-08,
add,add_learned_vol_interaction_2025-03-31_20260910,L-BFGS-B,True,77,1.0967959718222176e-07,5.995204332975845e-15,9.948450749151403e-09,
add,add_learned_order_extension_2025-03-31_20260910,L-BFGS-B,True,76,7.972313409432275e-08,1.887379141862766e-15,1.419329536669553e-08,
add,add_learned_order_offset_2025-03-31_20260910,brentq,True,11,,0.0,2.2705361896191434e-15,1.0325074129013956e-14
remove,remove_learned_market_2025-03-31_20260910,L-BFGS-B,True,81,6.596679380521664e-08,1.7763568394002505e-15,1.0983232541983065e-08,
remove,remove_learned_vol_interaction_2025-03-31_20260910,L-BFGS-B,True,84,8.299659359778389e-08,1.1102230246251565e-15,1.3283348061473091e-08,
remove,remove_learned_order_extension_2025-03-31_20260910,L-BFGS-B,True,82,9.878488205217195e-08,5.440092820663267e-15,7.3789045328597966e-09,
remove,remove_learned_order_offset_2025-03-31_20260910,brentq,True,12,,0.0,6.7220534694101275e-18,2.7755575615628914e-17
add,add_learned_market_2025-03-31_20260911,L-BFGS-B,True,68,8.391729244827673e-08,3.552713678800501e-15,5.7940704536758175e-09,
add,add_learned_vol_interaction_2025-03-31_20260911,L-BFGS-B,True,69,8.153343117323075e-08,2.3314683517128287e-15,4.842186748137481e-09,
add,add_learned_order_extension_2025-03-31_20260911,L-BFGS-B,True,70,1.1891072304592853e-07,4.773959005888173e-15,1.5348430909686503e-08,
add,add_learned_order_offset_2025-03-31_20260911,brentq,True,8,,0.0,9.662951862277058e-18,1.4339380377537125e-12
remove,remove_learned_market_2025-03-31_20260911,L-BFGS-B,True,67,5.284587212273095e-08,1.3322676295501878e-15,9.754649871705767e-09,
remove,remove_learned_vol_interaction_2025-03-31_20260911,L-BFGS-B,True,79,8.232994708201602e-08,1.2212453270876722e-15,9.752246309764276e-09,
remove,remove_learned_order_extension_2025-03-31_20260911,L-BFGS-B,True,79,9.479408241697129e-08,2.4424906541753444e-15,4.671275252569364e-09,
remove,remove_learned_order_offset_2025-03-31_20260911,brentq,True,10,,1.1102230246251565e-16,2.700639191444143e-15,2.6100142880292054e-11
add,add_learned_market_2025-03-31_20260912,L-BFGS-B,True,81,8.416774388564363e-08,2.886579864025407e-15,6.62952282794952e-09,
add,add_learned_vol_interaction_2025-03-31_20260912,L-BFGS-B,True,76,9.156487723593898e-08,2.4424906541753444e-15,1.0744607594707217e-08,
add,add_learned_order_extension_2025-03-31_20260912,L-BFGS-B,True,70,1.257058793724397e-07,4.551914400963142e-15,1.29683438665441e-08,
add,add_learned_order_offset_2025-03-31_20260912,brentq,True,11,,1.1102230246251565e-16,1.9929804334628543e-15,3.5632052863832087e-12
remove,remove_learned_market_2025-03-31_20260912,L-BFGS-B,True,70,8.465428591453161e-08,3.4416913763379853e-15,1.0134483763692484e-08,
remove,remove_learned_vol_interaction_2025-03-31_20260912,L-BFGS-B,True,78,5.710949685377997e-08,1.6653345369377348e-15,4.584789205404338e-09,
remove,remove_learned_order_extension_2025-03-31_20260912,L-BFGS-B,True,75,6.907099736608302e-08,1.3322676295501878e-15,9.798561404969486e-09,
remove,remove_learned_order_offset_2025-03-31_20260912,brentq,True,11,,1.1102230246251565e-16,3.2955409234869393e-15,4.439948408929695e-12
add,add_learned_market_2025-06-30_20260910,L-BFGS-B,True,76,6.937765317793776e-08,1.2212453270876722e-15,5.748419609188839e-09,
add,add_learned_vol_interaction_2025-06-30_20260910,L-BFGS-B,True,85,1.0825991059171258e-07,5.551115123125783e-15,1.3741391839184637e-08,
add,add_learned_order_extension_2025-06-30_20260910,L-BFGS-B,True,80,7.499053106263531e-08,3.4416913763379853e-15,1.6370546133742322e-08,
add,add_learned_order_offset_2025-06-30_20260910,brentq,True,12,,1.1102230246251565e-16,5.854691731421724e-18,7.771561172376096e-16
remove,remove_learned_market_2025-06-30_20260910,L-BFGS-B,True,80,9.044305160355037e-08,4.551914400963142e-15,6.730760568904662e-09,
remove,remove_learned_vol_interaction_2025-06-30_20260910,L-BFGS-B,True,80,1.1123486087782908e-07,5.329070518200751e-15,1.3713677166071747e-08,
remove,remove_learned_order_extension_2025-06-30_20260910,L-BFGS-B,True,81,1.3212117133676315e-07,9.325873406851315e-15,1.0217189074025507e-08,
remove,remove_learned_order_offset_2025-06-30_20260910,brentq,True,11,,0.0,7.589415207398531e-18,0.0
add,add_learned_market_2025-06-30_20260911,L-BFGS-B,True,69,1.4383542601414945e-07,5.329070518200751e-15,3.441389792818543e-08,
add,add_learned_vol_interaction_2025-06-30_20260911,L-BFGS-B,True,69,1.3071577165124637e-07,3.3306690738754696e-15,1.3789672587887023e-08,
add,add_learned_order_extension_2025-06-30_20260911,L-BFGS-B,True,68,6.858570600343228e-08,1.6653345369377348e-15,6.635933998155354e-09,
add,add_learned_order_offset_2025-06-30_20260911,brentq,True,8,,1.1102230246251565e-16,3.3881317890172014e-18,7.995808876115618e-13
remove,remove_learned_market_2025-06-30_20260911,L-BFGS-B,True,82,9.617871543632361e-08,4.773959005888173e-15,1.5362784486607287e-08,
remove,remove_learned_vol_interaction_2025-06-30_20260911,L-BFGS-B,True,70,1.3687826672104109e-07,1.1213252548714081e-14,2.3309073475183406e-08,
remove,remove_learned_order_extension_2025-06-30_20260911,L-BFGS-B,True,76,9.161511826949464e-08,1.7763568394002505e-15,1.914536960521615e-08,
remove,remove_learned_order_offset_2025-06-30_20260911,brentq,True,11,,0.0,5.410168840702667e-17,2.498001805406602e-16
add,add_learned_market_2025-06-30_20260912,L-BFGS-B,True,78,9.303308223795881e-08,4.773959005888173e-15,1.2712428308267985e-08,
add,add_learned_vol_interaction_2025-06-30_20260912,L-BFGS-B,True,76,8.103283910543269e-08,3.219646771412954e-15,1.0012531811900288e-08,
add,add_learned_order_extension_2025-06-30_20260912,L-BFGS-B,True,78,7.292736514674658e-08,2.220446049250313e-15,1.0825590491527967e-08,
add,add_learned_order_offset_2025-06-30_20260912,brentq,True,12,,0.0,4.553649124439119e-18,3.520406188783909e-12
remove,remove_learned_market_2025-06-30_20260912,L-BFGS-B,True,82,8.001789686407079e-08,2.886579864025407e-15,1.1870215774179536e-08,
remove,remove_learned_vol_interaction_2025-06-30_20260912,L-BFGS-B,True,73,8.743101104213835e-08,3.1086244689504383e-15,1.5637346481491704e-08,
remove,remove_learned_order_extension_2025-06-30_20260912,L-BFGS-B,True,81,5.0463096812336516e-08,8.881784197001252e-16,4.843969224864464e-09,
remove,remove_learned_order_offset_2025-06-30_20260912,brentq,True,11,,1.1102230246251565e-16,4.600052977421498e-15,2.2093993301552928e-12
add,add_learned_market_2025-09-30_20260910,L-BFGS-B,True,79,1.1062485627544305e-07,3.219646771412954e-15,7.030503557580933e-09,
add,add_learned_vol_interaction_2025-09-30_20260910,L-BFGS-B,True,83,6.993850287795311e-08,1.3322676295501878e-15,4.5314831355596635e-09,
add,add_learned_order_extension_2025-09-30_20260910,L-BFGS-B,True,85,5.265031943757492e-08,2.9976021664879227e-15,4.791950052908389e-09,
add,add_learned_order_offset_2025-09-30_20260910,brentq,True,12,,1.1102230246251565e-16,6.5052130349130266e-18,0.0
remove,remove_learned_market_2025-09-30_20260910,L-BFGS-B,True,81,9.787447052822529e-08,2.9976021664879227e-15,9.662440612380474e-09,
remove,remove_learned_vol_interaction_2025-09-30_20260910,L-BFGS-B,True,77,8.703751597227694e-08,4.107825191113079e-15,1.1673922422923005e-08,
remove,remove_learned_order_extension_2025-09-30_20260910,L-BFGS-B,True,84,1.1789833176401032e-07,3.885780586188048e-15,2.2997556692327947e-08,
remove,remove_learned_order_offset_2025-09-30_20260910,brentq,True,11,,1.1102230246251565e-16,5.193111565771069e-15,2.1468937738688965e-14
add,add_learned_market_2025-09-30_20260911,L-BFGS-B,True,69,7.742707985869401e-08,2.220446049250313e-15,5.225759330254251e-09,
add,add_learned_vol_interaction_2025-09-30_20260911,L-BFGS-B,True,76,7.072185415069043e-08,3.1086244689504383e-15,8.903892898155796e-09,
add,add_learned_order_extension_2025-09-30_20260911,L-BFGS-B,True,74,9.831783942537697e-08,2.55351295663786e-15,1.5045092371587798e-08,
add,add_learned_order_offset_2025-09-30_20260911,brentq,True,9,,1.1102230246251565e-16,2.4123498337802474e-18,5.6107375689951056e-12
remove,remove_learned_market_2025-09-30_20260911,L-BFGS-B,True,71,8.460438399859882e-08,2.1094237467877974e-15,8.797502115253514e-09,
remove,remove_learned_vol_interaction_2025-09-30_20260911,L-BFGS-B,True,83,3.238679446848636e-08,5.551115123125783e-16,3.546357157967802e-09,
remove,remove_learned_order_extension_2025-09-30_20260911,L-BFGS-B,True,76,5.907088712620023e-08,2.886579864025407e-15,8.581806466601309e-09,
remove,remove_learned_order_offset_2025-09-30_20260911,brentq,True,11,,1.1102230246251565e-16,4.378875734234455e-15,1.995625886763719e-14
add,add_learned_market_2025-09-30_20260912,L-BFGS-B,True,78,1.409452962120028e-07,5.995204332975845e-15,2.901051656669859e-08,
add,add_learned_vol_interaction_2025-09-30_20260912,L-BFGS-B,True,82,6.294208915180732e-08,1.5543122344752192e-15,8.570284846382004e-09,
add,add_learned_order_extension_2025-09-30_20260912,L-BFGS-B,True,81,1.2656349401840572e-07,8.770761894538737e-15,2.2477445628735215e-08,
add,add_learned_order_offset_2025-09-30_20260912,brentq,True,11,,1.1102230246251565e-16,3.469446951953614e-18,2.792405195961578e-12
remove,remove_learned_market_2025-09-30_20260912,L-BFGS-B,True,76,7.69925149191053e-08,2.6645352591003757e-15,4.712942791671587e-09,
remove,remove_learned_vol_interaction_2025-09-30_20260912,L-BFGS-B,True,74,8.100581738723633e-08,4.440892098500626e-15,9.416653277939061e-09,
remove,remove_learned_order_extension_2025-09-30_20260912,L-BFGS-B,True,76,6.522051676505214e-08,1.2212453270876722e-15,3.1761043514178314e-09,
remove,remove_learned_order_offset_2025-09-30_20260912,brentq,True,12,,2.220446049250313e-16,7.15573433840433e-18,9.498513087180527e-13
add,add_learned_market_2026-03-31_20260910,L-BFGS-B,True,74,1.4992967845017802e-07,1.0547118733938987e-14,3.7897266083955494e-08,
add,add_learned_vol_interaction_2026-03-31_20260910,L-BFGS-B,True,79,6.53221546853544e-08,1.9984014443252818e-15,5.761000459666987e-09,
add,add_learned_order_extension_2026-03-31_20260910,L-BFGS-B,True,78,7.859463480031081e-08,2.4424906541753444e-15,6.4284650049982114e-09,
add,add_learned_order_offset_2026-03-31_20260910,brentq,True,11,,0.0,4.445228907190568e-18,1.3877787807814457e-17
remove,remove_learned_market_2026-03-31_20260910,L-BFGS-B,True,79,1.1150690837347099e-07,2.9976021664879227e-15,1.2820309010144054e-08,
remove,remove_learned_vol_interaction_2026-03-31_20260910,L-BFGS-B,True,78,6.966661203477997e-08,2.3314683517128287e-15,1.0726265408864122e-08,
remove,remove_learned_order_extension_2026-03-31_20260910,L-BFGS-B,True,79,4.222289318178696e-08,1.4432899320127035e-15,4.524733150440205e-09,
remove,remove_learned_order_offset_2026-03-31_20260910,brentq,True,11,,0.0,9.974659986866641e-18,4.163336342344337e-17
add,add_learned_market_2026-03-31_20260911,L-BFGS-B,True,77,7.329424855928579e-08,1.6653345369377348e-15,8.355320166861593e-09,
add,add_learned_vol_interaction_2026-03-31_20260911,L-BFGS-B,True,73,9.633302033851265e-08,2.886579864025407e-15,9.742188000652456e-09,
add,add_learned_order_extension_2026-03-31_20260911,L-BFGS-B,True,72,6.472923452793822e-08,2.7755575615628914e-15,6.68859573152783e-09,
add,add_learned_order_offset_2026-03-31_20260911,brentq,True,11,,1.1102230246251565e-16,2.45029690981724e-17,1.1102230246251565e-16
remove,remove_learned_market_2026-03-31_20260911,L-BFGS-B,True,72,9.00679306137242e-08,4.6629367034256575e-15,7.234337507191525e-09,
remove,remove_learned_vol_interaction_2026-03-31_20260911,L-BFGS-B,True,72,9.713999193916578e-08,5.995204332975845e-15,8.56041256543788e-09,
remove,remove_learned_order_extension_2026-03-31_20260911,L-BFGS-B,True,68,1.4856617336356237e-07,4.6629367034256575e-15,9.8182188382163e-09,
remove,remove_learned_order_offset_2026-03-31_20260911,brentq,True,11,,0.0,7.37257477290143e-18,1.3877787807814457e-17
add,add_learned_market_2026-03-31_20260912,L-BFGS-B,True,82,6.83290476422016e-08,2.3314683517128287e-15,6.9910608853623185e-09,
add,add_learned_vol_interaction_2026-03-31_20260912,L-BFGS-B,True,79,8.899150538699274e-08,2.6645352591003757e-15,1.58251180563715e-08,
add,add_learned_order_extension_2026-03-31_20260912,L-BFGS-B,True,84,8.593122269306974e-08,2.3314683517128287e-15,1.0400373955175672e-08,
add,add_learned_order_offset_2026-03-31_20260912,brentq,True,11,,1.1102230246251565e-16,1.2847795743953228e-17,2.0816681711721685e-17
remove,remove_learned_market_2026-03-31_20260912,L-BFGS-B,True,77,1.3382268709838385e-07,5.773159728050814e-15,1.082456851638023e-08,
remove,remove_learned_vol_interaction_2026-03-31_20260912,L-BFGS-B,True,77,1.0663453053894045e-07,4.6629367034256575e-15,1.702309928060258e-08,
remove,remove_learned_order_extension_2026-03-31_20260912,L-BFGS-B,True,79,7.255458633892431e-08,2.220446049250313e-15,6.698405556138445e-09,
remove,remove_learned_order_offset_2026-03-31_20260912,brentq,True,11,,0.0,1.0408340855860843e-17,7.632783294297951e-17
add,add_learned_market_2026-06-30_20260910,L-BFGS-B,True,76,5.410018327767219e-08,1.5543122344752192e-15,5.07630812469277e-09,
add,add_learned_vol_interaction_2026-06-30_20260910,L-BFGS-B,True,75,6.350486858597293e-08,2.220446049250313e-15,7.0768445053158956e-09,
add,add_learned_order_extension_2026-06-30_20260910,L-BFGS-B,True,74,6.460725021639746e-08,1.4432899320127035e-15,7.409643589017037e-09,
add,add_learned_order_offset_2026-06-30_20260910,brentq,True,11,,0.0,2.1527918336872176e-15,8.132383655379272e-15
remove,remove_learned_market_2026-06-30_20260910,L-BFGS-B,True,79,4.917402185444786e-08,1.3322676295501878e-15,4.49319962570167e-09,
remove,remove_learned_vol_interaction_2026-06-30_20260910,L-BFGS-B,True,78,6.658562079486785e-08,1.9984014443252818e-15,6.6577206998298666e-09,
remove,remove_learned_order_extension_2026-06-30_20260910,L-BFGS-B,True,76,4.789975827090842e-08,6.661338147750939e-16,7.62696697595086e-09,
remove,remove_learned_order_offset_2026-06-30_20260910,brentq,True,11,,0.0,6.5052130349130266e-18,5.551115123125783e-17
add,add_learned_market_2026-06-30_20260911,L-BFGS-B,True,66,9.688061608503773e-08,3.1086244689504383e-15,5.198225829032002e-09,
add,add_learned_vol_interaction_2026-06-30_20260911,L-BFGS-B,True,69,7.446496819163428e-08,1.887379141862766e-15,7.340282972808157e-09,
add,add_learned_order_extension_2026-06-30_20260911,L-BFGS-B,True,70,1.1695953860968444e-07,3.4416913763379853e-15,8.93305518857683e-09,
add,add_learned_order_offset_2026-06-30_20260911,brentq,True,8,,0.0,7.128629284092192e-17,8.408507917723185e-11
remove,remove_learned_market_2026-06-30_20260911,L-BFGS-B,True,75,6.004497488110161e-08,2.4424906541753444e-15,6.453653010325515e-09,
