job,iteration,objective,gradient_inf,last_step,last_backtracks,gamma,gradient,hessian
add_learned_market_2021-03-31_20260910,0,0.6874023998018237,0.09646052992018914,0.0,0.0,,,
add_learned_market_2021-03-31_20260910,1,0.657837275323482,0.0033237644062545837,1.0,0.0,,,
add_learned_market_2021-03-31_20260910,2,0.657783520801693,2.410960544413029e-05,1.0,0.0,,,
add_learned_market_2021-03-31_20260910,3,0.6577835181253482,1.3118094373352346e-09,1.0,0.0,,,
add_learned_market_2021-03-31_20260910,4,0.6577835181253481,2.7321894746634712e-17,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260910,0,0.6874023998018237,0.09646052992018914,0.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260910,1,0.652937510039317,0.004537339135512359,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260910,2,0.6528042689940694,6.470458934336356e-05,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260910,3,0.6528042432220523,1.3812421893960938e-08,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260910,4,0.6528042432220511,6.53936540334632e-16,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260910,0,0.6874023998018237,0.09646052992018914,0.0,0.0,,,
add_learned_order_extension_2021-03-31_20260910,1,0.6526513238326559,0.004616458955387719,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260910,2,0.6525102412217668,6.829613445153196e-05,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260910,3,0.6525102119432483,1.555708585316163e-08,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260910,4,0.6525102119432469,8.070800971982095e-16,1.0,0.0,,,
add_learned_order_offset_2021-03-31_20260910,0,0.6505491859115989,,,,0.0,0.01142140637864676,0.222241308179689
add_learned_order_offset_2021-03-31_20260910,1,0.650255755105341,,,,-0.05139191481635897,-1.7680245524862113e-06,0.22220591232335143
add_learned_order_offset_2021-03-31_20260910,2,0.6502557550983071,,,,-0.051383958121894814,2.1504781462511335e-13,0.2222059663750197
remove_learned_market_2021-03-31_20260910,0,0.6862768827708631,0.09614181610208677,0.0,0.0,,,
remove_learned_market_2021-03-31_20260910,1,0.6576338975403254,0.0033252785623754414,1.0,0.0,,,
remove_learned_market_2021-03-31_20260910,2,0.6575741852444802,2.7584298836831676e-05,1.0,0.0,,,
remove_learned_market_2021-03-31_20260910,3,0.6575741813562491,1.983095243682405e-09,1.0,0.0,,,
remove_learned_market_2021-03-31_20260910,4,0.6575741813562491,4.217546450968612e-17,1.0,0.0,,,
remove_learned_vol_interaction_2021-03-31_20260910,0,0.6862768827708631,0.09614181610208677,0.0,0.0,,,
remove_learned_vol_interaction_2021-03-31_20260910,1,0.6487555006019412,0.005012856687598307,1.0,0.0,,,
remove_learned_vol_interaction_2021-03-31_20260910,2,0.6485804089116894,7.972511162420055e-05,1.0,0.0,,,
remove_learned_vol_interaction_2021-03-31_20260910,3,0.6485803678576275,2.090259902448252e-08,1.0,0.0,,,
remove_learned_vol_interaction_2021-03-31_20260910,4,0.6485803678576247,1.4413383681022296e-15,1.0,0.0,,,
remove_learned_order_extension_2021-03-31_20260910,0,0.6862768827708631,0.09614181610208677,0.0,0.0,,,
remove_learned_order_extension_2021-03-31_20260910,1,0.648677411355728,0.00505947610747546,1.0,0.0,,,
remove_learned_order_extension_2021-03-31_20260910,2,0.6484984931610723,8.206937499320656e-05,1.0,0.0,,,
remove_learned_order_extension_2021-03-31_20260910,3,0.6484984493318077,2.2469825080120333e-08,1.0,0.0,,,
remove_learned_order_extension_2021-03-31_20260910,4,0.6484984493318046,1.7167257199135477e-15,1.0,0.0,,,
remove_learned_order_offset_2021-03-31_20260910,0,0.6453020229904088,,,,0.0,0.00588245694457213,0.217203339715982
remove_learned_order_offset_2021-03-31_20260910,1,0.6452223663284805,,,,-0.02708271867395828,1.9245675716620227e-07,0.21716391907271376
remove_learned_order_offset_2021-03-31_20260910,2,0.6452223663283951,,,,-0.02708360490201121,1.668532933346567e-15,0.21716391530280374
add_learned_market_2021-03-31_20260911,0,0.6874023998018237,0.09675413927057651,0.0,0.0,,,
add_learned_market_2021-03-31_20260911,1,0.6396999665021819,0.005719914753794204,1.0,0.0,,,
add_learned_market_2021-03-31_20260911,2,0.6394413062442122,0.00010226137314449759,1.0,0.0,,,
add_learned_market_2021-03-31_20260911,3,0.6394412295614736,3.395770537483432e-08,1.0,0.0,,,
add_learned_market_2021-03-31_20260911,4,0.6394412295614655,3.7561100063587816e-15,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260911,0,0.6874023998018237,0.09675413927057651,0.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260911,1,0.6391449607693156,0.005958402767918846,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260911,2,0.6388657130158331,0.00011116463106005384,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260911,3,0.6388656100859477,5.197140175443489e-08,1.0,0.0,,,
add_learned_vol_interaction_2021-03-31_20260911,4,0.6388656100859261,1.688796671950321e-14,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260911,0,0.6874023998018237,0.09675413927057651,0.0,0.0,,,
add_learned_order_extension_2021-03-31_20260911,1,0.6379055717467954,0.006332992353721404,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260911,2,0.6375614391810622,0.0001455589922160269,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260911,3,0.6375612299927453,1.0128253278532569e-07,1.0,0.0,,,
add_learned_order_extension_2021-03-31_20260911,4,0.6375612299926311,5.808786611438688e-14,1.0,0.0,,,
add_learned_order_offset_2021-03-31_20260911,0,0.6347971417137369,,,,0.0,0.02298191748048066,0.20386479726837253
add_learned_order_offset_2021-03-31_20260911,1,0.6334963635684366,,,,-0.11273117177865048,0.00015108764455477462,0.20091908265849825
add_learned_order_offset_2021-03-31_20260911,2,0.6334963067584676,,,,-0.11348315433080845,9.308057668600336e-09,0.20089431616715986
add_learned_order_offset_2021-03-31_20260911,3,0.6334963067584675,,,,-0.11348320066391457,2.970713952610282e-17,0.200894314639252
