method,seed,row_index,date,p_annual,p_add,p_remove,p_both,add_without_remove,add_after_remove,remove_without_add,remove_after_add,nonadditive,add_effect,remove_effect,total_delta
learned_order_offset,20260910,3513,2025-07-18,0.3912754070593162,0.39421790103314913,0.39528549930921875,0.3938563151323327,0.002942493973832949,-0.0014291841768860336,0.004010092249902564,-0.00036158590081641906,-0.004371678150718983,0.0007566548984734578,0.0018242531745430723,0.00258090807301653
learned_order_offset,20260910,3518,2025-07-25,0.4472338795260976,0.3847578644508339,0.48394858159543014,0.4092591236030692,-0.062476015075263736,-0.07468945799236093,0.03671470206933253,0.024501259152235333,-0.012213442917097195,-0.06858273653381233,0.03060798061078393,-0.0379747559230284
learned_order_offset,20260910,3523,2025-08-01,0.49738369791735854,0.4496076399306435,0.5041077429041242,0.4492972389385385,-0.047776057986715026,-0.05481050396558568,0.006724044986765654,-0.0003104009921049977,-0.0070344459788706515,-0.05129328097615035,0.003206821997330328,-0.048086458978820024
learned_order_offset,20260910,3528,2025-08-08,0.29021186818668443,0.30161537879310474,0.30468765951531135,0.32092656479773424,0.011403510606420308,0.01623890528242289,0.014475791328626919,0.0193111860046295,0.00483539467600258,0.013821207944421599,0.01689348866662821,0.030714696611049808
learned_order_offset,20260910,3533,2025-08-15,0.3765210913585545,0.3803502153681512,0.34414208597529294,0.35161187003539074,0.0038291240095967294,0.007469784060097795,-0.03237900538326155,-0.028738345332760484,0.0036406600505010656,0.005649454034847262,-0.030558675358011017,-0.024909221323163755
learned_order_offset,20260910,3538,2025-08-22,0.3535124963113698,0.3464183677171925,0.36495678273956067,0.3545796276688833,-0.007094128594177296,-0.01037715507067738,0.011444286428190897,0.008161259951690814,-0.003283026476500084,-0.008735641832427338,0.009802773189940855,0.0010671313575135177
learned_order_offset,20260910,3543,2025-08-29,0.4155611592025284,0.4012085737424329,0.4440483586930317,0.42186756723752883,-0.01435258546009549,-0.02218079145550289,0.028487199490503323,0.020658993495095923,-0.0078282059954074,-0.01826668845779919,0.024573096492799623,0.0063064080350004326
learned_order_offset,20260910,3548,2025-09-05,0.44480586026466634,0.4339181653001842,0.4540227941621755,0.4382531406274964,-0.010887694964482164,-0.01576965353467913,0.00921693389750916,0.004334975327312196,-0.004881958570196965,-0.013328674249580647,0.006775954612410678,-0.006552719637169968
learned_order_offset,20260910,3553,2025-09-12,0.4900756775013041,0.4888057541011673,0.48487463614712084,0.48359893516998514,-0.0012699234001368187,-0.0012757009771356964,-0.005201041354183256,-0.005206818931182133,-5.777576998877709e-06,-0.0012728121886362576,-0.0052039301426826945,-0.006476742331318952
learned_order_offset,20260910,3558,2025-09-19,0.4492520954551793,0.460827489618963,0.4686092388848679,0.47903012327914973,0.011575394163783725,0.010420884394281849,0.019357143429688584,0.018202633660186707,-0.001154509769501877,0.010998139279032787,0.018779888544937645,0.029778027823970432
