history,method,date,year,actual_up,up_seed_count,unanimous,mean_probability,ensemble_up,opposes_majority,seed_probability_variance,probability_seed_1,probability_seed_2,probability_seed_3
annual_net_quarter_head,learned_market,2021-01-08,2021,0,1,False,0.5075530912524239,True,True,0.0011106964125590522,0.5528369602637446,0.47359422145655633,0.49622809203697066
annual_net_quarter_head,learned_market,2021-01-15,2021,1,0,True,0.3650104266377245,False,False,0.0086864424547664,0.49674166213102977,0.29529449998072343,0.30299511780142024
annual_net_quarter_head,learned_market,2021-01-22,2021,0,0,True,0.3866446547735138,False,False,0.005501844749501598,0.3933637003220593,0.47394332492431446,0.2926269390741677
annual_net_quarter_head,learned_market,2021-01-29,2021,1,0,True,0.42114716721388007,False,False,0.0030843862472570674,0.4313547922375263,0.34860128575085947,0.4834854236532544
annual_net_quarter_head,learned_market,2021-02-05,2021,1,2,False,0.4985813898598063,False,True,0.004513584382386313,0.40357928349119826,0.5472341429725764,0.5449307431156443
annual_net_quarter_head,learned_market,2021-02-19,2021,0,0,True,0.4352524461345955,False,False,0.0025522305745455127,0.49513830982070434,0.4390527856170199,0.37156624296606255
annual_net_quarter_head,learned_market,2021-02-26,2021,0,1,False,0.49709849837034153,False,False,0.0030526733164711046,0.43315180971386896,0.4901857818012489,0.5679579035959068
annual_net_quarter_head,learned_market,2021-03-05,2021,0,0,True,0.41887534844548496,False,False,0.00285095626666205,0.40131415281599914,0.3640545492155067,0.4912573433049491
annual_net_quarter_head,learned_market,2021-03-12,2021,0,0,True,0.415043511213008,False,False,0.009966762738061893,0.47295990993929365,0.27457561641477635,0.4975950072849539
annual_net_quarter_head,learned_market,2021-03-19,2021,1,2,False,0.5654234834962107,True,False,0.006715433044342478,0.6783048076904669,0.5317095579141908,0.4862560848839745
annual_net_quarter_head,learned_market,2021-03-26,2021,1,2,False,0.5557651813900334,True,False,0.0023094993032729324,0.6020041018019381,0.48950965003399194,0.5757817923341705
annual_net_quarter_head,learned_market,2021-04-02,2021,0,2,False,0.5509402235801723,True,False,0.0031932986304042447,0.4904573044901591,0.6264178447590925,0.5359455214912652
annual_net_quarter_head,learned_market,2021-04-09,2021,0,3,True,0.6343363805601602,True,False,0.005400100074610754,0.6495788999275994,0.5376876008929206,0.7157426408599606
annual_net_quarter_head,learned_market,2021-04-16,2021,1,2,False,0.5505288084988468,True,False,0.0017551473952615063,0.584315241135555,0.4914861103312914,0.5757850740296938
annual_net_quarter_head,learned_market,2021-04-23,2021,0,3,True,0.6233080002843137,True,False,0.0031880068699320506,0.647745679249212,0.5452552015558606,0.6769231200478684
annual_net_quarter_head,learned_market,2021-04-30,2021,0,2,False,0.6142715142093851,True,False,0.006744962627632346,0.6536778982897259,0.6891875412091804,0.4999491031292489
annual_net_quarter_head,learned_market,2021-05-07,2021,1,3,True,0.6761049979128498,True,False,0.0030941249783805517,0.6654890654885605,0.7489160303638183,0.6139098978861709
annual_net_quarter_head,learned_market,2021-05-14,2021,1,1,False,0.49836383256688754,False,False,0.0070919247820423826,0.6174055442461716,0.44195590676392155,0.4357300466905696
annual_net_quarter_head,learned_market,2021-05-21,2021,1,3,True,0.5900677102130586,True,False,3.3345753407434266e-05,0.5826882387420852,0.5967866670890315,0.5907282248080593
annual_net_quarter_head,learned_market,2021-05-28,2021,0,2,False,0.4734899284976379,False,True,0.00909078304466933,0.5492553416119709,0.5322036825315036,0.3390107613494392
annual_net_quarter_head,learned_market,2021-06-04,2021,0,0,True,0.39750366362996686,False,False,0.0073119260619536304,0.48888455723774765,0.4204064986072613,0.28321993504489157
annual_net_quarter_head,learned_market,2021-06-11,2021,0,0,True,0.3182847098837585,False,False,0.0027250523021226185,0.34920055811785405,0.24476874412596378,0.36088482740745764
annual_net_quarter_head,learned_market,2021-06-18,2021,1,0,True,0.3701473715097759,False,False,0.001928809220588316,0.3259476785312393,0.43003616064546923,0.3544582753526192
annual_net_quarter_head,learned_market,2021-06-25,2021,0,0,True,0.3539035817025258,False,False,0.007225710421019787,0.4367507813390069,0.3879175174075542,0.23704244636101632
annual_net_quarter_head,learned_market,2021-07-02,2021,1,1,False,0.4692620346416086,False,False,0.004856833932486339,0.3969052817115324,0.44748675610722977,0.5633940661060636
annual_net_quarter_head,learned_market,2021-07-09,2021,0,1,False,0.44004122180320754,False,False,0.0333864606517948,0.43096091533979297,0.22093466255384556,0.6682280875159841
annual_net_quarter_head,learned_market,2021-07-16,2021,0,0,True,0.42504764737853123,False,False,0.0008926700750303959,0.41832641170395307,0.3922817672427165,0.4645347631889242
annual_net_quarter_head,learned_market,2021-07-23,2021,0,2,False,0.5423655040992951,True,False,0.010878017812627096,0.5282143585896287,0.4222922053313583,0.676589948376898
