cutoff,daily_n,missing,iterations,gradient_inf,log_likelihood,low_daily_sd,high_daily_sd,variance_ratio,stay_low,stay_high,implied_low_duration,implied_high_duration,training_low_soft_occupancy,training_high_soft_occupancy,classifier_training_mean_high_probability
2014-12-31,1211,0,905,9.907452047677536e-08,3532.5865154379135,0.005316784670092771,0.016302019834930754,9.401230285443376,0.16849098841087523,0.5770767766529729,1.202632786972286,2.3644953617963322,408.3081471737219,802.6918528262781,0.6588644605470053
2015-12-31,1455,2,65,9.297883223156254e-08,4075.2646374752057,0.012253894052128607,0.03142632784466793,6.577169459183711,0.9785485386705889,0.8562285942820833,46.61687074105976,6.955486002286341,1265.4875243278816,189.51247567211854,0.08816071578889341
2016-12-31,1699,2,61,9.444122185091559e-08,4810.918027316961,0.011596860023338337,0.029720477710032042,6.56796365945618,0.9786156932470739,0.8831500873617594,46.763264835001706,8.557986714940318,1435.2925946843914,263.7074053156085,0.11587097356901235
2017-12-31,1943,2,125,9.437861630240433e-08,5640.469231545511,0.01042776703946473,0.026106398694204162,6.267744606970058,0.9799460127447672,0.9200364500806206,49.865395209078216,12.50569792121807,1550.6343185952376,392.3656814047624,0.15489910393909292
2018-12-31,2186,2,85,9.711042237265549e-08,6345.051811345682,0.01050247025460735,0.025496129163884596,5.8933954144976886,0.9797138763687152,0.919704677264883,49.29477992817825,12.454025538932822,1742.1809793652153,443.8190206347848,0.16093206982007988
2019-12-31,2430,2,100,9.574877265728172e-08,7082.4922874714,0.010258451745893645,0.024229521070102664,5.578610240316969,0.9795562002473142,0.9287983633049836,48.914585942792904,14.044620972455709,1883.7084493318846,546.2915506681154,0.18197031147651924
