job,method,cutoff,seed,train_n,objective,log_loss,brier,accuracy,auroc,mean_probability,probability_std
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1077,0.6369441871339243,0.6323039548595478,0.2207985379628605,0.6443825441039925,0.6975785588630954,0.4921077065926193,0.1569324114733064
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1077,0.6346476326634151,0.6310622800816323,0.22065631185884033,0.6267409470752089,0.6960884412403849,0.49210770659238523,0.1623167104698861
learned_hmm_interaction_2014-12-31_20260912,learned_hmm_interaction,2014-12-31,20260912,1077,0.6354553825321294,0.6311229420959951,0.22072587722492626,0.6285979572887651,0.6945672795005347,0.4921077065923827,0.15961676878004008
learned_hmm_interaction_2015-12-31_20260910,learned_hmm_interaction,2015-12-31,20260910,1190,0.6321327545669919,0.6290366610417203,0.21950864041436652,0.6436974789915967,0.7009934775669545,0.503361344537811,0.166643695251875
learned_hmm_interaction_2015-12-31_20260911,learned_hmm_interaction,2015-12-31,20260911,1190,0.650769695677223,0.6465577717759378,0.22778858935145635,0.6092436974789915,0.6665169529588231,0.5033613445378149,0.13580813456607502
learned_hmm_interaction_2015-12-31_20260912,learned_hmm_interaction,2015-12-31,20260912,1190,0.6444657252096954,0.6395432333106182,0.22443696287075168,0.626890756302521,0.6828413966876549,0.503361344537815,0.14539889573642442
learned_hmm_interaction_2016-12-31_20260910,learned_hmm_interaction,2016-12-31,20260910,1434,0.6380558727319806,0.6353651095505382,0.2229843069902808,0.6324965132496513,0.6857753765158399,0.5069735006992926,0.15767157195068485
learned_hmm_interaction_2016-12-31_20260911,learned_hmm_interaction,2016-12-31,20260911,1434,0.6574008075053985,0.6555134186809083,0.2320183506817597,0.6122733612273361,0.6505217037718706,0.5069735006973356,0.12780828428372032
learned_hmm_interaction_2016-12-31_20260912,learned_hmm_interaction,2016-12-31,20260912,1434,0.6643964263396349,0.6621689523306363,0.2347388107734002,0.6115760111576011,0.6447336421596571,0.5069735007056287,0.11364341173468187
learned_hmm_interaction_2017-12-31_20260910,learned_hmm_interaction,2017-12-31,20260910,1678,0.6493567324069508,0.6467939064214835,0.2281174917819106,0.6150178784266984,0.6648097159078782,0.5202622169334284,0.13885211759573432
learned_hmm_interaction_2017-12-31_20260911,learned_hmm_interaction,2017-12-31,20260911,1678,0.6520084241343992,0.6497167926385017,0.22933426574103563,0.6179976162097736,0.6616664176502813,0.5202622169248919,0.13539827441251828
learned_hmm_interaction_2017-12-31_20260912,learned_hmm_interaction,2017-12-31,20260912,1678,0.6424235972075907,0.639720454406741,0.22443053756793482,0.6263408820023838,0.6825183382780873,0.5202622169235651,0.15011056223802363
learned_hmm_interaction_2018-12-31_20260910,learned_hmm_interaction,2018-12-31,20260910,1921,0.6312472620290669,0.6294314713094877,0.22015249449794427,0.6340447683498178,0.6955757414070955,0.511192087454138,0.16860536132600248
learned_hmm_interaction_2018-12-31_20260911,learned_hmm_interaction,2018-12-31,20260911,1921,0.6463892156486981,0.6451702807217108,0.22701808188499573,0.6173867777199376,0.6723840632991287,0.5111920874544503,0.1477763928204306
learned_hmm_interaction_2018-12-31_20260912,learned_hmm_interaction,2018-12-31,20260912,1921,0.6493367730814139,0.6467793735703834,0.2276574846413285,0.6220718375845914,0.6716520369852228,0.5111920874544505,0.1406738828350318
learned_hmm_interaction_2019-12-31_20260910,learned_hmm_interaction,2019-12-31,20260910,2165,0.650761004528872,0.6491524296363984,0.2289249981682282,0.6184757505773673,0.6641841449193088,0.5214780600461888,0.13875734957544375
learned_hmm_interaction_2019-12-31_20260911,learned_hmm_interaction,2019-12-31,20260911,2165,0.6392243412111352,0.6375841126114711,0.22347524624392814,0.6314087759815242,0.6861044899131702,0.5214780600461283,0.1567832117838081
learned_hmm_interaction_2019-12-31_20260912,learned_hmm_interaction,2019-12-31,20260912,2165,0.6560593852872909,0.654495341450229,0.23132597879087077,0.6129330254041571,0.6558132218008215,0.5214780600461785,0.12898735026231342
raw_hmm_interaction_2014-12-31_-1,raw_hmm_interaction,2014-12-31,-1,1077,0.6546768782689504,0.6499910246971375,0.22893142443172312,0.617455896007428,0.6699906867648581,0.49210770659238057,0.12760880457865825
raw_hmm_interaction_2015-12-31_-1,raw_hmm_interaction,2015-12-31,-1,1190,0.6653958975397107,0.6616412822685567,0.23463031704713505,0.5974789915966386,0.6402605583473866,0.5033613445378151,0.10831771678605356
raw_hmm_interaction_2016-12-31_-1,raw_hmm_interaction,2016-12-31,-1,1434,0.6704392454119212,0.6665543810080327,0.2370283621520322,0.5934449093444909,0.6311107825264743,0.5069735006605446,0.09582288211437248
raw_hmm_interaction_2017-12-31_-1,raw_hmm_interaction,2017-12-31,-1,1678,0.6793784110202357,0.6767589548146117,0.24195521423898522,0.5637663885578069,0.6003329704808862,0.5202622169231624,0.07140563905906962
raw_hmm_interaction_2018-12-31_-1,raw_hmm_interaction,2018-12-31,-1,1921,0.6785134983226899,0.6756947312619898,0.24142152097528777,0.5793857365955232,0.606639424442955,0.5111920874510639,0.0755527485139598
raw_hmm_interaction_2019-12-31_-1,raw_hmm_interaction,2019-12-31,-1,2165,0.6811491035517044,0.6786901137593632,0.24288276423309368,0.5801385681293303,0.5978212173960624,0.5214780600455823,0.06525060544560815
hmm_only_2014-12-31_0,hmm_only,2014-12-31,0,1077,0.6921292635594767,0.6920948592786035,0.24947430370907334,0.520891364902507,0.5250646752440412,0.49210770662685144,0.020717396983520826
hmm_only_2015-12-31_0,hmm_only,2015-12-31,0,1190,0.6919843414802979,0.6919396725883562,0.2493967027718066,0.5201680672268908,0.5362377792654989,0.5033613445378085,0.023328077404297296
