cutoff,anchor,date,daily_return,high_probability,prior_high_probability
2014-12-31,1212,2015-01-05,0.03005835855820216,0.9999985903392401,0.5772552195737669
2014-12-31,1213,2015-01-06,-0.0001318210531113806,0.308027001954223,0.5770771353161106
2014-12-31,1214,2015-01-07,0.0007495007111462115,0.5009681535379472,0.7531370130612294
2014-12-31,1215,2015-01-08,-0.02347169066951338,0.9997870477889687,0.7040465646526275
2014-12-31,1216,2015-01-09,-0.003529425362131633,0.35148523160190726,0.5771309585599602
2014-12-31,1217,2015-01-12,-0.00938777201706742,0.7907412605480069,0.7420798385656007
2014-12-31,1218,2015-01-13,0.00013091203014781172,0.3574236065080095,0.6303189454116653
2014-12-31,1219,2015-01-14,-0.0033122145991999474,0.525456597869602,0.7405689245663523
2014-12-31,1220,2015-01-15,0.028623477388993734,0.9999968454139047,0.6978159150312151
2014-12-31,1221,2015-01-16,0.008572740079456409,0.5871029312017257,0.5770775792813634
2014-12-31,1222,2015-01-19,-0.08015091630722537,1.0,0.6821311006659039
2014-12-31,1223,2015-01-20,0.012163589146000575,0.8218528470335008,0.5770767766529729
2014-12-31,1224,2015-01-21,0.04397183009022143,0.9999999999999009,0.6224031549297517
2014-12-31,1225,2015-01-22,0.005261025273171072,0.4080233244047283,0.5770767766529982
2014-12-31,1226,2015-01-23,0.0011541684405997898,0.4709311213242499,0.7276947252547512
2014-12-31,1227,2015-01-26,0.010100758326503367,0.8015202172120371,0.7116889538896077
2014-12-31,1228,2015-01-27,-0.009205235043220128,0.677166628934155,0.6275764313773562
2014-12-31,1229,2015-01-28,-0.01397438324888256,0.9325218504218337,0.6592159927652279
2014-12-31,1230,2015-01-29,-0.012421810843328274,0.8455421247224532,0.5942453930595017
2014-12-31,1231,2015-01-30,-0.013710075235254138,0.9109120086739049,0.6163758390633285
2014-12-31,1232,2015-02-02,-0.02369758893576268,0.9997143357762435,0.5997436333920437
2014-12-31,1233,2015-02-03,0.024588180160893813,0.9998410575516894,0.5771494588398646
2014-12-31,1234,2015-02-04,-0.010434033033991597,0.7132755647164747,0.5771172167353228
2014-12-31,1235,2015-02-05,-0.010288594344540769,0.7634924601188441,0.6500287155329663
2014-12-31,1236,2015-02-06,-0.01632824997651916,0.9748439716709671,0.6372519186041865
2014-12-31,1237,2015-02-09,0.010062653056250426,0.6936293165253865,0.5834772811628458
2014-12-31,1238,2015-02-10,0.01807283458891007,0.9908386626923449,0.6550273543683351
2014-12-31,1239,2015-02-11,0.007946178813204696,0.549328863504754,0.5794077161791634
2014-12-31,1240,2015-02-12,0.00254471933848599,0.44774427703653125,0.6917420411326739
2014-12-31,1241,2015-02-13,0.0078001755300292075,0.6843442092306059,0.7175884345028485
2014-12-31,1242,2015-02-16,0.008508784624781995,0.6627626396366196,0.657389784968968
