outer_cutoff,year,n,numerator,denominator
2017-12-31,2015,22,3.190613472186549e-05,0.0002836366260016253
2017-12-31,2016,48,-0.00036393677675532253,0.001430888420988811
2017-12-31,2017,48,0.00016097905486347472,0.0008472845629783523
2018-12-31,2016,48,-0.00036393677675532253,0.001430888420988811
2018-12-31,2017,50,0.00010856471254476825,0.0009132730799651756
2018-12-31,2018,47,0.0010650987615154778,0.0006890226684280768
2019-12-31,2017,50,0.00010856471254476825,0.0009132730799651756
2019-12-31,2018,49,0.0010913014650718023,0.0007072004621463401
2019-12-31,2019,45,0.002736811737026364,0.0026627011673823614
