cutoff,row_index,date,joint_completed
2016-12-31,1349,2016-08-17,2016-08-25
2016-12-31,1350,2016-08-18,2016-08-26
2016-12-31,1351,2016-08-19,2016-08-29
2016-12-31,1352,2016-08-22,2016-08-30
2016-12-31,1353,2016-08-23,2016-08-31
2016-12-31,1354,2016-08-24,2016-09-01
2016-12-31,1355,2016-08-25,2016-09-02
2016-12-31,1356,2016-08-26,2016-09-05
2016-12-31,1357,2016-08-29,2016-09-06
2016-12-31,1358,2016-08-30,2016-09-07
2016-12-31,1359,2016-08-31,2016-09-08
2016-12-31,1360,2016-09-01,2016-09-09
2016-12-31,1361,2016-09-02,2016-09-12
2016-12-31,1362,2016-09-05,2016-09-13
2016-12-31,1363,2016-09-06,2016-09-14
2016-12-31,1364,2016-09-07,2016-09-19
2016-12-31,1365,2016-09-08,2016-09-23
2016-12-31,1366,2016-09-09,2016-09-26
2016-12-31,1367,2016-09-12,2016-09-21
2016-12-31,1368,2016-09-13,2016-09-22
2016-12-31,1369,2016-09-14,2016-09-23
2016-12-31,1370,2016-09-19,2016-09-27
2016-12-31,1371,2016-09-20,2016-09-28
2016-12-31,1372,2016-09-21,2016-09-29
2016-12-31,1373,2016-09-22,2016-09-30
2016-12-31,1374,2016-09-23,2016-10-10
2016-12-31,1375,2016-09-26,2016-10-11
2016-12-31,1376,2016-09-27,2016-10-12
2016-12-31,1377,2016-09-28,2016-10-13
2016-12-31,1378,2016-09-29,2016-10-14
2016-12-31,1379,2016-09-30,2016-10-17
2016-12-31,1380,2016-10-10,2016-10-18
2016-12-31,1381,2016-10-11,2016-10-19
2016-12-31,1382,2016-10-12,2016-10-20
2016-12-31,1383,2016-10-13,2016-10-21
2016-12-31,1384,2016-10-14,2016-10-24
2016-12-31,1385,2016-10-17,2016-10-25
2016-12-31,1386,2016-10-18,2016-10-26
2016-12-31,1387,2016-10-19,2016-10-27
2016-12-31,1388,2016-10-20,2016-10-28
2016-12-31,1389,2016-10-21,2016-10-31
2016-12-31,1390,2016-10-24,2016-11-01
2016-12-31,1391,2016-10-25,2016-11-02
2016-12-31,1392,2016-10-26,2016-11-03
2016-12-31,1393,2016-10-27,2016-11-04
2016-12-31,1394,2016-10-28,2016-11-07
2016-12-31,1395,2016-10-31,2016-11-08
2016-12-31,1396,2016-11-01,2016-11-09
2016-12-31,1397,2016-11-02,2016-11-10
2016-12-31,1398,2016-11-03,2016-11-11
2016-12-31,1399,2016-11-04,2016-11-14
2016-12-31,1400,2016-11-07,2016-11-15
2016-12-31,1401,2016-11-08,2016-11-16
2016-12-31,1402,2016-11-09,2016-11-17
2016-12-31,1403,2016-11-10,2016-11-18
2016-12-31,1404,2016-11-11,2016-11-21
2016-12-31,1405,2016-11-14,2016-11-22
2016-12-31,1406,2016-11-15,2016-11-23
2016-12-31,1407,2016-11-16,2016-11-24
2016-12-31,1408,2016-11-17,2016-11-25
2016-12-31,1409,2016-11-18,2016-11-28
2016-12-31,1410,2016-11-21,2016-11-29
2016-12-31,1411,2016-11-22,2016-11-30
2016-12-31,1412,2016-11-23,2016-12-01
2016-12-31,1413,2016-11-24,2016-12-02
2016-12-31,1414,2016-11-25,2016-12-05
2016-12-31,1415,2016-11-28,2016-12-06
2016-12-31,1416,2016-11-29,2016-12-07
2016-12-31,1417,2016-11-30,2016-12-08
2016-12-31,1418,2016-12-01,2016-12-09
2016-12-31,1419,2016-12-02,2016-12-12
2016-12-31,1420,2016-12-05,2016-12-13
2016-12-31,1421,2016-12-06,2016-12-14
2016-12-31,1422,2016-12-07,2016-12-15
2016-12-31,1423,2016-12-08,2016-12-16
2016-12-31,1424,2016-12-09,2016-12-19
2016-12-31,1425,2016-12-12,2016-12-20
2016-12-31,1426,2016-12-13,2016-12-21
2016-12-31,1427,2016-12-14,2016-12-22
2016-12-31,1428,2016-12-15,2016-12-23
2016-12-31,1429,2016-12-16,2016-12-26
2016-12-31,1430,2016-12-19,2016-12-27
2016-12-31,1431,2016-12-20,2016-12-28
2016-12-31,1432,2016-12-21,2016-12-29
2016-12-31,1433,2016-12-22,2016-12-30
