n,signal_years,numerator,denominator,raw_alpha,alpha,fallback,lower_clipped,upper_clipped,outer_cutoff,first_date,last_date,latest_label_completion,input_file,input_sha256
118,3,-0.000171051587169982,0.0025618096099687885,-0.0667698280560615,0.0,False,True,False,2017-12-31,2015-01-09,2017-12-15,2017-12-25,results\calibration_input_2017-12-31.csv,fb4b83073672765f5ba2217f84dbd0f3a415dd497592efd4ade32f0d9889e60f
145,3,0.0008097266973049237,0.0030331841693820635,0.2669559947854685,0.2669559947854685,False,False,False,2018-12-31,2016-01-08,2018-12-14,2018-12-24,results\calibration_input_2018-12-31.csv,b2b7bcd067954e2c348e638b11b2451899172a82f3a55160ec9922056619126f
144,3,0.003936677914642935,0.004283174709493877,0.9191028107999157,0.9191028107999157,False,False,False,2019-12-31,2017-01-06,2019-12-20,2019-12-30,results\calibration_input_2019-12-31.csv,cf8f74168b646e6d3735a8813dd71a07e01ce3b385b2f0904db5750064e3544c
