date,inner_cutoff,row_index,joint_completed,training_mean,source,predicted_return,actual
2017-09-15,2016-12-31,1613,2017-09-25,0.0017650689496144,new_inner_fit,0.0038469695573077,-0.0009757472032059
2017-09-22,2016-12-31,1618,2017-10-09,0.0017650689496144,new_inner_fit,0.0041036528166762,0.0211244065371016
2017-09-29,2016-12-31,1623,2017-10-16,0.0017650689496144,new_inner_fit,0.0052941457689427,0.004135433530003
2017-10-13,2016-12-31,1628,2017-10-23,0.0017650689496144,new_inner_fit,0.0051880016385888,0.0011741393889379
2017-10-20,2016-12-31,1633,2017-10-30,0.0017650689496144,new_inner_fit,0.0037496138841507,0.02321866040515
2017-10-27,2016-12-31,1638,2017-11-06,0.0017650689496144,new_inner_fit,0.0053864596609219,-0.0081995743580564
2017-11-03,2016-12-31,1643,2017-11-13,0.0017650689496144,new_inner_fit,0.0058139055571349,0.0316781895026045
2017-11-10,2016-12-31,1648,2017-11-20,0.0017650689496144,new_inner_fit,0.0060993684668978,-0.0053018430100473
2017-11-17,2016-12-31,1653,2017-11-27,0.0017650689496144,new_inner_fit,0.0048964658464208,-0.0011725248123349
2017-11-24,2016-12-31,1658,2017-12-04,0.0017650689496144,new_inner_fit,0.0058451260681719,-0.0244269283162097
2017-12-01,2016-12-31,1663,2017-12-11,0.0017650689496144,new_inner_fit,0.004308623860373,0.0044697359020318
2017-12-08,2016-12-31,1668,2017-12-18,0.0017650689496144,new_inner_fit,-0.0010813745476073,-0.005884878009823
2017-12-15,2016-12-31,1673,2017-12-25,0.0017650689496144,new_inner_fit,-9.396326389878066e-05,0.0186076870936158
2017-12-22,2016-12-31,1678,2018-01-02,0.0017650689496144,new_inner_fit,-0.0053357949983649,-0.0030093014772935
2017-12-29,2016-12-31,1683,2018-01-08,0.0017650689496144,new_inner_fit,-0.0021803395436992,0.0236427775072247
2018-01-05,2017-12-31,1687,2018-01-15,0.0021140284328226,archived_forecast,0.0116102913528233,0.0214907567286908
2018-01-12,2017-12-31,1692,2018-01-22,0.0021140284328226,archived_forecast,0.0081680288827395,0.0110264218031885
2018-01-19,2017-12-31,1697,2018-01-29,0.0021140284328226,archived_forecast,0.004011271124069,0.0258577147560612
2018-01-26,2017-12-31,1702,2018-02-05,0.0021140284328226,archived_forecast,-0.0001704314960872,-0.0416224077172412
2018-02-02,2017-12-31,1707,2018-02-12,0.0021140284328226,archived_forecast,0.0039066661403587,-0.0851928666225865
2018-02-09,2017-12-31,1712,2018-02-26,0.0021140284328226,archived_forecast,0.0042873692278596,0.0642518595938403
2018-02-23,2017-12-31,1717,2018-03-05,0.0021140284328226,archived_forecast,0.0119887846944435,-0.0175257731958763
2018-03-02,2017-12-31,1722,2018-03-12,0.0021140284328226,archived_forecast,0.0094992579105685,0.0271156686542373
2018-03-09,2017-12-31,1727,2018-03-19,0.0021140284328226,archived_forecast,0.0085247375560924,-0.0184205620825476
2018-03-16,2017-12-31,1732,2018-03-26,0.0021140284328226,archived_forecast,0.0006966837808329,-0.0473361252102539
2018-03-23,2017-12-31,1737,2018-04-02,0.0021140284328226,archived_forecast,-0.0025609195762114,0.0088849998317235
2018-03-30,2017-12-31,1742,2018-04-16,0.0021140284328226,archived_forecast,-0.0040825415476216,-0.0088632053805354
2018-04-13,2017-12-31,1750,2018-04-23,0.0021140284328226,archived_forecast,-0.0016919420616387,-0.0279044238531301
2018-04-20,2017-12-31,1755,2018-05-02,0.0021140284328226,archived_forecast,0.0009932753346917,0.0040589236395014
2018-04-27,2017-12-31,1760,2018-05-08,0.0021140284328226,archived_forecast,0.0066315020150292,0.003344889692912
2018-05-04,2017-12-31,1763,2018-05-14,0.0021140284328226,archived_forecast,0.0045004415012802,0.0275819951672684
2018-05-11,2017-12-31,1768,2018-05-21,0.0021140284328226,archived_forecast,0.0053180208682334,0.0099488791752746
2018-05-18,2017-12-31,1773,2018-05-28,0.0021140284328226,archived_forecast,0.0027319750085477,-0.0278382082465087
2018-05-25,2017-12-31,1778,2018-06-04,0.0021140284328226,archived_forecast,0.0024811627119812,-0.0081414788300587
2018-06-01,2017-12-31,1783,2018-06-11,0.0021140284328226,archived_forecast,-0.0003573050306661,-0.0039575292125362
2018-06-08,2017-12-31,1788,2018-06-19,0.0021140284328226,archived_forecast,-0.0048062005755403,-0.0179141214945586
2018-06-15,2017-12-31,1793,2018-06-25,0.0021140284328226,archived_forecast,-0.0014381778503711,-0.0207606943097817
2018-06-22,2017-12-31,1797,2018-07-02,0.0021140284328226,archived_forecast,-0.0019051219212357,-0.0334657179105301
2018-06-29,2017-12-31,1802,2018-07-09,0.0021140284328226,archived_forecast,0.0002445048519264,-0.0358257762964908
2018-07-06,2017-12-31,1807,2018-07-16,0.0021140284328226,archived_forecast,0.0004077282039427,0.0325726343702554
2018-07-13,2017-12-31,1812,2018-07-23,0.0021140284328226,archived_forecast,0.0010746198722632,-0.0049040261165902
2018-07-20,2017-12-31,1817,2018-07-30,0.0021140284328226,archived_forecast,0.000437455822757,0.014110592016959
2018-07-27,2017-12-31,1822,2018-08-06,0.0021140284328226,archived_forecast,0.0047783804617079,-0.0590851640938977
2018-08-03,2017-12-31,1827,2018-08-13,0.0021140284328226,archived_forecast,0.0042796518502456,0.0172541822374894
2018-08-10,2017-12-31,1832,2018-08-20,0.0021140284328226,archived_forecast,0.0014252566686124,-0.0390981548851923
2018-08-17,2017-12-31,1837,2018-08-27,0.0021140284328226,archived_forecast,-0.0013998969418416,0.0312424727164923
2018-08-24,2017-12-31,1842,2018-09-03,0.0021140284328226,archived_forecast,-0.0015510493255025,-0.005599825117761
2018-08-31,2017-12-31,1847,2018-09-10,0.0021140284328226,archived_forecast,-0.0007186731638526,-0.0148493234839747
2018-09-07,2017-12-31,1852,2018-09-17,0.0021140284328226,archived_forecast,0.0028784254832823,-0.0141989007697058
2018-09-14,2017-12-31,1857,2018-09-25,0.0021140284328226,archived_forecast,0.0023493539804651,0.0468351251034906
2018-09-21,2017-12-31,1862,2018-10-08,0.0021140284328226,archived_forecast,-0.0006756897573373,-0.00426840285903
2018-09-28,2017-12-31,1866,2018-10-15,0.0021140284328226,archived_forecast,-0.0014567107634998,-0.055840145646664
2018-10-12,2017-12-31,1871,2018-10-22,0.0021140284328226,archived_forecast,-0.0009475238442311,-0.0045024181987176
2018-10-19,2017-12-31,1876,2018-10-29,0.0021140284328226,archived_forecast,0.0054750480517133,-0.0006551545151857
2018-10-26,2017-12-31,1881,2018-11-05,0.0021140284328226,archived_forecast,0.0005908442758905,0.0354648787486262
2018-11-02,2017-12-31,1886,2018-11-12,0.0021140284328226,archived_forecast,0.0010629212262631,-0.0334060260531522
2018-11-09,2017-12-31,1891,2018-11-19,0.0021140284328226,archived_forecast,0.0012747263316752,0.0311810774464045
2018-11-16,2017-12-31,1896,2018-11-26,0.0021140284328226,archived_forecast,0.0073367286725941,-0.0337916834162372
2018-11-23,2017-12-31,1901,2018-12-03,0.0021140284328226,archived_forecast,0.0061605619492936,0.0355769261307155
2018-11-30,2017-12-31,1906,2018-12-10,0.0021140284328226,archived_forecast,0.0012039533761914,-0.0328672765580291
2018-12-07,2017-12-31,1911,2018-12-17,0.0021140284328226,archived_forecast,0.0029844516096051,0.0015094243892539
2018-12-14,2017-12-31,1916,2018-12-24,0.0021140284328226,archived_forecast,-0.0005425748142195,-0.0452081512722115
2018-12-21,2017-12-31,1921,2019-01-02,0.0021140284328226,archived_forecast,0.0051834132301945,0.0005206433427293
2018-12-28,2017-12-31,1926,2019-01-08,0.0021140284328226,archived_forecast,0.0050731956609335,0.0126215169021599
2019-01-04,2018-12-31,1929,2019-01-14,0.0011463872665226,archived_forecast,0.005974107752823,0.0122252589889202
2019-01-11,2018-12-31,1934,2019-01-21,0.0011463872665226,archived_forecast,0.0051968310422587,0.0253451899757477
2019-01-18,2018-12-31,1939,2019-01-28,0.0011463872665226,archived_forecast,0.0093945733874973,0.0101675244727015
2019-01-25,2018-12-31,1944,2019-02-11,0.0011463872665226,archived_forecast,0.0110468356183263,0.011454456904518
2019-02-01,2018-12-31,1949,2019-02-18,0.0011463872665226,archived_forecast,0.0107682513191969,0.0390794521900976
2019-02-15,2018-12-31,1954,2019-02-25,0.0011463872665226,archived_forecast,0.009910645763699,0.0622114887625429
2019-02-22,2018-12-31,1959,2019-03-04,0.0011463872665226,archived_forecast,0.0083054294818646,0.057941468462044
2019-03-01,2018-12-31,1964,2019-03-11,0.0011463872665226,archived_forecast,-0.0082786421436951,-0.0314720436474369
2019-03-08,2018-12-31,1969,2019-03-18,0.0011463872665226,archived_forecast,0.002493423468626,0.0244706575909257
2019-03-15,2018-12-31,1974,2019-03-25,0.0011463872665226,archived_forecast,-0.002104526673895,0.0060741040696496
2019-03-22,2018-12-31,1979,2019-04-01,0.0011463872665226,archived_forecast,-0.0003786165594824,0.0330284606666595
2019-03-29,2018-12-31,1984,2019-04-15,0.0011463872665226,archived_forecast,0.0017710923248269,0.0398136969165658
2019-04-12,2018-12-31,1993,2019-04-22,0.0011463872665226,archived_forecast,0.0007283443001048,0.0171281082906651
2019-04-19,2018-12-31,1998,2019-04-29,0.0011463872665226,archived_forecast,0.001720260144062,-0.0555966233394814
2019-04-26,2018-12-31,2003,2019-05-13,0.0011463872665226,archived_forecast,-0.0059282371737934,-0.0566702082338871
2019-05-10,2018-12-31,2010,2019-05-20,0.0011463872665226,archived_forecast,-0.0028013317402534,-0.010887544344571
2019-05-17,2018-12-31,2015,2019-05-27,0.0011463872665226,archived_forecast,0.0050039215131062,-0.011865534939242
2019-05-24,2018-12-31,2020,2019-06-03,0.0011463872665226,archived_forecast,0.0090619927297802,0.013363580693648
2019-05-31,2018-12-31,2025,2019-06-17,0.0011463872665226,archived_forecast,0.0100186903701717,0.0037988139350273
2019-06-14,2018-12-31,2034,2019-06-24,0.0011463872665226,archived_forecast,0.012123061752995,0.0497668589441884
2019-06-21,2018-12-31,2039,2019-07-01,0.0011463872665226,archived_forecast,0.004784499678009,0.0164272438880068
2019-06-28,2018-12-31,2044,2019-07-08,0.0011463872665226,archived_forecast,0.0011481889101219,-0.0060471927228523
2019-07-05,2018-12-31,2049,2019-07-15,0.0011463872665226,archived_forecast,0.0061486987376257,-0.0214435915629233
2019-07-12,2018-12-31,2054,2019-07-22,0.0011463872665226,archived_forecast,-0.0072395073157462,0.005500126560918
2019-07-19,2018-12-31,2059,2019-07-29,0.0011463872665226,archived_forecast,-0.009016550686841,0.011653336829684
2019-07-26,2018-12-31,2064,2019-08-05,0.0011463872665226,archived_forecast,-0.0066601087488736,-0.0346117357968243
2019-08-02,2018-12-31,2069,2019-08-12,0.0011463872665226,archived_forecast,-0.0080760372712628,-0.0205509060495487
2019-08-09,2018-12-31,2074,2019-08-19,0.0011463872665226,archived_forecast,-0.007972261479009,0.024167527899843
2019-08-16,2018-12-31,2079,2019-08-26,0.0011463872665226,archived_forecast,-0.0056081226316823,0.0054416051262971
2019-08-23,2018-12-31,2084,2019-09-02,0.0011463872665226,archived_forecast,-0.0140893705869408,0.0125999637947373
2019-08-30,2018-12-31,2089,2019-09-09,0.0011463872665226,archived_forecast,-0.0063158870421103,0.0466047443403643
2019-09-06,2018-12-31,2094,2019-09-23,0.0011463872665226,archived_forecast,-0.0122890642916279,-0.0140091837144809
2019-09-20,2018-12-31,2103,2019-09-30,0.0011463872665226,archived_forecast,-0.0121818397093548,-0.021176044981262
2019-09-27,2018-12-31,2108,2019-10-14,0.0011463872665226,archived_forecast,-0.0126716191084537,0.0267538071924768
2019-10-11,2018-12-31,2113,2019-10-21,0.0011463872665226,archived_forecast,-0.0025191899499866,-0.0201578763251421
2019-10-18,2018-12-31,2118,2019-10-28,0.0011463872665226,archived_forecast,0.0008516399997693,0.0102552427470803
2019-10-25,2018-12-31,2123,2019-11-04,0.0011463872665226,archived_forecast,-0.0028877419389278,0.0151165947072713
2019-11-01,2018-12-31,2128,2019-11-11,0.0011463872665226,archived_forecast,0.0006318619915207,-0.0038824321835717
2019-11-08,2018-12-31,2133,2019-11-18,0.0011463872665226,archived_forecast,-0.0052755032574883,-0.0187863101539271
2019-11-15,2018-12-31,2138,2019-11-25,0.0011463872665226,archived_forecast,-0.0106282399672351,-0.0060576496216228
2019-11-22,2018-12-31,2143,2019-12-02,0.0011463872665226,archived_forecast,-0.0117192592252645,-0.0040145729517496
2019-11-29,2018-12-31,2148,2019-12-09,0.0011463872665226,archived_forecast,-0.0028259377943655,0.0192986069649145
2019-12-06,2018-12-31,2153,2019-12-16,0.0011463872665226,archived_forecast,-0.0040395571644603,0.0156489398981463
2019-12-13,2018-12-31,2158,2019-12-23,0.0011463872665226,archived_forecast,-0.0037509284469204,0.0110761047772312
2019-12-20,2018-12-31,2163,2019-12-30,0.0011463872665226,archived_forecast,-0.0037336600962256,0.0002067407446153
