date,inner_cutoff,row_index,joint_completed,training_mean,source,predicted_return,actual
2016-01-08,2015-12-31,1200,2016-01-18,0.0025985308636134,new_inner_fit,-0.0033610858023985,-0.0711115551357504
2016-01-15,2015-12-31,1205,2016-01-25,0.0025985308636134,new_inner_fit,0.0041300512810323,0.0198159851119374
2016-01-22,2015-12-31,1210,2016-02-01,0.0025985308636134,new_inner_fit,0.0093455197633078,-0.0607184974257198
2016-01-29,2015-12-31,1215,2016-02-15,0.0025985308636134,new_inner_fit,0.0052637734140527,-0.0172199085415646
2016-02-05,2015-12-31,1220,2016-02-22,0.0025985308636134,new_inner_fit,0.0013173345321813,0.0676838282388703
2016-02-19,2015-12-31,1225,2016-02-29,0.0025985308636134,new_inner_fit,0.0021226538425155,-0.0468071583985368
2016-02-26,2015-12-31,1230,2016-03-07,0.0025985308636134,new_inner_fit,-0.0038476388237373,0.0576340837806761
2016-03-04,2015-12-31,1235,2016-03-14,0.0025985308636134,new_inner_fit,-0.0048296910664548,-0.0223319395303955
2016-03-11,2015-12-31,1240,2016-03-21,0.0025985308636134,new_inner_fit,-0.0052219692862329,0.053862881920798
2016-03-18,2015-12-31,1245,2016-03-28,0.0025985308636134,new_inner_fit,-0.0043492975750355,0.0011425752897802
2016-03-25,2015-12-31,1250,2016-04-05,0.0025985308636134,new_inner_fit,-0.00411200042403,0.0013564290057532
2016-04-01,2015-12-31,1255,2016-04-11,0.0025985308636134,new_inner_fit,-0.0057522330993714,0.0006881948120698
2016-04-08,2015-12-31,1259,2016-04-18,0.0025985308636134,new_inner_fit,-0.0041916027448158,0.0121860520116632
2016-04-15,2015-12-31,1264,2016-04-25,0.0025985308636134,new_inner_fit,-0.0058677970361818,-0.0270331758217096
2016-04-22,2015-12-31,1269,2016-05-03,0.0025985308636134,new_inner_fit,-0.0050850115127799,-0.001554630080196
2016-04-29,2015-12-31,1274,2016-05-09,0.0025985308636134,new_inner_fit,-0.0045751008858312,-0.0140482685722606
