arm,history,cutoff,seed,epoch,train_n,presentations,optimizer_steps,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
baseline,full,2018-12-31,20260911,3,1921,1921,16,1.1025009735340503,,,
baseline,full,2018-12-31,20260911,4,1921,1921,16,1.100873659064781,,,
baseline,full,2018-12-31,20260911,5,1921,1921,16,1.098980638647005,0.9883620045509021,1.017479658933557,0.0007004508546556189
baseline,full,2018-12-31,20260911,6,1921,1921,16,1.0865663006428565,,,
baseline,full,2018-12-31,20260911,7,1921,1921,16,1.0926810799206315,,,
baseline,full,2018-12-31,20260911,8,1921,1921,16,1.0887376913982154,,,
baseline,full,2018-12-31,20260911,9,1921,1921,16,1.071301456992667,,,
baseline,full,2018-12-31,20260911,10,1921,1921,16,1.0660749881420204,0.9431144166805668,1.0367796618388632,0.0006557756474586753
baseline,full,2018-12-31,20260911,11,1921,1921,16,1.0485186556985389,,,
baseline,full,2018-12-31,20260911,12,1921,1921,16,1.0246418397146424,,,
baseline,full,2018-12-31,20260911,13,1921,1921,16,1.0016714554320767,,,
baseline,full,2018-12-31,20260911,14,1921,1921,16,0.9907943692324002,,,
baseline,full,2018-12-31,20260911,15,1921,1921,16,0.9789388103683065,,,
baseline,full,2018-12-31,20260911,16,1921,1921,16,0.956162892976259,,,
baseline,full,2018-12-31,20260911,17,1921,1921,16,0.9609993081549566,,,
baseline,full,2018-12-31,20260911,18,1921,1921,16,0.9247645021167539,,,
baseline,full,2018-12-31,20260911,19,1921,1921,16,0.9068099453323897,,,
baseline,full,2018-12-31,20260911,20,1921,1921,16,0.8804057015068266,0.7251100156655974,0.9259378817291201,0.0010820749305803738
baseline,full,2018-12-31,20260912,1,1921,1921,16,1.1110058674770118,,,
baseline,full,2018-12-31,20260912,2,1921,1921,16,1.1034635337983985,1.0001240451468707,1.0104436894868079,0.0006996087544770312
baseline,full,2018-12-31,20260912,3,1921,1921,16,1.1022335016311673,,,
baseline,full,2018-12-31,20260912,4,1921,1921,16,1.1019578898157818,,,
baseline,full,2018-12-31,20260912,5,1921,1921,16,1.1009404104491933,0.9997147446898729,1.0071836880009228,0.0007080835346244109
baseline,full,2018-12-31,20260912,6,1921,1921,16,1.1008047173958406,,,
baseline,full,2018-12-31,20260912,7,1921,1921,16,1.1004182786788872,,,
baseline,full,2018-12-31,20260912,8,1921,1921,16,1.0967821662839288,,,
baseline,full,2018-12-31,20260912,9,1921,1921,16,1.082058719580897,,,
baseline,full,2018-12-31,20260912,10,1921,1921,16,1.0597041995496814,0.9220059800123188,1.1264846999467752,0.0007188999249225992
baseline,full,2018-12-31,20260912,11,1921,1921,16,1.0287843568523,,,
baseline,full,2018-12-31,20260912,12,1921,1921,16,0.9796024234281859,,,
baseline,full,2018-12-31,20260912,13,1921,1921,16,0.954507580377018,,,
baseline,full,2018-12-31,20260912,14,1921,1921,16,0.9146073910328698,,,
baseline,full,2018-12-31,20260912,15,1921,1921,16,0.8849260101733823,,,
baseline,full,2018-12-31,20260912,16,1921,1921,16,0.8571070699813402,,,
baseline,full,2018-12-31,20260912,17,1921,1921,16,0.8242218374647491,,,
baseline,full,2018-12-31,20260912,18,1921,1921,16,0.794702951731873,,,
baseline,full,2018-12-31,20260912,19,1921,1921,16,0.8388073308774421,,,
baseline,full,2018-12-31,20260912,20,1921,1921,16,0.7979293061941009,0.6004358027867278,0.9817309657587848,0.0009700860215552369
small,full,2018-12-31,20260910,1,1921,1921,16,1.1135936704915617,,,
small,full,2018-12-31,20260910,2,1921,1921,16,1.105579038152063,0.9999275148876752,1.0261252905353166,0.0007030810768055444
small,full,2018-12-31,20260910,3,1921,1921,16,1.1030260676024544,,,
small,full,2018-12-31,20260910,4,1921,1921,16,1.1028619968971816,,,
small,full,2018-12-31,20260910,5,1921,1921,16,1.1022359462593572,0.9998623071890954,1.0169052567288381,0.000701115836812148
small,full,2018-12-31,20260910,6,1921,1921,16,1.1019310475497244,,,
small,full,2018-12-31,20260910,7,1921,1921,16,1.1012590573145535,,,
small,full,2018-12-31,20260910,8,1921,1921,16,1.0998174452583098,,,
small,full,2018-12-31,20260910,9,1921,1921,16,1.0994422685574083,,,
small,full,2018-12-31,20260910,10,1921,1921,16,1.1017799095397565,0.995496369351452,1.0115621946926603,0.0007006295658496609
small,full,2018-12-31,20260910,11,1921,1921,16,1.0941091758324601,,,
small,full,2018-12-31,20260910,12,1921,1921,16,1.0823571120060589,,,
small,full,2018-12-31,20260910,13,1921,1921,16,1.0652683950739563,,,
small,full,2018-12-31,20260910,14,1921,1921,16,1.0514294210664312,,,
small,full,2018-12-31,20260910,15,1921,1921,16,1.0227867700605575,,,
small,full,2018-12-31,20260910,16,1921,1921,16,1.0170589606629132,,,
small,full,2018-12-31,20260910,17,1921,1921,16,1.0275711763469828,,,
small,full,2018-12-31,20260910,18,1921,1921,16,1.0117344825234282,,,
small,full,2018-12-31,20260910,19,1921,1921,16,0.9930443619142778,,,
small,full,2018-12-31,20260910,20,1921,1921,16,0.9856186524956627,0.8559337698780329,0.9976050882585219,0.0007730506144307814
small,full,2018-12-31,20260911,1,1921,1921,16,1.1184384054138303,,,
small,full,2018-12-31,20260911,2,1921,1921,16,1.1038146161089832,1.0000802100108106,1.0108704535307083,0.0006986905347614261
small,full,2018-12-31,20260911,3,1921,1921,16,1.1029781056902546,,,
small,full,2018-12-31,20260911,4,1921,1921,16,1.102172804120802,,,
small,full,2018-12-31,20260911,5,1921,1921,16,1.1008677193424716,0.998387307161344,0.9989818085735506,0.000701700279906516
small,full,2018-12-31,20260911,6,1921,1921,16,1.0987214217391998,,,
small,full,2018-12-31,20260911,7,1921,1921,16,1.0966075556793913,,,
small,full,2018-12-31,20260911,8,1921,1921,16,1.0974627460184847,,,
small,full,2018-12-31,20260911,9,1921,1921,16,1.0926471227069252,,,
small,full,2018-12-31,20260911,10,1921,1921,16,1.0870523828506966,0.9791551512675258,1.0132104885385782,0.0007215776436493841
small,full,2018-12-31,20260911,11,1921,1921,16,1.0807263769872606,,,
small,full,2018-12-31,20260911,12,1921,1921,16,1.072305371826791,,,
small,full,2018-12-31,20260911,13,1921,1921,16,1.0611568721460216,,,
small,full,2018-12-31,20260911,14,1921,1921,16,1.0587830813461019,,,
small,full,2018-12-31,20260911,15,1921,1921,16,1.0507761990687365,,,
small,full,2018-12-31,20260911,16,1921,1921,16,1.0275653765761312,,,
small,full,2018-12-31,20260911,17,1921,1921,16,1.0257955562131347,,,
small,full,2018-12-31,20260911,18,1921,1921,16,1.0191151850829205,,,
small,full,2018-12-31,20260911,19,1921,1921,16,0.9844438520525347,,,
small,full,2018-12-31,20260911,20,1921,1921,16,0.9777397205282288,0.8435608467541903,0.9879383190667362,0.000792497464836439
small,full,2018-12-31,20260912,1,1921,1921,16,1.1160963082580377,,,
small,full,2018-12-31,20260912,2,1921,1921,16,1.1049215554074034,0.9999996094049606,1.0195933256777296,0.000704844058269336
small,full,2018-12-31,20260912,3,1921,1921,16,1.1028640677552246,,,
small,full,2018-12-31,20260912,4,1921,1921,16,1.1029282462342465,,,
small,full,2018-12-31,20260912,5,1921,1921,16,1.101558246816092,0.9998445017209964,1.0013422703817447,0.0007048245830674695
small,full,2018-12-31,20260912,6,1921,1921,16,1.1010037199581961,,,
small,full,2018-12-31,20260912,7,1921,1921,16,1.102018150328845,,,
small,full,2018-12-31,20260912,8,1921,1921,16,1.1011557557786398,,,
small,full,2018-12-31,20260912,9,1921,1921,16,1.1006324326601082,,,
small,full,2018-12-31,20260912,10,1921,1921,16,1.0987548177469404,0.9956171966852588,1.0067553779285814,0.0007104814300824539
small,full,2018-12-31,20260912,11,1921,1921,16,1.0956557235762454,,,
small,full,2018-12-31,20260912,12,1921,1921,16,1.0920795320006227,,,
small,full,2018-12-31,20260912,13,1921,1921,16,1.0802029734598604,,,
small,full,2018-12-31,20260912,14,1921,1921,16,1.063583699258152,,,
small,full,2018-12-31,20260912,15,1921,1921,16,1.0515221573687792,,,
small,full,2018-12-31,20260912,16,1921,1921,16,1.0434599627683958,,,
small,full,2018-12-31,20260912,17,1921,1921,16,1.0171018928087732,,,
small,full,2018-12-31,20260912,18,1921,1921,16,1.0192230195194902,,,
small,full,2018-12-31,20260912,19,1921,1921,16,1.0185405619748864,,,
small,full,2018-12-31,20260912,20,1921,1921,16,0.9769925835509898,0.837234687378154,1.0936155163143402,0.0007693062298899583
dropout,full,2018-12-31,20260910,1,1921,1921,16,1.1138185533864122,,,
dropout,full,2018-12-31,20260910,2,1921,1921,16,1.1071960537625067,1.0004313600243286,1.0322150137510107,0.0006965951558483779
dropout,full,2018-12-31,20260910,3,1921,1921,16,1.1046041049478204,,,
dropout,full,2018-12-31,20260910,4,1921,1921,16,1.1037064559567664,,,
dropout,full,2018-12-31,20260910,5,1921,1921,16,1.1023623151845263,0.9994348745244298,1.0159528106218325,0.0007010920116536279
dropout,full,2018-12-31,20260910,6,1921,1921,16,1.102566312862786,,,
dropout,full,2018-12-31,20260910,7,1921,1921,16,1.1005161659969507,,,
dropout,full,2018-12-31,20260910,8,1921,1921,16,1.097353548292441,,,
dropout,full,2018-12-31,20260910,9,1921,1921,16,1.0990056249738236,,,
dropout,full,2018-12-31,20260910,10,1921,1921,16,1.0886188868989801,0.9749738450381732,1.0419210702227404,0.0007422166235585829
dropout,full,2018-12-31,20260910,11,1921,1921,16,1.0865109595608302,,,
dropout,full,2018-12-31,20260910,12,1921,1921,16,1.076837153313124,,,
dropout,full,2018-12-31,20260910,13,1921,1921,16,1.0869729781696909,,,
dropout,full,2018-12-31,20260910,14,1921,1921,16,1.066931622528521,,,
dropout,full,2018-12-31,20260910,15,1921,1921,16,1.0732323697369153,,,
dropout,full,2018-12-31,20260910,16,1921,1921,16,1.098675503225329,,,
dropout,full,2018-12-31,20260910,17,1921,1921,16,1.0711007478149033,,,
dropout,full,2018-12-31,20260910,18,1921,1921,16,1.0543001560665928,,,
dropout,full,2018-12-31,20260910,19,1921,1921,16,1.0561620338952276,,,
dropout,full,2018-12-31,20260910,20,1921,1921,16,1.0398897298731449,0.9134351555131984,1.0322224444116794,0.0007968057423391931
dropout,full,2018-12-31,20260911,1,1921,1921,16,1.1119562762787973,,,
dropout,full,2018-12-31,20260911,2,1921,1921,16,1.1048889473072878,0.9998677284502847,1.0186055784793895,0.0007025177591758264
dropout,full,2018-12-31,20260911,3,1921,1921,16,1.104075639664289,,,
dropout,full,2018-12-31,20260911,4,1921,1921,16,1.1027619623380798,,,
dropout,full,2018-12-31,20260911,5,1921,1921,16,1.1025550881132118,0.9990082451727538,1.005242039827181,0.0007027603589432658
dropout,full,2018-12-31,20260911,6,1921,1921,16,1.1011279883451726,,,
dropout,full,2018-12-31,20260911,7,1921,1921,16,1.0995461410342995,,,
dropout,full,2018-12-31,20260911,8,1921,1921,16,1.0970570065589202,,,
dropout,full,2018-12-31,20260911,9,1921,1921,16,1.0823146478078565,,,
dropout,full,2018-12-31,20260911,10,1921,1921,16,1.0913815743162383,0.9475571855724261,1.0383987861459048,0.0007047522176597015
dropout,full,2018-12-31,20260911,11,1921,1921,16,1.0590089138195826,,,
dropout,full,2018-12-31,20260911,12,1921,1921,16,1.0402210785782877,,,
dropout,full,2018-12-31,20260911,13,1921,1921,16,1.0403756543922198,,,
dropout,full,2018-12-31,20260911,14,1921,1921,16,1.0316138078246744,,,
dropout,full,2018-12-31,20260911,15,1921,1921,16,0.9978160609775754,,,
dropout,full,2018-12-31,20260911,16,1921,1921,16,1.003105994129727,,,
dropout,full,2018-12-31,20260911,17,1921,1921,16,0.9830252437278791,,,
dropout,full,2018-12-31,20260911,18,1921,1921,16,0.970581574467307,,,
dropout,full,2018-12-31,20260911,19,1921,1921,16,0.950614693565396,,,
dropout,full,2018-12-31,20260911,20,1921,1921,16,0.9589432223211782,0.8182582893699237,1.022151222581481,0.0008503282120422112
dropout,full,2018-12-31,20260912,1,1921,1921,16,1.1140105615038849,,,
dropout,full,2018-12-31,20260912,2,1921,1921,16,1.1053202469357595,0.999964404857016,1.0121198776238662,0.0007026621495287164
dropout,full,2018-12-31,20260912,3,1921,1921,16,1.10362285681608,,,
dropout,full,2018-12-31,20260912,4,1921,1921,16,1.102745922048659,,,
dropout,full,2018-12-31,20260912,5,1921,1921,16,1.1019231768587738,0.9996845613135329,1.0056119074677503,0.0007062079267363451
dropout,full,2018-12-31,20260912,6,1921,1921,16,1.1016076485830506,,,
dropout,full,2018-12-31,20260912,7,1921,1921,16,1.101650782484117,,,
dropout,full,2018-12-31,20260912,8,1921,1921,16,1.0996667581694255,,,
dropout,full,2018-12-31,20260912,9,1921,1921,16,1.0956639908428678,,,
dropout,full,2018-12-31,20260912,10,1921,1921,16,1.0855575796218666,0.9528343960495432,1.0645875754547516,0.0006859874838034723
dropout,full,2018-12-31,20260912,11,1921,1921,16,1.0719691312821937,,,
dropout,full,2018-12-31,20260912,12,1921,1921,16,1.057852834657044,,,
dropout,full,2018-12-31,20260912,13,1921,1921,16,1.0288968880790277,,,
dropout,full,2018-12-31,20260912,14,1921,1921,16,1.0346936993708156,,,
dropout,full,2018-12-31,20260912,15,1921,1921,16,1.0380850192363036,,,
dropout,full,2018-12-31,20260912,16,1921,1921,16,1.0087080781252542,,,
dropout,full,2018-12-31,20260912,17,1921,1921,16,1.0010955878715226,,,
dropout,full,2018-12-31,20260912,18,1921,1921,16,0.9874349038840458,,,
dropout,full,2018-12-31,20260912,19,1921,1921,16,0.9867435413752602,,,
dropout,full,2018-12-31,20260912,20,1921,1921,16,0.9355692213274178,0.7690331998869258,1.048785984795395,0.0007702830009077993
decay,full,2018-12-31,20260910,1,1921,1921,16,1.1118830294115105,,,
decay,full,2018-12-31,20260910,2,1921,1921,16,1.1065038717131264,1.0001355855183203,1.0319466869201839,0.0006991885995950328
decay,full,2018-12-31,20260910,3,1921,1921,16,1.1032001697911626,,,
decay,full,2018-12-31,20260910,4,1921,1921,16,1.1031634955900154,,,
decay,full,2018-12-31,20260910,5,1921,1921,16,1.1021475562692962,0.9997029879762133,1.0154656204998587,0.0007001392493164157
decay,full,2018-12-31,20260910,6,1921,1921,16,1.1019046968746036,,,
decay,full,2018-12-31,20260910,7,1921,1921,16,1.099432407134154,,,
decay,full,2018-12-31,20260910,8,1921,1921,16,1.093902257412191,,,
decay,full,2018-12-31,20260910,9,1921,1921,16,1.1061585666626335,,,
decay,full,2018-12-31,20260910,10,1921,1921,16,1.0969255183402105,0.9837169853552501,1.0163427066641633,0.0007183355853277185
decay,full,2018-12-31,20260910,11,1921,1921,16,1.0857010886484233,,,
decay,full,2018-12-31,20260910,12,1921,1921,16,1.0487056817628642,,,
decay,full,2018-12-31,20260910,13,1921,1921,16,1.0527793670432881,,,
decay,full,2018-12-31,20260910,14,1921,1921,16,1.0166667756905226,,,
decay,full,2018-12-31,20260910,15,1921,1921,16,0.9973675817452887,,,
decay,full,2018-12-31,20260910,16,1921,1921,16,0.9367993886367783,,,
decay,full,2018-12-31,20260910,17,1921,1921,16,0.9271483765735656,,,
decay,full,2018-12-31,20260910,18,1921,1921,16,0.8965423328066046,,,
decay,full,2018-12-31,20260910,19,1921,1921,16,0.8647140812464271,,,
decay,full,2018-12-31,20260910,20,1921,1921,16,0.8419894066283878,0.7024387528209374,1.0254120495653227,0.0010399278579133378
decay,full,2018-12-31,20260911,1,1921,1921,16,1.1091247388355159,,,
decay,full,2018-12-31,20260911,2,1921,1921,16,1.1027427853115643,0.9997537862286476,1.0107002248061565,0.0007040579005562548
decay,full,2018-12-31,20260911,3,1921,1921,16,1.1024758878907208,,,
decay,full,2018-12-31,20260911,4,1921,1921,16,1.100902244766698,,,
decay,full,2018-12-31,20260911,5,1921,1921,16,1.0991118863992924,0.989219948036605,1.015309365232558,0.0007010095782462362
decay,full,2018-12-31,20260911,6,1921,1921,16,1.0872958638530297,,,
decay,full,2018-12-31,20260911,7,1921,1921,16,1.0930338394496044,,,
decay,full,2018-12-31,20260911,8,1921,1921,16,1.0886950504649497,,,
decay,full,2018-12-31,20260911,9,1921,1921,16,1.0707850047444876,,,
decay,full,2018-12-31,20260911,10,1921,1921,16,1.0662277050933013,0.9216369213783635,1.0664279949907087,0.0006940982665731138
decay,full,2018-12-31,20260911,11,1921,1921,16,1.0389479238002763,,,
decay,full,2018-12-31,20260911,12,1921,1921,16,1.0101457409122412,,,
decay,full,2018-12-31,20260911,13,1921,1921,16,0.9884171802928707,,,
decay,full,2018-12-31,20260911,14,1921,1921,16,0.9900658295093757,,,
decay,full,2018-12-31,20260911,15,1921,1921,16,0.9553685688929034,,,
decay,full,2018-12-31,20260911,16,1921,1921,16,0.9616394522970757,,,
decay,full,2018-12-31,20260911,17,1921,1921,16,0.9469777475354076,,,
decay,full,2018-12-31,20260911,18,1921,1921,16,0.9076272753735869,,,
decay,full,2018-12-31,20260911,19,1921,1921,16,0.9060666574468716,,,
decay,full,2018-12-31,20260911,20,1921,1921,16,0.8679904299034296,0.7126585928367365,0.9232406343630613,0.0009318199387191121
decay,full,2018-12-31,20260912,1,1921,1921,16,1.110989259640293,,,
decay,full,2018-12-31,20260912,2,1921,1921,16,1.103441129898665,1.0001214325645205,1.010353294900778,0.0006996518665069757
decay,full,2018-12-31,20260912,3,1921,1921,16,1.1021999940625211,,,
decay,full,2018-12-31,20260912,4,1921,1921,16,1.1019324322096822,,,
decay,full,2018-12-31,20260912,5,1921,1921,16,1.1009321039012172,0.9997359215282389,1.0066596663041638,0.0007078933810815051
decay,full,2018-12-31,20260912,6,1921,1921,16,1.1008099824876632,,,
decay,full,2018-12-31,20260912,7,1921,1921,16,1.1005310046523886,,,
decay,full,2018-12-31,20260912,8,1921,1921,16,1.0973957156309666,,,
decay,full,2018-12-31,20260912,9,1921,1921,16,1.0844979749130494,,,
decay,full,2018-12-31,20260912,10,1921,1921,16,1.0621734290368727,0.9309022335693403,1.1153668913290191,0.0007114081211266162
decay,full,2018-12-31,20260912,11,1921,1921,16,1.0249622594497279,,,
decay,full,2018-12-31,20260912,12,1921,1921,16,0.9858952729823626,,,
decay,full,2018-12-31,20260912,13,1921,1921,16,0.9417702820014358,,,
decay,full,2018-12-31,20260912,14,1921,1921,16,0.914067653335053,,,
decay,full,2018-12-31,20260912,15,1921,1921,16,0.8808911768511085,,,
decay,full,2018-12-31,20260912,16,1921,1921,16,0.8607259042588203,,,
decay,full,2018-12-31,20260912,17,1921,1921,16,0.8234341120088491,,,
decay,full,2018-12-31,20260912,18,1921,1921,16,0.7891651884706489,,,
decay,full,2018-12-31,20260912,19,1921,1921,16,0.8136727246981869,,,
decay,full,2018-12-31,20260912,20,1921,1921,16,0.7825699372567093,0.5787577694247998,0.9707796423774037,0.0009279253836876899
combined,full,2018-12-31,20260910,1,1921,1921,16,1.1152604602389755,,,
combined,full,2018-12-31,20260910,2,1921,1921,16,1.1067056616788602,0.9999063077195122,1.0241625631060345,0.0007049399604983339
combined,full,2018-12-31,20260910,3,1921,1921,16,1.1043616951225574,,,
combined,full,2018-12-31,20260910,4,1921,1921,16,1.1037245331984644,,,
combined,full,2018-12-31,20260910,5,1921,1921,16,1.103017379360575,0.9997562577425347,1.0153399571846202,0.0007032893489871877
combined,full,2018-12-31,20260910,6,1921,1921,16,1.1022870891234453,,,
combined,full,2018-12-31,20260910,7,1921,1921,16,1.1017564662355486,,,
combined,full,2018-12-31,20260910,8,1921,1921,16,1.1003823083307147,,,
combined,full,2018-12-31,20260910,9,1921,1921,16,1.1006427102531697,,,
combined,full,2018-12-31,20260910,10,1921,1921,16,1.0972475268020412,0.9894077835884769,1.013762893030136,0.0007072205040230489
combined,full,2018-12-31,20260910,11,1921,1921,16,1.0933056218818196,,,
combined,full,2018-12-31,20260910,12,1921,1921,16,1.0823475251372812,,,
combined,full,2018-12-31,20260910,13,1921,1921,16,1.078125896800129,,,
combined,full,2018-12-31,20260910,14,1921,1921,16,1.072874035129691,,,
combined,full,2018-12-31,20260910,15,1921,1921,16,1.0583061018317768,,,
combined,full,2018-12-31,20260910,16,1921,1921,16,1.0549385719687785,,,
combined,full,2018-12-31,20260910,17,1921,1921,16,1.0404925791159823,,,
combined,full,2018-12-31,20260910,18,1921,1921,16,1.0297906197712237,,,
combined,full,2018-12-31,20260910,19,1921,1921,16,1.0133983959821535,,,
combined,full,2018-12-31,20260910,20,1921,1921,16,0.9919595592410412,0.8408978672960908,0.9788924054141345,0.0006481165068961038
combined,full,2018-12-31,20260911,1,1921,1921,16,1.1223486785644559,,,
combined,full,2018-12-31,20260911,2,1921,1921,16,1.1048902386430028,1.000191167361534,1.0123427007919423,0.0006980129334597692
combined,full,2018-12-31,20260911,3,1921,1921,16,1.104136445508656,,,
combined,full,2018-12-31,20260911,4,1921,1921,16,1.1039712931078465,,,
combined,full,2018-12-31,20260911,5,1921,1921,16,1.1024647473916604,0.9998153723943115,1.0023512804899162,0.0007009224583049626
combined,full,2018-12-31,20260911,6,1921,1921,16,1.1019228866856152,,,
combined,full,2018-12-31,20260911,7,1921,1921,16,1.1009038275322027,,,
combined,full,2018-12-31,20260911,8,1921,1921,16,1.1019276333376493,,,
combined,full,2018-12-31,20260911,9,1921,1921,16,1.1007810035901786,,,
combined,full,2018-12-31,20260911,10,1921,1921,16,1.100938164097204,0.9976908215503405,1.0004771557529415,0.0007007970571960901
combined,full,2018-12-31,20260911,11,1921,1921,16,1.0995823524073969,,,
combined,full,2018-12-31,20260911,12,1921,1921,16,1.0961788637890348,,,
combined,full,2018-12-31,20260911,13,1921,1921,16,1.091801097776541,,,
combined,full,2018-12-31,20260911,14,1921,1921,16,1.086443327107447,,,
combined,full,2018-12-31,20260911,15,1921,1921,16,1.084587488433987,,,
combined,full,2018-12-31,20260911,16,1921,1921,16,1.0656407767444276,,,
combined,full,2018-12-31,20260911,17,1921,1921,16,1.0583721211278023,,,
combined,full,2018-12-31,20260911,18,1921,1921,16,1.03522713155811,,,
combined,full,2018-12-31,20260911,19,1921,1921,16,1.0538916355973418,,,
combined,full,2018-12-31,20260911,20,1921,1921,16,1.032193763880665,0.882040067894393,1.0100207577950628,0.0007722358307438066
combined,full,2018-12-31,20260912,1,1921,1921,16,1.119431470642482,,,
combined,full,2018-12-31,20260912,2,1921,1921,16,1.1073044517398936,0.9999846143687783,1.0222032871300948,0.0007034385067908422
combined,full,2018-12-31,20260912,3,1921,1921,16,1.104559109068705,,,
combined,full,2018-12-31,20260912,4,1921,1921,16,1.104588019171461,,,
combined,full,2018-12-31,20260912,5,1921,1921,16,1.1025683797318013,0.9998221517788253,1.0033596036087902,0.0007024253948073167
combined,full,2018-12-31,20260912,6,1921,1921,16,1.1022987557164956,,,
combined,full,2018-12-31,20260912,7,1921,1921,16,1.102366951621491,,,
combined,full,2018-12-31,20260912,8,1921,1921,16,1.1022241811526436,,,
combined,full,2018-12-31,20260912,9,1921,1921,16,1.101322052380742,,,
combined,full,2018-12-31,20260912,10,1921,1921,16,1.1009765646223102,0.9991423654593508,1.0004902392362072,0.0007061628301709391
combined,full,2018-12-31,20260912,11,1921,1921,16,1.100697445177523,,,
combined,full,2018-12-31,20260912,12,1921,1921,16,1.1000083280627395,,,
combined,full,2018-12-31,20260912,13,1921,1921,16,1.0981582718736984,,,
combined,full,2018-12-31,20260912,14,1921,1921,16,1.0936407781032025,,,
combined,full,2018-12-31,20260912,15,1921,1921,16,1.091384597382528,,,
combined,full,2018-12-31,20260912,16,1921,1921,16,1.0823782440401004,,,
combined,full,2018-12-31,20260912,17,1921,1921,16,1.0679860573488869,,,
combined,full,2018-12-31,20260912,18,1921,1921,16,1.0628190816596794,,,
combined,full,2018-12-31,20260912,19,1921,1921,16,1.0562927037446466,,,
combined,full,2018-12-31,20260912,20,1921,1921,16,1.0443164858771201,0.9068091061511181,1.0478992718759146,0.0006756027690589651
baseline,full,2019-12-31,20260910,1,2165,2165,17,1.1100826060799474,,,
baseline,full,2019-12-31,20260910,2,2165,2165,17,1.1037089881390403,0.9999244038007,1.0200914977604467,0.0011247743368117322
baseline,full,2019-12-31,20260910,3,2165,2165,17,1.1034709690349482,,,
baseline,full,2019-12-31,20260910,4,2165,2165,17,1.1017462142895882,,,
baseline,full,2019-12-31,20260910,5,2165,2165,17,1.1013818775533804,0.9998387836694167,1.005153999592911,0.0011221682181578802
baseline,full,2019-12-31,20260910,6,2165,2165,17,1.1014992221123077,,,
baseline,full,2019-12-31,20260910,7,2165,2165,17,1.0992099517487488,,,
baseline,full,2019-12-31,20260910,8,2165,2165,17,1.0891990286923996,,,
baseline,full,2019-12-31,20260910,9,2165,2165,17,1.073684679691015,,,
baseline,full,2019-12-31,20260910,10,2165,2165,17,1.0546006160850614,0.9355678038564069,1.1144454885575292,0.0012724812238498818
baseline,full,2019-12-31,20260910,11,2165,2165,17,1.0388647881721513,,,
baseline,full,2019-12-31,20260910,12,2165,2165,17,1.0269946139073538,,,
baseline,full,2019-12-31,20260910,13,2165,2165,17,1.0145249935826308,,,
baseline,full,2019-12-31,20260910,14,2165,2165,17,1.003365992013081,,,
baseline,full,2019-12-31,20260910,15,2165,2165,17,1.005368949909959,,,
baseline,full,2019-12-31,20260910,16,2165,2165,17,0.9655164954568718,,,
baseline,full,2019-12-31,20260910,17,2165,2165,17,0.9320136477710469,,,
baseline,full,2019-12-31,20260910,18,2165,2165,17,0.9097648190571034,,,
baseline,full,2019-12-31,20260910,19,2165,2165,17,0.885142753691376,,,
baseline,full,2019-12-31,20260910,20,2165,2165,17,0.8436294544926967,0.6701484662555932,1.0298742844931799,0.001253335129321983
baseline,full,2019-12-31,20260911,1,2165,2165,17,1.10924325319691,,,
baseline,full,2019-12-31,20260911,2,2165,2165,17,1.1024948242354888,0.9998980039812401,1.0075021668890056,0.0011242500865786154
baseline,full,2019-12-31,20260911,3,2165,2165,17,1.101422459203707,,,
baseline,full,2019-12-31,20260911,4,2165,2165,17,1.1007579980766526,,,
baseline,full,2019-12-31,20260911,5,2165,2165,17,1.0977627652346675,0.9889673757222729,1.043075480472133,0.0011151554073198795
baseline,full,2019-12-31,20260911,6,2165,2165,17,1.0876311860514019,,,
baseline,full,2019-12-31,20260911,7,2165,2165,17,1.055129579418526,,,
baseline,full,2019-12-31,20260911,8,2165,2165,17,1.0468164458561164,,,
baseline,full,2019-12-31,20260911,9,2165,2165,17,1.0355272236376931,,,
baseline,full,2019-12-31,20260911,10,2165,2165,17,1.0129459058990655,0.8761075836956914,0.9964798713666462,0.001136552102882467
baseline,full,2019-12-31,20260911,11,2165,2165,17,0.9902776552127636,,,
baseline,full,2019-12-31,20260911,12,2165,2165,17,0.9797644939488682,,,
baseline,full,2019-12-31,20260911,13,2165,2165,17,0.967528648189254,,,
baseline,full,2019-12-31,20260911,14,2165,2165,17,0.9324851138211838,,,
baseline,full,2019-12-31,20260911,15,2165,2165,17,0.9168464299712941,,,
baseline,full,2019-12-31,20260911,16,2165,2165,17,0.8921958831386257,,,
baseline,full,2019-12-31,20260911,17,2165,2165,17,0.8789801697257484,,,
baseline,full,2019-12-31,20260911,18,2165,2165,17,0.8517396495744207,,,
baseline,full,2019-12-31,20260911,19,2165,2165,17,0.8168264719134941,,,
baseline,full,2019-12-31,20260911,20,2165,2165,17,0.819630373680564,0.6319529438679543,0.9000574072293817,0.001344656964836487
baseline,full,2019-12-31,20260912,1,2165,2165,17,1.1100192207387083,,,
baseline,full,2019-12-31,20260912,2,2165,2165,17,1.1045639791609785,1.000250810618764,1.0092957494440584,0.0011279543124105933
baseline,full,2019-12-31,20260912,3,2165,2165,17,1.101842789616926,,,
baseline,full,2019-12-31,20260912,4,2165,2165,17,1.1010635173898922,,,
baseline,full,2019-12-31,20260912,5,2165,2165,17,1.1014735820387032,0.9998868294731299,1.0043687234574599,0.0011258494213465021
