cutoff,history,training_n,label_mean,label_std,mean_change_from_full,adjacent_training_pairs,adjacent_label_correlation
2017-12-31,full,1678,0.002114028432822609,0.029648330241333454,0.0,1675,0.7795795269584153
2017-12-31,drop_early,1342,0.0028733036342114735,0.029025510901796153,0.0007592752013888646,1340,0.7787646856626101
2017-12-31,drop_middle,1342,0.0026766269819998452,0.03007173986710192,0.0005625985491772363,1338,0.7754880822773618
2017-12-31,drop_recent,1343,0.0018522132723484753,0.03232264507622729,-0.00026181516047413364,1340,0.7817004733566103
2018-12-31,full,1921,0.001146387266522635,0.029693928969564694,0.0,1918,0.7761958088808965
2018-12-31,drop_early,1536,0.001532618285037993,0.029170619280037283,0.000386231018515358,1534,0.7798332222484423
2018-12-31,drop_middle,1537,-0.0006743059323903119,0.028768018219713837,-0.0018206931989129468,1534,0.7659607265921557
2018-12-31,drop_recent,1537,0.0018306765527074467,0.0306804961167589,0.0006842892861848118,1534,0.7807884666493317
2019-12-31,full,2165,0.0017267351812499422,0.02949783536182061,0.0,2162,0.7792983056599543
2019-12-31,drop_early,1732,0.002132981762807927,0.02911696089548375,0.0004062465815579848,1730,0.7838010560501739
2019-12-31,drop_middle,1732,0.0005023363292498735,0.02733232133303978,-0.0012243988520000688,1729,0.7731496024116394
2019-12-31,drop_recent,1732,0.0020631151323865023,0.029711591921431132,0.00033637995113656007,1729,0.779898534442743
