arm,history,cutoff,seed,epoch,train_n,presentations,optimizer_steps,online_joint_loss,final_model_train_return_mse,final_model_train_auxiliary_mse,validation_mse
baseline,drop_early,2019-12-31,20260910,8,1732,2165,17,1.073919595967264,,,
baseline,drop_early,2019-12-31,20260910,9,1732,2165,17,1.0337772150788516,,,
baseline,drop_early,2019-12-31,20260910,10,1732,2165,17,1.0151088664768475,0.8823138516714611,1.0312121525647733,0.0012251408930488757
small,drop_early,2019-12-31,20260910,1,1732,2165,17,1.1361313660205374,,,
small,drop_early,2019-12-31,20260910,2,1732,2165,17,1.0933607575524487,,,
small,drop_early,2019-12-31,20260910,3,1732,2165,17,1.072829040286172,,,
small,drop_early,2019-12-31,20260910,4,1732,2165,17,1.112554727745937,,,
small,drop_early,2019-12-31,20260910,5,1732,2165,17,1.118168658582498,,,
small,drop_early,2019-12-31,20260910,6,1732,2165,17,1.0929775251251996,,,
small,drop_early,2019-12-31,20260910,7,1732,2165,17,1.103493549036374,,,
small,drop_early,2019-12-31,20260910,8,1732,2165,17,1.0924549550437486,,,
small,drop_early,2019-12-31,20260910,9,1732,2165,17,1.101638156739999,,,
small,drop_early,2019-12-31,20260910,10,1732,2165,17,1.0954937755648588,0.9983027438368588,1.0004682926327748,0.0011248979817546588
dropout,drop_early,2019-12-31,20260910,1,1732,2165,17,1.1359684675450137,,,
dropout,drop_early,2019-12-31,20260910,2,1732,2165,17,1.0941371493471688,,,
dropout,drop_early,2019-12-31,20260910,3,1732,2165,17,1.0745592153375199,,,
dropout,drop_early,2019-12-31,20260910,4,1732,2165,17,1.1131146273491839,,,
dropout,drop_early,2019-12-31,20260910,5,1732,2165,17,1.1187918705422664,,,
dropout,drop_early,2019-12-31,20260910,6,1732,2165,17,1.0941358075130894,,,
dropout,drop_early,2019-12-31,20260910,7,1732,2165,17,1.1036359566739196,,,
dropout,drop_early,2019-12-31,20260910,8,1732,2165,17,1.0924573769470285,,,
dropout,drop_early,2019-12-31,20260910,9,1732,2165,17,1.1017607016321143,,,
dropout,drop_early,2019-12-31,20260910,10,1732,2165,17,1.0935830747282809,0.9902871475484024,1.018943254721908,0.0011401687906262507
decay,drop_early,2019-12-31,20260910,1,1732,2165,17,1.1334096733472088,,,
decay,drop_early,2019-12-31,20260910,2,1732,2165,17,1.0926654085826653,,,
decay,drop_early,2019-12-31,20260910,3,1732,2165,17,1.073007789605209,,,
decay,drop_early,2019-12-31,20260910,4,1732,2165,17,1.1122035649852444,,,
decay,drop_early,2019-12-31,20260910,5,1732,2165,17,1.1181777842325646,,,
decay,drop_early,2019-12-31,20260910,6,1732,2165,17,1.0932421236060232,,,
decay,drop_early,2019-12-31,20260910,7,1732,2165,17,1.101360475548971,,,
decay,drop_early,2019-12-31,20260910,8,1732,2165,17,1.0769137986537767,,,
decay,drop_early,2019-12-31,20260910,9,1732,2165,17,1.0440164732877983,,,
decay,drop_early,2019-12-31,20260910,10,1732,2165,17,1.012520200495907,0.8677373703302467,1.0281922184016907,0.001200020401835851
combined,drop_early,2019-12-31,20260910,1,1732,2165,17,1.1392517663590076,,,
combined,drop_early,2019-12-31,20260910,2,1732,2165,17,1.0942337335670242,,,
combined,drop_early,2019-12-31,20260910,3,1732,2165,17,1.07343647317578,,,
combined,drop_early,2019-12-31,20260910,4,1732,2165,17,1.113235430464183,,,
combined,drop_early,2019-12-31,20260910,5,1732,2165,17,1.118262329387885,,,
combined,drop_early,2019-12-31,20260910,6,1732,2165,17,1.0934298428872442,,,
combined,drop_early,2019-12-31,20260910,7,1732,2165,17,1.1039876029342757,,,
combined,drop_early,2019-12-31,20260910,8,1732,2165,17,1.0927694566255353,,,
combined,drop_early,2019-12-31,20260910,9,1732,2165,17,1.1023044817992775,,,
combined,drop_early,2019-12-31,20260910,10,1732,2165,17,1.0952891858014995,0.9983101926279399,1.0018461515942017,0.0011240437520037211
baseline,drop_middle,2019-12-31,20260910,1,1732,2165,17,1.1314784767446011,,,
baseline,drop_middle,2019-12-31,20260910,2,1732,2165,17,1.110584368771824,,,
baseline,drop_middle,2019-12-31,20260910,3,1732,2165,17,1.1046205073526218,,,
baseline,drop_middle,2019-12-31,20260910,4,1732,2165,17,1.1103412297801663,,,
baseline,drop_middle,2019-12-31,20260910,5,1732,2165,17,1.1030052024277472,,,
baseline,drop_middle,2019-12-31,20260910,6,1732,2165,17,1.1166635839272867,,,
baseline,drop_middle,2019-12-31,20260910,7,1732,2165,17,1.0773059455682168,,,
baseline,drop_middle,2019-12-31,20260910,8,1732,2165,17,1.0432922175795047,,,
baseline,drop_middle,2019-12-31,20260910,9,1732,2165,17,1.0546795314233792,,,
baseline,drop_middle,2019-12-31,20260910,10,1732,2165,17,1.0014255661336708,0.9130462983463984,1.0139047477316911,0.0010820000034440138
small,drop_middle,2019-12-31,20260910,1,1732,2165,17,1.1333052276739073,,,
small,drop_middle,2019-12-31,20260910,2,1732,2165,17,1.110756806853737,,,
small,drop_middle,2019-12-31,20260910,3,1732,2165,17,1.104639640801498,,,
small,drop_middle,2019-12-31,20260910,4,1732,2165,17,1.1110987307017726,,,
small,drop_middle,2019-12-31,20260910,5,1732,2165,17,1.1029609099271391,,,
small,drop_middle,2019-12-31,20260910,6,1732,2165,17,1.1171890058363283,,,
small,drop_middle,2019-12-31,20260910,7,1732,2165,17,1.0800553468853993,,,
small,drop_middle,2019-12-31,20260910,8,1732,2165,17,1.060667275969481,,,
small,drop_middle,2019-12-31,20260910,9,1732,2165,17,1.0836125739452194,,,
small,drop_middle,2019-12-31,20260910,10,1732,2165,17,1.0447516999674173,0.9575812822126076,1.0509399695980082,0.0011785988904625116
dropout,drop_middle,2019-12-31,20260910,1,1732,2165,17,1.1341127228791938,,,
dropout,drop_middle,2019-12-31,20260910,2,1732,2165,17,1.1123754962762564,,,
dropout,drop_middle,2019-12-31,20260910,3,1732,2165,17,1.1053323833276163,,,
dropout,drop_middle,2019-12-31,20260910,4,1732,2165,17,1.1107672131364394,,,
dropout,drop_middle,2019-12-31,20260910,5,1732,2165,17,1.10407683612568,,,
dropout,drop_middle,2019-12-31,20260910,6,1732,2165,17,1.1180993756300859,,,
dropout,drop_middle,2019-12-31,20260910,7,1732,2165,17,1.0801050360153233,,,
dropout,drop_middle,2019-12-31,20260910,8,1732,2165,17,1.06269453579504,,,
dropout,drop_middle,2019-12-31,20260910,9,1732,2165,17,1.0911001203241855,,,
dropout,drop_middle,2019-12-31,20260910,10,1732,2165,17,1.0686833132497158,0.9845415890629793,1.012966345419234,0.0011495234724025808
decay,drop_middle,2019-12-31,20260910,1,1732,2165,17,1.1314601174127699,,,
decay,drop_middle,2019-12-31,20260910,2,1732,2165,17,1.1105595159200268,,,
decay,drop_middle,2019-12-31,20260910,3,1732,2165,17,1.1045859808183982,,,
decay,drop_middle,2019-12-31,20260910,4,1732,2165,17,1.1103191235324252,,,
decay,drop_middle,2019-12-31,20260910,5,1732,2165,17,1.1030202738957922,,,
decay,drop_middle,2019-12-31,20260910,6,1732,2165,17,1.1168112132070247,,,
decay,drop_middle,2019-12-31,20260910,7,1732,2165,17,1.0777669830630614,,,
decay,drop_middle,2019-12-31,20260910,8,1732,2165,17,1.0453450142924285,,,
decay,drop_middle,2019-12-31,20260910,9,1732,2165,17,1.0529110931634353,,,
decay,drop_middle,2019-12-31,20260910,10,1732,2165,17,0.9998836715281973,0.9062093223765596,1.0153922968593536,0.0010993669548090446
combined,drop_middle,2019-12-31,20260910,1,1732,2165,17,1.1363985616670744,,,
combined,drop_middle,2019-12-31,20260910,2,1732,2165,17,1.1127223062184886,,,
combined,drop_middle,2019-12-31,20260910,3,1732,2165,17,1.105249203435268,,,
combined,drop_middle,2019-12-31,20260910,4,1732,2165,17,1.1110920820170131,,,
combined,drop_middle,2019-12-31,20260910,5,1732,2165,17,1.1040820141587466,,,
combined,drop_middle,2019-12-31,20260910,6,1732,2165,17,1.1176318965938294,,,
combined,drop_middle,2019-12-31,20260910,7,1732,2165,17,1.0810232855155892,,,
combined,drop_middle,2019-12-31,20260910,8,1732,2165,17,1.062848913118966,,,
combined,drop_middle,2019-12-31,20260910,9,1732,2165,17,1.0922956694080979,,,
combined,drop_middle,2019-12-31,20260910,10,1732,2165,17,1.0727475009944643,0.9986080759942669,0.9999751108623267,0.001133193602913548
baseline,drop_recent,2019-12-31,20260910,1,1732,2165,17,1.1086455795561194,,,
baseline,drop_recent,2019-12-31,20260910,2,1732,2165,17,1.1095886539366724,,,
baseline,drop_recent,2019-12-31,20260910,3,1732,2165,17,1.1132774054591155,,,
baseline,drop_recent,2019-12-31,20260910,4,1732,2165,17,1.1011232185584017,,,
baseline,drop_recent,2019-12-31,20260910,5,1732,2165,17,1.085000485278167,,,
baseline,drop_recent,2019-12-31,20260910,6,1732,2165,17,1.1218954839552246,,,
baseline,drop_recent,2019-12-31,20260910,7,1732,2165,17,1.0653064606646743,,,
baseline,drop_recent,2019-12-31,20260910,8,1732,2165,17,1.0027371059939714,,,
baseline,drop_recent,2019-12-31,20260910,9,1732,2165,17,0.9918296008407381,,,
baseline,drop_recent,2019-12-31,20260910,10,1732,2165,17,0.9644625190774508,0.7688928608530938,1.0989811414934472,0.0013738393687131125
small,drop_recent,2019-12-31,20260910,1,1732,2165,17,1.1103214122957226,,,
small,drop_recent,2019-12-31,20260910,2,1732,2165,17,1.1093286325419471,,,
small,drop_recent,2019-12-31,20260910,3,1732,2165,17,1.1131920967035975,,,
small,drop_recent,2019-12-31,20260910,4,1732,2165,17,1.1014858482616328,,,
small,drop_recent,2019-12-31,20260910,5,1732,2165,17,1.085723172489545,,,
small,drop_recent,2019-12-31,20260910,6,1732,2165,17,1.1240839268263714,,,
small,drop_recent,2019-12-31,20260910,7,1732,2165,17,1.0832439134082397,,,
small,drop_recent,2019-12-31,20260910,8,1732,2165,17,1.057243652349256,,,
small,drop_recent,2019-12-31,20260910,9,1732,2165,17,1.0969263994115606,,,
small,drop_recent,2019-12-31,20260910,10,1732,2165,17,1.083080928430271,0.9515406033733976,1.0282384330626173,0.0011952268889877469
dropout,drop_recent,2019-12-31,20260910,1,1732,2165,17,1.111262747927571,,,
dropout,drop_recent,2019-12-31,20260910,2,1732,2165,17,1.1110517056929872,,,
dropout,drop_recent,2019-12-31,20260910,3,1732,2165,17,1.1139301313263714,,,
dropout,drop_recent,2019-12-31,20260910,4,1732,2165,17,1.1016047760190368,,,
dropout,drop_recent,2019-12-31,20260910,5,1732,2165,17,1.0865941865339566,,,
dropout,drop_recent,2019-12-31,20260910,6,1732,2165,17,1.1253266445208367,,,
dropout,drop_recent,2019-12-31,20260910,7,1732,2165,17,1.0851596760970066,,,
dropout,drop_recent,2019-12-31,20260910,8,1732,2165,17,1.0573705500873627,,,
dropout,drop_recent,2019-12-31,20260910,9,1732,2165,17,1.0916299115152337,,,
dropout,drop_recent,2019-12-31,20260910,10,1732,2165,17,1.0792285081145394,0.9312090058800254,1.0831741064305118,0.001251109666940817
decay,drop_recent,2019-12-31,20260910,1,1732,2165,17,1.108632921566864,,,
decay,drop_recent,2019-12-31,20260910,2,1732,2165,17,1.1095550697339875,,,
decay,drop_recent,2019-12-31,20260910,3,1732,2165,17,1.1132382007449109,,,
decay,drop_recent,2019-12-31,20260910,4,1732,2165,17,1.1010942826920789,,,
decay,drop_recent,2019-12-31,20260910,5,1732,2165,17,1.0850344382037191,,,
decay,drop_recent,2019-12-31,20260910,6,1732,2165,17,1.122194049980569,,,
decay,drop_recent,2019-12-31,20260910,7,1732,2165,17,1.0668685623734984,,,
decay,drop_recent,2019-12-31,20260910,8,1732,2165,17,1.006509180157069,,,
decay,drop_recent,2019-12-31,20260910,9,1732,2165,17,0.995508074760437,,,
decay,drop_recent,2019-12-31,20260910,10,1732,2165,17,0.9653177656147276,0.7736174691356632,1.085343519479518,0.0013903267086835122
combined,drop_recent,2019-12-31,20260910,1,1732,2165,17,1.1130773048753275,,,
combined,drop_recent,2019-12-31,20260910,2,1732,2165,17,1.1114849094430514,,,
combined,drop_recent,2019-12-31,20260910,3,1732,2165,17,1.1140904837888053,,,
combined,drop_recent,2019-12-31,20260910,4,1732,2165,17,1.1024173914973234,,,
combined,drop_recent,2019-12-31,20260910,5,1732,2165,17,1.086859909546568,,,
combined,drop_recent,2019-12-31,20260910,6,1732,2165,17,1.1243360467100254,,,
combined,drop_recent,2019-12-31,20260910,7,1732,2165,17,1.0839705479613078,,,
combined,drop_recent,2019-12-31,20260910,8,1732,2165,17,1.058796691233787,,,
combined,drop_recent,2019-12-31,20260910,9,1732,2165,17,1.1032501567043278,,,
combined,drop_recent,2019-12-31,20260910,10,1732,2165,17,1.1050339318863514,0.9985386218540112,1.0042267021901612,0.0011231951278387476
