state,cutoff,seed,mode,draw,audit_seed,return_mse,return_huber,auxiliary_mse,linear_fraction,common_joint
archived_mse,2017-12-31,20260910,eval,-1,-1,0.903568361426495,0.7377728447986124,1.0320103441779107,0.25148986889153757,0.8409738792164034
archived_mse,2017-12-31,20260910,dropout,0,20261100,0.9437256409939271,0.7613903967484986,1.0347503010045929,0.2497020262216925,0.864865426848958
archived_mse,2017-12-31,20260910,dropout,1,20261101,0.9400413406657725,0.7595512780438202,1.03370837467646,0.25685339690107273,0.8629221155114661
archived_mse,2017-12-31,20260910,dropout,2,20261102,0.9304735691312271,0.7560190162312761,1.0349480933926032,0.2598331346841478,0.8595138255705365
archived_mse,2017-12-31,20260910,dropout,3,20261103,0.9344419053855915,0.7592093256538605,1.0329598138270915,0.2622169249106079,0.8625053070365696
archived_mse,2017-12-31,20260910,dropout,4,20261104,0.9335307625518873,0.7558966382992405,1.0325840660354235,0.25148986889153757,0.8591550449027828
archived_mse,2017-12-31,20260910,dropout,5,20261105,0.9273535048294361,0.753014725200945,1.0335262556548128,0.2520858164481526,0.8563673507664263
archived_mse,2017-12-31,20260910,dropout,6,20261106,0.9367746608978876,0.7592749942374072,1.0329013734265575,0.26162097735399287,0.862565131580063
archived_mse,2017-12-31,20260910,dropout,7,20261107,0.9302036528753052,0.7521869368506223,1.0325060430381345,0.2586412395709178,0.8554375411544358
archived_mse,2017-12-31,20260911,eval,-1,-1,0.9383147278331684,0.7551924212106029,1.0268788914483693,0.2550655542312277,0.8578803103554399
archived_mse,2017-12-31,20260911,dropout,0,20261100,0.9490071320416578,0.7605216403348953,1.03216230348463,0.2562574493444577,0.8637378706833583
archived_mse,2017-12-31,20260911,dropout,1,20261101,0.9516984680854058,0.7642243763826472,1.0329761555966732,0.25446960667461266,0.8675219919423145
archived_mse,2017-12-31,20260911,dropout,2,20261102,0.9549495561514088,0.7647137319330197,1.0335781851425963,0.2598331346841478,0.8680715504472793
archived_mse,2017-12-31,20260911,dropout,3,20261103,0.9476814018170759,0.7616076736715263,1.0312893941168173,0.2628128724672229,0.864736613083208
archived_mse,2017-12-31,20260911,dropout,4,20261104,0.9501628716438364,0.7614149375826266,1.0313976349506673,0.2526817640047676,0.8645547010776933
archived_mse,2017-12-31,20260911,dropout,5,20261105,0.946291704577694,0.7579944630410528,1.0291328408618827,0.24910607866507747,0.860907747127241
archived_mse,2017-12-31,20260911,dropout,6,20261106,0.9511814093099633,0.7609839358186326,1.0351297892852107,0.2497020262216925,0.8644969147471536
archived_mse,2017-12-31,20260911,dropout,7,20261107,0.9452897340322067,0.7595032396173794,1.0335020606247298,0.25744934445768775,0.8628534456798524
archived_mse,2017-12-31,20260912,eval,-1,-1,0.8647827016442865,0.7158708124178795,1.0581026276411474,0.24195470798569726,0.8216810751819943
archived_mse,2017-12-31,20260912,dropout,0,20261100,0.9031516572707726,0.7378438320167247,1.0665461755134564,0.25804529201430276,0.8444984495680703
archived_mse,2017-12-31,20260912,dropout,1,20261101,0.9121806650148184,0.746041681460142,1.0696448746433702,0.2467222884386174,0.8530061689244791
