state,mode,parameter_group,states,negative_cosine_count,cosine_mean,cosine_min,cosine_max,weighted_auxiliary_norm_ratio_mean,auxiliary_projection_fraction_mean,auxiliary_projection_fraction_min,auxiliary_projection_fraction_max,full_joint_step_opposes_return_count
archived_huber,dropout_mean4,all,9,2,0.09956088965530507,-0.093908628951264,0.3840223583142419,0.12012545903263885,0.014661245281689625,-0.0111264386399934,0.088406053666263,0
archived_huber,dropout_mean4,shared,9,2,0.17273536014537538,-0.4979198600632795,0.596610860890208,0.22773074925836273,0.00892089726546539,-0.2859949701977161,0.1572975121730156,0
archived_huber,eval,all,9,2,0.0911550654273714,-0.2658827860870431,0.4026285134683983,0.09726096594442785,0.011765862481771997,-0.0196551498361977,0.0719947936459369,0
archived_huber,eval,shared,9,2,0.17656676843967337,-0.3959180027051839,0.6607864116704432,0.18333715446818488,0.01617151879811908,-0.1713449790206312,0.1034491956738852,0
archived_mse,dropout_mean4,all,9,4,0.09824875907995831,-0.1226625831589714,0.5705215758715891,0.16547628946001852,0.04517902531757887,-0.0095150672710291,0.3635673362312434,0
archived_mse,dropout_mean4,shared,9,4,0.14177633790824157,-0.1613685172609106,0.7192734596303416,0.18255930166824508,0.06342063590888646,-0.0131583549682115,0.5093373133448923,0
archived_mse,eval,all,9,3,0.15724864161868485,-0.1547079015448833,0.6197351066003846,0.14085900597042356,0.04589496399138147,-0.0222995164093502,0.361319257834708,0
archived_mse,eval,shared,9,3,0.225461101997114,-0.2196865719798475,0.7305905778611211,0.15455147129383098,0.05910860595833951,-0.0359254132837386,0.4490572630538835,0
