comparison,left_state,right_state,cutoff,seed,mode,return_mse_left,return_mse_right,return_mse_difference,return_mse_relative_change,return_huber_left,return_huber_right,return_huber_difference,return_huber_relative_change,auxiliary_mse_left,auxiliary_mse_right,auxiliary_mse_difference,auxiliary_mse_relative_change,common_joint_left,common_joint_right,common_joint_difference,common_joint_relative_change,linear_fraction_left,linear_fraction_right,linear_fraction_difference,linear_fraction_relative_change
archived_huber_minus_mse,archived_huber,archived_mse,2017-12-31,20260910,eval,0.9464565477836056,0.903568361426495,0.04288818635711056,0.047465347601814534,0.752621966223268,0.7377728447986124,0.014849121424655665,0.020126955782316713,1.0268330609956502,1.0320103441779107,-0.005177283182260517,-0.005016696985130187,0.855305272322833,0.8409738792164034,0.014331393106429613,0.017041424782162418,0.2514898688915375,0.2514898688915375,0.0,0.0
archived_huber_minus_mse,archived_huber,archived_mse,2017-12-31,20260910,dropout,0.9604619979782754,0.9345681296663793,0.025893868311896107,0.02770677438052549,0.7630716174814822,0.7570679139082088,0.0060037035732734,0.007930204758355819,1.032424595223349,1.0334855401319594,-0.0010609449086103062,-0.0010265696687684622,0.8663140770038171,0.8604164679214048,0.005897609082412325,0.006854365649997085,0.2568533969010727,0.2565554231227652,0.00029797377830748095,0.0011614401858304202
archived_huber_minus_mse,archived_huber,archived_mse,2017-12-31,20260911,eval,0.9548174893298708,0.9383147278331684,0.01650276149670238,0.017587661162275392,0.7611066522493264,0.7551924212106029,0.005914231038723461,0.007831422658138854,1.003401447251812,1.0268788914483693,-0.023477444196557284,-0.022862914402148604,0.8614467969745077,0.8578803103554399,0.003566486619067777,0.004157324251433225,0.2580452920143027,0.2550655542312277,0.0029797377830750316,0.011682242990654013
archived_huber_minus_mse,archived_huber,archived_mse,2017-12-31,20260911,dropout,0.9628749315283007,0.9495327847074061,0.01334214682089463,0.014051275570233113,0.766231740687209,0.7613704997977224,0.004861240889486584,0.006384855849784099,1.0112118440362736,1.0323960455079009,-0.02118420147162725,-0.020519452359201384,0.8673529250908364,0.8646101043485126,0.0027428207423237927,0.0031723209438900835,0.2599076281287246,0.2552890345649583,0.004618593563766316,0.01809162532827524
archived_huber_minus_mse,archived_huber,archived_mse,2017-12-31,20260912,eval,0.9819753075575496,0.8647827016442865,0.11719260591326308,0.13551682485141603,0.7779103253648761,0.7158708124178795,0.06203951294699661,0.08666300102033198,1.0214985052747507,1.0581026276411474,-0.03660412236639665,-0.03459411347271579,0.8800601758923512,0.8216810751819943,0.0583791007103569,0.07104836958478877,0.2622169249106079,0.2419547079856972,0.020262216924910675,0.08374384236453225
archived_huber_minus_mse,archived_huber,archived_mse,2017-12-31,20260912,dropout,0.9864154744957871,0.9074792785152412,0.07893619598054591,0.0869840202959744,0.7811072217863577,0.7422282581250135,0.038878963661344246,0.05238141129193696,1.02728056784162,1.0680096275794748,-0.0407290597378549,-0.03813547994896149,0.8838352785705197,0.8490292208829611,0.03480605768755862,0.04099512340854594,0.26288736591179973,0.2541716328963051,0.008715733015494609,0.03429073856975373
archived_huber_minus_mse,archived_huber,archived_mse,2018-12-31,20260910,eval,0.8386664172532877,0.8408978732709017,-0.0022314560176139864,-0.002653658771824663,0.6967829509894636,0.7075233851471252,-0.010740434157661571,-0.015180323906082815,0.9798246957730156,0.978892420167913,0.0009322756051025616,0.0009523779997628878,0.7947654205667651,0.8054126271639165,-0.010647206597151349,-0.013219567508698127,0.2378969286829776,0.247787610619469,-0.009890681936491397,-0.03991596638655459
archived_huber_minus_mse,archived_huber,archived_mse,2018-12-31,20260910,dropout,0.8789245758773346,0.8821882162156409,-0.003263640338306284,-0.0036994830335712603,0.7232326891500127,0.7338650977273287,-0.010632408577315955,-0.01448823306932423,0.9921216949234382,0.9945775325347528,-0.0024558376113146263,-0.0024692269139197087,0.8224448586423565,0.8333228509808039,-0.01087799233844744,-0.013053755007011114,0.2460957834461218,0.25618167621030713,-0.010085892764185339,-0.03937007874015752
archived_huber_minus_mse,archived_huber,archived_mse,2018-12-31,20260911,eval,0.943862698012663,0.8820400544067436,0.06182264360591938,0.0700905172016264,0.7607349738735357,0.7303375087858671,0.030397465087668607,0.041621119991772204,0.988868195637246,1.0100207789425333,-0.021152583305287243,-0.020942720928408542,0.8596217934372603,0.8313395866801204,0.028282206757139883,0.034020040919839234,0.2576782925559604,0.2483081728266528,0.009370119729307624,0.037735849056603765
archived_huber_minus_mse,archived_huber,archived_mse,2018-12-31,20260911,dropout,0.961088352311252,0.9115632562137003,0.049525096097551735,0.05432985123079748,0.7728430692548398,0.7479454267652629,0.024897642489576932,0.033288046959863093,1.007742372420236,1.0175509504796447,-0.009808578059408823,-0.009639397471728928,0.8736173064968634,0.8497005218132274,0.023916784683636005,0.02814731081087074,0.26086673607496097,0.25780843310775636,0.003058302967204607,0.011862695608278795
archived_huber_minus_mse,archived_huber,archived_mse,2018-12-31,20260912,eval,0.979161446968716,0.906809092494444,0.07235235447427202,0.0797878573043922,0.7839542389565757,0.7447582159533372,0.039196023003238434,0.05262919181504433,1.0165652131418397,1.0478992922108412,-0.03133407906900154,-0.029901803829730067,0.8856107602707597,0.8495481451744213,0.036062615096338346,0.04244917171696527,0.2644456012493493,0.2566371681415929,0.007808433107756418,0.030425963488843966
archived_huber_minus_mse,archived_huber,archived_mse,2018-12-31,20260912,dropout,0.9863142459088748,0.9294384456628351,0.056875800246039776,0.06119372456718031,0.7886909895645556,0.7579512660535989,0.030739723510956773,0.04055633242887535,1.0239256520577178,1.0483793794707856,-0.02445372741306784,-0.023325265540239726,0.8910835547703275,0.8627892040006774,0.028294350769650145,0.03279404823153986,0.264966163456533,0.2593050494534096,0.005661114003123413,0.02183186951066518
archived_huber_minus_mse,archived_huber,archived_mse,2019-12-31,20260910,eval,0.935354300657942,0.9083641081437772,0.02699019251416479,0.02971296671917023,0.7558157445806246,0.7506893909301274,0.005126353650497184,0.006828861194035918,1.0138417956632224,1.013135403589137,0.0007063920740855156,0.0006972336289730041,0.8571999241469469,0.8520029312890411,0.005196992857905758,0.006099735889456337,0.2563510392609699,0.2660508083140878,-0.009699769053117868,-0.0364583333333337
