cutoff,fit_cutoff,mode,method,seed,family,component,training_n,training_up_n,fit_eligible,offset,status,objective,gradient
2021-03-31,2021-01-07,insufficient_history,learned_market,20260911,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_market,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_market,20260912,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_market,20260912,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_market,20260912,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260910,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260910,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260910,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260911,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260911,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260911,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260912,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260912,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_vol_interaction,20260912,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260910,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260910,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260910,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260911,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260911,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260911,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260912,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260912,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_extension,20260912,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260910,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260910,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260910,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260911,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260911,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260911,volatility,high,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260912,trend,nonnegative,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260912,volatility,low,0,0,False,0.0,insufficient_history,,
2021-03-31,2021-01-07,insufficient_history,learned_order_offset,20260912,volatility,high,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260910,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260910,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260910,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260911,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260911,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260911,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260912,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260912,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_market,20260912,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260910,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260910,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260910,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260911,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260911,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260911,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260912,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260912,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_vol_interaction,20260912,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260910,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260910,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260910,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260911,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260911,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260911,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260912,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260912,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_extension,20260912,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260910,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260910,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260910,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260910,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260911,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260911,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260911,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260911,volatility,high,8,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260912,trend,negative,0,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260912,trend,nonnegative,9,3,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260912,volatility,low,1,0,False,0.0,insufficient_history,,
2021-06-30,2021-03-25,insufficient_history,learned_order_offset,20260912,volatility,high,8,3,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260910,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260910,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260910,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260910,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260911,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260911,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260911,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260911,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260912,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260912,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260912,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_market,20260912,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260910,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260910,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260910,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260910,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260911,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260911,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260911,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260911,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260912,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260912,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260912,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_vol_interaction,20260912,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260910,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260910,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260910,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260910,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260911,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260911,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260911,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260911,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260912,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260912,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260912,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_extension,20260912,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260910,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260910,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260910,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260910,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260911,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260911,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260911,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260911,volatility,high,18,8,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260912,trend,negative,10,5,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260912,trend,nonnegative,12,4,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260912,volatility,low,4,1,False,0.0,insufficient_history,,
2021-09-30,2021-06-24,insufficient_history,learned_order_offset,20260912,volatility,high,18,8,False,0.0,insufficient_history,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260910,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260910,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260910,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260911,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260911,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260911,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260912,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260912,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_market,20260912,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260910,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260910,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260910,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260911,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260911,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260911,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260912,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260912,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_vol_interaction,20260912,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260910,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260910,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260910,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260911,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260911,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260911,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260912,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260912,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_extension,20260912,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260910,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260910,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260910,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260911,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260911,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260911,volatility,high,28,13,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260912,trend,negative,17,10,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260912,volatility,low,6,2,False,0.0,annual_reset,,
2021-12-31,2021-09-16,annual_reset,learned_order_offset,20260912,volatility,high,28,13,False,0.0,annual_reset,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260910,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260910,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260910,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260910,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260911,trend,negative,27,16,False,0.0,insufficient_history,,
