cutoff,fit_cutoff,mode,method,seed,family,component,training_n,training_up_n,fit_eligible,offset,status,objective,gradient
2022-03-31,2021-12-16,insufficient_history,learned_market,20260911,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260911,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260911,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260912,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260912,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260912,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_market,20260912,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260910,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260910,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260910,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260910,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260911,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260911,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260911,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260911,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260912,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260912,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260912,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_vol_interaction,20260912,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260910,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260910,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260910,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260910,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260911,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260911,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260911,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260911,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260912,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260912,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260912,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_extension,20260912,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260910,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260910,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260910,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260910,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260911,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260911,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260911,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260911,volatility,high,30,14,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260912,trend,negative,27,16,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260912,trend,nonnegative,19,6,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260912,volatility,low,16,8,False,0.0,insufficient_history,,
2022-03-31,2021-12-16,insufficient_history,learned_order_offset,20260912,volatility,high,30,14,False,0.0,insufficient_history,,
2022-06-30,2022-03-17,ready,learned_market,20260910,trend,negative,35,18,True,-0.15142542914968588,interior,26.243656499489518,-1.7763568394002505e-15
2022-06-30,2022-03-17,ready,learned_market,20260910,trend,nonnegative,17,4,True,-0.19875723674888057,interior,11.12529157814525,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_market,20260910,volatility,low,23,10,True,-0.18412821098784843,interior,17.194003309645247,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_market,20260910,volatility,high,29,12,True,-0.1629099655843581,interior,20.18646934855242,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_market,20260911,trend,negative,35,18,True,-0.17913746474321318,interior,26.1372930447125,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_market,20260911,trend,nonnegative,17,4,True,-0.19347455435750632,interior,12.259349515998545,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_market,20260911,volatility,low,23,10,True,-0.23786320547490608,interior,19.03469038315057,0.0
2022-06-30,2022-03-17,ready,learned_market,20260911,volatility,high,29,12,True,-0.1375226549630325,interior,19.29874540443956,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_market,20260912,trend,negative,35,18,True,-0.10777053572369244,interior,29.025404261334206,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_market,20260912,trend,nonnegative,17,4,True,-0.18898125473974708,interior,12.389389902344266,0.0
2022-06-30,2022-03-17,ready,learned_market,20260912,volatility,low,23,10,True,-0.10728161445558304,interior,19.09076885290049,0.0
2022-06-30,2022-03-17,ready,learned_market,20260912,volatility,high,29,12,True,-0.1807779380604302,interior,22.331551405566753,0.0
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260910,trend,negative,35,18,True,-0.17515450242441666,interior,26.687887706317753,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260910,trend,nonnegative,17,4,True,-0.2008098115873178,interior,11.368310832088497,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260910,volatility,low,23,10,True,-0.20581762266324766,interior,17.45827845614884,0.0
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260910,volatility,high,29,12,True,-0.16935038851146156,interior,20.593567670128284,0.0
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260911,trend,negative,35,18,True,-0.17617714701657194,interior,26.36964119764355,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260911,trend,nonnegative,17,4,True,-0.18951399515817619,interior,12.045094663637371,1.7763568394002505e-15
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260911,volatility,low,23,10,True,-0.23071342018655788,interior,18.880301588554715,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260911,volatility,high,29,12,True,-0.1373469945945992,interior,19.47962272262717,-4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260912,trend,negative,35,18,True,-0.10769130822250161,interior,29.103020587904854,0.0
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260912,trend,nonnegative,17,4,True,-0.18752336804095188,interior,12.387112642083325,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260912,volatility,low,23,10,True,-0.10648986673766417,interior,19.196400471523987,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_vol_interaction,20260912,volatility,high,29,12,True,-0.18010170744616588,interior,22.29970485568873,0.0
2022-06-30,2022-03-17,ready,learned_order_extension,20260910,trend,negative,35,18,True,-0.17896256912496694,interior,26.785800432898384,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260910,trend,nonnegative,17,4,True,-0.20003373341531994,interior,11.54072854642892,0.0
2022-06-30,2022-03-17,ready,learned_order_extension,20260910,volatility,low,23,10,True,-0.21619773322470293,interior,17.861761838303277,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260910,volatility,high,29,12,True,-0.1630888802894786,interior,20.44951524039999,-4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260911,trend,negative,35,18,True,-0.19403817074556368,interior,27.05985286901033,0.0
2022-06-30,2022-03-17,ready,learned_order_extension,20260911,trend,nonnegative,17,4,True,-0.19100968069743834,interior,12.925833280958955,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260911,volatility,low,23,10,True,-0.2606710763585862,interior,20.425941676219413,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260911,volatility,high,29,12,True,-0.1301602060440204,interior,19.451766397008946,0.0
2022-06-30,2022-03-17,ready,learned_order_extension,20260912,trend,negative,35,18,True,-0.10313112169858088,interior,29.12042918102006,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260912,trend,nonnegative,17,4,True,-0.18530951037392052,interior,12.40641975686053,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260912,volatility,low,23,10,True,-0.10189963071169564,interior,19.241634261954964,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_extension,20260912,volatility,high,29,12,True,-0.17761635474043697,interior,22.29159661622063,-4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260910,trend,negative,35,18,True,-0.17875132498224527,interior,26.779209534616925,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260910,trend,nonnegative,17,4,True,-0.20009594376083206,interior,11.541679848212109,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260910,volatility,low,23,10,True,-0.21603442523677652,interior,17.86211606562591,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260910,volatility,high,29,12,True,-0.16307426461062646,interior,20.44369545455889,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260911,trend,negative,35,18,True,-0.1926031333779129,interior,27.038494906579214,4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260911,trend,nonnegative,17,4,True,-0.191008327822407,interior,12.924451223934868,0.0
2022-06-30,2022-03-17,ready,learned_order_offset,20260911,volatility,low,23,10,True,-0.26005468417278266,interior,20.41101779859628,8.881784197001252e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260911,volatility,high,29,12,True,-0.12923475993711508,interior,19.4433609633482,-4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260912,trend,negative,35,18,True,-0.10289349527244906,interior,29.12126943619468,-4.440892098500626e-16
2022-06-30,2022-03-17,ready,learned_order_offset,20260912,trend,nonnegative,17,4,True,-0.18513573586353466,interior,12.401775087630874,0.0
2022-06-30,2022-03-17,ready,learned_order_offset,20260912,volatility,low,23,10,True,-0.10175246395061019,interior,19.242363048718047,0.0
2022-06-30,2022-03-17,ready,learned_order_offset,20260912,volatility,high,29,12,True,-0.17734858260560987,interior,22.287250930800518,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_market,20260910,trend,negative,39,20,True,-0.1684550556324117,interior,29.68867853877943,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_market,20260910,trend,nonnegative,13,3,True,-0.167479707285479,interior,9.047015718547751,0.0
2022-09-30,2022-06-23,ready,learned_market,20260910,volatility,low,21,9,True,-0.175426345970713,interior,15.590760705376985,0.0
2022-09-30,2022-06-23,ready,learned_market,20260910,volatility,high,31,14,True,-0.1612911443709849,interior,23.14364653093184,0.0
2022-09-30,2022-06-23,ready,learned_market,20260911,trend,negative,39,20,True,-0.19202421261919506,interior,29.800425138751685,0.0
2022-09-30,2022-06-23,ready,learned_market,20260911,trend,nonnegative,13,3,True,-0.17399346674971472,interior,10.195778314258611,0.0
2022-09-30,2022-06-23,ready,learned_market,20260911,volatility,low,21,9,True,-0.22949225141528046,interior,17.425488802851035,0.0
2022-09-30,2022-06-23,ready,learned_market,20260911,volatility,high,31,14,True,-0.14346374939221662,interior,22.52549568182977,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_market,20260912,trend,negative,39,20,True,-0.0804592787029273,interior,32.23849642542383,-2.220446049250313e-16
2022-09-30,2022-06-23,ready,learned_market,20260912,trend,nonnegative,13,3,True,-0.14799657598249416,interior,9.810924293538088,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_market,20260912,volatility,low,21,9,True,-0.1047282698064782,interior,17.938088077420936,0.0
2022-09-30,2022-06-23,ready,learned_market,20260912,volatility,high,31,14,True,-0.11530109120982107,interior,24.13999286100602,0.0
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260910,trend,negative,39,20,True,-0.18208039427252287,interior,29.55693411593319,0.0
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260910,trend,nonnegative,13,3,True,-0.16557361279448374,interior,9.0640208159769,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260910,volatility,low,21,9,True,-0.19612448963480028,interior,15.879872641685553,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260910,volatility,high,31,14,True,-0.15563339149629735,interior,22.732270924114385,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260911,trend,negative,39,20,True,-0.18959404509162525,interior,30.04364708328307,2.220446049250313e-15
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260911,trend,nonnegative,13,3,True,-0.17282909650375416,interior,10.0403958626968,-4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260911,volatility,low,21,9,True,-0.22310885642827832,interior,17.25628039284739,-8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260911,volatility,high,31,14,True,-0.14545467073300067,interior,22.79095548705465,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260912,trend,negative,39,20,True,-0.08122714243377657,interior,32.141419516105174,-2.220446049250313e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260912,trend,nonnegative,13,3,True,-0.1464563751042664,interior,9.806430006610526,-8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260912,volatility,low,21,9,True,-0.10397801289011899,interior,18.043501985190936,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_vol_interaction,20260912,volatility,high,31,14,True,-0.11545506149807999,interior,23.93091253938775,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260910,trend,negative,39,20,True,-0.18386527517527607,interior,29.637646763239303,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260910,trend,nonnegative,13,3,True,-0.16538718475023922,interior,9.248344393969035,-4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_order_extension,20260910,volatility,low,21,9,True,-0.20600351102569747,interior,16.243166363975554,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260910,volatility,high,31,14,True,-0.148670974812746,interior,22.623950641826372,4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_order_extension,20260911,trend,negative,39,20,True,-0.20730827397746054,interior,30.54031834558984,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260911,trend,nonnegative,13,3,True,-0.1740287711863347,interior,10.924110441638735,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_extension,20260911,volatility,low,21,9,True,-0.2525903429513099,interior,18.749031630980816,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260911,volatility,high,31,14,True,-0.13942222215230254,interior,22.641315668782067,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_extension,20260912,trend,negative,39,20,True,-0.07739337864954043,interior,32.12409640657106,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260912,trend,nonnegative,13,3,True,-0.143953083469606,interior,9.820280443122732,0.0
2022-09-30,2022-06-23,ready,learned_order_extension,20260912,volatility,low,21,9,True,-0.09940017153944086,interior,18.095630852023774,2.220446049250313e-16
2022-09-30,2022-06-23,ready,learned_order_extension,20260912,volatility,high,31,14,True,-0.11337958811587573,interior,23.876021987396726,-8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260910,trend,negative,39,20,True,-0.18356324734611756,interior,29.63204626610545,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260910,trend,nonnegative,13,3,True,-0.16545129723098695,interior,9.249116785169223,-8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260910,volatility,low,21,9,True,-0.2058301340209021,interior,16.242641528578666,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260910,volatility,high,31,14,True,-0.14855873718495172,interior,22.61960594864927,-1.7763568394002505e-15
2022-09-30,2022-06-23,ready,learned_order_offset,20260911,trend,negative,39,20,True,-0.2057450486528179,interior,30.523660442755375,1.7763568394002505e-15
2022-09-30,2022-06-23,ready,learned_order_offset,20260911,trend,nonnegative,13,3,True,-0.17414099874092603,interior,10.9204747920114,0.0
2022-09-30,2022-06-23,ready,learned_order_offset,20260911,volatility,low,21,9,True,-0.25205593179971186,interior,18.736839245885456,8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260911,volatility,high,31,14,True,-0.13834918412646158,interior,22.63173496825053,-8.881784197001252e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260912,trend,negative,39,20,True,-0.07728759441180402,interior,32.12250236055166,0.0
2022-09-30,2022-06-23,ready,learned_order_offset,20260912,trend,nonnegative,13,3,True,-0.14380476318600538,interior,9.81725228999296,0.0
2022-09-30,2022-06-23,ready,learned_order_offset,20260912,volatility,low,21,9,True,-0.09927613836814783,interior,18.095805453658638,-4.440892098500626e-16
2022-09-30,2022-06-23,ready,learned_order_offset,20260912,volatility,high,31,14,True,-0.11325370297136259,interior,23.871189323004856,0.0
2022-12-31,2022-09-15,annual_reset,learned_market,20260910,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260910,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260910,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260911,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260911,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260911,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260912,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260912,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_market,20260912,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260910,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260910,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260910,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260911,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260911,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260911,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260912,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260912,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_vol_interaction,20260912,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260910,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260910,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260910,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260911,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260911,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260911,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260912,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260912,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_extension,20260912,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260910,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260910,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260910,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260910,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260911,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260911,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260911,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260911,volatility,high,27,12,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260912,trend,negative,35,18,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260912,trend,nonnegative,17,5,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260912,volatility,low,25,11,False,0.0,annual_reset,,
2022-12-31,2022-09-15,annual_reset,learned_order_offset,20260912,volatility,high,27,12,False,0.0,annual_reset,,
2023-03-31,2022-12-15,ready,learned_market,20260910,trend,negative,36,16,True,-0.25066007042694227,interior,29.5755107867318,0.0
2023-03-31,2022-12-15,ready,learned_market,20260910,trend,nonnegative,16,5,True,-0.21073132308340825,interior,13.241074901562316,0.0
2023-03-31,2022-12-15,ready,learned_market,20260910,volatility,low,22,8,True,-0.2607874148251652,interior,18.94098528796308,8.881784197001252e-16
2023-03-31,2022-12-15,ready,learned_market,20260910,volatility,high,30,13,True,-0.2063840524178881,interior,23.866621456038242,0.0
2023-03-31,2022-12-15,ready,learned_market,20260911,trend,negative,36,16,True,-0.20813065245516577,interior,28.069205927858636,-1.7763568394002505e-15
2023-03-31,2022-12-15,ready,learned_market,20260911,trend,nonnegative,16,5,True,-0.19054487638120826,interior,13.752140415980714,0.0
2023-03-31,2022-12-15,ready,learned_market,20260911,volatility,low,22,8,True,-0.2760792086276893,interior,18.43988450618443,0.0
2023-03-31,2022-12-15,ready,learned_market,20260911,volatility,high,30,13,True,-0.12990989939828707,interior,23.245565126275476,0.0
2023-03-31,2022-12-15,ready,learned_market,20260912,trend,negative,36,16,True,-0.16569887693698665,interior,30.413961632876685,-8.881784197001252e-16
2023-03-31,2022-12-15,ready,learned_market,20260912,trend,nonnegative,16,5,True,-0.14778680092933466,interior,13.318400858286017,1.3322676295501878e-15
2023-03-31,2022-12-15,ready,learned_market,20260912,volatility,low,22,8,True,-0.22578269571755177,interior,20.273650435190063,8.881784197001252e-16
2023-03-31,2022-12-15,ready,learned_market,20260912,volatility,high,30,13,True,-0.094528712633897,interior,23.34837449095573,2.220446049250313e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260910,trend,negative,36,16,True,-0.2515216526408762,interior,29.616794007200067,0.0
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260910,trend,nonnegative,16,5,True,-0.22044531495984926,interior,13.435578120838073,0.0
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260910,volatility,low,22,8,True,-0.28018603405689524,interior,19.432250500193767,-1.7763568394002505e-15
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260910,volatility,high,30,13,True,-0.19820268133709223,interior,23.582607535243966,-4.440892098500626e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260911,trend,negative,36,16,True,-0.20653008865939554,interior,28.22078407139604,1.7763568394002505e-15
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260911,trend,nonnegative,16,5,True,-0.18923902649364405,interior,13.650200043458662,-4.440892098500626e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260911,volatility,low,22,8,True,-0.2728505455043969,interior,18.346911450496833,8.881784197001252e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260911,volatility,high,30,13,True,-0.12985523976940333,interior,23.39398817011753,4.440892098500626e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260912,trend,negative,36,16,True,-0.1687667195569404,interior,30.48345507303665,0.0
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260912,trend,nonnegative,16,5,True,-0.1423692869640663,interior,13.41269696801369,8.881784197001252e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260912,volatility,low,22,8,True,-0.22587814969562037,interior,20.580087250832797,8.881784197001252e-16
2023-03-31,2022-12-15,ready,learned_vol_interaction,20260912,volatility,high,30,13,True,-0.09306593059634574,interior,23.205514670179163,4.440892098500626e-16
2023-03-31,2022-12-15,ready,learned_order_extension,20260910,trend,negative,36,16,True,-0.24103870810307687,interior,29.14731504526653,0.0
2023-03-31,2022-12-15,ready,learned_order_extension,20260910,trend,nonnegative,16,5,True,-0.2174853621379515,interior,13.27445380073721,0.0
